0:0:0 | [CMD] HastasyzBaba(16) => /sarkilar
3:7:16 | tavsanpaladin55(11): büyü günahsa büyücüler günahkar mý oluyor nihat hocam
3:7:24 | sezzer(7): hayýr
3:7:37 | Freezer3543(8): Sans oyunlarý gunahsa hacca giderken niye kura cekiliyor
3:7:53 | sezzer(7): çünkü talep çok fazla
3:8:0 | sezzer(7): sýrayla alýnýrsa adamýn ömrü yetmez
3:8:30 | tavsanpaladin55(11): d0ru mu
3:8:36 | sezzer(7): çok d0ru
3:9:5 | [CMD] Freezer3543(8) => /tamir
3:9:13 | tavsanpaladin55(11): Sýkýldým 
3:9:14 | tavsanpaladin55(11): bea
3:9:19 | sezzer(7): sorma la
3:9:20 | Freezer3543(8): Tornavida getir
3:9:36 | tavsanpaladin55(11): ben gidiyorum v6 da gelirim
3:9:40 | [CMD] Freezer3543(8) => /tamir
3:9:46 | Freezer3543(8): ßß
3:9:49 | sezzer(7): yapma knk beni bu cehennemde yanlýz býrakma
3:9:55 | Freezer3543(8): Ben neyim la :D
3:9:59 | sezzer(7): sen sus lan
3:10:4 | sezzer(7): ahsgdajgshd
3:10:7 | Freezer3543(8): þlöþlasdöþalsdö
3:10:35 | tavsanpaladin55(11): cehennemin ýq su yüksek knk
3:10:48 | [CMD] Freezer3543(8) => /tamir
3:10:59 | sezzer(7): ne dedi bu þimdi
3:11:6 | Freezer3543(8): N bilem
3:11:23 | tavsanpaladin55(11): Anlýyamazsýnýz
3:11:28 | tavsanpaladin55(11): motorun yapdýðý dalga
3:11:32 | tavsanpaladin55(11): köpürtmesi
3:11:34 | sezzer(7): köpürtmesi
3:11:35 | [CMD] tavsanpaladin55(11) => /araba
3:11:37 | Freezer3543(8): aslkdmökalsdö
3:11:47 | sezzer(7): abi yapmayýn ya
3:11:51 | sezzer(7): dükkanda mal kalmadý abi
3:11:55 | tavsanpaladin55(11): qw:EWQ:EWQ
3:12:0 | sezzer(7): parasýný vericem polisi ara ajksdghagd
3:12:6 | sezzer(7): aradým açmýyo
3:12:11 | tavsanpaladin55(11): ses tonu da deðiþti adamýn
3:12:18 | [CMD] Freezer3543(8) => /tamir
3:12:20 | tavsanpaladin55(11): ben ne yapýcam amk
3:12:21 | tavsanpaladin55(11): diyor
3:12:24 | sezzer(7): asdghjhagsd
3:12:30 | tavsanpaladin55(11): dýþarý gel
3:12:50 | sezzer(7): gragas gibi içki fýrlatýyo mk
3:12:57 | tavsanpaladin55(11): Q:WEWQ:Eq
3:13:2 | tavsanpaladin55(11): gragas tr cosplay
3:13:15 | sezzer(7): aslýnda gragas a tekelci gragas kostümü gelse
3:13:20 | sezzer(7): o adamýn tipini yapsalar
3:13:21 | [CMD] Freezer3543(8) => /tamir
3:13:23 | sezzer(7): efsane alýnýr
3:13:33 | tavsanpaladin55(11): yohh ebesinin amý
3:13:35 | tavsanpaladin55(11): ne yapdýn qW:EWQ:Ewq
3:13:43 | sezzer(7): niye mk fatih tryndamare oluyo da
3:13:50 | sezzer(7): o da nasý okunuyo mk
3:13:55 | Freezer3543(8): D
3:13:56 | sezzer(7): týrayindemar
3:14:0 | sezzer(7): ajsdghjhagsda
3:14:8 | tavsanpaladin55(11): týrayýndavar
3:14:8 | [CMD] Freezer3543(8) => /tamir
3:14:12 | sezzer(7): asjdghaghsd
3:14:12 | tavsanpaladin55(11): davare
3:14:14 | tavsanpaladin55(11): kafandarto
3:14:32 | Freezer3543(8): Ebesini becerdigim de gec :D
3:14:39 | [LOCAL]Freezer3543(8): Allah razý olsun aga
3:14:39 | [CMD] Freezer3543(8) => /l Allah razý olsun aga
3:14:43 | [LOCAL]Freezer3543(8): Ýyi geldi
3:14:43 | [CMD] Freezer3543(8) => /l Ýyi geldi
3:14:46 | sezzer(7): freezer tipini görsen
3:14:51 | tavsanpaladin55(11): Adam diyor ki Efsaneler Ligine Tekelci kostumu gelsin
3:14:52 | sezzer(7): kendini yakarsýn
3:15:1 | Freezer3543(8): :D
3:15:7 | [CMD] Freezer3543(8) => /adminol
3:15:10 | sezzer(7): bb
3:15:16 | Freezer3543(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
3:15:16 | tavsanpaladin55(11): bb
3:15:33 | sezzer(7): knk bizde daðýlalým mk daha osbir çekcem
3:15:43 | tavsanpaladin55(11): ya ben dicekdim aq
3:15:52 | sezzer(7): knk bizde daðýlalým mk daha osbir çekcem
3:15:59 | tavsanpaladin55(11): tamam kanka daðýlalým
3:16:7 | sezzer(7): haydaa
3:16:14 | [CMD] sezzer(7) => /rescue
3:16:14 | tavsanpaladin55(11): bende yemek yicem
3:16:19 | sezzer(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
3:16:29 | tavsanpaladin55(11): küflü ekmek arasý solucan
3:16:48 | tavsanpaladin55(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
3:16:50 | sezzer(6) oyuna girdi [IP: 88.237.52.158]
3:17:0 | 
3:17:2 | {FFCC00}sezzer(6) {FFFFFF}Kamyoncu olarak spawn oldu.
3:17:12 | sezzer(6): mk hemen çýkmýþ mk suriyelisi
3:17:59 | sezzer(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
3:33:26 | Reader(6) oyuna girdi [IP: 88.254.194.176]
3:33:35 | 
3:33:35 | Reader(6) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
3:34:1 | Reader(6) oyuna girdi [IP: 88.254.194.176]
3:34:10 | 
3:34:10 | Reader(6) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
3:34:36 | Reader(6) oyuna girdi [IP: 88.254.194.176]
3:34:46 | 
3:34:50 | {FFCC00}Reader(6) {FFFFFF}Kamyoncu olarak spawn oldu.
3:35:5 | [CMD] Reader(6) => /rescue
3:35:12 | [CMD] Reader(6) => /rescue
3:35:14 | [CMD] Reader(6) => /rescue
3:35:23 | Reader(6):  /rescue
3:35:23 | Reader(6):  /rescue
3:35:33 | [CMD] Reader(6) => /work
3:36:6 | [CMD] Reader(6) => /goreviptal
3:36:11 | [CMD] Reader(6) => /work
3:36:22 | [ANTIHACK] Þüpheli Reader(6) => Hiz-Hilesi
3:36:22 | Reader(6) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
3:37:6 | Reader(6) oyuna girdi [IP: 88.254.194.176]
3:37:14 | 
3:37:18 | {FFCC00}Reader(6) {FFFFFF}Kamyoncu olarak spawn oldu.
3:37:20 | [CMD] Reader(6) => /rescue
3:37:34 | [CMD] Reader(6) => /rescue
3:38:6 | [CMD] Reader(6) => /work
3:40:11 | [ANTIHACK] Þüpheli Reader(6) => Airbreak-hack
3:40:12 | Reader(6) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
22:22:38 | Sunucu calistirildi.
22:27:17 | ibrahimkk(6) oyuna girdi [IP: 217.25.19.147]
22:27:33 | 
22:27:34 | {FFCC00}ibrahimkk(6) {FFFFFF}Kamyoncu olarak spawn oldu.
22:27:34 | HeRquL(7) oyuna girdi [IP: 91.93.111.118]
22:27:39 | [CMD] ibrahimkk(6) => /sa
22:27:42 | [CMD] ibrahimkk(6) => /sa
22:27:47 | 
22:27:48 | {FFCC00}HeRquL(7) {FFFFFF}Kamyoncu olarak spawn oldu.
22:27:52 | [CMD] HeRquL(7) => /admgiris
22:27:57 | ibrahimkk(6): hg selcuk abi
22:28:2 | ibrahimkk(6): niye girmiyonuz :)
22:28:13 | ibrahimkk(6): ne degisiklik oldu abi?
22:28:14 | HeRquL(7): hb
22:28:16 | [CMD] ibrahimkk(6) => /araba
22:28:19 | HeRquL(7):  /yenilikler
22:28:23 | [CMD] ibrahimkk(6) => /yenilikler
22:28:46 | [CMD] HeRquL(7) => /yenilikler
22:28:48 | ibrahimkk(6): yemek ne?
22:28:51 | ibrahimkk(6): o olay nasi?
22:28:57 | ibrahimkk(6): harbur yenilenmedimi?
22:28:58 | [CMD] ibrahimkk(6) => /rescue
22:29:11 | iYasinBey(8) oyuna girdi [IP: 78.162.51.154]
22:29:15 | ibrahimkk(6): yenilenmemis :(
22:29:19 | HeRquL(7): giderek görebilirsin
22:29:24 | 
22:29:28 | {FFCC00}iYasinBey(8) {FFFFFF}Kamyoncu olarak spawn oldu.
22:29:28 | ibrahimkk(6): gittim zaten
22:29:32 | ibrahimkk(6): grafik geldi hg
22:29:34 | [CMD] iYasinBey(8) => /yenilikler
22:29:41 | ibrahimkk(6): bide patron :)
22:29:43 | [CMD] HeRquL(7) => /gobus
22:29:49 | ibrahimkk(6): ilk gorevi ben alcam
22:29:51 | [CMD] ibrahimkk(6) => /work
22:29:59 | [CMD] iYasinBey(8) => /meslek
22:30:6 | [CMD] HeRquL(7) => /basarimlar
22:30:7 | ibrahimkk(6): kac saat bakimda kaldi sw?
22:30:7 | iYasinBey(8): biþey deðiþmemiþ
22:30:9 | [CMD] iYasinBey(8) => /admgiris
22:30:13 | ibrahimkk(6): aynen
22:30:18 | iYasinBey(8): res atýnca düzelir
22:30:23 | [CMD] ibrahimkk(6) => /tamir
22:30:24 | iYasinBey(8): ama sancak atmayýn dedi
22:30:29 | ibrahimkk(6): yemek olayi nasi ya
22:30:30 | [CMD] ibrahimkk(6) => /sirket
22:30:33 | [CMD] iYasinBey(8) => /yemek
22:30:34 | HeRquL(7): yok o 
22:30:36 | [CMD] iYasinBey(8) => /yiyecek
22:30:41 | ibrahimkk(6): var diyo
22:30:44 | ibrahimkk(6):  /yenilikler
22:30:45 | HeRquL(7): yok o
22:30:47 | [CMD] ibrahimkk(6) => /yenilikler
22:30:49 | [CMD] iYasinBey(8) => /yenilikler
22:30:54 | [eN]Overlord(9) oyuna girdi [IP: 78.167.140.158]
22:30:55 | iYasinBey(8): o yok þuan
22:30:57 | ibrahimkk(6): yemek fiyatlari ne o zaman
22:31:0 | [CMD] iYasinBey(8) => /rescue
22:31:2 | ibrahimkk(6): yok sw de olmasada soruyom
22:31:6 | 
22:31:7 | HeRquL(7): yav etkin deðil yok yok yok
22:31:10 | [eN]Overlord(9) Pizzaci olarak spawn oldu.
22:31:12 | [CMD] [eN]Overlord(9) => /sa
22:31:14 | [CMD] iYasinBey(8) => /as
22:31:14 | ibrahimkk(6): tm
22:31:15 | [CMD] ibrahimkk(6) => /as
22:31:15 | ibrahimkk(6): hg
22:31:18 | [CMD] HeRquL(7) => /as
22:31:22 | [eN]Overlord(9): iþte bu abi ya sabahtan beri
22:31:24 | ibrahimkk(6): sw ye ilk ben geldim :)
22:31:27 | [CMD] [eN]Overlord(9) => /work
22:31:27 | ibrahimkk(6):  /yenilikler
22:31:29 | [CMD] iYasinBey(8) => /kemer
22:31:31 | [CMD] [eN]Overlord(9) => /yenilikler
22:31:40 | [CMD] HeRquL(7) => /cpanel
22:31:48 | [eN]Overlord(9): fazla birþey yok
22:31:49 | xqHost(10) oyuna girdi [IP: 176.33.167.164]
22:31:51 | [CMD] HeRquL(7) => /panel
22:31:54 | [eN]Overlord(9): gördüðüm kadarýyla
22:31:56 | ibrahimkk(6): aynen
22:31:58 | 
22:32:0 | [CMD] [eN]Overlord(9) => /karakol
22:32:1 | {FFCC00}xqHost(10) {FFFFFF}Kamyoncu olarak spawn oldu.
22:32:2 | iYasinBey(8): yenilikler daha gözükmüyor
22:32:3 | [CMD] xqHost(10) => /sa
22:32:4 | ibrahimkk(6): sw doluyo
22:32:6 | xqHost(10): þükür yav
22:32:7 | [CMD] ibrahimkk(6) => /as
22:32:7 | [CMD] [eN]Overlord(9) => /cezaode
22:32:10 | [CMD] iYasinBey(8) => /as
22:32:11 | ibrahimkk(6): sw dolusuyor!
22:32:12 | xqHost(10): sabahtandýr bekliyoz
22:32:13 | [CMD] xqHost(10) => /gobus
22:32:16 | ibrahimkk(6): gelin lo
22:32:16 | [CMD] [eN]Overlord(9) => /as
22:32:22 | [CMD] [eN]Overlord(9) => /meslek
22:32:26 | ibrahimkk(6): sw de id sorunu mu var?
22:32:26 | [CMD] xqHost(10) => /karakol
22:32:31 | Strike(TR)(11) oyuna girdi [IP: 95.5.187.24]
22:32:31 | {FFCC00}[eN]Overlord(9) {FFFFFF}Kamyoncu olarak spawn oldu.
22:32:33 | ibrahimkk(6): ben ilk geldim 0 olmaliydim
22:32:35 | [CMD] ibrahimkk(6) => /asiriyuk
22:32:35 | [CMD] xqHost(10) => /cezaode
22:32:37 | 
22:32:38 | [CMD] xqHost(10) => /meslek
22:32:39 | {FFCC00}Strike(TR)(11) {FFFFFF}Kamyoncu olarak spawn oldu.
22:32:41 | {FFCC00}xqHost(10) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
22:32:43 | ibrahimkk(6): aha geldi 
22:32:44 | [CMD] Strike(TR)(11) => /admgiris
22:32:47 | [CMD] Strike(TR)(11) => /sa
22:32:49 | ibrahimkk(6): hg
22:32:49 | [CMD] Strike(TR)(11) => /admins
22:32:49 | [CMD] ibrahimkk(6) => /as
22:32:51 | [CMD] iYasinBey(8) => /as
22:32:51 | [eN]Overlord(9): ulan destanmý yazdýnýz be
22:32:52 | [CMD] [eN]Overlord(9) => /as
22:32:54 | HeRquL(7): 0 olamazsýn 0 dan 5 e kadar botlar var
22:32:55 | [CMD] [eN]Overlord(9) => /araba
22:32:57 | [CMD] HeRquL(7) => /odul 0
22:33:0 | [CMD] HeRquL(7) => /odul 1
22:33:1 | [CMD] HeRquL(7) => /odul 2
22:33:2 | [CMD] HeRquL(7) => /odul 3
22:33:4 | [CMD] HeRquL(7) => /odul 4
22:33:4 | [eN]Overlord(9): hani bize
22:33:6 | [CMD] HeRquL(7) => /odul 5
22:33:9 | ibrahimkk(6): bizede
22:33:10 | [CMD] [eN]Overlord(9) => /kemer
22:33:12 | ibrahimkk(6): kim bu ya
22:33:13 | Strike(TR)(11): hani bana
22:33:15 | ibrahimkk(6): bende istiyom?
22:33:17 | ibrahimkk(6): bende istiyom!!!
22:33:18 | HeRquL(7): bu 5 i bot 
22:33:19 | iYasinBey(8): ibrahim o bot
22:33:23 | [CMD] [eN]Overlord(9) => /pm 6 reis kaç paran var
22:33:25 | [CMD] [eN]Overlord(9) => /kemer
22:33:29 | [CMD] [eN]Overlord(9) => /arenk1
22:33:30 | [CMD] ibrahimkk(6) => /pm 9 500k
22:33:33 | [CMD] Strike(TR)(11) => /god
22:33:36 | ibrahimkk(6): he ok
22:33:36 | cCc.Bayram.cCC(12) oyuna girdi [IP: 88.227.249.102]
22:33:37 | iYasinBey(8): 1.5m atýn
22:33:37 | iYasinBey(8): :D
22:33:38 | [CMD] [eN]Overlord(9) => /pm 6 dükkan alsana kendine
22:33:43 | [CMD] ibrahimkk(6) => /pm 9 var
22:33:47 | [CMD] [eN]Overlord(9) => /modifiye
22:33:49 | 
22:33:52 | [CMD] iYasinBey(8) => /work
22:33:57 | {FFCC00}cCc.Bayram.cCC(12) {FFFFFF}Kamyoncu olarak spawn oldu.
22:33:58 | [eN]Overlord(9): ula bug buldum
22:33:59 | [CMD] Strike(TR)(11) => /admins
22:34:0 | ibrahimkk(6): ne?
22:34:1 | [CMD] [eN]Overlord(9) => /bugrapýr
22:34:3 | [CMD] HeRquL(7) => /write 
22:34:3 | [CMD] [eN]Overlord(9) => /bugrappr
22:34:6 | [CMD] [eN]Overlord(9) => /bugrapor
22:34:7 | [CMD] cCc.Bayram.cCC(12) => /sa
22:34:8 | [CMD] xqHost(10) => /gobus
22:34:9 | [CMD] ibrahimkk(6) => /as
22:34:10 | ibrahimkk(6): hg
22:34:10 | [CMD] Strike(TR)(11) => /as
22:34:11 | [SirketCHT] iYasinBey(8): ! maaþlarý verem ben
22:34:12 | [CMD] iYasinBey(8) => /as
22:34:15 | [SirketCHT] ibrahimkk(6): ! verme
22:34:17 | [SirketCHT] ibrahimkk(6): ! bana verme
22:34:19 | iYasinBey(8): 1 neden
22:34:21 | [SirketCHT] ibrahimkk(6): ! ben vercem
22:34:22 | [CMD] HeRquL(7) => /write 
22:34:23 | [SirketCHT] ibrahimkk(6): ! ben vercem
22:34:24 | [eN]Overlord(9): kendi motoruma /arenk1 yapýyorum you are not owner vehicle diyor
22:34:27 | ibrahimkk(6): strike de mi bot?
22:34:28 | [CMD] iYasinBey(8) => /sirket
22:34:30 | [CMD] [eN]Overlord(9) => /arenk1
22:34:30 | [CMD] cCc.Bayram.cCC(12) => /rescue7
22:34:32 | [CMD] cCc.Bayram.cCC(12) => /rescue
22:34:32 | [SirketCHT] ibrahimkk(6): ! ben vercem
22:34:35 | [SirketCHT] ibrahimkk(6): ! kendi paramlar
22:34:37 | [SirketCHT] ibrahimkk(6): ! kendi paramla
22:34:37 | [CMD] HeRquL(7) => /a fake :Dw
22:34:38 | [CMD] cCc.Bayram.cCC(12) => /karakol
22:34:44 | cCc.Bayram.cCC(12): xqhost
22:34:44 | [SirketCHT] ibrahimkk(6): ! bn verem ya
22:34:46 | [CMD] [eN]Overlord(9) => /arenk2
22:34:48 | [CMD] HeRquL(7) => /write
22:34:49 | [SirketCHT] cCc.Bayram.cCC(12): ! bana verme
22:34:51 | [eN]Overlord(9): Botrike
22:34:52 | [SirketCHT] iYasinBey(8): ! rankýn yetmiyor
22:34:52 | ibrahimkk(6): tmm
22:34:55 | [SirketCHT] iYasinBey(8): ! neden bayram
22:34:55 | [eN]Overlord(9): Botrike(TR)
22:34:56 | [SirketCHT] ibrahimkk(6): ! benimmi?
22:34:56 | xqHost(10): evet ?
22:34:58 | [CMD] iYasinBey(8) => /sirket
22:34:59 | [CMD] ibrahimkk(6) => /sirket
22:35:2 | cCc.Bayram.cCC(12): @10 nerdesin
22:35:10 | xqHost(10): ceza mý kesim
22:35:10 | [SirketCHT] ibrahimkk(6): ! yetiyo
22:35:12 | [eN]Overlord(9): köz getir kardeþim hýzlý
22:35:13 | [CMD] cCc.Bayram.cCC(12) => /sac
22:35:15 | [SirketCHT] ibrahimkk(6): ! s.y veremiyomu?
22:35:16 | [CMD] xqHost(10) => /sirket
22:35:17 | [SirketCHT] iYasinBey(8): ! evet yetmiyor ibrahim maaþ vermeye senin
22:35:18 | [CMD] xqHost(10) => /rescue
22:35:23 | [SirketCHT] iYasinBey(8): ! patronlar verir
22:35:26 | [SirketCHT] ibrahimkk(6): ! hmm
22:35:27 | [CMD] cCc.Bayram.cCC(12) => /sirket
22:35:27 | [SirketCHT] iYasinBey(8): ! bayram
22:35:30 | HeRquL(7): nargile mi aldýn
22:35:33 | [CMD] Strike(TR)(11) => /fly
22:35:34 | [eN]Overlord(9): yok
22:35:36 | [SirketCHT] ibrahimkk(6): ! sen bana idlerini de ben atiyim
22:35:36 | [SirketCHT] iYasinBey(8): ! niye istemiyorsun
22:35:37 | [CMD] Strike(TR)(11) => /admins
22:35:43 | [CMD] [eN]Overlord(9) => /yenilikler
22:35:47 | HeRquL(7): napcan közü
22:35:51 | [CMD] cCc.Bayram.cCC(12) => /sirket
22:35:56 | [eN]Overlord(9): öylesine yazdým
22:35:56 | [CMD] [eN]Overlord(9) => /yenilikler
22:36:6 | [CMD] HeRquL(7) => /pmoff
22:36:7 | [CMD] Strike(TR)(11) => /sirket
22:36:7 | [SirketCHT] iYasinBey(8): ! ccc.bayram.ccc niye istemiyorsun maaþ
22:36:8 | [CMD] ibrahimkk(6) => /tamir
22:36:9 | xqHost(10): lan
22:36:11 | [eN]Overlord(9): Panel Eklendi yazýsý /yeniliklerde öncedende vardý?
22:36:13 | xqHost(10): boþlukta düþüyom heh
22:36:13 | [SirketCHT] ibrahimkk(6): ! bayram
22:36:18 | [SirketCHT] cCc.Bayram.cCC(12): ! he
22:36:21 | [CMD] HeRquL(7) => /yenilikler
22:36:26 | [SirketCHT] iYasinBey(8): ! ccc.bayram.ccc niye istemiyorsun maaþ
22:36:27 | [SirketCHT] ibrahimkk(6): ! niye istemiyon?
22:36:31 | [CMD] Strike(TR)(11) => /car infernus 0 0 
22:36:37 | [SirketCHT] ibrahimkk(6): ! hayirdir bi problemmi var?
22:36:40 | [CMD] HeRquL(7) => /spec 10
22:36:40 | xqHost(10): harbourdaki sen misin bayram
22:36:41 | [SirketCHT] cCc.Bayram.cCC(12): ! þirket arabalarý alýnnca alýrý ben
22:36:46 | [SirketCHT] cCc.Bayram.cCC(12): ! ne problemi olsun
22:36:46 | [CMD] HeRquL(7) => /specoff
22:36:46 | {FFCC00}HeRquL(7) {FFFFFF}Kamyoncu olarak spawn oldu.
22:36:48 | [SirketCHT] ibrahimkk(6): ! tmm :)
22:36:49 | cCc.Bayram.cCC(12): evet
22:36:52 | [CMD] HeRquL(7) => /trafik
22:36:54 | [eN]Overlord(9): harbour güncellendimi acabna
22:36:55 | [SirketCHT] iYasinBey(8): ! sýfýrlamam lazým ama
22:36:57 | ibrahimkk(6): hayir
22:37:3 | [CMD] HeRquL(7) => /ban2
22:37:5 | xqHost(10): :D harbour mu bura
22:37:6 | [SirketCHT] cCc.Bayram.cCC(12): ! sýfýrlama
22:37:9 | cCc.Bayram.cCC(12): yok
22:37:10 | [SirketCHT] ibrahimkk(6): ! benim maasimi verme ama istersen sifirla
22:37:11 | [CMD] xqHost(10) => /rescue
22:37:14 | [SirketCHT] iYasinBey(8): ! sýfýrlamam lazým
22:37:15 | [SirketCHT] ibrahimkk(6): ! istemem maas
22:37:22 | [CMD] iYasinBey(8) => /sirket
22:37:25 | [SirketCHT] ibrahimkk(6): ! ben veririm maasini
22:37:25 | [CMD] cCc.Bayram.cCC(12) => /rescue
22:37:26 | [SirketCHT] ibrahimkk(6): ! onun
22:37:28 | [CMD] ibrahimkk(6) => /sirket
22:37:34 | [eN]Overlord(9): get me köz bro,fast
22:37:37 | [CMD] HeRquL(7) => /goto 11
22:37:43 | [SirketCHT] ibrahimkk(6): ! puu :)
22:37:45 | [CMD] cCc.Bayram.cCC(12) => /rescue
22:37:46 | [eN]Overlord(9): ne yzdm ln bn
22:37:47 | [CMD] ibrahimkk(6) => /sirket
22:37:50 | [LOCAL]HeRquL(7): nabün lo
22:37:50 | [CMD] HeRquL(7) => /l nabün lo
22:37:59 | [LOCAL]Strike(TR)(11): mezarlýga gidiyom :D
22:37:59 | [CMD] Strike(TR)(11) => /L mezarlýga gidiyom :D
22:38:1 | [SirketCHT] iYasinBey(8): ! bayram sýfýrlayam mý yoksa maaþ alýcan mý sonra veremem
22:38:4 | [CMD] cCc.Bayram.cCC(12) => /work
22:38:5 | [eN]Overlord(9): 50k atacak varmý
22:38:6 | [LOCAL]HeRquL(7): napcan ölcen mi :D 
22:38:6 | [CMD] HeRquL(7) => /l napcan ölcen mi :D 
22:38:10 | [CMD] Strike(TR)(11) => /Sac
22:38:13 | [SirketCHT] cCc.Bayram.cCC(12): ! sýfýrlama maaþ almam :D
22:38:22 | [SirketCHT] iYasinBey(8): ! olmaz öyle
22:38:24 | [CMD] cCc.Bayram.cCC(12) => /sirketdorse
22:38:25 | [SirketCHT] iYasinBey(8): ! verirler
22:38:29 | [LOCAL]HeRquL(7): uyar lo kendini
22:38:29 | [CMD] HeRquL(7) => /l uyar lo kendini
22:38:30 | [SirketCHT] ibrahimkk(6): ! maasini veriyimmi bunu
22:38:31 | [SirketCHT] cCc.Bayram.cCC(12): ! istemem
22:38:35 | [SirketCHT] ibrahimkk(6): ! kac para dusuyo
22:38:38 | [SirketCHT] ibrahimkk(6): ! bayram
22:38:40 | [SirketCHT] cCc.Bayram.cCC(12): ! he
22:38:40 | [SirketCHT] iYasinBey(8): ! sýfýrlýyom katkýný o zaman bayram
22:38:44 | [CMD] cCc.Bayram.cCC(12) => /work
22:38:46 | [CMD] Strike(TR)(11) => /mute 11 100 Ters Serit
22:38:49 | [SirketCHT] ibrahimkk(6): ! istesende istemesende sifirlancak o
22:38:49 | xqHost(10): :QWE
22:38:51 | ibrahimkk(6): :dw
22:38:58 | ibrahimkk(6): gelme cevik
22:39:0 | [eN]Overlord(9): lan
22:39:0 | ibrahimkk(6): gelme cevik
22:39:2 | xqHost(10): xd
22:39:2 | [eN]Overlord(9): yol yüklenmedi
22:39:3 | [SirketCHT] cCc.Bayram.cCC(12): ! tamam sýfýrla þirkete faydamýz olsun
22:39:5 | [CMD] Strike(TR)(11) => /duyuru Komikmi Loo
22:39:9 | [SirketCHT] iYasinBey(8): ! adamsýn
22:39:9 | xqHost(10): çek saða evlat
22:39:11 | [CMD] iYasinBey(8) => /sirket
22:39:15 | [CMD] [eN]Overlord(9) => /gobus
22:39:17 | [CMD] xqHost(10) => /tamir
22:39:21 | [CMD] [eN]Overlord(9) => /rescue
22:39:27 | [eN]Overlord(9): Rýza bobey
22:39:27 | [CMD] Strike(TR)(11) => /mutes
22:39:30 | [SirketCHT] ibrahimkk(6): !  ben adam deyilmiyim?
22:39:30 | [CMD] [eN]Overlord(9) => /basarimlar
22:39:31 | [CMD] Strike(TR)(11) => /asay Vip-Donator-Sirket-Giþe Vb Ürünlerimizden Almak Ýsteyener www.trucksamp.com dan Alabilirler 
22:39:35 | [SirketCHT] cCc.Bayram.cCC(12): ! :D
22:39:36 | [SirketCHT] ibrahimkk(6): ! puuu
22:39:38 | [SirketCHT] ibrahimkk(6): ! :)
22:39:40 | [CMD] ibrahimkk(6) => /tamir
22:39:43 | [eN]Overlord(9): ciciþ
22:39:44 | [CMD] ibrahimkk(6) => /rapor 
22:39:45 | [CMD] [eN]Overlord(9) => /araba
22:39:48 | [CMD] ibrahimkk(6) => /rapor  10 ters serit
22:39:50 | [CMD] xqHost(10) => /tamir
22:39:52 | [SirketCHT] iYasinBey(8): ! sen gönlüüzde kralsýn
22:39:57 | [CMD] Strike(TR)(11) => /spec 10
22:40:1 | [SirketCHT] cCc.Bayram.cCC(12): ! ooov
22:40:1 | [SirketCHT] ibrahimkk(6): ! o oo :)
22:40:4 | [CMD] [eN]Overlord(9) => /arenk1
22:40:9 | xqHost(10): maaþlar da verilmedi :D
22:40:10 | [CMD] [eN]Overlord(9) => /kemer
22:40:12 | [CMD] Strike(TR)(11) => /specoff
22:40:13 | {FFCC00}Strike(TR)(11) {FFFFFF}Kamyoncu olarak spawn oldu.
22:40:14 | [eN]Overlord(9): çaktýrma xd
22:40:14 | ibrahimkk(6): biz veriyoz
22:40:18 | [CMD] Strike(TR)(11) => /goto her
22:40:23 | ibrahimkk(6): isterseniz gele bilirsiniz zaten
22:40:27 | ibrahimkk(6): parasiz aliyoz
22:40:29 | [CMD] ibrahimkk(6) => /sirket
22:40:32 | [CMD] iYasinBey(8) => /sirket
22:40:37 | xqHost(10): bakarýz
22:40:40 | [eN]Overlord(9): polisten gaçýn
22:40:47 | [SirketCHT] ibrahimkk(6): ! puu abimi ne cabuk attiniz puu
22:40:54 | [CMD] Strike(TR)(11) => /sac
22:40:54 | [SirketCHT] iYasinBey(8): ! ben atmadým
22:40:56 | [SirketCHT] ibrahimkk(6): ! ben atacaktim yaw
22:41:7 | [CMD] ibrahimkk(6) => /modifiye
22:41:13 | xqHost(10): bakarýz
22:41:14 | [CMD] cCc.Bayram.cCC(12) => /sirket
22:41:15 | xqHost(10): pardon
22:41:17 | [CMD] xqHost(10) => /tamir
22:41:40 | Strike(TR)(11) oyundan cIktI (Hata/Crash) (IP: 95.5.187.24)
22:41:41 | [eN]Overlord(9): ne çarpýyosun kardeþ
22:41:43 | [eN]Overlord(9): durduk iþte
22:41:45 | [CMD] [eN]Overlord(9) => /tamir
22:41:51 | xqHost(10): durmadan önce çarpýyordum
22:41:52 | ibrahimkk(6): bzk arabasi ya :)
22:41:59 | [CMD] cCc.Bayram.cCC(12) => /asiriyuk
22:42:0 | ibrahimkk(6): bozok
22:42:5 | ibrahimkk(6): bozuk :)
22:42:9 | [eN]Overlord(9): ?
22:42:17 | ibrahimkk(6): kimse gulmedi caktirma hehe hehe
22:42:20 | [SirketCHT] ibrahimkk(6): ! :D
