0:0:1 | nik0tin(9): kenidiniz bulmanýz grekiyor 
17:54:26 | [CMD] DangerTr07(16) => /Spawn 9 
17:54:26 | {FFCC00}kral0(9) {FFFFFF}Kamyoncu olarak spawn oldu.
17:54:29 | [CMD] berat7345(34) => /asay Ýsteðiniz Sýraya Alýnmýþtýr. 
17:54:29 | [CMD] DangerTr07(16) => /Spawn 24
17:54:31 | [CMD] BoykoXD(10) => /sirket
17:54:31 | HeRquL(6): @21 nasýl video 
17:54:32 | [CMD] DangerTr07(16) => /Spawn 24
17:54:33 | qaqash(24) Mafya olarak spawn oldu.
17:54:35 | [CMD] DangerTr07(16) => /Spawn 13
17:54:36 | [LOCAL]TIRCI(7): yený almýstým feltzer bakcaktým nasýl dýye
17:54:36 | [CMD] TIRCI(7) => /l yený almýstým feltzer bakcaktým nasýl dýye
17:54:36 | [CMD] Konyali42(31) => /d eyv niko
17:54:37 | [CMD] DangerTr07(16) => /Spawn 13
17:54:38 | [CMD] berat7345(34) => /d 1600 konyalý sende
17:54:38 | [CMD] DangerTr07(16) => /Spawn 13
17:54:39 | qaqash(24): kim oldurdu beni
17:54:40 | [CMD] DangerTr07(16) => /Spawn 13
17:54:40 | ASLANBEY(13) Mafya olarak spawn oldu.
17:54:40 | [CMD] TIRCI(7) => /araba
17:54:43 | [CMD] huseyin(12) => /giveweapon 12 minigun 5000 
17:54:43 | [LOCAL][eN]Overlord(20): bilmiyorum
17:54:43 | [CMD] [eN]Overlord(20) => /L bilmiyorum
17:54:44 | [CMD] DangerTr07(16) => /Spawn 17
17:54:45 | [CMD] DangerTr07(16) => /Spawn 17
17:54:45 | [CMD] [A.s.i]KraL(19) => /meslek
17:54:46 | [LOCAL]Jodor(35): afk yim gelecem
17:54:46 | [CMD] Jodor(35) => /l afk yim gelecem
17:54:46 | oktayacar(26) oyuna girdi [IP: 94.120.199.121]
17:54:46 | [CMD] BoykoXD(10) => /sirket
17:54:46 | [CMD] DangerTr07(16) => /Spawn 17
17:54:47 | {FFCC00}Gezegen(17) {FFFFFF}Kamyoncu olarak spawn oldu.
17:54:47 | {FFCC00}[A.s.i]KraL(19) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
17:54:48 | Beyto(21): abur cuburlarý gösterior
17:54:48 | Sttder(32): ben anlamadým ne olucaðýný bile yerin altýndaydým çektin baþladýn :d
17:54:49 | [CMD] Konyali42(31) => /d tmmdir
17:54:49 | [CMD] GravLaunch(23) => /d 1386 bende
17:54:50 | [CMD] Jodor(35) => /afk
17:54:50 | [CMD] [eN]Overlord(20) => /D Herqul etk bitince çeker misin
17:54:51 | qaqash(24): alkol var elimde wqeqw
17:54:51 | [CMD] DangerTr07(16) => /Spawn 34
17:54:51 | [LOCAL]TIRCI(7): sýmdý cagýýryom gelmýyo 
17:54:51 | [CMD] TIRCI(7) => /l sýmdý cagýýryom gelmýyo 
17:54:52 | sunyear55(8): sa
17:54:53 | KorkusuzKorkak(36) oyuna girdi [IP: 94.120.199.121]
17:54:54 | berat7345(34): çýkýlmýyo moruq
17:54:54 | [CMD] DangerTr07(16) => /Spawn 34
17:54:54 | {FFCC00}berat7345(34) {FFFFFF}Kamyoncu olarak spawn oldu.
17:54:54 | HeRquL(6): hee iyi 
17:54:54 | [CMD] Konyali42(31) => /sac
17:54:55 | [LOCAL]ASLANBEY(13): kim çekti la beni
17:54:55 | [CMD] ASLANBEY(13) => /l kim çekti la beni
17:54:56 | [CMD] bilal7345(15) => /as
17:54:57 | [LOCAL][eN]Overlord(20): relog at
17:54:57 | [CMD] [eN]Overlord(20) => /l relog at
17:54:57 | [LOCAL]TIRCI(7): relog atayoým 
17:54:57 | [CMD] TIRCI(7) => /l relog atayoým 
17:54:57 | [CMD] Baskan[01](28) => /as
17:54:57 | [CMD] nik0tin(27) => /d 1386 ali bakan yaz çýkar 
17:54:58 | [CMD] GravLaunch(23) => /d ilk þarký
17:54:59 | qaqash(24): bira var elimde
17:54:59 | [CMD] BoykoXD(10) => /a beyler
17:55:0 | [LOCAL]DangerTr07(16): qnq hl 
17:55:0 | [CMD] DangerTr07(16) => /l qnq hl 
17:55:0 | [CMD] [eN]Overlord(20) => /D Herqul etk bitince çeker misin yanýna
17:55:1 | [CMD] GravLaunch(23) => /d aynen
17:55:1 | TIRCI(7): regol
17:55:2 | [LOCAL]testere151(25): ben deðil 
17:55:2 | [CMD] testere151(25) => /l ben deðil 
17:55:2 | [CMD] GravLaunch(23) => /d gördüm
17:55:4 | [CMD] huseyin(12) => /wanted 12 0 
17:55:4 | Beyto(21): malý çýkartmýyor dimi
17:55:5 | TIRCI(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:55:6 | [LOCAL]DangerTr07(16): nrg kalsýn mý 
17:55:6 | [CMD] DangerTr07(16) => /l nrg kalsýn mý 
17:55:6 | [CMD] HeRquL(6) => /a etk bitti mni
17:55:6 | [CMD] GravLaunch(23) => /d ali bakanay
17:55:7 | [CMD] Gezegen(17) => /rescue
17:55:7 | [CMD] huseyin(12) => /cleanupcars
17:55:9 | [CMD] BoykoXD(10) => /a bu yunus neden a1 oldu
17:55:10 | huseyin HeRquL'i öldürdü. Oldurme Sekli: 38
17:55:10 | sunyear55(8): sa
17:55:10 | [CMD] Sttder(32) => /rescue
17:55:10 | [CMD] testere151(25) => /a bitti
17:55:11 | [LOCAL]Beyto(21): sen bilen
17:55:11 | [CMD] Beyto(21) => /l sen bilen
17:55:12 | [CMD] huseyin(12) => /wanted 12 0 
17:55:13 | [eN]Overlord(20): çýkartmýyor
17:55:13 | [CMD] BoykoXD(10) => /dtemizle
17:55:14 | 
17:55:15 | [CMD] DangerTr07(16) => /Cleanupcars
17:55:15 | [CMD] Baskan[01](28) => /as
17:55:15 | Beyto(21): :D
17:55:15 | [CMD] HeRquL(6) => /get over 
17:55:15 | GravLaunch(23): çýkýlmýyor ya
17:55:17 | [CMD] huseyin(12) => /goto nik 
17:55:18 | [CMD] HeRquL(6) => /get 20 
17:55:19 | [eN]Overlord(20): güvenli video
17:55:19 | bilal7345(15): buraya neden geldik
17:55:20 | [CMD] BLuuFs(29) => /icerigir
17:55:21 | testere151(25): çýkýlýyo
17:55:21 | [CMD] huseyin(12) => /myskin 181
17:55:21 | 
17:55:21 | [CMD] sunyear55(8) => /rescue
17:55:22 | [CMD] Gezegen(17) => /araba
17:55:22 | [CMD] huseyin(12) => /sac
17:55:22 | [LOCAL]DangerTr07(16): in yeni verem sana qnq :D
17:55:22 | [CMD] DangerTr07(16) => /l in yeni verem sana qnq :D
17:55:23 | 
17:55:23 | [CMD] huseyin(12) => /sigara2
17:55:24 | qaqash(24): ayn
17:55:24 | [CMD] huseyin(12) => /sigara2
17:55:24 | [CMD] testere151(25) => /goto 23
17:55:27 | [CMD] DangerTr07(16) => /Car nrg 3 1 
17:55:27 | [CMD] testere151(25) => /goto 23
17:55:29 | [CMD] BLuuFs(29) => /iþ<yerimenu
17:55:29 | [LOCAL][eN]Overlord(20): benim tw den keybinder iþini halleder misin
17:55:29 | [CMD] [eN]Overlord(20) => /l benim tw den keybinder iþini halleder misin
17:55:31 | [CMD] berat7345(34) => /rescueü
17:55:33 | [CMD] DangerTr07(16) => /cleanupcars
17:55:33 | [LOCAL]nik0tin(27): ensendeki dövme þekil :D 
17:55:33 | [CMD] nik0tin(27) => /l ensendeki dövme þekil :D 
17:55:33 | [CMD] huseyin(12) => /myskin 181
17:55:34 | [CMD] berat7345(34) => /rescue
17:55:34 | [LOCAL]Beyto(21): oo kýrmýzý beyaz
17:55:34 | [CMD] Beyto(21) => /l oo kýrmýzý beyaz
17:55:36 | [LOCAL]HeRquL(6): tm
17:55:36 | [CMD] HeRquL(6) => /l tm
17:55:36 | [CMD] testere151(25) => /bike
17:55:38 | [CMD] berat7345(34) => /sirket
17:55:39 | {FFCC00}oktayacar(26) {FFFFFF}Kamyoncu olarak spawn oldu.
17:55:40 | [LOCAL]HeRquL(6): git ts
17:55:40 | [CMD] HeRquL(6) => /l git ts
17:55:41 | [CMD] BLuuFs(29) => /iþyerimenu
17:55:42 | [CMD] iYasinBey(14) => /fly
17:55:44 | [CMD] BoykoXD(10) => /pm 25 knk s1lken neden a1 
17:55:46 | [LOCAL]DangerTr07(16): neyse kalsýn buda
17:55:46 | [CMD] DangerTr07(16) => /l neyse kalsýn buda
17:55:47 | TIRCI(7) oyuna girdi [IP: 95.10.29.207]
17:55:49 | [CMD] Sttder(32) => /modifiye
17:55:50 | [CMD] Konyali42(31) => /d aga
17:55:52 | [CMD] DangerTr07(16) => /Cleanupcars
17:55:53 | [LOCAL]nik0tin(27): botlarda mor mor :D 
17:55:53 | [CMD] nik0tin(27) => /l botlarda mor mor :D 
17:55:53 | [CMD] kral0(9) => /rescue
17:55:54 | [LOCAL]KorkusuzKorkak(36): t
17:55:54 | [CMD] KorkusuzKorkak(36) => /l t
17:55:55 | bilal7345(15): aslan
17:55:55 | oktayacar(26): t
17:55:57 | [LOCAL]huseyin(12): .d
17:55:57 | [CMD] huseyin(12) => /l .d
17:55:57 | [CMD] testere151(25) => /pm 10 bende bilmiyom 
17:55:57 | [CMD] berat7345(34) => /convoy
17:55:58 | [CMD] Konyali42(31) => /d 1600 bende gözükmüyor?
17:55:59 | [CMD] kral0(9) => /rescue
17:55:59 | [LOCAL]huseyin(12): Saçlar dik
17:55:59 | [CMD] huseyin(12) => /l Saçlar dik
17:56:1 | KorkusuzKorkak(36) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:56:2 | oktayacar(26) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:56:2 | [CMD] huseyin(12) => /giveweapon 12 knife 1 
17:56:2 | bilal7345(15): biz niye burdaiz
17:56:3 | [CMD] BoykoXD(10) => /pm 25 ok
17:56:3 | [CMD] huseyin(12) => /dtemizle 
17:56:3 | [CMD] huseyin(12) => /asay2 s  
17:56:5 | [LOCAL]nik0tin(27): tikenli 
17:56:5 | [CMD] nik0tin(27) => /l tikenli 
17:56:6 | [CMD] huseyin(12) => /god
17:56:6 | [CMD] DangerTr07(16) => /car nrg 3 6
17:56:8 | [LOCAL]huseyin(12): dikenli .d
17:56:8 | [CMD] huseyin(12) => /l dikenli .d
17:56:8 | BoykoXD(10): .
17:56:9 | [CMD] berat7345(34) => /d la müziklerden 1600 ü açacan 
17:56:10 | HeRquL(6): viksi kola karþýmý olsada içsek
17:56:13 | [CMD] berat7345(34) => /kemer
17:56:14 | ASLANBEY(13): öylesine :D
17:56:17 | [CMD] Sttder(32) => /convoy
17:56:17 | [LOCAL][eN]Overlord(20): ID 928 382 079 Þifre 5289
17:56:17 | [CMD] [eN]Overlord(20) => /l ID 928 382 079 Þifre 5289
17:56:18 | [CMD] nik0tin(27) => /myskin 94 
17:56:18 | bilal7345(15): ayn
17:56:20 | [CMD] nik0tin(27) => /myskin 95
17:56:20 | [CMD] Konyali42(31) => /d tmm biliyorum ama gözükmüyor
17:56:21 | [CMD] nik0tin(27) => /myskin 96
17:56:21 | [CMD] DangerTr07(16) => /A daha etk istemesinler yetr jqwe 
17:56:22 | [CMD] nik0tin(27) => /myskin 97
17:56:24 | [CMD] nik0tin(27) => /myskin 98
17:56:24 | 
17:56:25 | [CMD] Sttder(32) => /yardim
17:56:25 | iYasinBey(14): otur
17:56:25 | [CMD] nik0tin(27) => /myskin 99
17:56:25 | [CMD] berat7345(34) => /d boþ yere týkla 
17:56:27 | [CMD] BoykoXD(10) => /kemer
17:56:27 | [CMD] kral0(9) => /kemer
17:56:27 | [CMD] nik0tin(27) => /myskin 10
17:56:28 | iYasinBey(14): otur
17:56:28 | [CMD] berat7345(34) => /d 1600 çýkar
17:56:28 | [CMD] sunyear55(8) => /kemer
17:56:29 | [CMD] nik0tin(27) => /myskin 100
17:56:31 | bilal7345(15): ne
17:56:31 | [CMD] nik0tin(27) => /myskin 101
17:56:32 | GravLaunch(23): aga
17:56:32 | BLuuFs(29): iþyerinden nasýl çýkacam
17:56:32 | [LOCAL][eN]Overlord(20): þifre 5280
17:56:32 | [CMD] [eN]Overlord(20) => /l þifre 5280
17:56:33 | [CMD] nik0tin(27) => /myskin 102
17:56:33 | [CMD] iYasinBey(14) => /otur
17:56:33 | GravLaunch(23): çýkamýyom
17:56:34 | BoykoXD(10): Yasin sirkete al
17:56:34 | [CMD] kral0(9) => /modifiye
17:56:34 | [CMD] HeRquL(6) => /a admin etk si olmalý en iyi ahýr yapan 1.
17:56:35 | [CMD] nik0tin(27) => /myskin 103
17:56:36 | huseyin(12):  /isyerimenu 
17:56:37 | huseyin(12): yazýn
17:56:37 | [CMD] nik0tin(27) => /myskin 104
17:56:37 | [CMD] DangerTr07(16) => /A akþama kadar yaparimda :D
17:56:37 | [LOCAL][eN]Overlord(20): þifre 5280 olacak
17:56:37 | [CMD] [eN]Overlord(20) => /l þifre 5280 olacak
17:56:38 | [CMD] huseyin(12) => /dtemizle 
17:56:38 | [LOCAL]Gezegen(17): iki oldu :D
17:56:38 | [CMD] Gezegen(17) => /l iki oldu :D
17:56:38 | [CMD] huseyin(12) => /asay2 s  
17:56:38 | [CMD] iYasinBey(14) => /uyeal 10
17:56:39 | [CMD] huseyin(12) => /cantazele
17:56:39 | [CMD] [eN]Overlord(20) => /gobus
17:56:39 | [CMD] DangerTr07(16) => /uyeal 10 
17:56:40 | [CMD] Konyali42(31) => /d tmm
17:56:40 | [CMD] iYasinBey(14) => /sirket
17:56:41 | [CMD] BLuuFs(29) => /isuerimenu
17:56:42 | [CMD] DangerTr07(16) => /sirket
17:56:42 | [CMD] huseyin(12) => /myskin 115
17:56:43 | [CMD] sunyear55(8) => /convoy
17:56:44 | berat7345(34):  /isyerimenu > iþyerinden çýk
17:56:46 | [LOCAL]HeRquL(6): ts gir
17:56:46 | [CMD] HeRquL(6) => /l ts gir
17:56:46 | BoykoXD(10): Patron yap
17:56:47 | {FFCC00}TIRCI(7) {FFFFFF}Pilot olarak spawn oldu.
17:56:47 | [CMD] bilal7345(15) => /izyerimenu
17:56:47 | [CMD] BLuuFs(29) => /isyerimenu
17:56:48 | [LOCAL]huseyin(12): seqil yapma aklýný alýrým 
17:56:48 | [CMD] huseyin(12) => /l seqil yapma aklýný alýrým 
17:56:48 | [CMD] BoykoXD(10) => /sirket
17:56:49 | [CMD] Konyali42(31) => /d grav
17:56:52 | [CMD] berat7345(34) => /d kimde beyler þarký
17:56:53 | [CMD] bilal7345(15) => /rescue
17:56:55 | [CMD] GravLaunch(23) => /d he
17:56:55 | [LOCAL]Gezegen(17): BU 3
17:56:55 | [CMD] Gezegen(17) => /L BU 3
17:56:56 | [SirketCHT] iYasinBey(14): ! :D
17:56:56 | [CMD] ASLANBEY(13) => /araba
17:56:57 | [LOCAL][eN]Overlord(20): ts kapandý bi anda
17:56:57 | [CMD] [eN]Overlord(20) => /L ts kapandý bi anda
17:56:57 | [CMD] TIRCI(7) => /sa
17:56:57 | [SirketCHT] DangerTr07(16): ! rütbe iþi bende len
17:56:58 | [CMD] GravLaunch(23) => /d ilk þarký bende
17:56:58 | [CMD] Konyali42(31) => /d calacanmi senin istegi
17:56:58 | [CMD] bilal7345(15) => /convoy
17:56:58 | [CMD] huseyin(12) => /giveweapon 12 base 1 
17:56:59 | [CMD] TIRCI(7) => /rescue
17:57:0 | sunyear55(8) oyundan cIktI (Hata/Crash) (IP: 176.33.227.28)
17:57:1 | [CMD] GravLaunch(23) => /d evet
17:57:4 | [LOCAL]nik0tin(27): hayýrdýr olum bura bizim çöplük :D 
17:57:4 | [CMD] nik0tin(27) => /l hayýrdýr olum bura bizim çöplük :D 
17:57:4 | [SirketCHT] iYasinBey(14): ! kudur ma
17:57:6 | [CMD] GravLaunch(23) => /d þarký bitmedi daha
17:57:7 | [SirketCHT] DangerTr07(16): ! Ç:WQEÇQe 
17:57:7 | [CMD] iYasinBey(14) => /sirket
17:57:8 | [CMD] BoykoXD(10) => /rescue
17:57:8 | [LOCAL][eN]Overlord(20): giriyim mi
17:57:8 | [CMD] [eN]Overlord(20) => /l giriyim mi
17:57:9 | [CMD] berat7345(34) => /d aç reis þark bitti
17:57:9 | [CMD] GravLaunch(23) => /d bitince çalcam
17:57:10 | [SirketCHT] DangerTr07(16): ! yasin qnq 
17:57:11 | [LOCAL]huseyin(12): çöplüðe bak be
17:57:11 | [CMD] huseyin(12) => /l çöplüðe bak be
17:57:12 | [SirketCHT] DangerTr07(16): ! kalp <3 
17:57:12 | [LOCAL][eN]Overlord(20): bi anda kapadný
17:57:12 | [CMD] [eN]Overlord(20) => /l bi anda kapadný
17:57:13 | [LOCAL]HeRquL(6): 3-4 eksik dll vardý ondandýr gir
17:57:13 | [CMD] HeRquL(6) => /l 3-4 eksik dll vardý ondandýr gir
17:57:13 | [CMD] TIRCI(7) => /araba
17:57:14 | [CMD] GravLaunch(23) => /d hayýr /asay [Istek] Þarký Bitmiþtir. Sýradaki þarký hemen DJ tarafýndan açýlacaktýr. 
17:57:16 | [CMD] GravLaunch(23) => /asay [Istek] Þarký Bitmiþtir. Sýradaki þarký hemen DJ tarafýndan açýlacaktýr. 
17:57:16 | [CMD] huseyin(12) => /dtemizle 
17:57:16 | [CMD] huseyin(12) => /asay2 s  
17:57:16 | sunyear55(8) oyuna girdi [IP: 176.33.227.28]
17:57:18 | [SirketCHT] DangerTr07(16): ! döverim 
17:57:19 | [CMD] huseyin(12) => /cantazele
17:57:19 | [CMD] huseyin(12) => /asay VIP-SIRKET-DONATOR-GISE-Vb.Ürünlerimizden Satýn Almak Ýsterseniz.Facebook: Truck Samp Sayfasýna Mesaj Atabilirsiniz. 
17:57:20 | [CMD] huseyin(12) => /asay Sunucumuzu Favorilerinize Eklemeyi Unutmayýnýz.  
17:57:20 | [TR]MaroNBeReTSs(26) oyuna girdi [IP: 88.230.48.95]
17:57:20 | [CMD] huseyin(12) => /asay Yeni Gelen Oyuncularýmýz /kurallar yazýp okuyup kabul ediniz 5 skor 30k para veriyor Ýyi Oyunlar.  
17:57:21 | [SirketCHT] iYasinBey(14): ! :D
17:57:22 | [CMD] GravLaunch(23) => /asay Istek þarký açýlmýþtýr. 
17:57:23 | [CMD] GravLaunch(23) => /asay Istek þarký açýlmýþtýr. 
17:57:23 | BoykoXD(10): .
17:57:26 | [CMD] BLuuFs(29) => /sac
17:57:26 | [CMD] kral0(9) => /cevitr
17:57:26 | [CMD] nik0tin(27) => /myskin 105
17:57:27 | 
17:57:27 | qaqash(24): kral
17:57:28 | [CMD] nik0tin(27) => /myskin 106
17:57:28 | [CMD] DangerTr07(16) => /uyeal 32 
17:57:29 | [CMD] nik0tin(27) => /myskin 107
17:57:30 | [CMD] GravLaunch(23) => /d az önce siz respawn olunca
17:57:31 | {FFCC00}sunyear55(8) {FFFFFF}Kamyoncu olarak spawn oldu.
17:57:31 | [CMD] nik0tin(27) => /myskin 108
17:57:32 | [CMD] AnLBurAk(30) => /pm 29 nerdesýn
17:57:33 | 
17:57:33 | [CMD] GravLaunch(23) => /d þarký kapanýyor
17:57:33 | [CMD] nik0tin(27) => /myskin 109
17:57:33 | qaqash(24): o parayi haram ediyom biliyon demi wqewqwq
17:57:34 | {FFCC00}[TR]MaroNBeReTSs(26) {FFFFFF}Kamyoncu olarak spawn oldu.
17:57:35 | [CMD] AnLBurAk(30) => /pm 29 serhat afk
17:57:35 | [A.s.i]KraL(19): ?
17:57:35 | [CMD] GravLaunch(23) => /d o yüzden
17:57:36 | [CMD] nik0tin(27) => /myskin 110
17:57:36 | [CMD] [TR]MaroNBeReTSs(26) => /sac
17:57:36 | [CMD] TIRCI(7) => /kemer
17:57:37 | [CMD] nik0tin(27) => /myskin 111
17:57:38 | [CMD] huseyin(12) => /myskin 116
17:57:39 | [CMD] huseyin(12) => /myskin 115
17:57:39 | [CMD] nik0tin(27) => /myskin 112
17:57:40 | [LOCAL]Gezegen(17): bu 4 :D
17:57:40 | [CMD] Gezegen(17) => /l bu 4 :D
17:57:40 | [CMD] BoykoXD(10) => /kemer
17:57:40 | qaqash(24): o parayi haram ediyom biliyon demi wqewqwq
17:57:41 | [CMD] sunyear55(8) => /rescue
17:57:41 | [CMD] [TR]MaroNBeReTSs(26) => /sa 
17:57:41 | [CMD] nik0tin(27) => /myskin 113
17:57:42 | [CMD] nik0tin(27) => /myskin 114
17:57:42 | [LOCAL]huseyin(12): 115
17:57:42 | [CMD] huseyin(12) => /l 115
17:57:43 | [CMD] kral0(9) => /saat 12
17:57:43 | [CMD] [A.s.i]KraL(19) => /as
17:57:43 | [CMD] GravLaunch(23) => /as
17:57:43 | [CMD] berat7345(34) => /d bitmemiþmiydi
17:57:43 | [CMD] BLuuFs(29) => /pm 30 los santosdayým
17:57:43 | [CMD] huseyin(12) => /as
17:57:44 | [CMD] qaqash(24) => /as
17:57:44 | GravLaunch(23): oo mert
17:57:44 | [CMD] BoykoXD(10) => /sirketdorse
17:57:45 | [CMD] nik0tin(27) => /myskin 115
17:57:45 | [CMD] berat7345(34) => /as
17:57:45 | [CMD] bilal7345(15) => /kemer
17:57:45 | [LOCAL]CCezaaa(18): abi
17:57:45 | [CMD] CCezaaa(18) => /l abi
17:57:45 | [CMD] kral0(9) => /saat 11
17:57:46 | [CMD] Baskan[01](28) => /as
17:57:46 | [CMD] huseyin(12) => /myskin 116
17:57:47 | [CMD] TIRCI(7) => /araba
17:57:47 | [CMD] huseyin(12) => /myskin 114
17:57:48 | [CMD] huseyin(12) => /myskin 113
17:57:49 | [CMD] huseyin(12) => /myskin 115
17:57:49 | [CMD] GravLaunch(23) => /d az önce bitti
17:57:49 | [CMD] huseyin(12) => /myskin 116
17:57:50 | [CMD] huseyin(12) => /myskin 117
17:57:51 | [CMD] huseyin(12) => /myskin 115
17:57:51 | [CMD] kral0(9) => /saat 1
17:57:52 | [CMD] huseyin(12) => /myskin 116
17:57:53 | [CMD] berat7345(34) => /d hýý tm
17:57:53 | [LOCAL]CCezaaa(18): ben çýkmam gerek 5 dkya gelicem
17:57:53 | [CMD] CCezaaa(18) => /l ben çýkmam gerek 5 dkya gelicem
17:57:53 | [CMD] testere151(25) => /d isteðim nedne açýlmadý lo :D
17:57:54 | [CMD] nik0tin(27) => /as 
17:57:56 | [LOCAL]Gezegen(17): bu 5
17:57:56 | [CMD] Gezegen(17) => /l bu 5
17:57:57 | [CMD] AnLBurAk(30) => /pm 29 tekrarmý bulussak
17:57:57 | [CMD] berat7345(34) => /asay Sunucuda Çalmasýný Ýstediðiniz Þarkýyý ''Ýsteksarki <id>'' Ýle DJ'lere Bildirebilirsiniz. 
17:58:0 | [CMD] berat7345(34) => /d açýldý reis
17:58:0 | [LOCAL]AnLBurAk(30): /rescue sf
17:58:0 | [CMD] AnLBurAk(30) => /l /rescue sf
17:58:1 | [CMD] Konyali42(31) => /d sirada
17:58:2 | [CMD] Konyali42(31) => /d sirada
17:58:2 | [CMD] Sttder(32) => /convoy
17:58:2 | [CMD] AnLBurAk(30) => /rescue
17:58:2 | [LOCAL][eN]Overlord(20): girdim
17:58:2 | [CMD] [eN]Overlord(20) => /l girdim
17:58:2 | [CMD] [TR]MaroNBeReTSs(26) => /convoy
17:58:6 | [CMD] BLuuFs(29) => /pm 30 olut
17:58:6 | [CMD] berat7345(34) => /d bitti bile o 
17:58:7 | [CMD] GravLaunch(23) => /d baþkasý attý önce
17:58:9 | [CMD] BLuuFs(29) => /pm 30 olur
17:58:12 | [CMD] AnLBurAk(30) => /pm 29 rescue yapta sf gel
17:58:12 | CCezaaa(18): anýl abi gelince
17:58:14 | [CMD] sunyear55(8) => /convoy
17:58:15 | [CMD] DangerTr07(16) => /pm
17:58:16 | [CMD] berat7345(34) => /d sen ne atmýþtýn onurumu abi
17:58:18 | [CMD] BLuuFs(29) => /rescuse
17:58:18 | [CMD] TIRCI(7) => /MODÝFÝYE
17:58:18 | [CMD] GravLaunch(23) => /d istek id kaçtý
17:58:19 | [CMD] BoykoXD(10) => /work
17:58:19 | [CMD] HeRquL(6) => /musait
17:58:19 | [CMD] Sttder(32) => /work
17:58:19 | [CMD] [TR]MaroNBeReTSs(26) => /pm 16 bütün adamlarýný topla 
17:58:20 | qaqash(24): klar
17:58:20 | [CMD] nik0tin(27) => /myskin 116 
17:58:21 | [CMD] BLuuFs(29) => /rescue
17:58:22 | [CMD] testere151(25) => /d yoh
17:58:22 | [CMD] nik0tin(27) => /myskin 117
17:58:23 | [CMD] TIRCI(7) => /modifiye
17:58:23 | [CMD] [TR]MaroNBeReTSs(26) => /pm 16 sayýmýza bakýcam 
17:58:23 | qaqash(24): kral
17:58:23 | [CMD] nik0tin(27) => /myskin 118
17:58:24 | [CMD] testere151(25) => /d 1600 
17:58:24 | [CMD] Konyali42(31) => /d bende o 1600
17:58:25 | [CMD] DangerTr07(16) => /pm 26 18.30 demedin mi 
17:58:25 | [CMD] nik0tin(27) => /myskin 119
17:58:25 | [A.s.i]KraL(19): ?
17:58:28 | [CMD] ASLANBEY(13) => /convoy
17:58:28 | [CMD] nik0tin(27) => /myskin 120
17:58:29 | [CMD] GravLaunch(23) => /d o sýrada
17:58:30 | [CMD] nik0tin(27) => /myskin 121
17:58:30 | qaqash(24): naber
17:58:31 | [CMD] nik0tin(27) => /myskin 122
17:58:32 | [CMD] sunyear55(8) => /kemer
17:58:33 | [CMD] BLuuFs(29) => /skapat
17:58:33 | [CMD] nik0tin(27) => /myskin 123
17:58:33 | [CMD] Konyali42(31) => /d 1600 bende 
17:58:34 | [CMD] DangerTr07(16) => /pm 26 bekle
17:58:34 | [CMD] [TR]MaroNBeReTSs(26) => /pm 16 þimdi baþlamýyorum sayýmýza bakýcam 
17:58:35 | [CMD] kral0(9) => /tamir
17:58:36 | [CMD] GravLaunch(23) => /d ondan önde 1 tane þarký vardý
17:58:37 | [A.s.i]KraL(19): iyidir sende
17:58:38 | [CMD] ASLANBEY(13) => /meslek
17:58:38 | [SirketCHT] DangerTr07(16): ! þimdi 
17:58:38 | [CMD] BoykoXD(10) => /kemer
17:58:40 | Konyali42(31): yok
17:58:40 | [CMD] BoykoXD(10) => /kemer
17:58:41 | {FFCC00}ASLANBEY(13) {FFFFFF}Kamyoncu olarak spawn oldu.
17:58:41 | [SirketCHT] DangerTr07(16): ! yasin 
17:58:41 | [LOCAL]huseyin(12): sýkalým kafasýna gitsin
17:58:41 | [CMD] huseyin(12) => /l sýkalým kafasýna gitsin
17:58:41 | [CMD] [TR]MaroNBeReTSs(26) => /sirket
17:58:42 | [A.s.i]KraL(19): n
17:58:43 | qaqash(24): iyi bea nolsun
17:58:44 | [CMD] Konyali42(31) => /d yoktu
17:58:45 | [SirketCHT] DangerTr07(16): ! herkes Þirket gelsin 
17:58:46 | [eN]Overlord(20) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:58:46 | [LOCAL]Beyto(21): sa
17:58:46 | [CMD] Beyto(21) => /l sa
17:58:47 | [CMD] DangerTr07(16) => /sirket
17:58:47 | [LOCAL]nik0tin(27): :D 
17:58:47 | [CMD] nik0tin(27) => /l :D 
17:58:48 | [CMD] huseyin(12) => /giveweapon 12 sil 5000 
17:58:48 | [CMD] GravLaunch(23) => /d var
17:58:48 | [CMD] Gezegen(17) => /pm 25 sen bence at bi 30m :D :D
17:58:49 | BoykoXD(10): .
17:58:49 | TEXAST5(20) oyuna girdi [IP: 88.243.230.18]
17:58:50 | [CMD] DangerTr07(16) => /Rescue
17:58:51 | [LOCAL]huseyin(12): susturucu ile
17:58:51 | [CMD] huseyin(12) => /l susturucu ile
17:58:52 | [CMD] GravLaunch(23) => /d açtýðým bu þarký
17:58:53 | [CMD] BLuuFs(29) => /þirket
17:58:55 | Gezegen(17): as beyto
17:58:55 | [SirketCHT] iYasinBey(14): ! sirketeyim saten
