0:0:3 | [CMD] Jodor(16) => /vtamir
19:2:59 | [CMD] BeylerBeyi(11) => /d lo diyor ya sado baný kaldýr
19:2:59 | [CMD] TEXAST5(6) => /As 
19:3:1 | [CMD] selviyiseviyorum(21) => /convoy
19:3:1 | [CMD] TIRCI(13) => /as
19:3:2 | [CMD] .canskld.(0) => /as
19:3:2 | [CMD] iYasinBey(19) => /sac
19:3:3 | [CMD] selviyiseviyorum(21) => /work
19:3:5 | [CMD] Muya(31) => /pm 9 sorry lv hava alanbý gelme :D kafalara düsüyomda :D
19:3:5 | TEXAST5(6): ya bakkalda :D 
19:3:5 | [CMD] BeylerBeyi(11) => /d bende dedi testere baný kaldýr .D
19:3:13 | [CMD] gorkemu24(15) => /tamir
19:3:14 | [CMD] iYasinBey(19) => /giveweapon 19 35 50000
19:3:15 | [CMD] DeltaTask123(35) => /as
19:3:15 | [CMD] BeylerBeyi(11) => /asay Ýstek Þarký Olmadýðý Ýçin Rastgele Açýlmýþtýr...
19:3:16 | [CMD] BeylerBeyi(11) => /asay Ýstek Þarký Ýçin " /isteksarki <id>" Komutu Ýle Bize Bildirebilirsiniz...
19:3:17 | Muya(31): ya bakkalda deil bakkalda yað olur
19:3:19 | [CMD] selviyiseviyorum(21) => /asiriyuk
19:3:20 | [CMD] KorkusuzKorkak(9) => /pm 31 olsun zaten biþey olmadý banada :)
19:3:20 | Mertaran(26):  ahýra götürün beni
19:3:20 | .canskld.(0): beyler önümden mapta gördüm heile geçti
19:3:21 | BeylerBeyi(11): Aç Aç
19:3:22 | [CMD] selviyiseviyorum(21) => /asiriyuk
19:3:24 | Mertaran(26):  üstüm çok iyi
19:3:26 | [CMD] Moskova_Kurdu(12) => /a ben cideyrum
19:3:26 | ScrappeR(25): sf lv konvoy yapacak varmý otobus
19:3:27 | [CMD] Moskova_Kurdu(12) => /a bb
19:3:28 | Moskova_Kurdu(12) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
19:3:28 | iYasinBey(19): aç aç
19:3:29 | .canskld.(0): beyler önümden mapta gördüm hile geçti
19:3:29 | Muya(31): sovyetkurdu
19:3:29 | [CMD] BOZKURT545(36) => /work
19:3:30 | BeylerBeyi(11): :d
19:3:31 | .canskld.(0): beyler önümden mapta gördüm hile geçti
19:3:32 | [CMD] HeRquL(10) => /goto 12
19:3:36 | [CMD] iYasinBey(19) => /a git köylü bb
19:3:37 | _EmiiR(7): telefonu nasýl acýoz
19:3:41 | [CMD] BeylerBeyi(11) => /d iyiki sözlüsünü eklemedim bun :D
19:3:41 | [CMD] selviyiseviyorum(21) => /kemer
19:3:42 | ScrappeR(25): y
19:3:42 | [SirketCHT] Muya(31): ! pesmi ettiniz :D
19:3:42 | Mertaran(26):  y
19:3:42 | .canskld.(0):  @7 y
19:3:42 | [CMD] iYasinBey(19) => /a :D
19:3:44 | [CMD] BeylerBeyi(11) => /d iyiki sözlüsünü eklemedim bunun :D
19:3:44 | bilal7345(30):  Y tuþu
19:3:47 | Muya(31): testere pesmi ettiniz gý :D
19:3:48 | [CMD] Hisko(23) => /convoy
19:3:48 | [CMD] BOZKURT545(36) => /tamir
19:3:52 | [CMD] iYasinBey(19) => /d eklesen silerler
19:3:54 | [CMD] _EmiiR(7) => /work
19:3:55 | [CMD] Hisko(23) => /convoy
19:3:59 | [CMD] BeylerBeyi(11) => /d millet üst üste istedi
19:3:59 | [CMD] .canskld.(0) => /sarkikapa
19:4:0 | [CMD] _EmiiR(7) => /convoyayril
19:4:0 | [CMD] .canskld.(0) => /skapa
19:4:0 | [CMD] BeylerBeyi(11) => /d millet üst üste isterdi
19:4:1 | [CMD] .canskld.(0) => /skapat
19:4:1 | iYasinBey(19): aa dj bey bu þarký niye sessiz
19:4:3 | [CMD] _EmiiR(7) => /work
19:4:4 | BoykoXD(12) oyuna girdi [IP: 78.168.61.244]
19:4:5 | [CMD] Hisko(23) => /goreviptal
19:4:6 | [CMD] BeylerBeyi(11) => /d aynen biliyorum o yüzden eklemdim
19:4:6 | iYasinBey(19): karakoke sadece
19:4:7 | [CMD] Hisko(23) => /convoy
19:4:7 | [CMD] Enes_Reyuz(24) => /convoy
19:4:9 | BeylerBeyi(11): .SADAS:
19:4:10 | [CMD] TEXAST5(6) => /asay Ts3 Adresimiz : Ts3.trucksamp.com 
19:4:11 | ScrappeR(25): sf lv konvoy yapacak varmý otobus
19:4:13 | sezzer(32) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
19:4:15 | 
19:4:15 | [CMD] Konyali42(16) => /convoy
19:4:16 | [CMD] Enes_Reyuz(24) => /convoy
19:4:16 | Muya(31): kafasýna shamal istiyen varmý :D
19:4:18 | 
19:4:20 | _EmiiR(7): been,
19:4:20 | [CMD] .canskld.(0) => /convoyayirl
19:4:21 | [CMD] BoykoXD(12) => /admgiris
19:4:21 | iYasinBey(19): lütfen tamamýný ekleyiniz
19:4:21 | [CMD] Hisko(23) => /work
19:4:21 | [CMD] Enes_Reyuz(24) => /kemer
19:4:22 | iYasinBey(19): :d
19:4:22 | [CMD] .canskld.(0) => /conoy
19:4:23 | [CMD] Konyali42(16) => /rescue
19:4:24 | [CMD] .canskld.(0) => /convoy
19:4:25 | BeylerBeyi(11): Olur
19:4:26 | [CMD] BoykoXD(12) => /sac
19:4:27 | HeRquL(10): bilal dur
19:4:27 | [CMD] KorkusuzKorkak(9) => /modifiye
19:4:27 | [CMD] BoykoXD(12) => /sa
19:4:28 | Mertaran(26): konyalim naber
19:4:29 | BeylerBeyi(11): :d
19:4:30 | [CMD] iYasinBey(19) => /as
19:4:30 | [CMD] bilal7345(30) => /as
19:4:31 | [CMD] BeylerBeyi(11) => /as
19:4:31 | [CMD] DeltaTask123(35) => /as
19:4:32 | [CMD] iYasinBey(19) => /goto 12
19:4:33 | [CMD] oktayacar(17) => /rescue
19:4:33 | [CMD] ScrappeR(25) => /as
19:4:33 | [CMD] TIRCI(13) => /as
19:4:34 | [CMD] .canskld.(0) => /as
19:4:36 | [CMD] BoykoXD(12) => /admins
19:4:36 | [CMD] HeRquL(10) => /atamir
19:4:36 | BeylerBeyi(11): Hoþgeldin Ciðerim
19:4:36 | [CMD] .canskld.(0) => /meslek
19:4:38 | Muya(31): kim istiyo görmedim yazýsýný :D
19:4:39 | .canskld.(0) Yol Iscisi olarak spawn oldu.
19:4:39 | Mertaran(26): Aleyküm Selam
19:4:39 | [CMD] TEXAST5(6) => /As 
19:4:40 | Konyali42(16): harbourdan tir convoyu vardik gelmek isteyen /rescue harbour
19:4:42 | [CMD] HeRquL(10) => /goto 0
19:4:42 | [CMD] iYasinBey(19) => /as
19:4:43 | [CMD] TEXAST5(6) => /A testo 
19:4:43 | [CMD] selviyiseviyorum(21) => /as
19:4:43 | [CMD] Konyali42(16) => /sirket
19:4:43 | [CMD] DarkFlow(27) => /as
19:4:45 | [CMD] oktayacar(17) => /work
19:4:46 | [CMD] HeRquL(10) => /goto 30
19:4:47 | [CMD] TEXAST5(6) => /a cipedemi versek 
19:4:48 | [CMD] gorkemu24(15) => /convoy
19:4:49 | [CMD] .canskld.(0) => /kemer
19:4:50 | [CMD] Mertaran(26) => /rescue
19:4:50 | [CMD] .canskld.(0) => /work
19:4:52 | [CMD] BoykoXD(12) => /myskin 12
19:4:55 | bilal7345(30): yavaþ selçýk
19:4:57 | [CMD] DarkFlow(27) => /afk
19:5:0 | gorkemu24(15) oyundan cIktI (Hata/Crash) (IP: 94.123.196.154)
19:5:1 | [LOCAL]BoykoXD(12): onu nasýl aldýn lo
19:5:1 | [CMD] BoykoXD(12) => /l onu nasýl aldýn lo
19:5:3 | [CMD] DarkFlow(27) => /uzan
19:5:5 | [CMD] BoykoXD(12) => /dtemizle
19:5:12 | [LOCAL]iYasinBey(19): alýrým ben cevik ol
19:5:12 | [CMD] iYasinBey(19) => /l alýrým ben cevik ol
19:5:12 | [CMD] BoykoXD(12) => /meslek
19:5:14 | [CMD] Konyali42(16) => /kemer
19:5:16 | {FFCC00}BoykoXD(12) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
19:5:18 | [CMD] HeRquL(10) => /dorseget 188
19:5:18 | gorkemu24(15) oyuna girdi [IP: 94.123.196.154]
19:5:19 | [CMD] BoykoXD(12) => /goto 19
19:5:20 | FurkanBey(20) oyuna girdi [IP: 88.230.157.108]
19:5:21 | bilal7345(30): eyw
19:5:21 | HeRquL(10): al
19:5:25 | [LOCAL]iYasinBey(19): þimdi 
19:5:25 | [CMD] iYasinBey(19) => /l þimdi 
19:5:25 | [ANTIHACK] Þüpheli Enes_Reyuz(24) => Airbreak-hack
19:5:28 | [LOCAL]BoykoXD(12): evet
19:5:28 | [CMD] BoykoXD(12) => /l evet
19:5:31 | selviyiseviyorum(21): hepinizi seviyorum gençler
19:5:31 | ScrappeR(25): sf lv konvoy yapacak varmý otobus
19:5:31 | [CMD] TEXAST5(6) => /spec 24 
19:5:32 | bilal7345(30): kg
19:5:32 | HeRquL(10): dur
19:5:33 | 
19:5:34 | [CMD] BoykoXD(12) => /sac
19:5:35 | {FFCC00}FurkanBey(20) {FFFFFF}Kamyoncu olarak spawn oldu.
19:5:35 | [LOCAL]iYasinBey(19): /giveweapon 12 35 50000
19:5:35 | [CMD] iYasinBey(19) => /l /giveweapon 12 35 50000
19:5:35 | [CMD] FurkanBey(20) => /sa
19:5:37 | [CMD] FurkanBey(20) => /admgiris
19:5:39 | 
19:5:40 | [CMD] bilal7345(30) => /as
19:5:40 | [CMD] .canskld.(0) => /as
19:5:40 | [CMD] TEXAST5(6) => /As 
19:5:42 | [CMD] TEXAST5(6) => /A bened 
19:5:43 | [CMD] BeylerBeyi(11) => /as
19:5:44 | [CMD] TEXAST5(6) => /a bende 
19:5:44 | {FFCC00}gorkemu24(15) {FFFFFF}Kamyoncu olarak spawn oldu.
19:5:46 | [CMD] Konyali42(16) => /as
19:5:47 | [OTOBUSCU] ScrappeR, San Fierro Otogar'den Las Venturas Otogar'e Yolcu tasidi. Kazanc: 13238$ ve 3 Skor Sure: 207 Saniye
19:5:50 | [CMD] gorkemu24(15) => /rescue
19:5:50 | Muya(31): texast :D
19:5:51 | FurkanBey(20): mc oynadým az önce süperdi
19:5:52 | [CMD] BoykoXD(12) => /giveweapon 12 35 5000
19:5:54 | _EmiiR(7): istediðimiz þarkýyý acamýyozmu ya
19:5:56 | [CMD] DeltaTask123(35) => /as
19:5:57 | TEXAST5(6): he :d 
19:5:57 | [CMD] ScrappeR(25) => /convoy
19:5:57 | [LOCAL]HeRquL(10): ters yön gittin gitmemelisin yakalanýrsan uayrý alýrsýn 
19:5:57 | [CMD] HeRquL(10) => /l ters yön gittin gitmemelisin yakalanýrsan uayrý alýrsýn 
19:5:58 | [CMD] BoykoXD(12) => /giveweapon 12 36 5000
19:5:58 | [CMD] gorkemu24(15) => /meslek
19:5:58 | [KAMYONCU] BeylerBeyi, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 179939$, 1 Skor ve 5 EXP Sure: 597 Saniye
19:6:0 | {FFCC00}gorkemu24(15) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
19:6:1 | TEXAST5(6): @7 bey 
19:6:2 | [CMD] FurkanBey(20) => /kemer
19:6:4 | Muya(31): shamal istiyenmi kafana :D
19:6:6 | bilal7345(30):  /isteksarki <id>
19:6:7 | TEXAST5(6): y >> müzik 
19:6:8 | [CMD] Konyali42(16) => /convoyayril
19:6:8 | [CMD] BoykoXD(12) => /meslek
19:6:9 | [CMD] _EmiiR(7) => /istekþarký
19:6:10 | FurkanBey(20): muya
19:6:10 | [CMD] ScrappeR(25) => /work
19:6:12 | FurkanBey(20): nassýn :D 
19:6:13 | gorkemu24(15) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
19:6:13 | 
19:6:13 | _EmiiR(7): ama orda istediðim müzik yok
19:6:16 | [CMD] _EmiiR(7) => /isteksarki
19:6:16 | [CMD] BeylerBeyi(11) => //asay Ýstek Þarký Ýçin " /isteksarki <id>" Komutu Ýle Bize Bildirebilirsiniz...
19:6:17 | [CMD] iYasinBey(19) => /goto 12
19:6:17 | Muya(31): shamallý
19:6:18 | [CMD] HeRquL(10) => /uyar 26 ters yön
19:6:18 | [CMD] BoykoXD(12) => /sac
19:6:19 | [CMD] BeylerBeyi(11) => /asay Ýstek Þarký Ýçin " /isteksarki <id>" Komutu Ýle Bize Bildirebilirsiniz...
19:6:21 | bilal7345(30): DJ'lere pm at eklerler þarkýný
19:6:21 | [CMD] selviyiseviyorum(21) => /isteksarki 1169
19:6:24 | [CMD] BeylerBeyi(11) => /asay Ýstek Þarkýnýz Sýraya Alýnmýþtýr. Ýyi Oyunlar Dileriz...
19:6:24 | TEXAST5(6): 2 lvl djlere ekletebilrisiniz 
19:6:26 | [CMD] BoykoXD(12) => /kemer
19:6:28 | [CMD] HeRquL(10) => /aka 30
19:6:31 | [CMD] BoykoXD(12) => /work
19:6:32 | [CMD] oktayacar(17) => /work
19:6:34 | [CMD] iYasinBey(19) => /asay Arac Res Geliyor... Ýyi Oyunlar...
19:6:34 | [CMD] ScrappeR(25) => /djler
19:6:35 | [CMD] iYasinBey(19) => /asay Arac Res Geliyor... Ýyi Oyunlar...
19:6:35 | [CMD] BoykoXD(12) => /modifiye
19:6:37 | [CMD] oktayacar(17) => /work
19:6:38 | [CMD] iYasinBey(19) => /respawncars
19:6:38 | Muya(31): gafasuna shamal istiyene zevkle atarým :D
19:6:41 | [CMD] HeRquL(10) => /a @30 neden yan hesap girdi
19:6:41 | [CMD] testere151(8) => /rescue
19:6:42 | [CMD] FurkanBey(20) => /work
19:6:43 | [CMD] selviyiseviyorum(21) => /asiriyuk
19:6:43 | [CMD] ScrappeR(25) => /pm 11 azer bülbül duygularým þarkýsýný eklermisin
19:6:45 | [CMD] iYasinBey(19) => /aka 30
19:6:47 | [CMD] FurkanBey(20) => /bonus
19:6:50 | [CMD] TEXAST5(6) => /aka 30 
19:6:50 | [CMD] FurkanBey(20) => /work
19:6:51 | [CMD] iYasinBey(19) => /a yan hesap deðil
19:6:52 | [LOCAL]HeRquL(10): sen neden ana hesap ile girmedin
19:6:52 | [CMD] HeRquL(10) => /l sen neden ana hesap ile girmedin
19:6:53 | [CMD] BeylerBeyi(11) => /asay Ýstek Þarkýnýz Çalýnýyor. Ýyi Oyunlar Dileriz...
19:6:53 | [CMD] FurkanBey(20) => /work
19:6:53 | [CMD] iYasinBey(19) => /a akrabasý
19:6:54 | [CMD] testere151(8) => /a beratýn arkadaþý
19:6:56 | [CMD] _EmiiR(7) => /motor
19:6:56 | [CMD] TEXAST5(6) => /A akrabasý oynuyor 
19:6:57 | [CMD] iYasinBey(19) => /sac
19:6:58 | [LOCAL]bilal7345(30): akraba hesabý
19:6:58 | [CMD] bilal7345(30) => /l akraba hesabý
19:6:58 | Muya(31): yok glba istiyen :D
19:6:58 | [CMD] BoykoXD(12) => /djler
19:6:58 | [CMD] HeRquL(10) => /a hee
19:6:59 | [SirketCHT] DarkFlow(27): ! gonyalý 
19:7:0 | [CMD] BOZKURT545(36) => /cevir
19:7:0 | [CMD] BeylerBeyi(11) => /pm 25 tabiki
19:7:2 | [CMD] BoykoXD(12) => /rehberler
19:7:2 | Muya(31): sýkýldým cýkam bari yýv
19:7:2 | [CMD] DarkFlow(27) => /geldim
19:7:3 | [LOCAL]bilal7345(30): o oynuyor
19:7:3 | [CMD] bilal7345(30) => /l o oynuyor
19:7:4 | [SirketCHT] Konyali42(16): ! efendim
19:7:4 | [CMD] .canskld.(0) => /work
19:7:8 | [LOCAL]HeRquL(10): tamam ters yön gitme
19:7:8 | [CMD] HeRquL(10) => /l tamam ters yön gitme
19:7:9 | [SirketCHT] DarkFlow(27): ! naban
19:7:9 | [CMD] BoykoXD(12) => /dtemizle
19:7:10 | [CMD] .canskld.(0) => /goreviptal
19:7:12 | [LOCAL]bilal7345(30): ok
19:7:12 | [CMD] bilal7345(30) => /l ok
19:7:13 | [CMD] .canskld.(0) => /work
19:7:16 | [CMD] DarkFlow(27) => /convoy
19:7:18 | [SirketCHT] Konyali42(16): ! tirciyik
19:7:19 | [CMD] TEXAST5(6) => /uyar 24 ters þerit 
19:7:24 | [CMD] iYasinBey(19) => /d you a biþey biþey rep rackstar
19:7:26 | [CMD] BoykoXD(12) => /asay Vip-Donator-Þirket-Giþe almak isteyenler. Facebook:www.trucksamp.com adresinde alabilir...   
19:7:27 | [CMD] BoykoXD(12) => /asay Yeni katýlan kiþiler için /kurallar yazýp 5skor ve 30.000$ Kazanabilirsiniz... 
19:7:27 | [LOCAL]BOZKURT545(36): reis ben 5dk afkyým
19:7:27 | [CMD] BOZKURT545(36) => /l reis ben 5dk afkyým
19:7:27 | [CMD] BoykoXD(12) => /asay Forum sayfamýza üye olmak isteyenler: www.trucksamp.com adresine ulaþabilirsiniz... 
19:7:28 | [CMD] BoykoXD(12) => /asay Team speak 3 Adresimiz: ts3.trucksamp.com 
19:7:28 | [CMD] TEXAST5(6) => /uyar 23 ters þerit 
19:7:28 | [CMD] FurkanBey(20) => /work
19:7:29 | [SirketCHT] DarkFlow(27): ! kur gelek 
19:7:34 | [CMD] BeylerBeyi(11) => /d :SASDAS
19:7:38 | [CMD] DarkFlow(27) => /kemer
19:7:44 | [CMD] iYasinBey(19) => /d rep yaparken öyle biþey biþey rockstar
19:7:44 | [CMD] TEXAST5(6) => /specoff 
19:7:44 | TEXAST5(6) Mafya olarak spawn oldu.
19:7:44 | Muya(31) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
19:7:45 | [CMD] FurkanBey(20) => /bonus
19:7:47 | [CMD] testere151(8) => /spec 7
19:7:48 | [CMD] Konyali42(16) => /convoy
19:7:49 | [LOCAL]bilal7345(30): ee nassýn
19:7:49 | [CMD] bilal7345(30) => /l ee nassýn
19:7:50 | [CMD] DarkFlow(27) => /sirketdorse
19:7:51 | [CMD] FurkanBey(20) => /kemer
19:7:51 | [CMD] HeRquL(10) => /cantazele
19:7:52 | [LOCAL]TIRCI(13): bende afk
19:7:52 | [CMD] TIRCI(13) => /l bende afk
19:7:52 | [CMD] FurkanBey(20) => /work
19:7:52 | [LOCAL]BOZKURT545(36): yapcksn yap sen döncm ben 5dkya
19:7:52 | [CMD] BOZKURT545(36) => /l yapcksn yap sen döncm ben 5dkya
19:7:54 | [CMD] Konyali42(16) => /skapat
19:7:55 | [CMD] DarkFlow(27) => /convoy
19:8:1 | [CMD] FurkanBey(20) => /sac
19:8:3 | Konyali42(16): mertaran?
19:8:4 | [KAMYONCU] bilal7345, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 175182$, 1 Skor ve 5 EXP Sure: 647 Saniye
19:8:5 | [CMD] DarkFlow(27) => /kemer
19:8:6 | [CMD] BeylerBeyi(11) => /d ben ingiltereye gideyim ingilizceyi sökerim söylerim :D
19:8:7 | [CMD] DarkFlow(27) => /kemer
19:8:10 | [CMD] bilal7345(30) => /work
19:8:13 | [CMD] KorkusuzKorkak(9) => /meslek
19:8:19 | [CMD] iYasinBey(19) => /a gta serilerinde hiç niye çocuk yok sizce ben cevabý biliyorum.
19:8:21 | Mertaran(26): @16 komþu vakasý geçirmiþtin 
19:8:30 | [CMD] DarkFlow(27) => /geldim
19:8:30 | Mertaran(26): @hatýrlýyom
19:8:30 | [CMD] iYasinBey(19) => /cantazele
19:8:35 | Konyali42(16): convoy bekleme devam et
19:8:35 | [CMD] oktayacar(17) => /rescue
19:8:44 | [CMD] iYasinBey(19) => /heal
19:8:51 | [CMD] Konyali42(16) => /kemer
19:8:52 | [CMD] iYasinBey(19) => /heal
19:8:54 | [CMD] TEXAST5(6) => /a testo 
19:8:55 | [CMD] iYasinBey(19) => /cantazele
19:8:58 | [CMD] iYasinBey(19) => /a gta serilerinde hiç niye çocuk yok sizce ben cevabý biliyorum.
19:8:58 | [CMD] _EmiiR(7) => /motor
19:9:1 | [CMD] testere151(8) => /a efm
19:9:2 | [CMD] TEXAST5(6) => /A terfi sýrasýnda beni ararsým 
19:9:5 | [CMD] TEXAST5(6) => /A arasýn 
19:9:8 | [CMD] iYasinBey(19) => /d gta serilerinde hiç niye çocuk yok sizce ben cevabý biliyorum.
19:9:8 | [CMD] TEXAST5(6) => /a davet varmýþ 
19:9:9 | [CMD] iYasinBey(19) => /d gta serilerinde hiç niye çocuk yok sizce ben cevabý biliyorum.
19:9:11 | [CMD] TEXAST5(6) => /A 100tl 
19:9:11 | [CMD] ahmet55(14) => /work
19:9:11 | [OTOBUSCU] ScrappeR, Las Venturas Otogar'den San Fierro Otogar'e Yolcu tasidi. Kazanc: 13238$ ve 3 Skor Sure: 363 Saniye
19:9:14 | [KAMYONCU] DeltaTask123, Kastamonu Yeni Sanayi'den Tugayogullari Insaat'e Insaat Malzemesi tasidi. Kazanc: 15496$, 2 Skor ve 5 EXP Sure: 280 Saniye
19:9:14 | [CMD] TEXAST5(6) => /A vermiþ babam 
19:9:15 | [CMD] oktayacar(17) => /meslek
19:9:16 | [CMD] _EmiiR(7) => /motor
19:9:17 | [CMD] TEXAST5(6) => /A gidecem 
19:9:18 | [CMD] KorkusuzKorkak(9) => /meslek
19:9:20 | ScrappeR(25): sf lv otobus konvoyu yapacak varmý
19:9:22 | [CMD] DeltaTask123(35) => /meslek
19:9:23 | [CMD] ScrappeR(25) => /convoy
19:9:23 | _EmiiR(7): ben
19:9:26 | [CMD] BeylerBeyi(11) => /d bende biliyorum söyliyimmi 
19:9:29 | [CMD] testere151(8) => /a ben terfileri veririm
19:9:30 | Konyali42(16): kadir bey :D
19:9:30 | ScrappeR(25): gel sf ye
19:9:32 | [CMD] iYasinBey(19) => /d söyle
19:9:34 | [CMD] FurkanBey(20) => /skapat
19:9:35 | _EmiiR(7): nasý gelcem
19:9:35 | {FFCC00}DeltaTask123(35) Otobus Soforu olarak spawn oldu.
19:9:35 | [CMD] ScrappeR(25) => /convoykur
19:9:35 | {FFCC00}KorkusuzKorkak(9) {FFFFFF}Pilot olarak spawn oldu.
19:9:41 | [CMD] oktayacar(17) => /rescue
19:9:41 | [CMD] Konyali42(16) => /admins
19:9:42 | [CMD] DeltaTask123(35) => /convoy
19:9:42 | [CMD] TEXAST5(6) => /A ara la 
19:9:43 | [CMD] _EmiiR(7) => /motor
19:9:44 | [CMD] iYasinBey(19) => /cantazele
19:9:45 | ScrappeR(25):  /rescue san fierro
19:9:47 | [CMD] TEXAST5(6) => /A 2-3 þey daha diyecem 
19:9:50 | _EmiiR(7): yada vazgectim
19:9:52 | [CMD] DeltaTask123(35) => /rescue
19:9:53 | [CMD] oktayacar(17) => /work
19:9:53 | _EmiiR(7): fazla skor veriyomu
19:9:57 | Konyali42(16): desteree
19:9:59 | [CMD] testere151(8) => /a þimdiden de
19:10:0 | ScrappeR(25): veriyo
19:10:1 | testere151(8): efm 
19:10:4 | [CMD] BeylerBeyi(11) => /d söyliyimmi
19:10:4 | _EmiiR(7): kac skor
19:10:5 | TEXAST5(6): @7 bey 
19:10:8 | [CMD] iYasinBey(19) => /d söyle
19:10:9 | Konyali42(16): odaya gel konusak :D
19:10:12 | TEXAST5(6): 5 kiþi olunca fazla skor verir convoy 
19:10:12 | [CMD] .canskld.(0) => /meslek
19:10:12 | testere151(8): :D
19:10:15 | ScrappeR(25): çok kiþi olursa daha çok veriyo
19:10:16 | {FFCC00}.canskld.(0) Otobus Soforu olarak spawn oldu.
19:10:17 | [CMD] Konyali42(16) => /gobus
19:10:18 | testere151(8): bkle geliyourm qwe
19:10:19 | [CMD] DeltaTask123(35) => /convoy
19:10:22 | _EmiiR(7): neyse kolay gelsin
19:10:23 | [CMD] ScrappeR(25) => /convoy
19:10:28 | [CMD] ScrappeR(25) => /work
19:10:30 | [CMD] Konyali42(16) => /kemer
19:10:30 | [CMD] DeltaTask123(35) => /convoy
19:10:36 | (BANKA) .canskld.(0) 2190 nolu banka hesabindan 2000$ cekti.
19:10:39 | [CMD] Konyali42(16) => /work
19:10:40 | _EmiiR(7): cok zevkli sunucuymuþ
19:10:41 | [CMD] HeRquL(10) => /uyar 26 ters yön 10 saniye önce
19:10:50 | [CMD] DeltaTask123(35) => /kemer
19:10:52 | [CMD] .canskld.(0) => /rescue
19:10:56 | [CMD] DarkFlow(27) => /asiriyuk
19:10:58 | [CMD] Enes_Reyuz(24) => /tamir
19:11:0 | [CMD] HeRquL(10) => /uyar 10 denemek için
19:11:4 | Mertaran(26): 30 dvm et
19:11:5 | [CMD] iYasinBey(19) => /d söylicen yarýn
19:11:5 | [CMD] ScrappeR(25) => /pm 11 ekledinmi
19:11:7 | [CMD] .canskld.(0) => /kemer
19:11:9 | [CMD] .canskld.(0) => /work
19:11:9 | [CMD] DeltaTask123(35) => /convoy
19:11:10 | [CMD] ScrappeR(25) => /convoy
19:11:12 | [CMD] BeylerBeyi(11) => /d bilmiyorum amk neyi söyliyim :D
19:11:16 | [CMD] .canskld.(0) => /convoyayril
19:11:17 | [CMD] iYasinBey(19) => /d he
19:11:18 | [CMD] .canskld.(0) => /work
19:11:21 | HeRquL(10): @7 teþekkürler biiz favoriye ekleyebilirsiniz
19:11:26 | [CMD] iYasinBey(19) => /d aga çocuklarýn yeri olmadýðýndan mafyalýk
19:11:30 | [CMD] iYasinBey(19) => /d cevap buydu
19:11:31 | _EmiiR(7): ekledim bile birader
19:11:33 | selviyiseviyorum(21): sen de beni kalbine ekle herkül
19:11:35 | [CMD] BeylerBeyi(11) => /asay Ýstek Þarký Olmadýðý Ýçin Rastgele Açýlmýþtýr...
19:11:37 | [CMD] testere151(8) => /specoff
19:11:37 | {FFCC00}testere151(8) {FFFFFF}Pilot olarak spawn oldu.
19:11:37 | [CMD] BeylerBeyi(11) => /adminol
19:11:38 | [CMD] BeylerBeyi(11) => /adminol
19:11:40 | iYasinBey(19): bb
19:11:40 | HeRquL(10): bb
19:11:40 | _EmiiR(7): eskiden oynamýþtým 20 skorum vardý þifreyi unuttum
19:11:41 | oktayacar(17): bb
19:11:41 | [CMD] iYasinBey(19) => /skapat
19:11:44 | BeylerBeyi(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
19:11:44 | [CMD] oktayacar(17) => /sac
19:11:46 | [CMD] FurkanBey(20) => /fps 
19:11:47 | [CMD] DeltaTask123(35) => /convoy
19:11:48 | [CMD] FurkanBey(20) => /fps 
19:11:53 | [CMD] iYasinBey(19) => /fly
19:11:53 | [CMD] FurkanBey(20) => /vtamir 
19:11:53 | _EmiiR(7): ama eskiden bu kadar güncel bir mod deðildi
19:11:56 | [CMD] .canskld.(0) => /goreviptal
19:11:57 | [CMD] DeltaTask123(35) => /rescue
19:11:57 | HeRquL(10): ne iyi tekrar aramýza gelmen
19:11:59 | _EmiiR(7): baya yenilikler gelmiþ
19:12:0 | [CMD] .canskld.(0) => /meslek
19:12:2 | [CMD] testere151(8) => /a þimdimi terfileri versek o saatte belki müsait olamam
19:12:2 | .canskld.(0) Yol Iscisi olarak spawn oldu.
19:12:5 | _EmiiR(7): ya onceki sunucumda biraz sorunlaryaþadým
19:12:6 | [CMD] TEXAST5(6) => /yenilikler
19:12:6 | [CMD] bilal7345(30) => /sikayet 26 adam takip ediyor rahatsýz oluyorum
19:12:7 | [CMD] FurkanBey(20) => /vbenzin 
19:12:8 | BoykoXD(12): Benimle kargo yapacak ls ye gelsin
19:12:10 | _EmiiR(7): admindim sahiple kavga ettim
19:12:10 | TEXAST5(6):  /yenilikler
19:12:10 | [CMD] BoykoXD(12) => /atamir
19:12:11 | [CMD] HeRquL(10) => /spec 26
19:12:12 | [CMD] TEXAST5(6) => /spec 26 
19:12:13 | [CMD] BoykoXD(12) => /fuel
19:12:16 | [CMD] BoykoXD(12) => /yenilikler
