0:0:0 | [CMD] HeRquL(14) => /work
15:33:20 | cCc.Bayram.cCC(37): arac res
15:33:20 | [CMD] VIPTRUCKS(8) => /sirket
15:33:20 | [CMD] DangerTr07(30) => /Convoyat 26 
15:33:21 | cCc.Bayram.cCC(37): arac res
15:33:22 | [SirketCHT] GSLIMERT(26): ! bana bi týrla kasa verin 
15:33:23 | [CMD] HeRquL(20) => /goto 13
15:33:24 | [CMD] [AsLt]Cicek.Abbas.(38) => /c /convoyuye
15:33:24 | [CMD] RingoBamBam(13) => /tamir
15:33:27 | [CMD] Hic(31) => /asay Yeni gelen arkadaþlar /kurallar yazýp kabul ettikten sonra 30.000$ ve 5 skor kazanabilir...
15:33:27 | [CMD] HeRquL(20) => /atamir
15:33:28 | Gazapizm_(42): soyle
15:33:28 | [CMD] eren1616(16) => /atamir
15:33:29 | [CMD] DangerTr07(30) => /Convoyuye
15:33:30 | [CMD] Younapo.(21) => /pcc
15:33:31 | [CMD] mami6034(25) => /medifiye
15:33:31 | [CMD] HeRquL(20) => /sirketdorse
15:33:32 | [CMD] kiral(17) => /modifiye
15:33:33 | 
15:33:34 | [CMD] DangerTr07(30) => /Convoyat
15:33:34 | [CMD] HeRquL(20) => /sirketdorse
15:33:36 | [CMD] GSLIMERT(26) => /rescue
15:33:37 | [CMD] CagatayBro(18) => /rescye
15:33:38 | {FFCC00}Aleks23(6) Otobus Soforu olarak spawn oldu.
15:33:38 | [CMD] mami6034(25) => /modifiye
15:33:39 | [CMD] DangerTr07(30) => /Convoyat 20 
15:33:39 | [CMD] eren1616(16) => /atamir
15:33:39 | [CMD] sezzer(7) => /akilitle
15:33:40 | [CMD] RingoBamBam(13) => /cantazale
15:33:40 | [CMD] nik0tin(11) => /convoykontrol 
15:33:40 | [CMD] CagatayBro(18) => /rescue
15:33:42 | [CMD] BeylerBeyi(27) => /convoyuye
15:33:42 | [CMD] HeRquL(20) => /convoy
15:33:42 | [CMD] ArdaBey(32) => /c id 26 at hiçbir þeyi yok
15:33:43 | Gazapizm_(42): nie sustun ?
15:33:47 | [ANTIHACK] Þüpheli Sparta298(9) => Airbreak-hack
15:33:47 | [CMD] DangerTr07(30) => /Convoyat 26
15:33:47 | [CMD] kiral(17) => /tamir
15:33:49 | [CMD] ubeydo(29) => /tamir
15:33:49 | [CMD] nik0tin(11) => /c id 15 i at 
15:33:50 | Gazapizm_(42): ne demiþim 
15:33:50 | Aleks23(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:33:52 | [CMD] DangerTr07(30) => /C bizde degil
15:33:53 | Eray00(28) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:33:54 | [CMD] nik0tin(11) => /convoybilgi 
15:33:54 | [CMD] Hic(31) => /ranklar
15:33:54 | [CMD] DangerTr07(30) => /convoyat 15 
15:33:55 | [CMD] Sparta298(9) => /a böyle sistemin amk
15:33:57 | [CMD] RingoBamBam(13) => /cantazele
15:33:57 | [CMD] eren1616(16) => /atamir
15:33:57 | [CMD] Sparta298(9) => /dtemizle
15:33:58 | [CMD] [AsLt]Cicek.Abbas.(38) => /vipneon
15:33:58 | cucehamster11(6) oyuna girdi [IP: 88.240.220.220]
15:33:59 | [CMD] CagatayBro(18) => /akilitle
15:34:0 | Gazapizm_(42): ben ne yazsam aynýsýný yazýodum
15:34:1 | [CMD] ArdaBey(32) => /c danger ver þu olmayanlarý atayim
15:34:1 | [CMD] VIPTRUCKS(8) => /work
15:34:2 | [CMD] ArdaBey(32) => /c danger ver þu olmayanlarý atayim
15:34:2 | Gazapizm_(42): ben ne yazsam aynýsýný yazýodun
15:34:4 | [CMD] DangerTr07(30) => /A baþka ? 
15:34:4 | [CMD] [AsLt]Cicek.Abbas.(38) => /modifiye
15:34:5 | ordulukral523152(15):  niye beni attýnýz
15:34:7 | [CMD] DangerTr07(30) => /C tm 
15:34:9 | [CMD] DangerTr07(30) => /Convoylider
15:34:10 | [CMD] Hic(31) => /c    bende görev yok ?
15:34:11 | Gazapizm_(42): bende ozenti dedim
15:34:11 | [CMD] VIPTRUCKS(8) => /asay VIP-Donator-Ýþyeri-Para-Giþe v.b ürünlerimizi satýn almak için www.trucksamp.com/forum
15:34:12 | [CMD] VIPTRUCKS(8) => /asay Hile kullananlarý bildirmek için /rapor <id> <sebep> komutunu kullanabilirsiniz. 
15:34:12 | [CMD] ordulukral523152(15) => /tamir
15:34:13 | [CMD] VIPTRUCKS(8) => /asay Rehber & Adminlerimize soru sormak için /sorusor komutunu kullanabilirsiniz.
15:34:13 | 
15:34:13 | [CMD] HeRquL(20) => /c var ende dorse
15:34:13 | [CMD] DarkFlow(40) => /wq
15:34:14 | [CMD] mami6034(25) => /kemer
15:34:14 | [CMD] CAKIR34(22) => /rescue
15:34:15 | [CMD] DangerTr07(30) => /Convoylider 32
15:34:15 | [CMD] sezzer(7) => /c olanlar +1 yazsýn
15:34:15 | [CMD] Hic(31) => /asay Sorularýnýz var ise /sorusor komutu ile iletini¦z...
15:34:15 | [CMD] [AsLt]Cicek.Abbas.(38) => /modifiye
15:34:15 | [CMD] nik0tin(11) => /a 15 i at sonra work çek direk 
15:34:15 | [LOCAL]BeylerBeyi(27): kiral arkaya geç
15:34:15 | [CMD] BeylerBeyi(27) => /l kiral arkaya geç
15:34:15 | [CMD] Hic(31) => /asay Vip-donatör-þirket vb. almak isteyenler forum -----> www.trucksamp.com/forum.
15:34:16 | [CMD] Hic(31) => /asay Yeni gelen arkadaþlar /kurallar yazýp kabul ettikten sonra 30.000$ ve 5 skor kazanabilir...
15:34:16 | [CMD] ArdaBey(32) => /c kiral
15:34:17 | [CMD] eren1616(16) => /a duyuru ekranýný a kaç temizleyebiliyor ?
15:34:18 | [CMD] HeRquL(20) => /convoy
15:34:18 | DarkFlow(40) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:34:18 | 
15:34:19 | [CMD] CagatayBro(18) => /akilitle
15:34:19 | [CMD] Younapo.(21) => /c abbass esc basma
15:34:19 | [CMD] ArdaBey(32) => /c senin o koluna
15:34:20 | [CMD] [AsLt]Cicek.Abbas.(38) => /vipneon
15:34:20 | [CMD] sezzer(7) => /c 21 kaynak yapma
15:34:20 | [CMD] ordulukral523152(15) => /convoy
15:34:20 | [CMD] sezzer(7) => /c 21 kaynak yapma
15:34:21 | [CMD] sezzer(7) => /c 21 kaynak yapma
15:34:22 | [CMD] mami6034(25) => /ceach
15:34:23 | [CMD] DangerTr07(30) => /Dtemizle
15:34:23 | [CMD] ArdaBey(32) => /convoybilgi
15:34:25 | [CMD] TheS1LKENAdam(10) => /vtamir
15:34:26 | [CMD] HeRquL(20) => /atamir
15:34:26 | [CMD] CagatayBro(18) => /akilitac
15:34:27 | Gazapizm_(42): cezam neyse kabullenirim
15:34:27 | [CMD] Sparta298(9) => /a her a
15:34:28 | [CMD] [AsLt]Cicek.Abbas.(38) => /vipneon
15:34:28 | CAKIR34(22): docks harbour konvoy yapan varmý
15:34:29 | [CMD] DangerTr07(30) => /C verdim liderligi arda
15:34:29 | [CMD] Hic(31) => /c    bende görev yok ?
15:34:29 | [CMD] DangerTr07(30) => /C verdim liderligi arda
15:34:30 | [CMD] Younapo.(21) => /c en arkadayým la
15:34:30 | [CMD] [AsLt]Cicek.Abbas.(38) => /vipneon
15:34:31 | [CMD] sezzer(7) => /c @ danger þu 21 i at
15:34:31 | Berkay08(24) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:34:31 | [CMD] Younapo.(21) => /c en arkadayým la
15:34:31 | [CMD] Sparta298(9) => /a /dtemizle
15:34:32 | [CMD] GSLIMERT(26) => /convoy
15:34:32 | [CMD] eren1616(16) => /a komutu ne ?
15:34:34 | [LOCAL]ArdaBey(32): lan vurma
15:34:34 | [CMD] ArdaBey(32) => /l lan vurma
15:34:36 | [CMD] Younapo.(21) => /c ne diyon olum benim
15:34:37 | [CMD] DangerTr07(30) => /C lider arda
15:34:38 | VIPTRUCKS(8): hamster hocam gelin
15:34:38 | [CMD] eren1616(16) => /a eyw
15:34:38 | [CMD] sezzer(7) => /c deðilsin
15:34:40 | [CMD] Younapo.(21) => /c id 21
15:34:40 | [CMD] CagatayBro(18) => /modifiye
15:34:42 | [CMD] ArdaBey(32) => /work
15:34:43 | [CMD] Hic(31) => /c baþladýmý görev ?
15:34:44 | [CMD] Younapo.(21) => /c tab bas
15:34:45 | [CMD] Gazapizm_(42) => /meslek
15:34:46 | [CMD] BeylerBeyi(27) => /vtamir
15:34:46 | [CMD] HeRquL(20) => /vipneon
15:34:47 | [CMD] DangerTr07(30) => /C görev baþllatim ben adamlar dorse almadigi için
15:34:48 | [CMD] kiral(17) => /convoy
15:34:49 | [CMD] HeRquL(20) => /vipneon
15:34:49 | Eray00(24) oyuna girdi [IP: 188.120.40.224]
15:34:49 | [CMD] Younapo.(21) => /c beni mi attýrcan aga
15:34:51 | GSLIMERT(26): la harbourda kapalý kasa niye yok araç res yapýncada gelmiyo çýldýracam
15:34:51 | [CMD] ArdaBey(32) => /convoybilgi
15:34:53 | [CMD] Konyali42(14) => /modifiye
15:34:54 | [CMD] ArdaBey(32) => /convoyuye
15:34:55 | Ahmetefe895(48): çöpçü ortak aranýr
15:34:55 | [LOCAL]cucehamster11(6): Nabýyon len :D
15:34:55 | [CMD] cucehamster11(6) => /l Nabýyon len :D
15:34:55 | DangerTr07(30): len dövecem artýk
15:34:57 | [LOCAL]VIPTRUCKS(8): rehber oldum alýrým bi h.o ?
15:34:57 | [CMD] VIPTRUCKS(8) => /l rehber oldum alýrým bi h.o ?
15:34:58 | [CMD] CagatayBro(18) => /vipneon
15:35:0 | [CMD] ArdaBey(32) => /convoyuye
15:35:0 | [CMD] eren1616(16) => /spec 15
15:35:1 | 
15:35:2 | kiral(17): görev baþlamadý
15:35:3 | [CMD] VIPTRUCKS(8) => /work
15:35:4 | {FFCC00}Gazapizm_(42) {FFFFFF}Kamyoncu olarak spawn oldu.
15:35:5 | [CMD] ArdaBey(32) => /convoyat 37
15:35:5 | {FFCC00}Eray00(24) {FFFFFF}Polis olarak spawn oldu.
15:35:6 | [CMD] VIPTRUCKS(8) => /asay Hile kullananlarý bildirmek için /rapor <id> <sebep> komutunu kullanabilirsiniz. 
15:35:6 | [LOCAL]cucehamster11(6): ooo hayýrlý olsun bakalým
15:35:6 | [CMD] cucehamster11(6) => /l ooo hayýrlý olsun bakalým
15:35:7 | kiral(17): konvoyda
15:35:7 | [CMD] eren1616(16) => /spec 36
15:35:9 | [CMD] [eN]Overlord(23) => /vtamir
15:35:9 | [CMD] ArdaBey(32) => /c baþladýmý ?
15:35:9 | [CMD] HeRquL(20) => /asiriyuk
15:35:9 | [CMD] [AsLt]Cicek.Abbas.(38) => /asiriyuk
15:35:10 | [CMD] Eray00(24) => /araba
15:35:11 | [CMD] Hic(31) => /asay Animasyonlara bakmak için /animlist yazmanýz yeterlidir...
15:35:12 | [CMD] DangerTr07(30) => /C evt
15:35:12 | [LOCAL]VIPTRUCKS(8): tþk
15:35:12 | [CMD] VIPTRUCKS(8) => /l tþk
15:35:12 | [CMD] Konyali42(14) => /work
15:35:13 | [CMD] kiral(17) => /tamir
15:35:13 | [CMD] Hic(31) => /asay Forumumuza kayýt olmayý unutmayýn forum:www.trucksamp.com/forum
15:35:14 | [CMD] CagatayBro(18) => /vipneon
15:35:15 | [CMD] Konyali42(14) => /kemer
15:35:15 | [CMD] BeylerBeyi(27) => /asay Ýstek þarkýnýz çalýnýyor iyi oyunlar dileriz... 
15:35:16 | [CMD] eren1616(16) => /spec 35
15:35:16 | [CMD] DangerTr07(30) => /Atamir
15:35:17 | [CMD] VIPTRUCKS(8) => /asay VIP-Donator-Ýþyeri-Para-Giþe v.b ürünlerimizi satýn almak için www.trucksamp.com/forum
15:35:17 | [CMD] Younapo.(21) => /c hani yok
15:35:17 | [CMD] CAKIR34(22) => /work
15:35:18 | [CMD] BeylerBeyi(27) => /asiriyuk
15:35:18 | [CMD] Ahmetefe895(48) => /meslek
15:35:18 | [CMD] DangerTr07(30) => /Fuel
15:35:19 | [CMD] CagatayBro(18) => /kemer
15:35:19 | Gazapizm_(42): þikayet ettinmi 
15:35:20 | Eray00(24): þirkete alacak var mý
15:35:21 | [eN]Overlord(23): silken
15:35:21 | Sparta298(9): Dj <3 
15:35:22 | Ahmetefe895(48) Mafya olarak spawn oldu.
15:35:23 | [CMD] Hic(31) => /asay Sorularýnýz var ise /sorusor komutu ile iletiniz...
15:35:23 | [CMD] nik0tin(11) => /asiriyuk 
15:35:24 | [CMD] DangerTr07(30) => /C var be ögüs var :D 
15:35:25 | [CMD] nik0tin(11) => /asiriyuk 
15:35:26 | [CMD] nik0tin(11) => /asiriyuk 
15:35:28 | [LOCAL]cucehamster11(6): inþallah piþman olmazsýn
15:35:28 | [CMD] cucehamster11(6) => /l inþallah piþman olmazsýn
15:35:29 | [CMD] eren1616(16) => /a konvoy takibi uyarýmý hapismi ?
15:35:29 | [eN]Overlord(23): polislerin konvoy takip etmesi yasak ama @35 takip ediyor
15:35:31 | [LOCAL]VIPTRUCKS(8): amin
15:35:31 | [CMD] VIPTRUCKS(8) => /l amin
15:35:32 | [CMD] HeRquL(20) => /duyuru ~b~ts3.trucksamp.com
15:35:32 | Gazapizm_(42): silken 
15:35:32 | [CMD] cCc.Bayram.cCC(37) => /rescue
15:35:34 | [CMD] DangerTr07(30) => /ASiriyuk
15:35:35 | [CMD] ordulukral523152(15) => /c hic bekle beni
15:35:35 | Asi_Kaptan(28) oyuna girdi [IP: 95.8.25.28]
15:35:35 | Hic(31): Bubalar sakin
15:35:38 | TheS1LKENAdam(10): Evet
15:35:38 | [CMD] mami6034(25) => /sacqw
15:35:39 | [CMD] GSLIMERT(26) => /rescue
15:35:39 | VIPTRUCKS(8):  /rapor id sebep
15:35:40 | Gazapizm_(42): ben ozenti dedim 
15:35:42 | [CMD] Eray00(24) => /araba
15:35:43 | [CMD] Ahmetefe895(48) => /t hiç mafya varmý?
15:35:44 | 
15:35:45 | Gazapizm_(42): suç mu
15:35:46 | [CMD] mami6034(25) => /sac 
15:35:46 | [CMD] Younapo.(21) => /c öyle bir lag varki
15:35:46 | [CMD] Sparta298(9) => /a Rahatsýzmý oluyorlar
15:35:47 | [CMD] HeRquL(20) => /duyuru ~w~ts3.trucksamp.com
15:35:47 | [CMD] kiral(17) => /modifiye
15:35:47 | {FFCC00}Asi_Kaptan(28) {FFFFFF}Polis olarak spawn oldu.
15:35:48 | [CMD] Sparta298(9) => /dtemzl
15:35:51 | TheS1LKENAdam(10): Tm Önemli Biþey Deðil ki bu
15:35:51 | [CMD] Sparta298(9) => /dtemizle
15:35:51 | Berkay08(33) oyuna girdi [IP: 188.120.40.224]
15:35:58 | [CMD] Eray00(24) => /kemer
15:35:58 | [CMD] Asi_Kaptan(28) => /rescue
15:35:58 | [CMD] RemixAdam(R.A)(12) => /t ben
15:35:59 | [CMD] GSLIMERT(26) => /work
15:35:59 | [CMD] ubeydo(29) => /asiriyuk
15:36:1 | 
15:36:1 | [CMD] DangerTr07(30) => /A len genel verici krdþ 
15:36:1 | Gazapizm_(42): id 23 hakaret etti die
15:36:2 | [CMD] ArdaBey(32) => /tamir
15:36:2 | [CMD] kiral(17) => /modifiye
15:36:3 | [CMD] RemixAdam(R.A)(12) => /t ben varým
15:36:3 | {FFCC00}Berkay08(33) {FFFFFF}Kamyoncu olarak spawn oldu.
15:36:3 | [CMD] Hic(31) => /asay Eðer sunucuda istediðiniz þarkýnýn çalmasýný istiyorsanýz /isteksarki <id> þeklinde gönderebilirsiniz...
15:36:3 | [CMD] ubeydo(29) => /asiriyuk
15:36:4 | [CMD] eren1616(16) => /a biþey yazmadýlarda adamý takip ediyor önüne felan geçiyor ara sýra
15:36:4 | [CMD] sezzer(7) => /asiriyuk
15:36:5 | [CMD] Asi_Kaptan(28) => /sa
15:36:7 | [CMD] Hic(31) => /as
15:36:7 | VIPTRUCKS(8):  /rapor id sebep
15:36:8 | [CMD] VIPTRUCKS(8) => /as
15:36:9 | TheS1LKENAdam(10): Ama
15:36:9 | Gazapizm_(42): id 23 hakaret etti die þikayet etcekmiþ
15:36:10 | [CMD] ArdaBey(32) => /as
15:36:10 | [CMD] DangerTr07(30) => /A herqull döverim trip atma :D 
15:36:11 | [CMD] Hic(31) => /asay eðer oyunda bir bug bulduysanýz /bugreport <açýklama> þeklinde gönderebilirsiniz...
15:36:11 | [CMD] [eN]Overlord(23) => /vtamir
15:36:14 | TheS1LKENAdam(10): Nasýl dediðine baðlý
15:36:14 | [eN]Overlord(23): ederim
15:36:15 | [CMD] VIPTRUCKS(8) => /asay Rehber & Adminlerimize soru sormak için /sorusor komutunu kullanabilirsiniz.
15:36:15 | [CMD] kiral(17) => /modifiye
15:36:16 | [CMD] cCc.Bayram.cCC(37) => /ts
15:36:16 | [eN]Overlord(23): hakkým.
15:36:17 | [CMD] [AsLt]Cicek.Abbas.(38) => /asiriyuk
15:36:18 | [CMD] Younapo.(21) => /asiriyuk
15:36:18 | [CMD] [AsLt]Cicek.Abbas.(38) => /asiriyuk
15:36:19 | [CMD] [AsLt]Cicek.Abbas.(38) => /asiriyuk
15:36:19 | [CMD] [AsLt]Cicek.Abbas.(38) => /asiriyuk
15:36:20 | [CMD] [AsLt]Cicek.Abbas.(38) => /asiriyuk
15:36:20 | [CMD] Ahmetefe895(48) => /T buluþalýmmý
15:36:20 | [eN]Overlord(23): þahsýma hakaret
15:36:22 | mami6034(25):           w
15:36:22 | cCc.Bayram.cCC(37): ts ip ne
15:36:23 | [CMD] Hic(31) => /asay Eðer bir oyuncudan þikayetçi iseniz /sikayet <id> <mesaj> þeklinde gönderebilirsiniz...
15:36:24 | DangerTr07(30): kiral :# 
15:36:24 | [CMD] eren1616(16) => /a adama çarpýyor felan hapismi uyarýmý bu ?
15:36:24 | [CMD] Sparta298(9) => /a bastýðýmýz yer trip oldu sezer
15:36:27 | [CMD] Ahmetefe895(48) => /rescue
15:36:27 | [CMD] GSLIMERT(26) => /rescue
15:36:29 | TheS1LKENAdam(10): Eðer Lan Kelimesini kullandý ise
15:36:30 | [CMD] [AsLt]Cicek.Abbas.(38) => /vtamir
15:36:30 | BeylerBeyi(27): herqul yavaþ
15:36:31 | kiral(17): efm
15:36:33 | mami6034(25):  
15:36:33 | [CMD] [AsLt]Cicek.Abbas.(38) => /vtamir
15:36:34 | [CMD] Sparta298(9) => /a kasýtlýmý çarpýyor
15:36:35 | TheS1LKENAdam(10): kullandýn ise
15:36:35 | BeylerBeyi(27): ciðerimi sökecektin:D
15:36:36 | Gazapizm_(42): bence admini boþ yere oyalamaktan sen ban yersin
15:36:36 | Younapo.(21) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:36:36 | [CMD] Ahmetefe895(48) => /T lv gelsene
15:36:36 | [CMD] CAKIR34(22) => /cevir
15:36:37 | cCc.Bayram.cCC(37): ts ip ne
15:36:37 | [CMD] DangerTr07(30) => /ATamir
15:36:38 | TheS1LKENAdam(10): kabaca söylersen
15:36:39 | [CMD] CAKIR34(22) => /vtamir
15:36:39 | [CMD] eren1616(16) => /a aynn
15:36:39 | [CMD] [eN]Overlord(23) => /report 35 konvoy takip polis mesleðinde.
15:36:39 | DangerTr07(30): :D
15:36:40 | [CMD] Asi_Kaptan(28) => /gc ne var ne yok millet
15:36:41 | mami6034(25):  
15:36:42 | TheS1LKENAdam(10): hakaret sayýlýr
15:36:44 | Gazapizm_(42): kullanmadýn
15:36:46 | [CMD] mami6034(25) => /sac
15:36:47 | [CMD] eren1616(16) => /a þikayet geldi hatta
15:36:47 | [CMD] ubeydo(29) => /c lan amk malý
15:36:50 | [CMD] Sparta298(9) => /a görevdemiki çarptýðý adam
15:36:51 | Gazapizm_(42): ozenti nerdesin dedim
15:36:53 | [CMD] HDmete(35) => /tamir
15:36:53 | [CMD] Hic(31) => /c üsllup
15:36:54 | [CMD] Sparta298(9) => /atamir
15:36:55 | [CMD] HeRquL(20) => /a A1 ler raporlara bakýnýz
15:36:56 | [CMD] HeRquL(20) => /a A1 ler raporlara bakýnýz
15:36:56 | [CMD] HeRquL(20) => /a A1 ler raporlara bakýnýz
15:36:57 | [CMD] eren1616(16) => /a konvoydaki adama
15:36:57 | [CMD] [AsLt]Cicek.Abbas.(38) => /vtamir
15:36:57 | [CMD] TheS1LKENAdam(10) => /uyar 35 Konvoy Takip Yasak
15:36:58 | [CMD] ArdaBey(32) => /c kim o çarpan ?
15:37:0 | [CMD] ArdaBey(32) => /c kim o çarpan ?
15:37:1 | [CMD] mami6034(25) => /w orka
15:37:1 | [CMD] nik0tin(11) => /a ss al önüne kýrdýðý an 
15:37:1 | [CMD] GSLIMERT(26) => /convoy
15:37:5 | HDmete(35): the sýlken
15:37:6 | cCc.Bayram.cCC(37): ts ip ne
15:37:7 | [CMD] RingoBamBam(13) => /asiriyük
15:37:7 | [CMD] ubeydo(29) => /C ordulu
15:37:8 | [CMD] ordulukral523152(15) => / kim ,ptal etti
15:37:8 | TheS1LKENAdam(10): Evet
15:37:10 | [CMD] mami6034(25) => /work
15:37:10 | [CMD] HeRquL(20) => /uyar 30 ters yön
15:37:11 | [CMD] RingoBamBam(13) => /asýrýyük
15:37:11 | [eN]Overlord(23): SF-LV Arasý Otobüs Konvoyu 15.40 Saatinde kalkacak! /convoy
15:37:12 | [CMD] ArdaBey(32) => /convoyat 15
15:37:12 | [CMD] DangerTr07(30) => /A sorry kanka 
15:37:13 | Hic(31): ts3.trucksamp.com
15:37:15 | [CMD] ubeydo(29) => /c ordulu ve younapo
15:37:16 | [CMD] ArdaBey(32) => /c atým ordulu bakýn rahatýnýza
15:37:16 | [CMD] GSLIMERT(26) => /work
15:37:18 | HDmete(35): adam yolu býlmýyo onu ol gosterýyom
15:37:18 | [CMD] Hic(31) => /sac
15:37:21 | [CMD] eren1616(16) => /a adam rapor attý hatta bu uyarýmý hapismi görev bozmadan
15:37:23 | cCc.Bayram.cCC(37): 
15:37:24 | [CMD] Gazapizm_(42) => /convoy
15:37:25 | TheS1LKENAdam(10): Kim bilmiyor
15:37:26 | [eN]Overlord(23): yolu bilmiyorum demedim ki
15:37:26 | [CMD] ubeydo(29) => /c eyw
15:37:28 | [CMD] ordulukral523152(15) => /convoy
15:37:28 | [CMD] Sparta298(9) => /a hapis
15:37:29 | HDmete(35): ovurlord
15:37:30 | [eN]Overlord(23): kendin takip etmeye baþladýn
15:37:31 | [CMD] Gazapizm_(42) => /convoy
15:37:31 | lol1221(21) oyuna girdi [IP: 78.189.182.93]
15:37:32 | [CMD] DangerTr07(30) => /A 250 saniye 
15:37:34 | TheS1LKENAdam(10): Biliyor o
15:37:35 | [CMD] BeylerBeyi(27) => /report 28 konvoy takip
15:37:35 | [CMD] [AsLt]Cicek.Abbas.(38) => /vtamir
15:37:35 | [CMD] GSLIMERT(26) => /modifiye
15:37:35 | [eN]Overlord(23): ben öyle birþey demedim
15:37:36 | [CMD] Ahmetefe895(48) => /meslek
15:37:40 | [CMD] TheS1LKENAdam(10) => /spec 28
15:37:41 | HDmete(35): ilerden donuyo o
15:37:42 | [KAMYONCU] CAKIR34, SF Catering LTD'den SF Supa Save'e Erzak tasidi. Kazanc: 20712$, 2 Skor ve 5 EXP Sure: 81 Saniye
15:37:45 | [CMD] cucehamster11(6) => /sirket
15:37:46 | [CMD] Sparta298(9) => /a /jail at eren
15:37:47 | [CMD] GSLIMERT(26) => /modifiye
15:37:48 | [CMD] DangerTr07(30) => /Asay CONVOY TAKÝP YASAKTÝR! 
15:37:48 | [CMD] eren1616(16) => /jail 
15:37:48 | [eN]Overlord(23): benim gidiþim farklý
15:37:49 | [CMD] nik0tin(11) => /uyar 12 Ters Yön 
15:37:50 | ordulukral523152(15): n,ye attýn arda
15:37:52 | [CMD] RingoBamBam(13) => /uyarý 28 konvoy takip etme
15:37:52 | HDmete(35): yol gosterdým
15:37:54 | [CMD] Ahmetefe895(48) => /convoy
15:37:54 | [CMD] Gazapizm_(42) => /rescue
15:37:55 | [CMD] Hic(31) => /asay Vip-donatör-þirket vb. almak isteyenler forum -----> www.trucksamp.com/forum.
15:37:56 | [CMD] CAKIR34(22) => /rescue
15:37:56 | [CMD] Hic(31) => /asay Sorularýnýz var ise /sorusor komutu ile iletiniz...
15:37:57 | ArdaBey(32): ordulukral konvoydakilerine çarptýn diye
15:37:59 | ArdaBey(32): ordulukral konvoydakilerine çarptýn diye atým
15:37:59 | {FFCC00}GSLIMERT(26) {FFFFFF}Kamyoncu olarak spawn oldu.
15:38:0 | [CMD] eren1616(16) => /jail  35 250 Görev Bozmak - Konvoy Takibi
15:38:0 | [CMD] cucehamster11(6) => /sirket
15:38:1 | CAKIR34(22): docks harbour konvoy yapan varmý
15:38:2 | lol1221(21) oyundan cIktI (Hata/Crash) (IP: 78.189.182.93)
15:38:3 | [eN]Overlord(23): SF-LV Arasý Otobüs Konvoyu 15.40 Saatinde kalkacak! /convoy /rescue San Fierro
15:38:5 | CAKIR34(22): docks harbour konvoy yapan varmý
15:38:6 | HDmete(35): eren
15:38:6 | [CMD] GSLIMERT(26) => /goreviptal
15:38:6 | [CMD] DangerTr07(30) => /uyeal 22 
15:38:8 | ordulukral523152(15):  onlar bana çarptý yemin ederim
15:38:9 | eren1616(16): ?
15:38:9 | Gazapizm_(42): overlord
15:38:9 | HDmete(35): 2 olduydu la
15:38:10 | [CMD] Hic(31) => /asay Forumumuza kayýt olmayý unutmayýn forum:www.trucksamp.com/forum
15:38:10 | [CMD] Hic(31) => /asay Animasyonlara bakmak için /animlist yazmanýz yeterlidir...
15:38:13 | [CMD] GSLIMERT(26) => /rescue
15:38:14 | [CMD] CagatayBro(18) => /KEMER
15:38:14 | [CMD] Gazapizm_(42) => /meslek
15:38:16 | [CMD] TheS1LKENAdam(10) => /uyar 27 Gereksiz Rapor 
15:38:16 | CAKIR34(22): docks harbour konvoy yapan varmý
15:38:17 | [CMD] Sparta298(9) => /a çakýr dj olmadýmý
15:38:18 | DangerTr07(30): id kaç o 
15:38:19 | HDmete(35): 2 olduydu 3 degýl ndn attýn
15:38:20 | [CMD] CAKIR34(22) => /convoy
15:38:23 | [CMD] BeylerBeyi(27) => /d ??
15:38:23 | [CMD] DangerTr07(30) => /a hic o id kaçtý
15:38:24 | [eN]Overlord(23): SF-LV Arasý Otobüs Konvoyu 15.40 Saatinde kalkacak! /convoy /rescue San Fierro
15:38:24 | ubeydo(29): lan ordulu sýra denen biþey var demi kör
15:38:24 | ArdaBey(32): çakýr34 geç docka
15:38:25 | [CMD] DangerTr07(30) => /a hic o id kaçtý ? 
15:38:25 | {FFCC00}Gazapizm_(42) Otobus Soforu olarak spawn oldu.
15:38:26 | [LOCAL]Asi_Kaptan(28): iyi oyunlar
15:38:26 | [CMD] Asi_Kaptan(28) => /l iyi oyunlar
15:38:27 | [CMD] Hic(31) => /tamir
15:38:28 | [CMD] RemixAdam(R.A)(12) => /tamir
15:38:29 | VIPTRUCKS(8) oyundan cIktI (Hata/Crash) (IP: 92.45.79.244)
15:38:29 | eren1616(16): Adamlar þikayetçi
15:38:30 | [CMD] DangerTr07(30) => /R hic o id kaçtý qnq 
15:38:30 | [CMD] [AsLt]Cicek.Abbas.(38) => /vtamir
15:38:31 | lol1221(8) oyuna girdi [IP: 78.189.182.93]
15:38:31 | [CMD] HeRquL(20) => /atamir
15:38:32 | [eN]Overlord(23): SF-LV Arasý Otobüs Konvoyu 15.40 Saatinde kalkacak! /convoy /rescue San Fierro
15:38:33 | [CMD] HDmete(35) => /rescue
15:38:33 | [CMD] ArdaBey(32) => /c hala almayan var
15:38:34 | [CMD] Gazapizm_(42) => /rescue
