0:0:0 | sezzer(6): 120 mi
17:51:31 | [CMD] DangerTr07(27) => /pm 8 qnq vipi gine eskisi gibi facebookamý mesaj yaziyoruz :D 
17:51:31 | [CMD] swisskobay301(14) => /work
17:51:36 | [CMD] DangerTr07(27) => /pm 8 almak için :D 
17:51:37 | [LOCAL]agareis150(16): la ben süreyim sen yavaþsýn
17:51:37 | [CMD] agareis150(16) => /l la ben süreyim sen yavaþsýn
17:51:38 | 
17:51:44 | [LOCAL]DangerTr07(27): tm :D
17:51:44 | [CMD] DangerTr07(27) => /l tm :D
17:51:45 | [CMD] Jodor(8) => /pm 27 ne biçim adminsin ya :d
17:51:47 | [LOCAL]DangerTr07(27): hýzlanirim
17:51:47 | [CMD] DangerTr07(27) => /l hýzlanirim
17:51:47 | {FFCC00}TheFlash02(6) {FFFFFF}Polis olarak spawn oldu.
17:51:51 | TheFlash02(6): sa beyler
17:51:52 | [CMD] swisskobay301(14) => /work
17:51:56 | [CMD] swisskobay301(14) => /as
17:51:58 | DangerTr07(27): flash hg :D
17:52:1 | TheFlash02(6): hb
17:52:2 | [CMD] Jodor(8) => /pm 27 parayý ödedinse. makbuzunu atýyorsun. market bakiyesi var. orada yazýlý
17:52:4 | [CMD] oktayacar(10) => /modifiye
17:52:10 | [CMD] Jodor(8) => /pm 27 daha sonra gelip veriyorlar vipini
17:52:12 | [CMD] DangerTr07(27) => /pm 8 eskisi gibi yani 
17:52:15 | [CMD] oktayacar(10) => /modifiye
17:52:18 | [CMD] swisskobay301(14) => /work
17:52:26 | [CMD] Jodor(8) => /pm 27 þu an ödeme sistemleri var.
17:52:37 | [CMD] Jodor(8) => /pm 27 bank karttan ödeme yapýyorum ben
17:52:39 | [CMD] TheFlash02(6) => /yenilikler
17:52:41 | [CMD] DangerTr07(27) => /pm 8 eskiden alacam diyordun sana barkodu atiyor* öyle degilmi sonra makbuz ss'lerini atiyorsun 
17:52:41 | [CMD] swisskobay301(14) => /work
17:52:41 | [CMD] RoBoY(11) => /meslek
17:52:47 | [CMD] RoBoY(11) => /meslek
17:52:53 | RoBoY(11) Yol Iscisi olarak spawn oldu.
17:52:54 | [CMD] DangerTr07(27) => /pm 8 sonra a7 veriyor :D
17:52:56 | [LOCAL]agareis150(16): bin len cvama
17:52:56 | [CMD] agareis150(16) => /l bin len cvama
17:52:57 | [CMD] swisskobay301(14) => /work
17:53:9 | TheFlash02(6): ben yokken neler oldu danger
17:53:10 | DangerTr07(27): geri gel
17:53:11 | [LOCAL]agareis150(16): o skinin idsik aç
17:53:11 | [CMD] agareis150(16) => /l o skinin idsik aç
17:53:11 | [CMD] RoBoY(11) => /kemer
17:53:13 | {FFCC00}Jodor(8) {FFFFFF}Kamyoncu olarak spawn oldu.
17:53:17 | DangerTr07(27): þirket açtik xd
17:53:18 | [CMD] [BBG]ArdaCetiner(7) => /goreviptalü
17:53:20 | [CMD] [BBG]ArdaCetiner(7) => /goreviptal
17:53:22 | DangerTr07(27): bozok 3 burasi
17:53:22 | TheFlash02(6): iyi
17:53:23 | [CMD] swisskobay301(14) => /work
17:53:25 | TheFlash02(6): :D
17:53:29 | [CMD] [BBG]ArdaCetiner(7) => /rescue
17:53:32 | [CMD] RoBoY(11) => /work
17:53:33 | [LOCAL]agareis150(16): o skinin idsik aç
17:53:33 | [CMD] agareis150(16) => /l o skinin idsik aç
17:53:38 | DangerTr07(27): sendenmi ban yemiþtin :D
17:53:41 | [BBG]ArdaCetiner(7): admin
17:53:41 | [LOCAL]DangerTr07(27): 21 
17:53:41 | [CMD] DangerTr07(27) => /L 21 
17:53:44 | DangerTr07(27): ?
17:53:46 | [CMD] agareis150(16) => /myskin 21
17:53:47 | [BBG]ArdaCetiner(7): araç res
17:53:50 | TheFlash02(6): ben sucukamildim ya :D
17:53:50 | [CMD] swisskobay301(14) => /work
17:53:51 | [BBG]ArdaCetiner(7): atsan
17:53:53 | [LOCAL]agareis150(16): tm saol
17:53:53 | [CMD] agareis150(16) => /l tm saol
17:53:54 | [CMD] DangerTr07(27) => /Asay Arac Res Geliyor
17:53:54 | [CMD] DangerTr07(27) => /Asay Arac Res Geliyor
17:53:54 | TheFlash02(6): ban yedim
17:53:55 | [CMD] DangerTr07(27) => /Asay Arac Res Geliyor
17:53:59 | [CMD] DangerTr07(27) => /respawncars
17:54:1 | [CMD] DangerTr07(27) => /Cantazele
17:54:2 | [ANTIHACK] Þüpheli RoBoY(11) => Airbreak-hack
17:54:3 | Jodor(8): kamil ya
17:54:5 | DangerTr07(27): :D
17:54:7 | TheFlash02(6): aga internet faturasý yatmayýnca ýnt gitti
17:54:19 | [CMD] swisskobay301(14) => /work
17:54:19 | TheFlash02(6): bende pc ye zar zor türkiye modu cleo indirdim 
17:54:21 | Freezer3543(9) oyuna girdi [IP: 85.100.131.213]
17:54:22 | Freezer3543(9) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:54:22 | TheFlash02(6): oyle unuttum
17:54:24 | DangerTr07(27): hadi iyisiniz banlar affedildi :D
17:54:25 | TheFlash02(6): sw g elince ban
17:54:32 | DangerTr07(27): asdad
17:54:34 | agareis150(16): the flash banlýmýydý
17:54:39 | DangerTr07(27): .D
17:54:41 | [BBG]ArdaCetiner(7): önerdiðiniz yýr modu varmý
17:54:43 | [CMD] oktayacar(10) => /araba
17:54:43 | DangerTr07(27): yes
17:54:43 | [BBG]ArdaCetiner(7): týr
17:54:44 | [CMD] swisskobay301(14) => /work
17:54:47 | [CMD] RoBoY(11) => /kurallar
17:54:49 | agareis150(16): ndn
17:54:51 | DangerTr07(27): lagsiz mod bul arda
17:54:56 | [CMD] DangerTr07(27) => /kemer
17:55:4 | [CMD] Jodor(8) => /modifiye
17:55:6 | [BBG]ArdaCetiner(7): lagsýz
17:55:6 | TheFlash02(6): türkiye modu güzeldi  ya
17:55:7 | [CMD] swisskobay301(14) => /work
17:55:9 | [BBG]ArdaCetiner(7): derken
17:55:10 | agareis150(16): ndn
17:55:17 | TheFlash02(6): ama cleo yu unutma sw girerken dosyadan cýkart :D
17:55:23 | [CMD] oktayacar(10) => /araba
17:55:27 | [BBG]ArdaCetiner(7): hayýr o deðil
17:55:30 | DangerTr07(27): týr modu lgsiz olacak yoksa kick atiyoruz devamýnda silmese ban galiba
17:55:31 | agareis150(16): ahnut girer
17:55:35 | Necdet03(13): sýkýldým ya
17:55:38 | [CMD] swisskobay301(14) => /work
17:55:38 | [BBG]ArdaCetiner(7): mod deðil
17:55:42 | TheFlash02(6): ben cleo dosyalarýný unuttum ban yedim
17:55:46 | [CMD] agareis150(16) => /tamir
17:55:47 | [BBG]ArdaCetiner(7): bunun yerine kulanabileceðim,
17:55:48 | [LOCAL]DangerTr07(27): yeter qnq :D
17:55:48 | [CMD] DangerTr07(27) => /l yeter qnq :D
17:55:49 | [CMD] agareis150(16) => /kemer
17:55:49 | [CMD] oktayacar(10) => /araba
17:55:51 | [LOCAL]DangerTr07(27): yoruldum ben :D
17:55:51 | [CMD] DangerTr07(27) => /l yoruldum ben :D
17:55:52 | Necdet03(13): ahnut :d
17:55:52 | [BBG]ArdaCetiner(7): yama
17:55:52 | Yamuk(0): ts de karaliste var ordan ismi kalmamýþsa giremez
17:55:52 | Jodor(8): bbg ne arda
17:55:54 | [CMD] Necdet03(13) => /meslek
17:55:56 | [LOCAL]agareis150(16): tm knk
17:55:56 | [CMD] agareis150(16) => /l tm knk
17:55:56 | [CMD] DangerTr07(27) => /meslek
17:55:59 | agareis150(16): kargocu ortak
17:56:0 | Jodor(8): biri bizi gözetliyor mu?
17:56:1 | {FFCC00}DangerTr07(27) {FFFFFF}Kamyoncu olarak spawn oldu.
17:56:5 | [CMD] DangerTr07(27) => /myskin 21
17:56:6 | [CMD] swisskobay301(14) => /work
17:56:7 | [CMD] DangerTr07(27) => /Spec 8
17:56:10 | [CMD] oktayacar(10) => /modifie
17:56:10 | agareis150(16): kargocu ortak
17:56:12 | [CMD] oktayacar(10) => /modifiye
17:56:12 | [LOCAL]DangerTr07(27): evet ben gözetliyorum
17:56:12 | [CMD] DangerTr07(27) => /l evet ben gözetliyorum
17:56:15 | [LOCAL]DangerTr07(27): QÇW:EQÇE
17:56:15 | [CMD] DangerTr07(27) => /l QÇW:EQÇE
17:56:21 | [LOCAL]DangerTr07(27): nbr hayatim
17:56:21 | [CMD] DangerTr07(27) => /l nbr hayatim
17:56:23 | [LOCAL]Jodor(8): vay uyanýk
17:56:23 | [CMD] Jodor(8) => /l vay uyanýk
17:56:24 | {FFCC00}Necdet03(13) {FFFFFF}Kamyoncu olarak spawn oldu.
17:56:25 | [CMD] swisskobay301(14) => /work
17:56:26 | [CMD] TheFlash02(6) => /komutlar
17:56:27 | [LOCAL]DangerTr07(27): yirim seni nbr
17:56:27 | [CMD] DangerTr07(27) => /l yirim seni nbr
17:56:28 | [CMD] Jodor(8) => /vtamir
17:56:30 | [CMD] Necdet03(13) => /bonus
17:56:32 | [LOCAL]DangerTr07(27): yi beni jodor yi
17:56:32 | [CMD] DangerTr07(27) => /l yi beni jodor yi
17:56:33 | [CMD] TheFlash02(6) => /karakol
17:56:34 | [LOCAL]Jodor(8): iyidir senden nbr
17:56:34 | [CMD] Jodor(8) => /l iyidir senden nbr
17:56:34 | [CMD] Necdet03(13) => /rescue
17:56:37 | [LOCAL]DangerTr07(27): iyi kanka 
17:56:37 | [CMD] DangerTr07(27) => /l iyi kanka 
17:56:38 | [CMD] TheFlash02(6) => /komutlar
17:56:45 | agareis150(16): kraply
17:56:46 | [CMD] swisskobay301(14) => /pm 16 buldunmu ortak
17:56:50 | [CMD] Necdet03(13) => /adminol
17:56:51 | [CMD] Necdet03(13) => /adminol
17:56:51 | [CMD] swisskobay301(14) => /pm 16 bulmadýysan geliyim
17:56:51 | [CMD] agareis150(16) => /pm 14 yok
17:56:51 | [CMD] Necdet03(13) => /adminol
17:56:52 | [CMD] Necdet03(13) => /adminol
17:56:52 | [CMD] Necdet03(13) => /adminol
17:56:52 | [CMD] Yamuk(0) => /work
17:56:55 | [LOCAL]DangerTr07(27): þu lv'e birazdaha þirket yeri eklenmeli
17:56:55 | [CMD] DangerTr07(27) => /l þu lv'e birazdaha þirket yeri eklenmeli
17:56:55 | Gezegen(9) oyuna girdi [IP: 85.97.95.4]
17:56:59 | agareis150(16): kraply yandýn sen
17:57:0 | Necdet03(13): ßß
17:57:3 | 
17:57:4 | DangerTr07(27): dur bi
17:57:5 | [CMD] oktayacar(10) => /fps
17:57:5 | Necdet03(13): :)
17:57:6 | [LOCAL]Jodor(8): saðlam maplar yapýlabilir
17:57:6 | [CMD] Jodor(8) => /l saðlam maplar yapýlabilir
17:57:7 | Gezegen(9) Pizzaci olarak spawn oldu.
17:57:9 | Necdet03(13): :(
17:57:9 | [CMD] swisskobay301(14) => /pm 16 geleyimmi ?
17:57:12 | [CMD] TheFlash02(6) => /gobus
17:57:13 | [CMD] [BBG]ArdaCetiner(7) => /bb
17:57:14 | [CMD] DangerTr07(27) => /mute 13 250 aþýrý flood 
17:57:17 | agareis150(16) oyundan cIktI (Hata/Crash) (IP: 78.190.158.200)
17:57:18 | DangerTr07(27): cýk þimdi :D
17:57:19 | [CMD] Gezegen(9) => /djler
17:57:20 | [LOCAL]Brokoli(23): geldim
17:57:20 | [CMD] Brokoli(23) => /l geldim
17:57:20 | TheFlash02(6): oha pizzacýda baya para birikmis
17:57:23 | oktayacar(10): þþ
17:57:25 | oktayacar(10): danger
17:57:25 | [CMD] TheFlash02(6) => /icerigir
17:57:26 | [LOCAL]Brokoli(23): geldim
17:57:26 | [CMD] Brokoli(23) => /l geldim
17:57:26 | [LOCAL]Brokoli(23): geldim
17:57:26 | [CMD] Brokoli(23) => /l geldim
17:57:27 | [LOCAL]Brokoli(23): geldim
17:57:27 | [CMD] Brokoli(23) => /l geldim
17:57:29 | [CMD] TheFlash02(6) => /isyerimenu
17:57:29 | DangerTr07(27): niye þþ qnq :D
17:57:32 | Necdet03(13) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:57:35 | oktayacar(10): danger !
17:57:37 | [CMD] swisskobay301(14) => /work
17:57:39 | DangerTr07(27): jasdajda
17:57:41 | [CMD] Yamuk(0) => /pm 6 adýn söglermisin bro
17:57:41 | oktayacar(10): danger !
17:57:44 | DangerTr07(27): ban yemedektense 
17:57:46 | [CMD] TheFlash02(6) => /isyerimenu
17:57:50 | DangerTr07(27): mute yesin daha iyi
17:57:56 | oktayacar(10): danger
17:57:57 | [CMD] swisskobay301(14) => /work
17:58:0 | oktayacar(10): danger
17:58:2 | DangerTr07(27): zaten cikacakti ondan cik dedim :D 
17:58:3 | TheFlash02(6): oha
17:58:4 | TheFlash02(6): :d,
17:58:5 | [LOCAL]Brokoli(23): niye konuþmuyon
17:58:5 | [CMD] Brokoli(23) => /l niye konuþmuyon
17:58:6 | [LOCAL]Brokoli(23): niye konuþmuyon
17:58:6 | [CMD] Brokoli(23) => /l niye konuþmuyon
17:58:6 | [LOCAL]Brokoli(23): niye konuþmuyon
17:58:6 | [CMD] Brokoli(23) => /l niye konuþmuyon
17:58:6 | [LOCAL]Brokoli(23): niye konuþmuyon
17:58:6 | [CMD] Brokoli(23) => /l niye konuþmuyon
17:58:7 | oktayacar(10): dangerrr
17:58:10 | oktayacar(10): þþþ
17:58:17 | [CMD] DangerTr07(27) => /pm 10 1,2,3 mü diyim QÇWE:QÇE
17:58:17 | [LOCAL]Brokoli(23): hyr
17:58:17 | [CMD] Brokoli(23) => /l hyr
17:58:18 | oktayacar(10): danger diyom
17:58:21 | [CMD] DangerTr07(27) => /pm 10 ne diyim 
17:58:23 | DangerTr07(27): ne len :D 
17:58:25 | [CMD] swisskobay301(14) => /meslek
17:58:30 | {FFCC00}swisskobay301(14) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
17:58:33 | [CMD] [BBG]ArdaCetiner(7) => /work
17:58:33 | TheFlash02(6): beyler is yerinde 14869864 tl para birikmis :D
17:58:34 | [CMD] Gezegen(9) => /work
17:58:37 | DangerTr07(27): omg
17:58:39 | oktayacar(10): biz aþýrý flood atýnca ban yedi 3 gun
17:58:40 | [CMD] RoBoY(11) => /work
17:58:40 | [CMD] swisskobay301(14) => /meslek
17:58:41 | DangerTr07(27): flash one öyle
17:58:43 | TheFlash02(6): bayadir gelmiom
17:58:43 | oktayacar(10): biz aþýrý flood atýnca ban yedi 3 gun
17:58:43 | 
17:58:45 | [CMD] Brokoli(23) => /pm 6 adýn ne bi yerden tanýdýk geldin
17:58:50 | oktayacar(10): biz aþýrý flood atýnca ban yedim 3 gun
17:58:50 | [LOCAL]Brokoli(23): sordum
17:58:50 | [CMD] Brokoli(23) => /l sordum
17:58:51 | DangerTr07(27): seninki ondan daha aþýrý ama 
17:58:52 | [CMD] [BBG]ArdaCetiner(7) => /asiriyuk
17:58:55 | [CMD] TheFlash02(6) => /pm 23 bilmiorum :D
17:58:59 | DangerTr07(27): oktay senin ban kaldýrýldý qnq unuttun galiba :D
17:59:3 | [CMD] swisskobay301(14) => /pm 15 afk mýsýn ?
17:59:5 | oktayacar(10): o zaman bana 750 susuturma atardýn
17:59:6 | [LOCAL]Brokoli(23): bilmiyorum yazdý
17:59:6 | [CMD] Brokoli(23) => /l bilmiyorum yazdý
17:59:8 | [LOCAL]Brokoli(23): bilmiyorum yazdý
17:59:8 | [CMD] Brokoli(23) => /l bilmiyorum yazdý
17:59:8 | DangerTr07(27): kadir geldi açti 
17:59:17 | [LOCAL]Brokoli(23): bilmiyorum yazdý
17:59:17 | [CMD] Brokoli(23) => /l bilmiyorum yazdý
17:59:18 | [LOCAL]Brokoli(23): bilmiyorum yazdý
17:59:18 | [CMD] Brokoli(23) => /l bilmiyorum yazdý
17:59:20 | Brokoli(23): :D
17:59:20 | [CMD] swisskobay301(14) => /meslek
17:59:20 | [LOCAL]DangerTr07(27): Cesar skini wow 
17:59:20 | [CMD] DangerTr07(27) => /l Cesar skini wow 
17:59:20 | oktayacar(10):  3 gun ban diyorum hýh acýldý
17:59:22 | {FFCC00}swisskobay301(14) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
17:59:25 | agareis150(16) oyuna girdi [IP: 78.190.158.200]
17:59:25 | Muya(13) oyuna girdi [IP: 78.191.94.144]
17:59:27 | [CMD] swisskobay301(14) => /ogorev 7
17:59:27 | TheFlash02(6): is yerinde 14 m 800 k para birikmis :D
17:59:28 | DangerTr07(27): hemen acildi ama :D
17:59:31 | [CMD] swisskobay301(14) => /rescue
17:59:32 | oktayacar(10): ehe he
17:59:35 | DangerTr07(27): biriksin daha flash :D 
17:59:35 | [LOCAL]Jodor(8): ben çýkýyorum
17:59:35 | [CMD] Jodor(8) => /l ben çýkýyorum
17:59:37 | 
17:59:38 | [LOCAL]DangerTr07(27): tm
17:59:38 | [CMD] DangerTr07(27) => /l tm
17:59:38 | [LOCAL]Jodor(8): görüþürüz
17:59:38 | [CMD] Jodor(8) => /l görüþürüz
17:59:38 | {FFCC00}Muya(13) {FFFFFF}Pilot olarak spawn oldu.
17:59:39 | Brokoli(23): aaaa benim iþyerim var
17:59:40 | [CMD] DangerTr07(27) => /Specoff
17:59:40 | {FFCC00}DangerTr07(27) {FFFFFF}Kamyoncu olarak spawn oldu.
17:59:40 | TheFlash02(6): cektim parayý
17:59:40 | Jodor(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:59:41 | TheFlash02(6): :d
17:59:41 | [CMD] Gezegen(9) => /pm 27 knk 
17:59:42 | oktayacar(10): aman 
17:59:43 | DangerTr07(27): ögüs mumya hg
17:59:44 | Muya(13): Selamunaleyküm
17:59:46 | [CMD] DangerTr07(27) => /pm 9 ?
17:59:47 | [CMD] swisskobay301(14) => /as
17:59:47 | [CMD] DangerTr07(27) => /as
17:59:48 | [CMD] swisskobay301(14) => /rescue
17:59:49 | [CMD] DangerTr07(27) => /myskin 21 
17:59:49 | [CMD] [BBG]ArdaCetiner(7) => /as
17:59:51 | [CMD] oktayacar(10) => /as
17:59:54 | DangerTr07(27): muya
17:59:57 | [CMD] Gezegen(9) => /pm 27 pizzacýlýðý bu motorla yapailimiyim bi sakýncasý varmý ?
17:59:58 | [CMD] TheFlash02(6) => /banka
17:59:58 | DangerTr07(27): ucak atmayi öðretcektin 
18:0:4 | agareis150(16) oyundan cIktI (Hata/Crash) (IP: 78.190.158.200)
18:0:6 | [CMD] DangerTr07(27) => /pm 9 work oluyorsa yap xD
18:0:7 | [CMD] oktayacar(10) => /araba
18:0:9 | Muya(13): moskova ahýrlandý danger
18:0:9 | [CMD] DangerTr07(27) => /Goto 9 
18:0:10 | TheFlash02(6): nerde bu atm ya :D
18:0:12 | [CMD] swisskobay301(14) => /saat 20
18:0:12 | Muya(13): girmedimi bugün :D
18:0:13 | [LOCAL]DangerTr07(27): work oldumu
18:0:13 | [CMD] DangerTr07(27) => /l work oldumu
18:0:14 | agareis150(8) oyuna girdi [IP: 78.190.158.200]
18:0:21 | [LOCAL]DangerTr07(27): work oldumu len 
18:0:21 | [CMD] DangerTr07(27) => /l work oldumu len 
18:0:22 | [CMD] oktayacar(10) => /araba
18:0:24 | TheFlash02(6): ahmut nerde goren varmý D
18:0:25 | [CMD] Muya(13) => /yerbul 27
18:0:26 | [CMD] Gezegen(9) => /pm 27 pizzacýdan gorevi alýp buna biniyorum ?
18:0:26 | [CMD] KorkusuzKorkak(12) => /modifiye
18:0:26 | [CMD] Gezegen(9) => /pm 27 pizzacýdan gorevi alýp buna biniyorum ?
18:0:27 | [LOCAL]DangerTr07(27): work olmasa yapýlmaz
18:0:27 | [CMD] DangerTr07(27) => /l work olmasa yapýlmaz
18:0:28 | [BBG]ArdaCetiner(7): 50 skor ne kadar
18:0:29 | [CMD] oktayacar(10) => /araba
18:0:31 | Muya(13): ahmut bosver onu
18:0:31 | [CMD] KorkusuzKorkak(12) => /modifiye
18:0:31 | [ANTIHACK] Þüpheli KorkusuzKorkak(12) => Airbreak-hack
18:0:34 | [CMD] oktayacar(10) => /araba
18:0:34 | Muya(13): gereksiz biri
18:0:36 | [CMD] DangerTr07(27) => /pm 9 süren gider ama :D
18:0:37 | TheFlash02(6): yaaa
18:0:43 | [CMD] Gezegen(9) => /pm 27 herþey planlý :D
18:0:45 | [CMD] DangerTr07(27) => /pm 9 10 tane yapman zor süre biter :D 
18:0:47 | [CMD] KorkusuzKorkak(12) => /fps
18:0:48 | TheFlash02(6): benim arkadasýma sen nasýl gereksiz dersin 
18:0:49 | [CMD] Brokoli(23) => /ranklar
18:0:54 | [CMD] DangerTr07(27) => /pm 9 yapabiliorsan yap qnq :D
18:0:55 | [CMD] Gezegen(9) => /pm 27 iki tane yapýcam zaten ne 10 :D
18:1:8 | [CMD] DangerTr07(27) => /pm 9 koþarak bile yapýlýr D 
18:1:10 | 
18:1:11 | Muya(13): bisey azardýmda ban yerim sahýs hakaretten :D
18:1:13 | [CMD] DangerTr07(27) => /goto 13
18:1:14 | 
18:1:14 | [CMD] Gezegen(9) => /pm 27 aynen :D
18:1:16 | [CMD] DangerTr07(27) => /god
18:1:16 | [CMD] agareis150(8) => /sa
18:1:17 | [CMD] DangerTr07(27) => /god
18:1:18 | Yamuk(0): the lfash adýn  mustafaný
18:1:19 | [CMD] Gezegen(9) => /work
18:1:19 | DangerTr07(27): muya ayýp
18:1:20 | [CMD] [BBG]ArdaCetiner(7) => /as
18:1:22 | [CMD] agareis150(8) => /rescue
18:1:23 | DangerTr07(27): kalkmýþsýn :D 
18:1:24 | [eN]Overlord(16) oyuna girdi [IP: 78.191.244.194]
18:1:25 | Yamuk(0): mustafamý
18:1:26 | [CMD] agareis150(8) => /karakol
18:1:29 | TheFlash02(6): atm yokmu ya sw de
18:1:30 | [CMD] RoBoY(11) => /komutlar
18:1:30 | [CMD] Muya(13) => /pm 27 ikiyüzlü yazcakdým :D
18:1:35 | Brokoli(23): var
18:1:36 | agareis150(8): polis ceza kes
18:1:37 | [CMD] DangerTr07(27) => /pm 13 i love muya 
18:1:38 | Muya(13): dünkü olayýmý diyon :D
18:1:40 | Brokoli(23): cep telefonunda
18:1:41 | 
18:1:42 | Brokoli(23): cep telefonunda
18:1:47 | Muya(13): danger ahýr randevusu alýyom sana
18:1:49 | [CMD] DangerTr07(27) => /Get 13
18:1:50 | Brokoli(23): banka var
18:1:52 | Muya(13): abidin
18:1:52 | TheFlash02(6): cep telefonu nasýl acýlýodu la bayadir unuttum
18:1:53 | DangerTr07(27): gel anlat
18:1:53 | {FFCC00}[eN]Overlord(16) {FFFFFF}Kamyoncu olarak spawn oldu.
18:1:55 | {FFCC00}Muya(13) {FFFFFF}Pilot olarak spawn oldu.
18:1:56 | agareis150(8): danger kraplyde a7 admin yazýyo
18:1:58 | DangerTr07(27): in gel
18:1:59 | Brokoli(23): y
18:2:1 | agareis150(8): baksana yanýna gidip
18:2:2 | [CMD] DangerTr07(27) => /Goto 13
18:2:4 | TheFlash02(6): he saol
18:2:5 | DangerTr07(27): bekle muya
18:2:6 | [CMD] Muya(13) => /admins
18:2:9 | [CMD] RoBoY(11) => /komutlar
18:2:10 | [LOCAL]DangerTr07(27): qnq 
18:2:10 | [CMD] DangerTr07(27) => /l qnq 
18:2:10 | Brokoli(23): ö.d
18:2:10 | Muya(13): agareis
18:2:12 | Muya(13): bug o
18:2:13 | [CMD] Gezegen(9) => /work
18:2:17 | [LOCAL]DangerTr07(27): dur kannata bincem :D
18:2:17 | [CMD] DangerTr07(27) => /l dur kannata bincem :D
18:2:17 | [CMD] [eN]Overlord(16) => /admins
18:2:18 | agareis150(8): tm
18:2:18 | [CMD] DangerTr07(27) => /Fly
18:2:24 | (BANKA) TheFlash02(6) 826 nolu banka hesabina 14800000$ yatirdi.
18:2:24 | [LOCAL]Muya(13): düsürürüm ha :D
18:2:24 | [CMD] Muya(13) => /l düsürürüm ha :D
18:2:34 | [CMD] DangerTr07(27) => /uzan 1
18:2:37 | [CMD] DangerTr07(27) => /uzan 2
18:2:40 | [LOCAL]DangerTr07(27): oh be
18:2:40 | [CMD] DangerTr07(27) => /l oh be
18:2:44 | [CMD] KorkusuzKorkak(12) => /fps
18:2:45 | [LOCAL]Brokoli(23): ok
18:2:45 | [CMD] Brokoli(23) => /l ok
18:2:45 | [LOCAL]swisskobay301(14): k.g
18:2:45 | [CMD] swisskobay301(14) => /l k.g
18:2:46 | [LOCAL]DangerTr07(27): fotoda al aþqým
18:2:46 | [CMD] DangerTr07(27) => /l fotoda al aþqým
18:2:48 | Muya(13): arkasýndan konusmak istemiyom
18:2:48 | [CMD] Gezegen(9) => /work
18:2:51 | [CMD] swisskobay301(14) => /rescue
18:2:51 | [CMD] TheFlash02(6) => /rc
18:2:53 | [eN]Overlord(16): bende
18:2:53 | agareis150(8): 
18:2:56 | KorkusuzKorkak(12) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
18:2:56 | [CMD] [eN]Overlord(16) => /admins
18:2:58 | [CMD] TheFlash02(6) => /kill
18:2:58 | [CMD] [eN]Overlord(16) => /gobus
18:2:59 | [CMD] DangerTr07(27) => /cmdskapat
18:2:59 | [CMD] [eN]Overlord(16) => /relog
18:3:0 | [LOCAL]Brokoli(23): çöpçü milletin efendisidir
18:3:0 | [CMD] Brokoli(23) => /l çöpçü milletin efendisidir
18:3:0 | [eN]Overlord(16) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
18:3:1 | oktayacar(10): ben ahmutu da severim armutu da severim
18:3:1 | [CMD] TheFlash02(6) => /meslek
18:3:1 | [CMD] DangerTr07(27) => /cmdkapat
18:3:1 | oktayacar(10): ben ahmutu da severim armutu da severim
18:3:4 | [LOCAL]Brokoli(23): çöpçü milletin efendisidir
18:3:4 | [CMD] Brokoli(23) => /l çöpçü milletin efendisidir
18:3:4 | [CMD] DangerTr07(27) => /dtemizle
18:3:5 | [LOCAL]Brokoli(23): çöpçü milletin efendisidir
18:3:5 | [CMD] Brokoli(23) => /l çöpçü milletin efendisidir
18:3:5 | [LOCAL]Brokoli(23): çöpçü milletin efendisidir
18:3:5 | [CMD] Brokoli(23) => /l çöpçü milletin efendisidir
18:3:6 | [LOCAL]Brokoli(23): çöpçü milletin efendisidir
18:3:6 | [CMD] Brokoli(23) => /l çöpçü milletin efendisidir
18:3:7 | {FFCC00}TheFlash02(6) Otobus Soforu olarak spawn oldu.
18:3:8 | [CMD] Gezegen(9) => /work
18:3:10 | [CMD] TheFlash02(6) => /meslek
18:3:10 | [LOCAL]Brokoli(23): aaaa
18:3:10 | [CMD] Brokoli(23) => /l aaaa
18:3:11 | [CMD] oktayacar(10) => /adminol
18:3:11 | agareis150(8): benim arkamdan konuþmuyonuz sanki 
18:3:11 | [CMD] oktayacar(10) => /adminol
18:3:13 | [CMD] oktayacar(10) => /adminol
18:3:14 | {FFCC00}TheFlash02(6) {FFFFFF}Polis olarak spawn oldu.
18:3:15 | oktayacar(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
18:3:17 | [CMD] DangerTr07(27) => /cmdkapat
18:3:18 | vevampire(10) oyuna girdi [IP: 88.253.229.179]
18:3:21 | Muya(13): bn konusmadým senin arkandan hic :D
18:3:22 | [LOCAL]DangerTr07(27): çektim ben aþqým 
18:3:22 | [CMD] DangerTr07(27) => /l çektim ben aþqým 
18:3:25 | [CMD] Gezegen(9) => /work
18:3:30 | [LOCAL]Brokoli(23): bilmiyodum
18:3:30 | [CMD] Brokoli(23) => /l bilmiyodum
18:3:30 | DangerTr07(27): veva :D
18:3:30 | agareis150(8): ben duyuyom atakandan
18:3:31 | [LOCAL]Muya(13): huseyini kacýrdýgým zmn sen varmýydýn :D
18:3:31 | [CMD] Muya(13) => /l huseyini kacýrdýgým zmn sen varmýydýn :D
