0:0:0 | [CMD] TIRCI(23) => /basarimlar
17:31:20 | [CMD] gorkemu24(20) => /cevir
17:31:22 | [CMD] gorkemu24(20) => /cevir
17:31:22 | [LOCAL]oktayacar(19): gel
17:31:22 | [CMD] oktayacar(19) => /l gel
17:31:29 | [CMD] HeRquL(21) => /bangor thenightmare
17:31:30 | [LOCAL]oktayacar(19): bin
17:31:30 | [CMD] oktayacar(19) => /l bin
17:31:31 | [LOCAL]TIRCI(17): sen sur 
17:31:31 | [CMD] TIRCI(17) => /l sen sur 
17:31:32 | [LOCAL]oktayacar(19): bin sen sur
17:31:32 | [CMD] oktayacar(19) => /l bin sen sur
17:31:33 | [CMD] DangerTr07(9) => /Dtemizle
17:31:36 | [LOCAL]TIRCI(17): ebnd elag var 
17:31:36 | [CMD] TIRCI(17) => /l ebnd elag var 
17:31:37 | [CMD] HeRquL(21) => /bangor husoxprime
17:31:37 | [CMD] gorkemu24(20) => /sac
17:31:39 | [CMD] huseyin(8) => /cleanupcars
17:31:41 | [CMD] huseyin(8) => /car nrg 0 00 
17:31:41 | [CMD] DangerTr07(9) => /srespawncars
17:31:43 | [CMD] huseyin(8) => /kemer
17:31:45 | poirini155(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:31:45 | [CMD] oktayacar(19) => /mod
17:31:45 | [CMD] huseyin(8) => /cantazele
17:31:48 | Haydar(22) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:31:48 | [CMD] oktayacar(19) => /modifiye
17:31:49 | [CMD] TIRCI(17) => /kemer
17:31:52 | [SirketCHT] DangerTr07(9): ! adaþd 
17:31:57 | [SirketCHT] DangerTr07(9): ! bitanesin 
17:31:59 | [CMD] huseyin(8) => /srespawncars
17:32:0 | [CMD] Mertaran(0) => /vipol
17:32:1 | TIRCI(17): param hala yuklenýyo :D
17:32:2 | [CMD] huseyin(8) => /asay VIP-SIRKET-DONATOR-GISE-Vb.Ürünlerimizden Satýn Almak Ýsterseniz.Facebook: Truck Samp Sayfasýna Mesaj Atabilirsiniz. 
17:32:6 | [SirketCHT] sezzer(11): ! noldu aþkým
17:32:13 | [CMD] oktayacar(19) => /work
17:32:17 | [SirketCHT] DangerTr07(9): ! kastigin için :p 
17:32:27 | Koray(7) oyuna girdi [IP: 95.14.31.247]
17:32:27 | [ANTIHACK] Þüpheli huseyin(8) => Airbreak-hack
17:32:33 | [CMD] huseyin(8) => /a wtf
17:32:37 | [CMD] DangerTr07(9) => /A atyom lan býrak X:D
17:32:41 | [SirketCHT] sezzer(11): ! normalde daha çok kasardým da gece pek giremedim bu hafta
17:32:41 | [CMD] DangerTr07(9) => /A Atiiymi atiiymi :D
17:32:42 | [CMD] HeRquL(21) => /a bu siksiz daaþþak mý geçiyo
17:32:47 | [CMD] DangerTr07(9) => /a atiyim mi atiyimi :D 
17:32:50 | Koray(7) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:32:54 | [CMD] DangerTr07(9) => /banid
17:32:56 | [CMD] H.R.N.(16) => /convoylider 14
17:32:58 | [CMD] DangerTr07(9) => /ban
17:33:1 | [CMD] H.R.N.(16) => /convoyayril
17:33:10 | [CMD] DangerTr07(9) => /A Gitmiþ .s
17:33:13 | Younapo.(14): noldu harun
17:33:14 | [CMD] DangerTr07(9) => /Atamir
17:33:14 | oktayacar(19): oha
17:33:22 | oktayacar(19): gördünmü týrcý
17:33:22 | DangerTr07(9): baþlicam polis gibi 
17:33:24 | DangerTr07(9): :D 
17:33:25 | [CMD] testere151(12) => /ogorev 9
17:33:26 | H.R.N.(16): dorse çýktý yav ts bakacam diye
17:33:28 | TIRCI(17): :D
17:33:29 | DangerTr07(9): hüseyinmþ jasdjad
17:33:31 | [CMD] huseyin(8) => /cleanupcars
17:33:32 | huseyin(8): :D
17:33:32 | DangerTr07(9): baþkasi sandim :D 
17:33:37 | testere151(12): :D
17:33:40 | [CMD] DangerTr07(9) => /A ÇQ:WEÇQE sorry resi D:
17:33:44 | [CMD] DangerTr07(9) => /A reis :D
17:33:46 | [CMD] huseyin(8) => /a np
17:33:48 | [CMD] huseyin(8) => /car nrg 0 0 
17:33:48 | [CMD] HeRquL(21) => /getdorse 237
17:33:48 | Younapo.(14): xD
17:33:49 | Kayra(7) oyuna girdi [IP: 95.14.31.247]
17:33:49 | DangerTr07(9): Hüseyin Galp 
17:33:49 | [CMD] H.R.N.(16) => /r aga bu araçalr niye siliniyo hemen
17:33:50 | [CMD] huseyin(8) => /kemer
17:33:52 | [CMD] huseyin(8) => /dtemizle 
17:33:52 | [CMD] huseyin(8) => /asay2 s  
17:33:53 | gorkemu24(20) oyundan cIktI (Hata/Crash) (IP: 94.123.192.95)
17:33:56 | [CMD] DangerTr07(9) => /a kaç gün atiyim baný
17:33:57 | [CMD] HeRquL(21) => /getdorse 237
17:33:58 | [CMD] huseyin(8) => /r ek map
17:34:5 | [CMD] DangerTr07(9) => /A 2 yeter mi 
17:34:6 | [CMD] HeRquL(21) => /get 237
17:34:9 | [CMD] huseyin(8) => /a kime
17:34:9 | {FFCC00}Kayra(7) {FFFFFF}Kamyoncu olarak spawn oldu.
17:34:10 | [CMD] huseyin(8) => /cantazele
17:34:12 | [CMD] huseyin(8) => /asay Arac Res Geliyor!  
17:34:12 | [CMD] huseyin(8) => /asay Arac Res Geliyor!  
17:34:12 | Kayra(7) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:34:12 | [CMD] DangerTr07(9) => /A did7
17:34:15 | [CMD] huseyin(8) => /aka 7
17:34:16 | [CMD] HeRquL(21) => /a getdorse 237 diyom gelmiyo
17:34:16 | [CMD] DangerTr07(9) => /A aka 7 
17:34:18 | [CMD] huseyin(8) => /a id 7 yok
17:34:19 | [CMD] H.R.N.(16) => /r huso bu arada ts de bug var diye yazdý ibo bi baksýn siyo
17:34:20 | [CMD] huseyin(8) => /respawncars 
17:34:22 | [LOCAL]oktayacar(19): hadi
17:34:22 | [CMD] oktayacar(19) => /l hadi
17:34:22 | [CMD] testere151(12) => /a 7 mi var mk
17:34:27 | [CMD] huseyin(8) => /r boþver
17:34:28 | [CMD] DangerTr07(9) => /A tm cýkmýþ 
17:34:30 | [CMD] H.R.N.(16) => /r :D
17:34:36 | [CMD] DangerTr07(9) => /A girerse atiyom 3 gün 
17:34:37 | [CMD] huseyin(8) => /r ibo her bug dediðin baþka biþi cýkýyor
17:34:38 | [CMD] HeRquL(21) => /a getdorse 237 diyom gelmiyo mk
17:34:39 | [CMD] huseyin(8) => /dtemizle 
17:34:39 | [CMD] huseyin(8) => /asay2 s  
17:34:44 | [CMD] H.R.N.(16) => /r spam atýp duruyo onun yüzünden dorse gitti
17:34:44 | [CMD] huseyin(8) => /a :D
17:34:50 | [CMD] huseyin(8) => /a /dorseget 
17:34:50 | [CMD] huseyin(8) => /a /dorseget 
17:34:50 | [CMD] DangerTr07(9) => /A bu o 
17:34:53 | [CMD] huseyin(8) => /a getdorse deðil .d
17:34:56 | [CMD] huseyin(8) => /giseparacek
17:34:56 | [CMD] HeRquL(21) => /a hee
17:34:57 | [CMD] testere151(12) => /a dorseget olucak :D
17:34:58 | [CMD] huseyin(8) => /a karýþtýrma .d
17:34:59 | gorkemu24(7) oyuna girdi [IP: 94.123.192.95]
17:35:0 | Younapo.(14): Geç resi geç sýkýntý yok
17:35:3 | [CMD] huseyin(8) => /a viplerde /getdorse 
17:35:4 | [CMD] HeRquL(21) => /dorseget 237
17:35:6 | [CMD] huseyin(8) => /a admin komutu dorseet
17:35:7 | [CMD] DangerTr07(9) => /A ç:WEQÇEÇWQ 
17:35:11 | [CMD] HeRquL(21) => /a oldu eyv
17:35:12 | Younapo.(14): reis
17:35:15 | [CMD] huseyin(8) => /a :D
17:35:15 | [CMD] DangerTr07(9) => /A hüseyin yusuf bakmamþýþ daha 
17:35:16 | yardimci(20) oyuna girdi [IP: 176.88.71.102]
17:35:16 | [CMD] huseyin(8) => /vtamir
17:35:17 | [CMD] testere151(12) => /a dorseet mi QW:E
17:35:17 | huseyin(8): ?
17:35:19 | [CMD] huseyin(8) => /a hee
17:35:22 | [CMD] HeRquL(21) => /a :D
17:35:23 | [CMD] DangerTr07(9) => /A emirhan bakti parayi atiysa iyi dedi :D 
17:35:23 | [CMD] huseyin(8) => /a :D 
17:35:26 | Younapo.(14): durdun ya
17:35:27 | [CMD] huseyin(8) => /a dorseget iþte .d
17:35:28 | [CMD] HeRquL(21) => /kemer
17:35:30 | huseyin(8): tele bakýyorum
17:35:30 | 
17:35:32 | [CMD] testere151(12) => /a QW:E
17:35:32 | [CMD] huseyin(8) => /dtemizle 
17:35:32 | [CMD] huseyin(8) => /asay2 s  
17:35:33 | Younapo.(14): geç birþey olmaz
17:35:33 | [CMD] DangerTr07(9) => /A ama sancak bakýyor d
17:35:34 | {FFCC00}yardimci(20) {FFFFFF}Kamyoncu olarak spawn oldu.
17:35:35 | gorkemu24(7) oyundan cIktI (Hata/Crash) (IP: 94.123.192.95)
17:35:38 | [SirketCHT] DangerTr07(9): ! Arda arda 
17:35:40 | [CMD] huseyin(8) => /dtemizle 
17:35:40 | [CMD] huseyin(8) => /asay2 s  
17:35:45 | [SirketCHT] yardimci(20): ! efendim sezer ?
17:35:49 | [SirketCHT] sezzer(11): ! he
17:35:50 | [SirketCHT] DangerTr07(9): ! failik yaptým amk 
17:35:51 | [LOCAL]TIRCI(17): .
17:35:51 | [CMD] TIRCI(17) => /l .
17:35:52 | [CMD] yardimci(20) => /sirket
17:35:54 | gorkemu24(7) oyuna girdi [IP: 94.123.192.95]
17:35:57 | [CMD] ordulukral523152(10) => /rescue
17:35:58 | [SirketCHT] DangerTr07(9): ! qnq 
17:36:1 | [CMD] Mertaran(0) => /Goreviptal
17:36:2 | [CMD] HeRquL(21) => /work
17:36:3 | [CMD] ordulukral523152(10) => /goreviptal
17:36:4 | 
17:36:4 | [SirketCHT] DangerTr07(9): ! dead kafa býrakmadi
17:36:5 | [SirketCHT] yardimci(20): ! neden 
17:36:5 | [CMD] huseyin(8) => /cleanupcars
17:36:5 | [CMD] Mertaran(0) => /rescue
17:36:7 | [CMD] ordulukral523152(10) => /rescue
17:36:8 | {FFCC00}gorkemu24(7) {FFFFFF}Kamyoncu olarak spawn oldu.
17:36:9 | [LOCAL]oktayacar(19): y arat bas gaza yaz
17:36:9 | [CMD] oktayacar(19) => /l y arat bas gaza yaz
17:36:11 | [CMD] yardimci(20) => /sirket
17:36:11 | Younapo.(14): @23 dün geceden beri ayný skor
17:36:12 | [SirketCHT] DangerTr07(9): ! maaþýný verdim atacaktim 
17:36:12 | HeRquL(21): yatýp uyuyacam
17:36:13 | [CMD] testere151(12) => /atamir
17:36:16 | [LOCAL]oktayacar(19): y arat bas gaza yaz id 350 þarkýyý ac
17:36:16 | [CMD] oktayacar(19) => /l y arat bas gaza yaz id 350 þarkýyý ac
17:36:19 | [SirketCHT] DangerTr07(9): ! 4m yazacama 40m yazmýþým QÇ:WEQÇE Q
17:36:20 | Younapo.(14): nabýyon olum sen
17:36:22 | [CMD] huseyin(8) => /vipgor 21 
17:36:23 | [SirketCHT] DangerTr07(9): ! :( 
17:36:23 | [CMD] gorkemu24(7) => /vipler
17:36:25 | [CMD] huseyin(8) => /goto 21 
17:36:26 | [CMD] ordulukral523152(10) => /rescue
17:36:28 | [CMD] H.R.N.(16) => /rescue
17:36:29 | [LOCAL]TIRCI(17): dýnledým sýmdý :D
17:36:29 | [CMD] TIRCI(17) => /l dýnledým sýmdý :D
17:36:30 | [CMD] huseyin(8) => /meslek
17:36:30 | [SirketCHT] DangerTr07(9): ! parayi geri verdi 
17:36:31 | [LOCAL]oktayacar(19): actýn mý
17:36:31 | [CMD] oktayacar(19) => /l actýn mý
17:36:37 | huseyin(8) Bankaci olarak spawn oldu.
17:36:37 | [LOCAL]oktayacar(19): bende birdaha dinliyom
17:36:37 | [CMD] oktayacar(19) => /l bende birdaha dinliyom
17:36:37 | [CMD] TIRCI(17) => /kemer
17:36:38 | [CMD] huseyin(8) => /dtemizle 
17:36:38 | [CMD] huseyin(8) => /asay2 s  
17:36:39 | [SirketCHT] sezzer(11): ! ben olsam vermezdim iþte
17:36:41 | [SirketCHT] DangerTr07(9): ! sorma qnq baþýmýza nelelr geldi :D
17:36:42 | yardimci(20): neyrete
17:36:43 | [CMD] oktayacar(19) => /kemer
17:36:44 | [SirketCHT] sezzer(11): ! delikanlý adammýþ
17:36:45 | [CMD] gorkemu24(7) => /gobus
17:36:48 | [CMD] gorkemu24(7) => /gobus
17:36:48 | [CMD] H.R.N.(16) => /r ben ts bakmam o zaman dorse çýkýyo dünde öyle oldu
17:36:49 | [CMD] huseyin(8) => /dtemizle 
17:36:49 | [CMD] huseyin(8) => /asay2 s  
17:36:49 | [LOCAL]TIRCI(17): cocukluk sarkýmýz :D
17:36:49 | [CMD] TIRCI(17) => /l cocukluk sarkýmýz :D
17:36:51 | [SirketCHT] DangerTr07(9): ! aslinda deli ediyor :D 
17:36:51 | [CMD] huseyin(8) => /r :D
17:36:52 | [CMD] huseyin(8) => /vtamir
17:36:53 | [CMD] huseyin(8) => /work
17:36:55 | Younapo.(14): 50 cent :)
17:36:55 | [CMD] huseyin(8) => /modifiye
17:36:55 | [SirketCHT] sezzer(11): ! asghd
17:36:56 | [LOCAL]oktayacar(19): ayenn
17:36:56 | [CMD] oktayacar(19) => /l ayenn
17:36:58 | [CMD] buyukustadbitti(15) => /RESCUE
17:36:58 | [CMD] huseyin(8) => /goreviptal
17:36:59 | [CMD] huseyin(8) => /work
17:37:1 | [CMD] huseyin(8) => /goreviptal
17:37:1 | [CMD] yardimci(20) => /pm 11 dead delikanlý he ?
17:37:2 | DangerTr07(9): you 
17:37:3 | [CMD] huseyin(8) => /work
17:37:4 | haskoy080808(22) oyuna girdi [IP: 176.43.93.183]
17:37:4 | [LOCAL]oktayacar(19): hep bunu dinlerdim
17:37:4 | [CMD] oktayacar(19) => /l hep bunu dinlerdim
17:37:4 | HeRquL(21): admin 7 olursam eðer lv karakol önüne hayrat yaptýracam
17:37:6 | [CMD] huseyin(8) => /goreviptal
17:37:9 | hasyurt07(24) oyuna girdi [IP: 176.43.93.183]
17:37:11 | [CMD] Mertaran(0) => /Tamir
17:37:11 | Younapo.(14): efendim
17:37:14 | [CMD] huseyin(8) => /work
17:37:14 | 
17:37:14 | [CMD] Mertaran(0) => /Work
17:37:15 | gorkemu24(7): huseyýn 4 saattýr yokum iþyeri tek kuruþ kasmadý
17:37:15 | [CMD] sezzer(11) => /pm 20 taþak yapýyorum mk
17:37:16 | [CMD] DangerTr07(9) => /A haskoy ne ak 
17:37:18 | [LOCAL]oktayacar(19): hayrat ne knk
17:37:18 | [CMD] oktayacar(19) => /l hayrat ne knk
17:37:19 | [CMD] DangerTr07(9) => /A Q:WEQÇE 
17:37:21 | gorkemu24(7): bug mu var acep
17:37:23 | [CMD] HeRquL(21) => /a haskoy ilçe dðeilmi aq
17:37:23 | 
17:37:23 | [CMD] yardimci(20) => /pm 11 aþak :Dsadsadsa
17:37:26 | huseyin(8): hmm adý ne iþyerinin
17:37:34 | [LOCAL]oktayacar(19): hayrat ne knk
17:37:34 | [CMD] oktayacar(19) => /l hayrat ne knk
17:37:35 | (BANKA) ronaldo561(18) 2214 nolu banka hesabi olusturdu.
17:37:38 | Younapo.(14): noldu sezerim
17:37:38 | [LOCAL]TIRCI(17): camý onunde haný su ýcme seyý falan olurya su cesme 
17:37:38 | [CMD] TIRCI(17) => /l camý onunde haný su ýcme seyý falan olurya su cesme 
17:37:39 | gorkemu24(7): 3 tane kumarhane
17:37:42 | huseyin(8): 4d mi
17:37:43 | DangerTr07(9): nabiyon :p 
17:37:45 | gorkemu24(7): evt
17:37:47 | [LOCAL]oktayacar(19): tm knk
17:37:47 | [CMD] oktayacar(19) => /l tm knk
17:37:49 | huseyin(8): hmm
17:37:50 | [SirketCHT] DangerTr07(9): ! arda qnq kasmamiz lazim 
17:37:53 | [CMD] H.R.N.(16) => /convoy
17:37:55 | AMB(25) oyuna girdi [IP: 151.245.103.131]
17:37:55 | [CMD] yardimci(20) => /pm 11 taþak yanýlýþ yazmýþým jsjsjs
17:37:55 | [CMD] sezzer(11) => /c basýn beyler
17:37:55 | [SirketCHT] DangerTr07(9): ! biz 3m kadar kastk
17:37:57 | Younapo.(14): vuruyorum saza sen
17:38:1 | [ANTIHACK] Þüpheli HeRquL(21) => Airbreak-hack
17:38:2 | [CMD] Younapo.(14) => /convoybilgi
17:38:6 | [CMD] huseyin(8) => /A HEk
17:38:6 | [CMD] yardimci(20) => /sirket
17:38:7 | AMB(25) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:38:7 | [LOCAL]TIRCI(17): yas kac sende
17:38:7 | [CMD] TIRCI(17) => /l yas kac sende
17:38:10 | [CMD] huseyin(8) => /dtemizle 
17:38:10 | [CMD] huseyin(8) => /asay2 s  
17:38:11 | [CMD] testere151(12) => /a höck off
17:38:13 | [LOCAL]oktayacar(19): 11
17:38:13 | [CMD] oktayacar(19) => /l 11
17:38:13 | [CMD] Mertaran(0) => /Convoyayril
17:38:13 | [CMD] H.R.N.(16) => /t younapo harbour geldim nerdesiniz
17:38:17 | [CMD] HeRquL(21) => /a haclk tabi niye kullanýyým :d
17:38:17 | [CMD] Mertaran(0) => /Convoy
17:38:18 | [LOCAL]TIRCI(17): ok
17:38:18 | [CMD] TIRCI(17) => /l ok
17:38:19 | [LOCAL]huseyin(8): Mercedes Benz
17:38:19 | [CMD] huseyin(8) => /l Mercedes Benz
17:38:19 | [CMD] ordulukral523152(10) => /convoyayril
17:38:21 | hasyurt07(24) Yol Iscisi olarak spawn oldu.
17:38:22 | [CMD] Younapo.(14) => /t geliyoruz
17:38:23 | [CMD] ordulukral523152(10) => /convoy
17:38:25 | [CMD] Mertaran(0) => /Goreviptal
17:38:25 | haskoy080808(22) Yol Iscisi olarak spawn oldu.
17:38:25 | [CMD] Mertaran(0) => /Convoy
17:38:30 | [CMD] ordulukral523152(10) => /convoy
17:38:36 | [CMD] huseyin(8) => /convoy
17:38:36 | [CMD] Mertaran(0) => /Work
17:38:38 | [LOCAL]TIRCI(17): kardesýmden 1 yas kucuksun
17:38:38 | [CMD] TIRCI(17) => /l kardesýmden 1 yas kucuksun
17:38:38 | [CMD] HeRquL(21) => /a süs olsun diyemi yapmýþ adamlar :Da:D
17:38:39 | [CMD] gorkemu24(7) => /gobus
17:38:39 | [LOCAL]oktayacar(19): sen hangi sýnýda hanmgi okula kacýncý sýnýfsýn
17:38:39 | [CMD] oktayacar(19) => /l sen hangi sýnýda hanmgi okula kacýncý sýnýfsýn
17:38:49 | [CMD] testere151(12) => /atamir
17:38:56 | [CMD] H.R.N.(16) => /modifiye
17:38:57 | [LOCAL]TIRCI(17): L1
17:38:57 | [CMD] TIRCI(17) => /l L1
17:38:58 | [CMD] sezzer(11) => /c bitince kaççam az basýn
17:38:59 | [CMD] testere151(12) => /aa bende hile var kursam mý :D
17:39:2 | yardimci(20): Psn Ye 1 Kiþi  Alým Var Gelen Varmý ??
17:39:3 | [CMD] huseyin(8) => /aa yok
17:39:6 | [CMD] Younapo.(14) => /c tamam
17:39:7 | [LOCAL]oktayacar(19): oo h.o
17:39:7 | [CMD] oktayacar(19) => /l oo h.o
17:39:10 | [CMD] haskoy080808(22) => /modafiye
17:39:13 | [CMD] huseyin(8) => /respawn 491 
17:39:15 | [CMD] TIRCI(17) => /kemer
17:39:15 | [CMD] yardimci(20) => /sirketdorse
17:39:16 | [LOCAL]oktayacar(19): hangi okul
17:39:16 | [CMD] oktayacar(19) => /l hangi okul
17:39:16 | [CMD] gorkemu24(7) => /ev
17:39:17 | [CMD] hasyurt07(24) => /modifiye
17:39:18 | [CMD] huseyin(8) => /meslek
17:39:18 | [CMD] oktayacar(19) => /work
17:39:20 | [CMD] testere151(12) => /aa bu swde banlýyken hack ile gelip trollüyodum :D
17:39:21 | [CMD] HeRquL(21) => /bangor bera
17:39:25 | [CMD] haskoy080808(22) => /modfiye
17:39:26 | huseyin(8) Itfaiyeci olarak spawn oldu.
17:39:26 | [LOCAL]TIRCI(17): sne nerde yasýyon nerden býlcen 
17:39:26 | [CMD] TIRCI(17) => /l sne nerde yasýyon nerden býlcen 
17:39:28 | [CMD] huseyin(8) => /aa hm 
17:39:34 | [CMD] haskoy080808(22) => /modifiye
17:39:34 | [LOCAL]oktayacar(19): ben denizli
17:39:34 | [CMD] oktayacar(19) => /l ben denizli
17:39:36 | [CMD] yardimci(20) => /convoy
17:39:37 | [LOCAL]oktayacar(19): sen
17:39:37 | [CMD] oktayacar(19) => /l sen
17:39:38 | [CMD] huseyin(8) => /kemer
17:39:40 | [CMD] huseyin(8) => /modifiye
17:39:43 | [CMD] huseyin(8) => /work
17:39:43 | [LOCAL]TIRCI(17): 16 plaka 
17:39:43 | [CMD] TIRCI(17) => /l 16 plaka 
17:39:47 | [SirketCHT] yardimci(20): ! gelin konvoy yapalým ?
17:39:49 | [CMD] H.R.N.(16) => /modifiye
17:39:52 | [LOCAL]oktayacar(19): ora nere
17:39:52 | [CMD] oktayacar(19) => /l ora nere
17:39:53 | [SirketCHT] DangerTr07(9): ! yapýyoruz 
17:39:56 | [CMD] HeRquL(21) => /a global chat hariç cmd görünür þekilde admine küfür/hakaret ban sebebi mi
17:39:58 | [SirketCHT] DangerTr07(9): ! harboura geliyoruz 
17:40:0 | [SirketCHT] yardimci(20): ! hangisi ?
17:40:1 | [CMD] testere151(12) => /bangor dondurma
17:40:2 | DangerTr07(9): t
17:40:4 | [CMD] gorkemu24(7) => /gobus
17:40:10 | [SirketCHT] DangerTr07(9): ! you'nun convoy 
17:40:11 | [LOCAL]TIRCI(17): googleye sor gýzlý sekmeden kotu seyler ýzlýcene :D
17:40:11 | [CMD] TIRCI(17) => /l googleye sor gýzlý sekmeden kotu seyler ýzlýcene :D
17:40:11 | [LOCAL]buyukustadbitti(15): 67
17:40:11 | [CMD] buyukustadbitti(15) => /l 67
17:40:11 | [CMD] yardimci(20) => /convoyiptal
17:40:11 | [CMD] HeRquL(21) => /work
17:40:14 | [SirketCHT] DangerTr07(9): ! younapo 
17:40:16 | [CMD] yardimci(20) => /convoy
17:40:18 | [CMD] huseyin(8) => /a cmd deki admine küfür mü 
17:40:20 | gorkemu24(7): duzelýr mý huseyýn
17:40:25 | [LOCAL]oktayacar(19): hangi idesnsin
17:40:25 | [CMD] oktayacar(19) => /l hangi idesnsin
17:40:28 | [CMD] HeRquL(21) => /a aynen lokal telsiz convot gibi
17:40:31 | [LOCAL]oktayacar(19): hangi ilesnsin
17:40:31 | [CMD] oktayacar(19) => /l hangi ilesnsin
17:40:31 | [CMD] yardimci(20) => /sirket
17:40:34 | [CMD] huseyin(8) => /pm 7 4 saattir mi gelmedi
17:40:36 | [LOCAL]oktayacar(19): il
17:40:36 | [CMD] oktayacar(19) => /l il
17:40:40 | [CMD] DangerTr07(9) => /A 
17:40:42 | [LOCAL]oktayacar(19): benim denizli
17:40:42 | [CMD] oktayacar(19) => /l benim denizli
17:40:43 | [CMD] haskoy080808(22) => /modifiye
17:40:44 | [LOCAL]TIRCI(17): sen buyume cagýna gýrdýnmý 
17:40:44 | [CMD] TIRCI(17) => /l sen buyume cagýna gýrdýnmý 
17:40:45 | [LOCAL]oktayacar(19): senin
17:40:45 | [CMD] oktayacar(19) => /l senin
17:40:50 | DangerTr07(9): t
17:40:52 | [CMD] gorkemu24(7) => /pm 8 valla 1-2 saat oldu çýkalý 0 dolar gözüküyor
17:40:53 | [LOCAL]oktayacar(19): evet
17:40:53 | [CMD] oktayacar(19) => /l evet
17:40:59 | gorkemu24(7): sen kurucu admýnsýn pm atamam
17:41:1 | DeaDD(25) oyuna girdi [IP: 158.181.40.71]
17:41:1 | DeaDD(25) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:41:5 | huseyin(8): görüyom ben
17:41:6 | DangerTr07(9): :Dd
17:41:8 | gorkemu24(7): 1-2 saat olmuþtur
17:41:8 | [LOCAL]TIRCI(17): cat cut u býlýyonmu ona gore koscam 
17:41:8 | [CMD] TIRCI(17) => /l cat cut u býlýyonmu ona gore koscam 
17:41:10 | [CMD] yardimci(20) => /pm 9 beni ne ara yatkili yptýn :Djsjsjsjs
17:41:16 | [CMD] H.R.N.(16) => /convoy
17:41:20 | [LOCAL]oktayacar(19): týrcý
17:41:20 | [CMD] oktayacar(19) => /l týrcý
17:41:21 | [CMD] DangerTr07(9) => /pm 20 dead'i atikdan sonra 
17:41:22 | [CMD] testere151(12) => /meslek
17:41:24 | [LOCAL]oktayacar(19): ilin ne
17:41:24 | [CMD] oktayacar(19) => /l ilin ne
17:41:24 | [LOCAL]TIRCI(17): he
17:41:24 | [CMD] TIRCI(17) => /l he
17:41:30 | [CMD] yardimci(20) => /pm 9 iyi
17:41:31 | [LOCAL]TIRCI(17): plaka yeter :
17:41:31 | [CMD] TIRCI(17) => /l plaka yeter :
17:41:34 | [LOCAL]oktayacar(19): denizli mi
17:41:34 | [CMD] oktayacar(19) => /l denizli mi
17:41:37 | {FFCC00}testere151(12) {FFFFFF}Pilot olarak spawn oldu.
17:41:37 | HeRquL(21): çoktan çok azdan az gider
17:41:42 | Younapo.(14): where are y ou sezer
17:41:42 | [CMD] yardimci(20) => /pm 9 ne yapabiliyorum ben þimdi ?
17:41:42 | [LOCAL]TIRCI(17): no denýzlý plaka 16 
17:41:42 | [CMD] TIRCI(17) => /l no denýzlý plaka 16 
17:41:42 | H.R.N.(16): Harbour convoy vardýr !
17:41:45 | [CMD] huseyin(8) => /vtamir
17:41:51 | [CMD] oktayacar(19) => /pm 21 plaka 16 nere
17:41:53 | [LOCAL]TIRCI(17): devreler yanmýs 
17:41:53 | [CMD] TIRCI(17) => /l devreler yanmýs 
17:42:1 | [CMD] DangerTr07(9) => /pm 20 üye alýp atabiliyorsun maaþlara ve kasaya bakabiliyorsuýn 
17:42:2 | buyukustadbitti buyukustad'i öldürdü. Oldurme Sekli: 50
17:42:2 | [CMD] HeRquL(21) => /pm 19 bursa
17:42:2 | [SWAT]DeaD[POH](25) oyuna girdi [IP: 158.181.40.71]
17:42:5 | 
17:42:10 | [LOCAL]oktayacar(19): brsalýsýn yani
17:42:10 | [CMD] oktayacar(19) => /l brsalýsýn yani
17:42:12 | [CMD] sezzer(11) => /c kim gelmedi hadin la
17:42:15 | [CMD] sezzer(11) => /convokontrol
17:42:15 | [CMD] DangerTr07(9) => /pmoff
17:42:17 | [LOCAL]TIRCI(17): ok
17:42:17 | [CMD] TIRCI(17) => /l ok
17:42:18 | [CMD] Younapo.(14) => /c danger
17:42:18 | [CMD] huseyin(8) => /a amk deadý geliyor
17:42:18 | 
17:42:20 | [CMD] H.R.N.(16) => /convoy
17:42:20 | [CMD] huseyin(8) => /vtamir
17:42:20 | gorkemu24(7): akþam gelmezse sölerým dursun sýmdý
17:42:20 | [LOCAL]oktayacar(19): denizliye hiç geldin mi
17:42:20 | [CMD] oktayacar(19) => /l denizliye hiç geldin mi
17:42:20 | [CMD] sezzer(11) => /convoykontrol
17:42:20 | [CMD] ordulukral523152(10) => /tamir
17:42:22 | {FFCC00}[SWAT]DeaD[POH](25) {FFFFFF}Kamyoncu olarak spawn oldu.
17:42:22 | [CMD] DangerTr07(9) => /C ? 
17:42:25 | huseyin(8): tmm
17:42:25 | [CMD] sezzer(11) => /c kaç m
17:42:26 | [CMD] yardimci(20) => /pm 9 tamam saol
17:42:27 | [CMD] HeRquL(21) => /a tam bir velet o
17:42:27 | [CMD] DangerTr07(9) => /C az kld 
17:42:27 | [LOCAL]TIRCI(17): no akraba vara am 
17:42:27 | [CMD] TIRCI(17) => /l no akraba vara am 
