0:0:3 | [CMD] ScrappeR(7) => /gobus
15:55:49 | Chilgin[byhack](28): aha muya cým kaznmýþ :d
15:55:49 | [LOCAL]Berkay08(27): bana yohmu
15:55:49 | [CMD] Berkay08(27) => /l bana yohmu
15:55:50 | Gezegen(19): kardeþim ne bozmasý bozmuyorum
15:55:51 | TheFireman(17): yardýmcý olacak bir admin var mý
15:55:53 | [CMD] L2L(29) => /KEMER
15:55:55 | [eN]Overlord(12): bana havada çarpmasaydý 3. oluyodum
15:55:58 | [CMD] HeRquL(11) => /odul 27
15:55:58 | [CMD] Moskova_Kurdu(30) => /uyar 19 Büyük Harf
15:55:59 | [CMD] HeRquL(11) => /odul 27
15:56:0 | [CMD] HeRquL(11) => /odul 27
15:56:2 | [CMD] TheFireman(17) => /pm 28 ya
15:56:2 | HeRquL(11): etk bitti
15:56:5 | [CMD] ByMelihTR(26) => /top5
15:56:5 | [CMD] [eN]Overlord(12) => /etkcik
15:56:6 | [LOCAL]Gezegen(19): Moskova ben tekrar geldim :D
15:56:6 | [CMD] Gezegen(19) => /l Moskova ben tekrar geldim :D
15:56:6 | [CMD] ByMelihTR(26) => /top1
15:56:7 | [CMD] L2L(29) => /work
15:56:7 | [CMD] ByMelihTR(26) => /top10
15:56:7 | [CMD] TheFireman(17) => /pm 28 ben balýk tuttum
15:56:8 | Muya(6): inekmi motorlardan :D
15:56:9 | [CMD] ByMelihTR(26) => /topmoney
15:56:10 | [CMD] Lucifer(22) => /a 2 dýyoz laa
15:56:11 | [CMD] ByMelihTR(26) => /moneytop
15:56:11 | {FFCC00}[eN]Overlord(12) {FFFFFF}Kamyoncu olarak spawn oldu.
15:56:12 | [CMD] TheFireman(17) => /pm 28 crash yedim
15:56:14 | [CMD] ByMelihTR(26) => /skortop
15:56:14 | [CMD] Chilgin[byhack](28) => /goto 
15:56:15 | [eN]Overlord(12): gezegen
15:56:17 | [CMD] huseyin(15) => /aa kör bu 
15:56:17 | [CMD] TheFireman(17) => /pm 28 7 tane balýgým vardý
15:56:17 | [CMD] ByMelihTR(26) => /rescue
15:56:17 | Gezegen(19): efem 
15:56:18 | [KAMYONCU] BeylerBeyi, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 844056$, 1 Skor ve 5 EXP Sure: 719 Saniye
15:56:18 | [CMD] HeRquL(11) => /duyuru etk bitti 
15:56:20 | Muya(6): :SDA
15:56:21 | [eN]Overlord(12): havada bana çarpmasaydýn 3. oluyodum
15:56:22 | [CMD] TheFireman(17) => /pm 28 þimdi balýðýn yok diyor
15:56:23 | Muya(6): nikotin :D
15:56:25 | [CMD] Lucifer(22) => /a elýne tukurem senýn
15:56:26 | [eN]Overlord(12): mutlu musun kardeþ
15:56:29 | [CMD] ByMelihTR(26) => /car
15:56:29 | [CMD] BeylerBeyi(9) => /sirket
15:56:30 | [CMD] HeRquL(11) => /a la muya 2
15:56:31 | [CMD] ByMelihTR(26) => /araba
15:56:31 | [CMD] Moskova_Kurdu(30) => /cleanupcars
15:56:31 | Gezegen(19): neden noldu ?
15:56:33 | [CMD] HeRquL(11) => /a 4 odul
15:56:33 | [CMD] Chilgin[byhack](28) => /pm 17 olabiliriyor biþi olma ki 
15:56:35 | [eN]Overlord(12): madem bitirmiþsin dursana yerinde
15:56:36 | [CMD] nik0tin(10) => /araba 
15:56:37 | [CMD] Moskova_Kurdu(30) => /slap 20
15:56:39 | [CMD] Moskova_Kurdu(30) => /cleanupcars
15:56:39 | [eN]Overlord(12): havada çarptýn bana
15:56:42 | [CMD] TheFireman(17) => /pm 28 7 skor gitti
15:56:43 | [eN]Overlord(12): sen çarpmasaydýn 3. idim
15:56:45 | Gezegen(19): havadamý çarptým 
15:56:48 | [eN]Overlord(12): evet
15:56:48 | [CMD] HeRquL(11) => /a berkay 3.
15:56:48 | [CMD] Chilgin[byhack](28) => /a amüp adam crash yemiþ görev parýy isiyo :d
15:56:50 | [CMD] nik0tin(10) => /car nrg 0 6 
15:56:52 | [CMD] Moskova_Kurdu(30) => /dcar
15:56:53 | Gezegen(19): kusura bakma kardeþim yanlýþlýkla oldu
15:56:55 | [CMD] sezzer(13) => /gobus
15:56:55 | [CMD] Berkay08(27) => /tamir
15:56:56 | Moskova_Kurdu(30) Itfaiyeci olarak spawn oldu.
15:56:59 | [CMD] Moskova_Kurdu(30) => /goto ScrappeR
15:56:59 | [CMD] ByMelihTR(26) => /pm 23 la
15:56:59 | [CMD] Chilgin[byhack](28) => /pm 17 benimde baþýma geldi veremeyiz 
15:57:0 | [CMD] ByMelihTR(26) => /pm 23 la anýl
15:57:4 | [CMD] ByMelihTR(26) => /soruiptal
15:57:4 | [CMD] [eN]Overlord(12) => /pm 13 sezzer reis
15:57:5 | [CMD] TheFireman(17) => /pm 28 peki
15:57:5 | TheFireman(17) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:57:6 | [CMD] Freezer3543(24) => /tamir
15:57:6 | Muya(6): :D
15:57:7 | [CMD] Moskova_Kurdu(30) => /atamir
15:57:7 | [CMD] HeRquL(11) => /duyuru etk bitti kazananlara tebriks
15:57:9 | Gezegen(19): ula muya :D
15:57:9 | [CMD] sezzer(13) => /pm 12 efm 
15:57:9 | [CMD] ahmet55(20) => /modifiye
15:57:10 | [CMD] ByMelihTR(26) => /rapor yaw kaç gündür sw geliom muteliyim bi bakýn ya
15:57:12 | [CMD] [eN]Overlord(12) => /pm 13 2m'ye ihtiyacým var
15:57:13 | [CMD] Moskova_Kurdu(30) => /spawn 18
15:57:13 | 
15:57:15 | [CMD] [eN]Overlord(12) => /rescue
15:57:15 | [CMD] ByMelihTR(26) => /report 1 yaw kaç gündür sw geliom muteliyim bi bakýn ya
15:57:16 | [CMD] [HB]MENGI(7) => /meslek
15:57:19 | {FFCC00}[HB]MENGI(7) {FFFFFF}Kamyoncu olarak spawn oldu.
15:57:20 | [CMD] huseyin(15) => /a 2-3dk afk
15:57:20 | [CMD] ByMelihTR(26) => /report 26 yaw kaç gündür sw geliom muteliyim bi bakýn ya
15:57:21 | [CMD] Fublary3003(0) => /meslek
15:57:22 | BaRan_ReiS(36): ula ne manyak adamým arabayla rampadan adamýn üstüne uçtum havadayken araçtan atladým :d
15:57:23 | {FFCC00}Fublary3003(0) {FFFFFF}Polis olarak spawn oldu.
15:57:24 | [CMD] Moskova_Kurdu(30) => /spawn 25
15:57:24 | {FFCC00}Hz.EvoturK(25) {FFFFFF}Kamyoncu olarak spawn oldu.
15:57:24 | [CMD] ByMelihTR(26) => /report 26 yaw kaç gündür sw geliom muteliyim bi bakýn ya
15:57:24 | [CMD] AnLBurAk(23) => /rescue
15:57:25 | [CMD] nik0tin(10) => /mutes 
15:57:27 | [CMD] Chilgin[byhack](28) => /mutes
15:57:28 | [CMD] huseyin(15) => /unmute 26
15:57:28 | [CMD] Moskova_Kurdu(30) => /spawn 27
15:57:30 | [CMD] Lucifer(22) => /mutes
15:57:30 | ByMelihTR(26): huseyin
15:57:31 | Gezegen(19): 3. geliþim :D
15:57:32 | [CMD] AnLBurAk(23) => /rescue
15:57:32 | ByMelihTR(26): top10 nasýl bakýoz
15:57:33 | [CMD] Moskova_Kurdu(30) => /spawn 27
15:57:33 | {FFCC00}Berkay08(27) {FFFFFF}Pilot olarak spawn oldu.
15:57:34 | [CMD] BaRan_ReiS(36) => /tamir
15:57:37 | [CMD] [eN]Overlord(12) => /top10
15:57:39 | [CMD] BeylerBeyi(9) => /rescue
15:57:39 | [CMD] [eN]Overlord(12) => /toponline
15:57:39 | [CMD] sezzer(13) => /pm 12 borç olarak mý
15:57:40 | [CMD] Chilgin[byhack](28) => /a mute yemniþ la bin s :D
15:57:40 | [CMD] Freezer3543(24) => /tamir
15:57:40 | [CMD] Moskova_Kurdu(30) => /cleanupcars 
15:57:43 | HeRquL(11): top10 diye biþey mi var
15:57:44 | [CMD] ByMelihTR(26) => /galeri
15:57:45 | [CMD] Moskova_Kurdu(30) => /Spawn 20
15:57:45 | Muya(6): niko :D
15:57:45 | [CMD] BULDOZER(06)(8) => /cevir
15:57:46 | ByMelihTR(26): para
15:57:46 | [CMD] Chilgin[byhack](28) => /a acmim hüseyin 
15:57:47 | ubeydo(18) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:57:48 | ByMelihTR(26): para yani .D
15:57:48 | [CMD] BULDOZER(06)(8) => /cevir
15:57:49 | [CMD] [eN]Overlord(12) => /pm 13 bilmiyorum
15:57:49 | [CMD] nik0tin(10) => /a en son bana küfür ettiydi 
15:57:49 | [CMD] BULDOZER(06)(8) => /cevir
15:57:50 | [CMD] BULDOZER(06)(8) => /cevir
15:57:50 | [CMD] ByMelihTR(26) => /galeri
15:57:50 | [CMD] BULDOZER(06)(8) => /cevir
15:57:51 | [CMD] BULDOZER(06)(8) => /cevir
15:57:52 | [LOCAL]Muya(6): asagýsý nasýldý :D
15:57:52 | [CMD] Muya(6) => /l asagýsý nasýldý :D
15:57:54 | [CMD] Chilgin[byhack](28) => /a hee ok
15:57:54 | [CMD] BULDOZER(06)(8) => /tamir
15:57:54 | [CMD] nik0tin(10) => /a 20 gün ban yedi 
15:57:55 | [CMD] Moskova_Kurdu(30) => /spawn Gezegen 
15:57:55 | {FFCC00}Gezegen(19) {FFFFFF}Kamyoncu olarak spawn oldu.
15:57:55 | [CMD] Berkay08(27) => /rescue
15:57:58 | [CMD] [eN]Overlord(12) => /kemer
15:57:58 | [CMD] Fublary3003(0) => /rescue
15:57:59 | [LOCAL]sezzer(13): sa
15:57:59 | [CMD] sezzer(13) => /l sa
15:58:2 | [CMD] [eN]Overlord(12) => /motor
15:58:3 | [CMD] [HB]MENGI(7) => /work
15:58:4 | BULDOZER(06)(8): admin
15:58:4 | [CMD] sezzer(13) => /pm 12 nasý bilmiyon
15:58:5 | [CMD] Berkay08(27) => /kemer
15:58:6 | nik0tin(10): evet
15:58:7 | [CMD] Moskova_Kurdu(30) => /spawn ScrappeR
15:58:7 | [CMD] Fublary3003(0) => /meslek
15:58:7 | 
15:58:8 | [CMD] Chilgin[byhack](28) => /a mute orda kaldý heralde
15:58:9 | Hz.EvoturK(25): kimi sevdiysek teker teker gidiyor be
15:58:9 | [CMD] HeRquL(11) => /bangor mertaran 
15:58:10 | [CMD] Berkay08(27) => /work
15:58:11 | {FFCC00}Fublary3003(0) {FFFFFF}Pilot olarak spawn oldu.
15:58:11 | BULDOZER(06)(8): gel
15:58:11 | [CMD] Freezer3543(24) => /tamir
15:58:12 | Gezegen(19): senmþ çektin beni
15:58:14 | [CMD] Lucifer(22) => /cleanupcars
15:58:15 | [CMD] Fublary3003(0) => /rescue
15:58:17 | [CMD] nik0tin(10) => /a acalým mý 
15:58:17 | BULDOZER(06)(8): buga girdim yola cek 
15:58:17 | [CMD] Moskova_Kurdu(30) => /spawn 20
15:58:17 | Hz.EvoturK(25): he
15:58:18 | Muya(6): huseyin gg :D
15:58:19 | [LOCAL]Gezegen(19): senmþ çektin beni
15:58:19 | [CMD] Gezegen(19) => /l senmþ çektin beni
15:58:20 | [CMD] BULDOZER(06)(8) => /tamir
15:58:23 | Berkay08(27): @25 o nasýl sevmek:D
15:58:23 | Hz.EvoturK(25): a7 yim zaten ben cektim sjsjsj
15:58:23 | [CMD] Chilgin[byhack](28) => /a hüseyin hee acakmý 
15:58:24 | [CMD] BeylerBeyi(9) => /rescue
15:58:26 | ByMelihTR(26): la swye neoldu araçlar 10m
15:58:26 | [LOCAL]Gezegen(19): bende diyom nasýl geldim :D
15:58:26 | [CMD] Gezegen(19) => /l bende diyom nasýl geldim :D
15:58:27 | [CMD] Lucifer(22) => /etk spawn
15:58:27 | {FFCC00}Muya(6) {FFFFFF}Pilot olarak spawn oldu.
15:58:27 | nik0tin(10) Itfaiyeci olarak spawn oldu.
15:58:27 | HeRquL(11) Pizzaci olarak spawn oldu.
15:58:27 | Moskova_Kurdu(30) Itfaiyeci olarak spawn oldu.
15:58:30 | Muya(6): :(
15:58:30 | [CMD] huseyin(15) => /a açtým 
15:58:32 | [CMD] Fublary3003(0) => /work
15:58:32 | Hz.EvoturK(25): a7 yim zaten ben cektim sjsjsj
15:58:33 | [CMD] [eN]Overlord(12) => /tamir
15:58:33 | Muya(6): oha
15:58:33 | [CMD] Chilgin[byhack](28) => /a tm
15:58:34 | [CMD] Gezegen(19) => /araba
15:58:36 | [CMD] Lucifer(22) => /cleanupcars
15:58:36 | BULDOZER(06)(8): niko bi gelirmisin
15:58:37 | Moskova_Kurdu(30) Itfaiyeci olarak spawn oldu.
15:58:37 | [CMD] huseyin(15) => /a o bi ara ban yediydi de
15:58:37 | [CMD] nik0tin(10) => /myskin 124 
15:58:38 | [CMD] Berkay08(27) => /work
15:58:38 | {FFCC00}Muya(6) {FFFFFF}Pilot olarak spawn oldu.
15:58:39 | Muya(6): ahýrda dogdum :D
15:58:39 | BaRan_ReiS(36): hüseyin
15:58:39 | ByMelihTR(26): servere neo ldu beyler?
15:58:39 | [CMD] huseyin(15) => /a ozmn atýldýydý 
15:58:40 | [ANTIHACK] Þüpheli BaRan_ReiS(36) => Airbreak-hack
15:58:42 | [CMD] Chilgin[byhack](28) => /a hmm ok
15:58:42 | huseyin(15): Evet
15:58:43 | [CMD] huseyin(15) => /dtemizle 
15:58:44 | [CMD] huseyin(15) => /asay2 s  
15:58:44 | [CMD] nik0tin(10) => /slap 25 
15:58:45 | [CMD] nik0tin(10) => /slap 25 
15:58:45 | [CMD] Lucifer(22) => /fly
15:58:47 | BaRan_ReiS(36): sen adamsýn
15:58:47 | [CMD] Moskova_Kurdu(30) => /goto 19 
15:58:48 | ByMelihTR(26): huseyinn sw biþeymi oldu
15:58:48 | [CMD] BeylerBeyi(9) => /sirket
15:58:49 | huseyin(15): ;)
15:58:50 | [CMD] BeylerBeyi(9) => /araba
15:58:52 | huseyin(15): Ne gibi biþey
15:58:52 | Freezer3543(24): Gm help aga adam bugda
15:58:53 | [LOCAL]Moskova_Kurdu(30): ben spawnladým lo 
15:58:53 | [CMD] Moskova_Kurdu(30) => /l ben spawnladým lo 
15:58:53 | [CMD] sezzer(13) => /icerigir
15:58:56 | ByMelihTR(26): araçlar pahalanmýs
15:58:56 | [CMD] sezzer(13) => /isyerimenu
15:58:58 | [CMD] sezzer(13) => /isyerimenu
15:58:58 | [CMD] nik0tin(10) => /goto 24 
15:58:58 | [CMD] Moskova_Kurdu(30) => /etk sirala
15:59:1 | [CMD] Chilgin[byhack](28) => /goto 24
15:59:1 | [CMD] nik0tin(10) => /goto 24 
15:59:2 | huseyin(15): normal 
15:59:3 | [LOCAL]Muya(6): asagý atarsan döverüm
15:59:3 | [CMD] Muya(6) => /l asagý atarsan döverüm
15:59:4 | [CMD] sezzer(13) => /icerigir
15:59:4 | huseyin(15): sen unutmuþsun
15:59:4 | [CMD] Moskova_Kurdu(30) => /etk dondur
15:59:5 | [CMD] sezzer(13) => /isyerimenu
15:59:5 | Chilgin[byhack](28): ucuz bile
15:59:5 | [CMD] Moskova_Kurdu(30) => /etk sirala
15:59:6 | [CMD] sezzer(13) => /isyerimenu
15:59:7 | [CMD] Muya(6) => /iþe
15:59:9 | Gezegen(19): :D
15:59:9 | [LOCAL]Berkay08(27): :DD
15:59:9 | [CMD] Berkay08(27) => /l :DD
15:59:10 | [CMD] Muya(6) => /ise
15:59:10 | [LOCAL]Moskova_Kurdu(30): :D 
15:59:10 | [CMD] Moskova_Kurdu(30) => /l :D 
15:59:10 | BaRan_ReiS(36): cer la silahýmý :D
15:59:11 | [CMD] huseyin(15) => /cantazele
15:59:12 | [CMD] sezzer(13) => /icerigir
15:59:12 | [CMD] Lucifer(22) => /spawn 20
15:59:12 | ByMelihTR(26): 374m var nasýl :D
15:59:13 | Fublary3003(0): 2 dka sonra kanatta kal et k yapýn
15:59:13 | [CMD] sezzer(13) => /isyerimenu
15:59:13 | [CMD] HeRquL(11) => /musait
15:59:14 | Hz.EvoturK(25): ?D
15:59:15 | [CMD] sezzer(13) => /isyerimenu
15:59:15 | [CMD] Chilgin[byhack](28) => /get 8
15:59:15 | [ANTIHACK] Þüpheli BULDOZER(06)(8) => Airbreak-hack
15:59:15 | [CMD] Moskova_Kurdu(30) => /etk disarm
15:59:15 | BaRan_ReiS(36): Cer la silahýmý :D
15:59:16 | ByMelihTR(26): 374m var nasýl :D :)
15:59:16 | {FFCC00}ahmet55(20) {FFFFFF}Kamyoncu olarak spawn oldu.
15:59:20 | {FFCC00}ahmet55(20) {FFFFFF}Kamyoncu olarak spawn oldu.
15:59:20 | BaRan_ReiS(36): ver la silahýmý :D
15:59:20 | {FFCC00}ahmet55(20) {FFFFFF}Kamyoncu olarak spawn oldu.
15:59:20 | Freezer3543(24): Eyw
15:59:22 | BULDOZER(06)(8): wyw
15:59:22 | [CMD] Moskova_Kurdu(30) => /etk kill
15:59:23 | [CMD] sezzer(13) => /sirket
15:59:23 | [CMD] Muya(6) => /araba
15:59:24 | [CMD] BeylerBeyi(9) => /asay Ýstek Þarký Olmadýðý Ýçin Rastgele Açýlmýþtýr...
15:59:25 | Chilgin[byhack](28): ö.d
15:59:25 | BULDOZER(06)(8): eyww
15:59:25 | Gezegen(19): :d
15:59:26 | {FFCC00}Gezegen(19) {FFFFFF}Kamyoncu olarak spawn oldu.
15:59:26 | {FFCC00}BaRan_ReiS(36) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
15:59:27 | BaRan_ReiS(36): hüseyin    
15:59:27 | [CMD] Muya(6) => /araba
15:59:27 | [CMD] CcCAtakan1907(35) => /geldim
15:59:29 | ByMelihTR(26): 374m var nasýl :D :) ?
15:59:29 | [CMD] [eN]Overlord(12) => /pm 26 3m atar mýsýn
15:59:30 | [CMD] nik0tin(10) => /goto mosko 
15:59:32 | [CMD] Moskova_Kurdu(30) => /etk coz
15:59:34 | ubeydo(17) oyuna girdi [IP: 85.110.55.12]
15:59:34 | [CMD] Berkay08(27) => /work
15:59:35 | huseyin(15): Evet
15:59:36 | [CMD] Muya(6) => /animkapat
15:59:36 | Gezegen(19): orunu çek bi
15:59:37 | [LOCAL]sezzer(13): uyan amk
15:59:37 | [CMD] sezzer(13) => /l uyan amk
15:59:39 | [CMD] BeylerBeyi(9) => /asay Ýstek Þarký Ýçin " /isteksarki <id>" Komutu Ýle Bize Bildirebilirsiniz...
15:59:39 | ByMelihTR(26): huso
15:59:40 | [eN]Overlord(12): admin para daðýt
15:59:43 | BaRan_ReiS(36): adamsýný niye dedim biliyonmu tabi tabi de diye :D (yine adamsýn)
15:59:44 | [CMD] ByMelihTR(26) => /galeri
15:59:44 | 
15:59:44 | huseyin(15): huseyin* 
15:59:45 | Gezegen(19): moskova motorunu çek bi 
15:59:45 | [CMD] nik0tin(10) => /araba 
15:59:45 | [SirketCHT] sezzer(13): ! maaþlar virildimi biyleeeðr
15:59:47 | {FFCC00}ubeydo(17) {FFFFFF}Kamyoncu olarak spawn oldu.
15:59:47 | BaRan_ReiS(36): adamsýný niye dedim biliyonmu tabi tabi de diye :D (yine adamsýn) 
15:59:49 | [SirketCHT] [eN]Overlord(12): ! evved
15:59:50 | [SirketCHT] Moskova_Kurdu(30): ! Verem 
15:59:51 | [CMD] [eN]Overlord(12) => /work
15:59:53 | [SirketCHT] huseyin(15): ! veriyor
15:59:53 | [CMD] ubeydo(17) => /sa
15:59:55 | [CMD] BaRan_ReiS(36) => /as
15:59:56 | [CMD] Muya(6) => /araba
15:59:57 | [SirketCHT] huseyin(15): ! genelVerici
15:59:57 | [CMD] Lucifer(22) => /as
15:59:58 | [CMD] BeylerBeyi(9) => /as
15:59:58 | [CMD] Chilgin[byhack](28) => /araba
15:59:58 | [LOCAL]CcCAtakan1907(35): face bak :D
15:59:58 | [CMD] CcCAtakan1907(35) => /l face bak :D
15:59:59 | [CMD] Moskova_Kurdu(30) => /uyar 12 Adminden Para istemek
16:0:1 | [CMD] Muya(6) => /araba
16:0:2 | [LOCAL]sezzer(13): bakam hemen
16:0:2 | [CMD] sezzer(13) => /l bakam hemen
16:0:3 | [SirketCHT] ahmet55(20): ! beným maas verýrmýsýnz
16:0:5 | Fublary3003(0): etk kanatakal yapýn
16:0:5 | [CMD] Moskova_Kurdu(30) => /araba
16:0:7 | [CMD] CcCAtakan1907(35) => /musait
16:0:8 | [LOCAL]Berkay08(27): lennn
16:0:8 | [CMD] Berkay08(27) => /l lennn
16:0:8 | [CMD] CcCAtakan1907(35) => /sorular
16:0:9 | [OTOBUSCU] irem_60, Longway Otogar'den Emkatu Otogar'e Yolcu tasidi. Kazanc: 49069$ ve 3 Skor Sure: 844 Saniye
16:0:10 | [CMD] Fublary3003(0) => /work
16:0:11 | ByMelihTR(26): beyler nrg 100mmi 1tmi ?
16:0:11 | [CMD] Chilgin[byhack](28) => /modifiye
16:0:12 | [LOCAL]Moskova_Kurdu(30): :D
16:0:12 | [CMD] Moskova_Kurdu(30) => /l :D
16:0:12 | [CMD] ahmet55(20) => /sirket
16:0:12 | [CMD] Muya(6) => /araba
16:0:14 | ByMelihTR(26): yanlýþmý görüom :D
16:0:14 | Moskova_Kurdu(30): 100M
16:0:15 | huseyin(15): 100m
16:0:17 | Muya(6): düzgün sür :D
16:0:18 | [CMD] huseyin(15) => /dtemizle 
16:0:18 | [CMD] huseyin(15) => /asay2 s  
16:0:18 | ByMelihTR(26): 374m var
16:0:20 | irem_60(16) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
16:0:21 | [CMD] Moskova_Kurdu(30) => /sirket
16:0:22 | [CMD] huseyin(15) => /slap 21 
16:0:24 | [CMD] huseyin(15) => /cleanupcars
16:0:26 | ByMelihTR(26): ha level :D
16:0:29 | Muya(6): ögüs
16:0:29 | [LOCAL]Gezegen(19): adamlar atlamayý bilmþyorlar :D
16:0:29 | [CMD] Gezegen(19) => /l adamlar atlamayý bilmþyorlar :D
16:0:31 | [SirketCHT] huseyin(15): ! tþk api
16:0:31 | ByMelihTR(26): benim level silinimis la
16:0:32 | {FFCC00}Muya(6) {FFFFFF}Pilot olarak spawn oldu.
16:0:33 | {FFCC00}Hz.EvoturK(25) {FFFFFF}Kamyoncu olarak spawn oldu.
16:0:33 | Berkay08(27): :asasdasd
16:0:34 | Hz.EvoturK(25): dj
16:0:36 | ByMelihTR(26): azalmýs levleim?
16:0:37 | [LOCAL]Gezegen(19): 3 kere çýktým :D
16:0:37 | [CMD] Gezegen(19) => /l 3 kere çýktým :D
16:0:37 | cCc.Bayram.cCC(21): yapma hüseyin çiðerimi söktün :D
16:0:38 | [CMD] Berkay08(27) => /work
16:0:38 | [CMD] Freezer3543(24) => /tamir
16:0:42 | Chilgin[byhack](28): aslýnda aracalr cok ucuz da kasmasý var :D
16:0:42 | ByMelihTR(26): huseyin levelime n abtýnýz .D
16:0:43 | [CMD] HeRquL(11) => /sa
16:0:43 | Hz.EvoturK(25): muslum gurses bilemem eklesene
16:0:44 | [CMD] ByMelihTR(26) => /admins
16:0:44 | Muya(6): ba kben npom simdi sna :D
16:0:45 | [CMD] Berkay08(27) => /work
16:0:48 | [CMD] huseyin(15) => /as
16:0:48 | [CMD] ByMelihTR(26) => /admins
16:0:49 | [CMD] nik0tin(10) => /modifiye 
16:0:52 | BeylerBeyi(9): tamam
16:0:53 | ByMelihTR(26): huseiyn
16:0:55 | huseyin(15): Evet
16:0:55 | [CMD] Berkay08(27) => /as
16:0:57 | ByMelihTR(26): levelim gitmis ?
16:0:59 | [SirketCHT] Moskova_Kurdu(30): ! :D 
16:0:59 | ubeydo(17): etk olcakmý
16:1:0 | [CMD] ByMelihTR(26) => /admins
16:1:1 | [CMD] [eN]Overlord(12) => /tamir
16:1:1 | [CMD] Moskova_Kurdu(30) => /sirket
16:1:3 | huseyin(15): Konu açabilirsin melih
16:1:5 | [CMD] AnLBurAk(23) => /pm 26 ooo
16:1:5 | HeRquL(11): @17 þuan yok
16:1:7 | huseyin(15): www.trucksamp.com/forum 
16:1:7 | [CMD] Chilgin[byhack](28) => /atamir
16:1:9 | [ANTIHACK] Þüpheli Berkay08(27) => Airbreak-hack
16:1:11 | [CMD] ByMelihTR(26) => /pm 23 hayýrdýr :D
16:1:12 | [SirketCHT] Berkay08(27): ! güzel maaþ verion ha
16:1:14 | {FFCC00}Muya(6) {FFFFFF}Pilot olarak spawn oldu.
16:1:14 | [CMD] ByMelihTR(26) => /pm 23 hayýrdýr :D nabýon la buralarda
16:1:14 | [CMD] HeRquL(11) => /spec 27
16:1:16 | [SirketCHT] Gezegen(19): ! bana yokmu osbirr
16:1:17 | [CMD] AnLBurAk(23) => /pm 26 ne arýyon burda
16:1:17 | [CMD] sezzer(13) => /sirket
16:1:18 | [CMD] [eN]Overlord(12) => /tiryazi KONVOY TIRIDIR. ÇALINMASI YASAK
16:1:21 | [CMD] [eN]Overlord(12) => /tamir
16:1:23 | [CMD] ahmet55(20) => /sirket
16:1:23 | [CMD] [eN]Overlord(12) => /asiriyuk
16:1:24 | [CMD] Chilgin[byhack](28) => /a hüseyin sedne arda waring ckýyomu
16:1:29 | [SirketCHT] Moskova_Kurdu(30): ! iþsiz herif 
16:1:30 | Hz.EvoturK(25): huseyin banlaninca sirket falan gitmiyor dimi
16:1:30 | [CMD] ByMelihTR(26) => /pm 23 buraya geçtim
16:1:31 | [CMD] Moskova_Kurdu(30) => /sirket
16:1:32 | Berkay08(27): lv havaalnaý suriyeyi geçti
16:1:32 | [CMD] huseyin(15) => /a hee
16:1:33 | [CMD] BeylerBeyi(9) => /balon
16:1:34 | [SirketCHT] sezzer(13): ! olley bee
16:1:35 | [CMD] huseyin(15) => /a cýkýy
16:1:38 | [CMD] Hz.EvoturK(25) => /meslek
16:1:38 | [CMD] ByMelihTR(26) => /pm 23 buraya geçtim arada gerçek hayat bir server varya orda oynuom
16:1:39 | [CMD] huseyin(15) => /dtemizle 
16:1:39 | [CMD] Berkay08(27) => /tamir
16:1:39 | [CMD] huseyin(15) => /asay2 s  
16:1:41 | [CMD] Chilgin[byhack](28) => /a cakar modu yapýyto :d
16:1:41 | {FFCC00}Hz.EvoturK(25) {FFFFFF}Pilot olarak spawn oldu.
16:1:43 | [CMD] Hz.EvoturK(25) => /rescue
16:1:43 | [SirketCHT] ahmet55(20): ! beným maas da verýrmýsnz
16:1:44 | [CMD] nik0tin(10) => /a çakar açýk býrakýp araçtan inince çýkýyo :D 
16:1:44 | [LOCAL]CcCAtakan1907(35): tam afkden çýkcaktým sn geldin çýkmaýdm
16:1:44 | [CMD] CcCAtakan1907(35) => /l tam afkden çýkcaktým sn geldin çýkmaýdm
16:1:45 | [CMD] HeRquL(11) => /specoff
16:1:45 | HeRquL(11) Pizzaci olarak spawn oldu.
16:1:45 | huseyin(15): yk
16:1:46 | OlympusH(34) Yol Iscisi olarak spawn oldu.
16:1:47 | Fublary3003(0) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
16:1:52 | [SirketCHT] [eN]Overlord(12): ! sezer
16:1:52 | ubeydo(17) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
16:1:55 | [CMD] AnLBurAk(23) => /pm 26 anýl abý acýcak oraya gel cuma acýlýs var
16:1:55 | [CMD] Chilgin[byhack](28) => /a cakar modu yapýyo onun u
16:1:56 | [CMD] nik0tin(10) => /a bide araç res atarsan crash veriyo :D 
16:1:56 | [CMD] HeRquL(11) => /aka 29
16:1:59 | [SirketCHT] [eN]Overlord(12): ! ne kadar katký yapmýþtýn þirkete
16:2:0 | [LOCAL]sezzer(13): knk montain i satýp elegy alsam mý
16:2:0 | [CMD] sezzer(13) => /l knk montain i satýp elegy alsam mý
16:2:3 | [CMD] ByMelihTR(26) => /pm 23 kapandýmý sw :D
16:2:3 | [CMD] huseyin(15) => /a :Dd
