0:0:2 | TunlordBeyWT(6): neyse biter þimdi
17:47:44 | [CMD] BertugBORA(9) => /tamair
17:47:44 | [CMD] CagatayBro(25) => /karavan
17:47:44 | [LOCAL]Sahildeniz(37): dolaþýom
17:47:44 | [CMD] Sahildeniz(37) => /L dolaþýom
17:47:46 | 
17:47:47 | emirhanertem(34): milleti uyarýyonuz bize dirak ban
17:47:47 | iYasinBey(24): y
17:47:48 | [CMD] Berkay08(14) => /kemer
17:47:48 | [CMD] [A.s.i]KraL(36) => /isyerimenu
17:47:49 | CagatayBro(25): yakýnlarda karavan yok
17:47:49 | H.R.N.(13): yaklaþ y bas
17:47:50 | Emirbaba3373(38) oyuna girdi [IP: 212.252.118.201]
17:47:52 | [CMD] BertugBORA(9) => /tamir
17:47:52 | [CMD] turgut06(23) => /tamir
17:47:53 | [CMD] Grejuva(6) => /tamir
17:47:54 | [LOCAL]Moskova_Kurdu(21): Konvoy yapak mý baþgan 
17:47:54 | [CMD] Moskova_Kurdu(21) => /l Konvoy yapak mý baþgan 
17:47:54 | CagatayBro(25): ha taktý eyw
17:47:55 | [CMD] [A.s.i]KraL(36) => /gobus
17:47:55 | [CMD] ArdaBey(29) => /basarimlar
17:47:55 | iYasinBey(24): olduj
17:47:56 | huso608(27): @34 problem nedir
17:47:57 | [CMD] gorkemu24(12) => /convoy
17:48:0 | SHiZoFReNiX(30): Sorry
17:48:0 | [LOCAL]BahadrOkan12(11): bi ev aldým evi kaybettim bende aq :D
17:48:0 | [CMD] BahadrOkan12(11) => /l bi ev aldým evi kaybettim bende aq :D
17:48:0 | [CMD] CagatayBro(25) => /tamir
17:48:1 | [CMD] [A.s.i]KraL(36) => /icerigir
17:48:2 | [CMD] iYasinBey(24) => /kemer
17:48:3 | ArdaBey(29): bugun Client gelmiyecekmiydi ?
17:48:5 | [CMD] [eN]Overlord(35) => /tamir
17:48:6 | [CMD] [A.s.i]KraL(36) => /isyerimenu
17:48:6 | [CMD] Moskova_Kurdu(21) => /aka 30 
17:48:6 | 
17:48:7 | [CMD] BeylerBeyi(33) => /gobus
17:48:9 | [CMD] [A.s.i]KraL(36) => /isyerimenu
17:48:9 | [CMD] Sahildeniz(37) => /evlerim
17:48:9 | ozantr12345(31): ayn
17:48:9 | {FFCC00}Emirbaba3373(38) Otobus Soforu olarak spawn oldu.
17:48:11 | [CMD] Sahildeniz(37) => /ev
17:48:12 | huso608(27): @29 gelince bilgi verilir
17:48:13 | [CMD] [A.s.i]KraL(36) => /gobus
17:48:13 | HeRquL(8): çok yakýnda @29 
17:48:14 | iYasinBey(24): olur arada
17:48:14 | [CMD] SHiZoFReNiX(30) => /modifiye
17:48:16 | emirhanertem(34): terst serite girdigimizde ban
17:48:16 | [OTOBUSCU] turgut06, Duzce Otogar'den Las Venturas Otogar'e Yolcu tasidi. Kazanc: 23429$ ve 3 Skor Sure: 880 Saniye
17:48:17 | [CMD] CagatayBro(25) => /tamir
17:48:18 | [CMD] SHiZoFReNiX(30) => /modifiye
17:48:19 | Freezer3543(22): Client?
17:48:20 | iYasinBey(24): týr gibi dikkat et
17:48:21 | [CMD] BertugBORA(9) => /tamir
17:48:22 | [LOCAL]Moskova_Kurdu(21): Baþgan 
17:48:22 | [CMD] Moskova_Kurdu(21) => /l Baþgan 
17:48:23 | emirhanertem(34): milleti uyarýyonuz bize anýnda ban
17:48:24 | [CMD] [A.s.i]KraL(36) => /isyerimenu
17:48:26 | huso608(27): @3 ban yoktur uyarý verilir
17:48:26 | gorkemu24(12): ters þerite ban yok
17:48:26 | [CMD] [A.s.i]KraL(36) => /icerigir
17:48:29 | iYasinBey(24): ban yok
17:48:30 | [CMD] [A.s.i]KraL(36) => /isyerimenu
17:48:30 | [CMD] Emirbaba3373(38) => /sa
17:48:30 | testere151(32): uyarý atýlýyo ban deðiþ
17:48:30 | [CMD] HeRquL(8) => /convoy
17:48:31 | iYasinBey(24): kick
17:48:31 | [LOCAL]Moskova_Kurdu(21): Konvoy yapak mý ? 
17:48:31 | [CMD] Moskova_Kurdu(21) => /l Konvoy yapak mý ? 
17:48:32 | testere151(32): uyarý atýlýyo ban deðil
17:48:32 | [LOCAL]BeylerBeyi(33): kumarhanenin seviyelerini yükseltiyim öyle baþliyim deðilmi kasmaya
17:48:32 | [CMD] BeylerBeyi(33) => /l kumarhanenin seviyelerini yükseltiyim öyle baþliyim deðilmi kasmaya
17:48:33 | Hic(20): Aleyküm Selam Hoþgeldiniz,Ýyi Oyunlar... 
17:48:33 | [CMD] Jodor(7) => /convoyuye
17:48:34 | huso608(27): @34 ban yoktur uyarý verilir
17:48:35 | [CMD] Younapo.(18) => /c az kaldý
17:48:36 | {FFCC00}mami6034(10) {FFFFFF}Kamyoncu olarak spawn oldu.
17:48:37 | [CMD] turgut06(23) => /meslek
17:48:39 | [LOCAL]Berkay08(14): aynn
17:48:39 | [CMD] Berkay08(14) => /l aynn
17:48:39 | [CMD] [A.s.i]KraL(36) => /isyerimenu
17:48:39 | Younapo.(18): convy týrý
17:48:39 | [CMD] BeylerBeyi(33) => /gobus
17:48:40 | [CMD] Emirbaba3373(38) => /convoy
17:48:41 | emirhanertem(34): mesela yani :D
17:48:42 | [CMD] ozantr12345(31) => /ara
17:48:43 | Freezer3543(22): Kick yemissindir buyuk ihtimal
17:48:47 | [CMD] Moskova_Kurdu(21) => /Atamir
17:48:47 | turgut06(23): polis lv otogar gel
17:48:47 | [CMD] Younapo.(18) => /akilitle
17:48:47 | [LOCAL]BahadrOkan12(11): nabýyon hacý
17:48:47 | [CMD] BahadrOkan12(11) => /l nabýyon hacý
17:48:49 | [CMD] Berkay08(14) => /asay istek þarkýnýz çalýnýyor.iyi oyunlar dileriz...
17:48:51 | [CMD] Freezer3543(22) => /kemer
17:48:52 | [LOCAL]Hic(20): hiç sen
17:48:52 | [CMD] Hic(20) => /l hiç sen
17:48:54 | [CMD] ozantr12345(31) => /tamir
17:48:58 | iYasinBey(24): 3 defa uyarýda kick
17:49:1 | [CMD] [A.s.i]KraL(36) => /icerigir
17:49:6 | [LOCAL]Moskova_Kurdu(21): baþgann 
17:49:6 | [CMD] Moskova_Kurdu(21) => /l baþgann 
17:49:7 | [CMD] [A.s.i]KraL(36) => /rescye
17:49:7 | [CMD] Grejuva(6) => /work
17:49:8 | [A.s.i]KraL(36) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:49:10 | [LOCAL]huso608(27): buyur
17:49:10 | [CMD] huso608(27) => /l buyur
17:49:10 | [LOCAL]BahadrOkan12(11): hiç mi ?
17:49:10 | [CMD] BahadrOkan12(11) => /l hiç mi ?
17:49:11 | [CMD] Emirbaba3373(38) => /pm 7 jador nereye gideceksiniz konvoya gelem
17:49:12 | [LOCAL]Moskova_Kurdu(21): Konvoy yapak mý ? 
17:49:12 | [CMD] Moskova_Kurdu(21) => /l Konvoy yapak mý ? 
17:49:13 | [CMD] Grejuva(6) => /fps
17:49:14 | [CMD] testere151(32) => /goto 24
17:49:16 | HeRquL(8): jodor harbor geldimn bende katýlacam konvoy
17:49:16 | [CMD] BeylerBeyi(33) => /vipbilgi
17:49:18 | [CMD] CagatayBro(25) => /tamir
17:49:19 | [CMD] HeRquL(8) => /pmoff
17:49:22 | Jodor(7): gel 
17:49:22 | [LOCAL]Hic(20): hiç birþey demek istedim
17:49:22 | [CMD] Hic(20) => /l hiç birþey demek istedim
17:49:24 | [CMD] testere151(32) => /a püð hapiste goto olmuyo QWE:
17:49:24 | [CMD] ozantr12345(31) => /tamir
17:49:24 | [CMD] Hic(20) => /tamir
17:49:25 | H.R.N.(13) Mafya olarak spawn oldu.
17:49:25 | [CMD] mami6034(10) => /work
17:49:25 | emirhanertem(34): hepde yasin ha beni mi goetlyion sadece napýyona
17:49:26 | [LOCAL]huso608(27): yapamýyorum birimiz bari ilgilenelim sw yle
17:49:26 | [CMD] huso608(27) => /l yapamýyorum birimiz bari ilgilenelim sw yle
17:49:26 | (BANKA) Moskova_Kurdu(21) 31 nolu banka hesabindan 10000000$ cekti.
17:49:26 | [CMD] Emirbaba3373(38) => /convoy
17:49:26 | Jodor(7): birazdan açýlacak
17:49:26 | TunlordBeyWT(26): polisten kaçýp denizde ölmek suçmu ?
17:49:27 | [CMD] CagatayBro(25) => /tamir
17:49:28 | iYasinBey(24): dur
17:49:30 | [CMD] gorkemu24(12) => /convoy
17:49:31 | Jodor(7): convoy harbourda
17:49:31 | iYasinBey(24): git
17:49:31 | [LOCAL]CagatayBro(25): bunun içine nasýl giriyok
17:49:31 | [CMD] CagatayBro(25) => /l bunun içine nasýl giriyok
17:49:33 | [CMD] Moskova_Kurdu(21) => /admins
17:49:34 | Emirbaba3373(38): harbormu jador
17:49:34 | [LOCAL]BahadrOkan12(11): geziyon mu 
17:49:34 | [CMD] BahadrOkan12(11) => /l geziyon mu 
17:49:36 | TunlordBeyWT(26): bilebile denize atlamak
17:49:37 | [CMD] huso608(27) => /atamir
17:49:37 | [LOCAL]iYasinBey(24): gel kapýsýna
17:49:37 | [CMD] iYasinBey(24) => /l gel kapýsýna
17:49:37 | [CMD] huso608(27) => /fuel
17:49:37 | [CMD] emirhanertem(34) => /convoy
17:49:38 | [LOCAL]Hic(20): Evet
17:49:38 | [CMD] Hic(20) => /l Evet
17:49:42 | [LOCAL]Berkay08(14): nasýlým sence dj likte
17:49:42 | [CMD] Berkay08(14) => /l nasýlým sence dj likte
17:49:42 | [CMD] Emirbaba3373(38) => /meslek
17:49:42 | [CMD] HeRquL(8) => /kemer
17:49:44 | [LOCAL]Moskova_Kurdu(21): biz hariç 3 tane daha admin var onlar halleder .d 
17:49:44 | [CMD] Moskova_Kurdu(21) => /l biz hariç 3 tane daha admin var onlar halleder .d 
17:49:44 | [CMD] HeRquL(8) => /atamir
17:49:44 | {FFCC00}Emirbaba3373(38) {FFFFFF}Kamyoncu olarak spawn oldu.
17:49:47 | [LOCAL]BeylerBeyi(33): kanka donator mu aalayým  yoksa þirketmi
17:49:47 | [CMD] BeylerBeyi(33) => /l  kanka donator mu aalayým  yoksa þirketmi
17:49:48 | [LOCAL]iYasinBey(24): /karava
17:49:48 | [CMD] iYasinBey(24) => /l /karava
17:49:48 | H.R.N.(13): hayat benim ölürüm ölmem :D
17:49:49 | Jodor(7): evet
17:49:50 | [CMD] Moskova_Kurdu(21) => /convoy
17:49:51 | [CMD] SHiZoFReNiX(30) => /meslek
17:49:52 | [CMD] CagatayBro(25) => /karavan
17:49:53 | emirhanertem(34): guzel muzik acsana admin
17:49:53 | [LOCAL]huso608(27): hepsi konvoyda
17:49:53 | [CMD] huso608(27) => /l hepsi konvoyda
17:49:53 | [CMD] HeRquL(8) => /vipneon
17:49:53 | [LOCAL]BeylerBeyi(33): yeni biri için çok iyi
17:49:53 | [CMD] BeylerBeyi(33) => /l yeni biri için çok iyi
17:49:54 | {FFCC00}SHiZoFReNiX(30) {FFFFFF}Kamyoncu olarak spawn oldu.
17:49:54 | [CMD] Emirbaba3373(38) => /rescue
17:49:55 | [LOCAL]BahadrOkan12(11): iyi gezelim eraber
17:49:55 | [CMD] BahadrOkan12(11) => /l iyi gezelim eraber
17:49:56 | [CMD] Jodor(7) => /convoysifrekaldir
17:49:57 | [CMD] SHiZoFReNiX(30) => /meslek
17:49:57 | [CMD] iYasinBey(24) => /karavan
17:49:59 | [LOCAL]Moskova_Kurdu(21): Püü 
17:49:59 | [CMD] Moskova_Kurdu(21) => /l Püü 
17:50:0 | QuarryTech(17): eyw
17:50:0 | emirhanertem(34): kime bu inat ac
17:50:0 | TunlordBeyWT(26): ama suçmuþ
17:50:1 | iYasinBey(24): :D
17:50:1 | [CMD] huso608(27) => /a bi baksana gotoyla
17:50:2 | turgut06(23): polis las venturas otogar gel meslek deðiþemiyom
17:50:3 | {FFCC00}SHiZoFReNiX(30) Otobus Soforu olarak spawn oldu.
17:50:4 | [CMD] Moskova_Kurdu(21) => /vipler
17:50:4 | {FFCC00}testere151(32) {FFFFFF}Kamyoncu olarak spawn oldu.
17:50:5 | QuarryTech(17): 1 tur atabilrmym 
17:50:5 | BeylerBeyi(33): @34 Ýsteðe göre çalýnýyor þarkýlar
17:50:5 | [CMD] SHiZoFReNiX(30) => /meslek
17:50:5 | QuarryTech(17): .D
17:50:6 | [CMD] Moskova_Kurdu(21) => /vipler
17:50:7 | [LOCAL]Berkay08(14): bence þirket ama üyeleri ayarla önce
17:50:7 | [CMD] Berkay08(14) => /l bence þirket ama üyeleri ayarla önce
17:50:7 | [LOCAL]huso608(27): bi baksana gotoyla
17:50:7 | [CMD] huso608(27) => /l bi baksana gotoyla
17:50:7 | TunlordBeyWT(26): ssde aldým
17:50:7 | Emirbaba3373(38): bekliyoruz
17:50:8 | [LOCAL]CagatayBro(25): güzelmiþ bne
17:50:8 | [CMD] CagatayBro(25) => /l güzelmiþ bne
17:50:9 | QuarryTech(17): @35 1 tur abi :D
17:50:9 | [CMD] Hic(20) => /asay Sunucuda istediðiniz þarkýnýn çalmasýný istiyorsan /isteksarki <id> þeklinde DJ'Lere iletebilirsin... 
17:50:9 | Asi_Kaptan(36) oyuna girdi [IP: 88.233.145.255]
17:50:10 | [LOCAL]CagatayBro(25): bayýldým
17:50:10 | [CMD] CagatayBro(25) => /l bayýldým
17:50:10 | [ANTIHACK] Þüpheli Hic(20) => Airbreak-hack
17:50:14 | [CMD] TunlordBeyWT(26) => /rescue
17:50:14 | {FFCC00}SHiZoFReNiX(30) {FFFFFF}Kamyoncu olarak spawn oldu.
17:50:14 | [LOCAL]Jodor(7): birazdan convoy baþlayacak
17:50:14 | [CMD] Jodor(7) => /l birazdan convoy baþlayacak
17:50:14 | [LOCAL]CagatayBro(25): eve hiç gerek yok
17:50:14 | [CMD] CagatayBro(25) => /l eve hiç gerek yok
17:50:15 | [CMD] huso608(27) => /spec 20
17:50:16 | [LOCAL]Moskova_Kurdu(21): neye 
17:50:16 | [CMD] Moskova_Kurdu(21) => /l neye 
17:50:16 | [CMD] Berkay08(14) => /asay istek þarký için /isteksarki >id> yazýp bizlere iletebilirsiniz...
17:50:17 | [CMD] [eN]Overlord(35) => /la l
17:50:18 | Emirbaba3373(38): kapalý dorese demi
17:50:18 | [LOCAL][eN]Overlord(35): al
17:50:18 | [CMD] [eN]Overlord(35) => /l al
17:50:19 | [LOCAL]BeylerBeyi(33): þirket kurdular
17:50:19 | [CMD] BeylerBeyi(33) => /l þirket kurdular
17:50:19 | [CMD] iYasinBey(24) => /karavan
17:50:19 | 
17:50:20 | [CMD] TunlordBeyWT(26) => /kemer
17:50:23 | [CMD] SHiZoFReNiX(30) => /isteksarki Rockstar
17:50:23 | [CMD] ArdaBey(29) => /c hadi lo uykum geldi
17:50:24 | {FFCC00}Asi_Kaptan(36) {FFFFFF}Kamyoncu olarak spawn oldu.
17:50:25 | [LOCAL]CagatayBro(25): araç res atýnca gidiyormu
17:50:25 | [CMD] CagatayBro(25) => /l araç res atýnca gidiyormu
17:50:25 | [CMD] Moskova_Kurdu(21) => /goto huso
17:50:26 | [LOCAL]Jodor(7): sýrayla alýn
17:50:26 | [CMD] Jodor(7) => /l sýrayla alýn
17:50:26 | [CMD] Asi_Kaptan(36) => /rescue
17:50:26 | H.R.N.(13): sende yüzerek ceza kesebilirdin sen yukardan uyarý attýn
17:50:27 | QuarryTech(17): :D
17:50:28 | [LOCAL][eN]Overlord(35): ne oldu
17:50:28 | [CMD] [eN]Overlord(35) => /L ne oldu
17:50:29 | [CMD] SHiZoFReNiX(30) => /isteksarki Rockstar
17:50:30 | [CMD] iYasinBey(24) => /kemer
17:50:30 | [CMD] CagatayBro(25) => /karavan
17:50:31 | [LOCAL]gorkemu24(12): görev vermeyen var
17:50:31 | [CMD] gorkemu24(12) => /l görev vermeyen var
17:50:31 | [CMD] emirhanertem(34) => /isteksari emirhanertem kime bu inat
17:50:31 | [CMD] Emirbaba3373(38) => /kemer
17:50:33 | [CMD] Moskova_Kurdu(21) => /atamir
17:50:33 | [CMD] gorkemu24(12) => /convoy
17:50:34 | [LOCAL]QuarryTech(17): binilmiyor
17:50:34 | [CMD] QuarryTech(17) => /l binilmiyor
17:50:34 | BertugBORA(9): adim bey burda yol bitiyor nasýl gidicem ankara otogara
17:50:34 | [CMD] turgut06(23) => /rescue
17:50:34 | [LOCAL]BeylerBeyi(33): arkadaki týrý takip et
17:50:34 | [CMD] BeylerBeyi(33) => /l arkadaki týrý takip et
17:50:35 | [CMD] Asi_Kaptan(36) => /sirket
17:50:36 | testere151(32): sorun nedir @26 
17:50:37 | [LOCAL][eN]Overlord(35): ne diyor
17:50:37 | [CMD] [eN]Overlord(35) => /L ne diyor
17:50:38 | [CMD] iYasinBey(24) => /goto 9
17:50:39 | [CMD] DarkFlow(19) => /convoy
17:50:39 | [LOCAL]CagatayBro(25): araç res atýnca gidiyomu
17:50:39 | [CMD] CagatayBro(25) => /l araç res atýnca gidiyomu
17:50:40 | [CMD] Moskova_Kurdu(21) => /goto 9 
17:50:40 | [CMD] huso608(27) => /goto 9
17:50:41 | [CMD] Emirbaba3373(38) => /convoy
17:50:42 | [CMD] luplup67(28) => /ev
17:50:43 | SHiZoFReNiX(30) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:50:43 | TunlordBeyWT(26): uyarý atmadým
17:50:44 | [CMD] ArdaBey(29) => /c 1 tane daha yapak gidem sýnava çalýþayým
17:50:44 | [CMD] DarkFlow(19) => /motor
17:50:45 | [CMD] huso608(27) => /specoff
17:50:45 | {FFCC00}huso608(27) {FFFFFF}Kamyoncu olarak spawn oldu.
17:50:46 | [CMD] luplup67(28) => /evim
17:50:46 | [CMD] Hic(20) => /goto 9
17:50:46 | Freezer3543(22): Ben polistim adamýn biri atladý havada ceza kestim :D
17:50:46 | [CMD] huso608(27) => /goto 9
17:50:47 | CagatayBro(25): karavan araç res atýnca gidermi
17:50:49 | Moskova_Kurdu(21): Burasý deðil Bertug 
17:50:49 | [CMD] huso608(27) => /goto 9
17:50:51 | [CMD] luplup67(28) => /ev
17:50:52 | [LOCAL][eN]Overlord(35): ne diyor
17:50:52 | [CMD] [eN]Overlord(35) => /L ne diyor
17:50:52 | H.R.N.(13): aymadýn mý 4 kere attýn ss var
17:50:54 | [CMD] Hic(20) => /tamir
17:50:55 | [CMD] Moskova_Kurdu(21) => /rehberler
17:50:55 | [LOCAL][eN]Overlord(35): ne diyor ki
17:50:55 | [CMD] [eN]Overlord(35) => /L ne diyor ki
17:50:56 | [ANTIHACK] Þüpheli Sahildeniz(37) => Airbreak-hack
17:50:57 | [CMD] Hic(20) => /tamir
17:50:57 | [LOCAL]iYasinBey(24): tek kiþi gelin la
17:50:57 | [CMD] iYasinBey(24) => /l tek kiþi gelin la
17:50:59 | [CMD] Jodor(7) => /c herkes dorse aldý mý
17:50:59 | TunlordBeyWT(26): ben onu kovalarken denize atladý
17:51:1 | [CMD] Younapo.(18) => /modifiye
17:51:2 | [LOCAL]QuarryTech(17): bu arac sizin deðil
17:51:2 | [CMD] QuarryTech(17) => /l bu arac sizin deðil
17:51:7 | huso608(27): @9 nereye gideceksiniz
17:51:7 | [CMD] Younapo.(18) => /saat 0
17:51:7 | [CMD] Jodor(7) => /kemer
17:51:8 | [CMD] Moskova_Kurdu(21) => /r Hic götür adamý .d 
17:51:9 | [CMD] TunlordBeyWT(26) => /d tamam ver ss i
17:51:10 | Hic(20): Bertug bey takip edin
17:51:11 | [CMD] Jodor(7) => /c kapalý dorse
17:51:12 | Emirbaba3373(38): jgeliyom
17:51:13 | [LOCAL][eN]Overlord(35): yapacak birþey yok reiz
17:51:13 | [CMD] [eN]Overlord(35) => /L yapacak birþey yok reiz
17:51:14 | BertugBORA(9): ankara otogar
17:51:15 | Freezer3543(22): Aga ben havada kestim bence raporluk bise yok
17:51:16 | [CMD] DarkFlow(19) => /convoykontrol
17:51:17 | [LOCAL]QuarryTech(17): tm eyw
17:51:17 | [CMD] QuarryTech(17) => /l tm eyw
17:51:18 | huso608(27): takip edin
17:51:20 | [CMD] Asi_Kaptan(36) => /meslek
17:51:22 | [CMD] QuarryTech(17) => /adminol
17:51:23 | HeRquL(8): jodor geldim
17:51:23 | Sahildeniz(37) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:51:23 | [CMD] [eN]Overlord(35) => /afk
17:51:24 | [CMD] iYasinBey(24) => /pm 21
17:51:24 | Freezer3543(22): ßß
17:51:25 | Hic(20): bb
17:51:25 | [CMD] Moskova_Kurdu(21) => /A baþgan sen dur rehber var 
17:51:26 | [CMD] H.R.N.(13) => /goto 9
17:51:27 | [CMD] huso608(27) => /car infernus 3 3
17:51:28 | [CMD] turgut06(23) => /sorusor abi polis gelmiyor meslek deðiþemiyom
17:51:28 | TunlordBeyWT(26): ver ssi hrn
17:51:28 | [CMD] H.R.N.(13) => /goto 9
17:51:29 | [CMD] iYasinBey(24) => /pm 21 aga
17:51:29 | [CMD] BertugBORA(9) => /cevir
17:51:30 | [CMD] Jodor(7) => /work
17:51:33 | QuarryTech(17) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:51:33 | [CMD] Moskova_Kurdu(21) => /pm 24 he 
17:51:36 | [LOCAL]BeylerBeyi(33): ilerde
17:51:36 | [CMD] BeylerBeyi(33) => /l ilerde
17:51:36 | {FFCC00}Asi_Kaptan(36) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
17:51:39 | [CMD] turgut06(23) => /sorusor polis gemiyor meslek deðiþmiyor
17:51:41 | [CMD] Moskova_Kurdu(21) => /A baþgan sen dur rehber var 
17:51:43 | [CMD] TunlordBeyWT(26) => /rescue
17:51:44 | [CMD] Moskova_Kurdu(21) => /a hüloo 
17:51:44 | H.R.N.(13): kardeþim gel kes ya ne uzattýn 4k için
17:51:45 | [CMD] testere151(32) => /a neyse ben az çýkýyorum 1 saate gelirim
17:51:48 | [CMD] DarkFlow(19) => /asiriyuk
17:51:48 | TunlordBeyWT(26): h.rn
17:51:49 | [CMD] turgut06(23) => /sorusor polisgemiyor meslekdeðiþmiyor
17:51:50 | [CMD] iYasinBey(24) => /pm 21 3m atsana
17:51:53 | [CMD] Asi_Kaptan(36) => /rescue
17:51:54 | [CMD] iYasinBey(24) => /sorular
17:51:55 | TunlordBeyWT(26): gönder ssi
17:51:55 | [CMD] CagatayBro(25) => /tamir
17:51:57 | [CMD] gorkemu24(12) => /asiriyuk
17:51:57 | [CMD] Younapo.(18) => /asiriyuk
17:51:57 | TunlordBeyWT(26): 7kemer
17:51:59 | [CMD] TunlordBeyWT(26) => /kemer
17:51:59 | [LOCAL]BeylerBeyi(33): istersen ben süreyim
17:51:59 | [CMD] BeylerBeyi(33) => /l istersen ben süreyim
17:51:59 | [CMD] testere151(32) => /odulall
17:52:0 | [CMD] testere151(32) => /odulall
17:52:0 | Strike(TR)(17) oyuna girdi [IP: 95.15.110.69]
17:52:0 | [CMD] testere151(32) => /odulall
17:52:0 | [CMD] testere151(32) => /odulall
17:52:1 | [CMD] testere151(32) => /odulall
17:52:1 | [CMD] testere151(32) => /odulall
17:52:1 | [CMD] Hic(20) => /r Harun soru
17:52:1 | [CMD] testere151(32) => /odulall
17:52:2 | [CMD] Moskova_Kurdu(21) => /pm 24 /Uyar 24 Amdinden para istemek 
17:52:5 | [CMD] Moskova_Kurdu(21) => /admins
17:52:6 | [CMD] ArdaBey(29) => /c jodor yavaþ
17:52:6 | emirhanertem(34): ehwa
17:52:6 | Grejuva(6): eyw
17:52:6 | Freezer3543(22): Allah razý olsun
17:52:7 | [CMD] Hic(20) => /tamir
17:52:7 | HeRquL(8): jodor ayp
17:52:8 | [CMD] Jodor(7) => /tiryazi Convoy týrýdýr 
17:52:8 | [CMD] testere151(32) => /adminoll
17:52:9 | emirhanertem(34): eyw
17:52:9 | H.R.N.(13): göndermiyom gel kes ceza kesmeni istiyom
17:52:9 | [CMD] testere151(32) => /adminoll
17:52:10 | HeRquL(8): yaptýgýn
17:52:11 | [CMD] ArdaBey(29) => /tamir
17:52:11 | Moskova_Kurdu(21) iYasinBey(24)'a 3000000$ para gönderdi
17:52:11 | [CMD] Moskova_Kurdu(21) => /paragonder 24 3000000
17:52:11 | [CMD] H.R.N.(13) => /sorular
17:52:12 | [CMD] Madness(15) => /c sa yetiþitm duþ aldm
17:52:12 | [CMD] testere151(32) => /adminol
17:52:12 | [CMD] iYasinBey(24) => /sorular
17:52:13 | [CMD] testere151(32) => /adminol
17:52:13 | [CMD] CagatayBro(25) => /karavan
17:52:15 | Hic(20): bb
17:52:15 | testere151(32) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:52:15 | Berkay08(14): bb
17:52:16 | 
17:52:16 | [CMD] HeRquL(8) => /convoy
17:52:17 | [CMD] H.R.N.(13) => /sorukabul 23
17:52:17 | Jodor(7): sen girmedin mi
17:52:18 | Madness(15): bb
17:52:18 | [KAMYONCU] HeRquL, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 844056$, 1 Skor ve 5 EXP Sure: 540 Saniye
17:52:18 | {FFCC00}Strike(TR)(17) {FFFFFF}Kamyoncu olarak spawn oldu.
17:52:20 | Freezer3543(22): Allah razý olsun
17:52:20 | [CMD] iYasinBey(24) => /sorukabul 23
17:52:21 | [CMD] Strike(TR)(17) => /Admgiris
17:52:21 | HeRquL(8): girmedim
17:52:23 | [CMD] Berkay08(14) => /dtemizle
17:52:24 | [CMD] H.R.N.(13) => /ypm buyrun?
17:52:24 | Jodor(7): ben girdin zannettim :/
17:52:25 | Asi_Kaptan(36) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:52:25 | HeRquL(8): sana az kaldý dedim 
17:52:25 | Madness(15): herkül çýksana
17:52:27 | TunlordBeyWT(26): h.r.n
17:52:28 | [CMD] Moskova_Kurdu(21) => /rescue
17:52:29 | [CMD] Strike(TR)(17) => /sa
17:52:29 | [CMD] turgut06(23) => /ypm meslek deðiþemiyom
17:52:30 | [CMD] Strike(TR)(17) => /admins
17:52:30 | Hic(20): Aleyküm Selam Hoþgeldiniz,Ýyi Oyunlar... 
17:52:31 | [CMD] Moskova_Kurdu(21) => /goto 7 
17:52:31 | [CMD] Freezer3543(22) => /tamir
17:52:32 | Jodor(7): herqul desenee bana
17:52:32 | [CMD] HeRquL(8) => /work
17:52:32 | [CMD] ArdaBey(29) => /as
17:52:33 | [CMD] Berkay08(14) => /as
17:52:33 | [CMD] turgut06(23) => /ypm polis lazým
17:52:34 | [CMD] Berkay08(14) => /asay istek þarký için /isteksarki >id> yazýp bizlere iletebilirsiniz...
17:52:35 | [CMD] Berkay08(14) => /asay forum sayfamýz:www.trucksamp.com/forum
17:52:37 | [LOCAL]Moskova_Kurdu(21): bura nere .d 
17:52:37 | [CMD] Moskova_Kurdu(21) => /l bura nere .d 
17:52:37 | [CMD] turgut06(23) => /ypm cezam var
17:52:38 | Jodor(7): herqul var ya
17:52:38 | [CMD] TunlordBeyWT(26) => /kemerw
17:52:43 | [CMD] Hic(20) => /asay Vip-donator-þirket vb. almak isteyenler forum ----> www.trucksamp.com/forum 
17:52:43 | [CMD] CagatayBro(25) => /karavan
17:52:43 | [CMD] Hic(20) => /asay Eðer bir oyuncudan þikayetçi iseniz /sikayet <id> <sebep> þeklinde gönderebilirsiniz... 
17:52:44 | [CMD] iYasinBey(24) => /a neskej
17:52:44 | [CMD] H.R.N.(13) => /ypm /meslek komutu ile deðiþtirebilirsin
17:52:45 | [CMD] huso608(27) => /r rehberler
17:52:45 | Jodor(7): görev al oradan katýlýrsýn bize
17:52:46 | [LOCAL]Berkay08(14): istersen araba çaðýrayým
17:52:46 | [CMD] Berkay08(14) => /l istersen araba çaðýrayým
