0:0:16 | [CMD] TIRCI(16) => /araba
17:21:16 | [CMD] Konyali42(7) => /l ninja /stats yap bi
17:21:16 | [CMD] xqHost(11) => /meslek
17:21:17 | [CMD] huseyin(13) => /arkadaslar
17:21:18 | {FFCC00}xqHost(11) {FFFFFF}Pilot olarak spawn oldu.
17:21:19 | [CMD] [SWAT]DeaD[POH](18) => /pm 6 tamam lv ye koy
17:21:19 | [CMD] huseyin(13) => /g
17:21:21 | [CMD] Ninja_Goulding(9) => /stats
17:21:21 | [CMD] [pG]aLcAtRaZ(6) => /pm 18 dor veracagim
17:21:23 | [CMD] huseyin(13) => /arkadaslar 
17:21:23 | [LOCAL]Konyali42(7): kac cöpcü gorevi
17:21:23 | [CMD] Konyali42(7) => /l kac cöpcü gorevi
17:21:26 | [CMD] TIRCI(10) => /pm 18 efm 
17:21:27 | [CMD] huseyin(13) => /s
17:21:27 | aliturkak(22) oyuna girdi [IP: 176.43.145.201]
17:21:27 | [CMD] sezzer(15) => /pm 16 kanka dün gece nrg aldým 289 k var þuan
17:21:27 | Ninja_Goulding(9): 2 daha
17:21:28 | [CMD] huseyin(13) => /g
17:21:31 | [CMD] nik0tin(8) => /atamir 
17:21:33 | 
17:21:34 | [CMD] [SWAT]DeaD[POH](18) => /pm 10 ev satin alacaktin
17:21:34 | [CMD] huseyin(13) => /car sfpd 0 1 
17:21:37 | Ninja_Goulding(9): nasýl para gonderikok
17:21:38 | {FFCC00}aliturkak(22) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
17:21:39 | [CMD] Sparta298(14) => /atamir
17:21:39 | [CMD] DeathStroke(16) => /pm 15 oda olur
17:21:40 | [CMD] aliturkak(22) => /sa
17:21:41 | [CMD] TIRCI(10) => /pm 18 saol almýcam 
17:21:41 | [CMD] iYasinBey(19) => /kemer
17:21:42 | [CMD] Sparta298(14) => /a Hüseyin
17:21:43 | Sparta298(14): Aleyküm Selam.
17:21:43 | [CMD] TIRCI(10) => /as
17:21:43 | Konyali42(7):  /paragonder id miktar
17:21:43 | Ninja_Goulding(9): as h.g
17:21:45 | [CMD] iYasinBey(19) => /as
17:21:47 | aliturkak(22): hb
17:21:47 | [CMD] ASLANBEY(20) => /as
17:21:48 | [CMD] Ninja_Goulding(9) => /paragonder
17:21:49 | [CMD] Konyali42(7) => /as
17:21:50 | [CMD] xqHost(11) => /as
17:21:51 | [CMD] Ninja_Goulding(9) => /paragonder
17:21:51 | [CMD] xqHost(11) => /rescue
17:21:52 | [CMD] Sparta298(14) => /a 2 user daha gelirse etk yapalýmmý
17:21:56 | Ninja_Goulding(9) sezzer(15)'a 31$ para gönderdi
17:21:56 | [CMD] Ninja_Goulding(9) => /paragonder 15 31
17:21:59 | [CMD] TIRCI(10) => /rescue
17:22:0 | [CMD] huseyin(13) => /a bakarýz
17:22:4 | [CMD] [SWAT]DeaD[POH](18) => /admins
17:22:4 | [CMD] huseyin(13) => /a niko sen burdamýydýn la 
17:22:6 | [pG]aLcAtRaZ(6): s
17:22:6 | aliturkak(22): beyler bi g.o diyin :D
17:22:8 | [CMD] sezzer(15) => /pm 8 kanka askeri pilotluk þeyini yazdým foruma okursun
17:22:10 | DeathStroke(16): sebep
17:22:11 | Sparta298(14): Niye
17:22:12 | [CMD] TIRCI(10) => /kemer
17:22:15 | [CMD] Younapo.(21) => /stamir
17:22:16 | [pG]aLcAtRaZ(6): go
17:22:16 | [CMD] Younapo.(21) => /work
17:22:16 | aliturkak(22): ayaðýmý kýrdým da
17:22:17 | [CMD] [SWAT]DeaD[POH](18) => /rentcar
17:22:17 | [CMD] Konyali42(7) => /work
17:22:18 | Ninja_Goulding(9): work de
17:22:18 | ASLANBEY(20): g.o
17:22:18 | [CMD] sezzer(15) => /rescue
17:22:19 | [CMD] huseyin(13) => /admins
17:22:19 | xqHost(11): .o
17:22:19 | DeathStroke(16): g.o
17:22:19 | Sparta298(14): G.o knk
17:22:20 | xqHost(11): g.o
17:22:21 | Younapo.(21): geçmiþ olsun
17:22:21 | iYasinBey(19): g.o
17:22:22 | [CMD] xqHost(11) => /work
17:22:25 | [CMD] xqHost(11) => /kemer
17:22:26 | aliturkak(22): saðoln
17:22:26 | Ninja_Goulding(9): nie la
17:22:27 | iYasinBey(19): geçmiþ olsun 
17:22:28 | [CMD] sezzer(15) => /araba
17:22:30 | [CMD] nik0tin(8) => /a burdayýmda telle konuþuyom 
17:22:31 | [pG]aLcAtRaZ(6): g.o
17:22:31 | TIRCI(10): go sýmdý hýc kalmasýn býlgýsayardan :D
17:22:32 | [SWAT]DeaD[POH](18): huseyin
17:22:33 | [CMD] prokadir6181(23) => /tamir
17:22:33 | Sparta298(14): Ali
17:22:35 | huseyin(13): Evet
17:22:37 | Ninja_Goulding(9): nie diýonuz la
17:22:37 | [pG]aLcAtRaZ(6): hoo
17:22:39 | Sparta298(14): Amdin oldum
17:22:39 | Ninja_Goulding(9): h.o die
17:22:39 | [SWAT]DeaD[POH](18): gelsene
17:22:41 | [CMD] DeathStroke(16) => /vipler
17:22:44 | huseyin(13): Sebep
17:22:49 | Ninja_Goulding(9): g.o die nie dionuz
17:22:50 | [SWAT]DeaD[POH](18): sen gel
17:22:52 | [CMD] Sparta298(14) => /a Baþladý gene :d
17:22:53 | [SWAT]DeaD[POH](18): beni suya cek
17:23:0 | [CMD] sezzer(15) => /araba
17:23:1 | [CMD] Sparta298(14) => /atamir
17:23:2 | [CMD] huseyin(13) => /a Hay sikicem suyunu
17:23:5 | [CMD] huseyin(13) => /goto 18 
17:23:6 | [LOCAL]Younapo.(21): kanka biþey yiom
17:23:6 | [CMD] Younapo.(21) => /l kanka biþey yiom
17:23:8 | [CMD] Grejuva(17) => /geldim
17:23:9 | aliturkak(22): niko gel hele yav
17:23:11 | [LOCAL]Younapo.(21): konuþmassam kb
17:23:11 | [CMD] Younapo.(21) => /l konuþmassam kb
17:23:16 | [CMD] prokadir6181(23) => /tamir
17:23:16 | [CMD] huseyin(13) => /a ilk karaya cekcem hasar alsýn teknesi .d
17:23:17 | [CMD] huseyin(13) => /fly
17:23:19 | Grejuva(17): soru cevap kýsmýna ss attým 
17:23:19 | [CMD] Sparta298(14) => /atamir
17:23:20 | Ninja_Goulding(9): konyali, senin kac polis
17:23:20 | [CMD] DeathStroke(16) => /pm 22 kanka
17:23:21 | [CMD] Sparta298(14) => /a :d
17:23:22 | iYasinBey(19): ya
17:23:23 | [LOCAL]TIRCI(10): tm bende týkýyodum daha yený geldým okuldan :D
17:23:23 | [CMD] TIRCI(10) => /l tm bende týkýyodum daha yený geldým okuldan :D
17:23:24 | Ninja_Goulding(9): stats bak bi
17:23:29 | Sparta298(14): Sezer knk
17:23:30 | [CMD] huseyin(13) => /a yüksekten býrakcam
17:23:31 | [CMD] Konyali42(7) => /stats
17:23:34 | [CMD] iYasinBey(19) => /stats
17:23:34 | Sparta298(14): Yakalasana :d
17:23:36 | Konyali42(7): 12 ceza 1 hapus
17:23:38 | Konyali42(7): hapis
17:23:39 | [CMD] huseyin(13) => /get 18 
17:23:39 | [ANTIHACK] Þüpheli [SWAT]DeaD[POH](18) => Airbreak-hack
17:23:41 | [CMD] iYasinBey(19) => /stats
17:23:43 | DeathStroke(16): hapus xD
17:23:44 | Ninja_Goulding(9): o deil la
17:23:46 | [CMD] [SWAT]DeaD[POH](18) => /tamir
17:23:48 | DeathStroke(16): mapus gibi :D
17:23:49 | Ninja_Goulding(9): çokculuk
17:23:51 | Ninja_Goulding(9): kac
17:23:52 | [CMD] Grejuva(17) => /pm 21 soru cavap kýsmýna attým 
17:23:55 | Ninja_Goulding(9): hmm
17:23:58 | Ninja_Goulding(9): belli
17:24:0 | Ninja_Goulding(9): saten
17:24:1 | [CMD] Younapo.(21) => /pm 17 tamam
17:24:4 | [CMD] huseyin(13) => /cleanupcars
17:24:4 | Sparta298(14): Sezer
17:24:7 | Sparta298(14): Geliyonmu
17:24:10 | [CMD] huseyin(13) => /car lspd 0 1 
17:24:10 | aliturkak(22): @14 neredesn
17:24:11 | [CMD] xqHost(11) => /tamir
17:24:12 | iYasinBey(19): +1 gýzlý kasa daha
17:24:13 | [CMD] DeathStroke(16) => /pm 22 kanka bakarmýsýn
17:24:13 | [LOCAL]TIRCI(10): uh klavyeye dokuldu ters cevýrem 
17:24:13 | [CMD] TIRCI(10) => /l uh klavyeye dokuldu ters cevýrem 
17:24:14 | [CMD] nik0tin(8) => /atamir 
17:24:15 | Ninja_Goulding(9): sen aldýn ben daha alcam 2 daha var
17:24:15 | [CMD] huseyin(13) => /saat 22 
17:24:15 | [CMD] sezzer(15) => /pm 8 kanka askeri pilotluk þeyini yazdým foruma okursun
17:24:16 | Sparta298(14): Lv
17:24:17 | [CMD] huseyin(13) => /saat 0 
17:24:18 | [CMD] huseyin(13) => /kemer
17:24:19 | Sparta298(14): Ali knk
17:24:20 | [CMD] huseyin(13) => /saat 22 
17:24:20 | [CMD] [pG]aLcAtRaZ(6) => /meslek
17:24:22 | Sparta298(14): Beni hatýrladýnmý
17:24:22 | [CMD] aliturkak(22) => /pm 16 buyur
17:24:23 | [pG]aLcAtRaZ(6) Mafya olarak spawn oldu.
17:24:23 | Ninja_Goulding(9): 1 saat oldumu la ben su is yerini alalý :D
17:24:24 | [CMD] [pG]aLcAtRaZ(6) => /meslek
17:24:26 | {FFCC00}[pG]aLcAtRaZ(6) {FFFFFF}Polis olarak spawn oldu.
17:24:27 | [CMD] xqHost(11) => /tamir
17:24:28 | aliturkak(22): hea hatýrlamaz mýyým ege
17:24:31 | Sparta298(14): :))
17:24:31 | Konyali42(7): yok olmamistir
17:24:32 | [CMD] iYasinBey(19) => /gobus
17:24:32 | [CMD] [pG]aLcAtRaZ(6) => /kemer
17:24:33 | Sparta298(14): Amdin oldum
17:24:35 | [pG]aLcAtRaZ(6): n
17:24:38 | [CMD] sezzer(15) => /tamir
17:24:38 | aliturkak(22): h.o kardeþim
17:24:39 | [CMD] DeathStroke(16) => /cevir
17:24:39 | [CMD] testere151(12) => /geldim
17:24:39 | [CMD] aliturkak(22) => /rescue
17:24:40 | [CMD] Grejuva(17) => /modifiye
17:24:42 | Sparta298(14): EYw 
17:24:43 | [CMD] testere151(12) => /musait
17:24:44 | DeathStroke(16): beyler biri 2k atabilirmi
17:24:45 | Ninja_Goulding(9): olunca direk mi gelior para yoksa icine gidip mi alýom
17:24:48 | [CMD] [pG]aLcAtRaZ(6) => /stats
17:24:49 | aliturkak(22): bi þirket gel ceza keseym sana 
17:24:50 | [LOCAL]testere151(12): bas gaza bebem
17:24:50 | [CMD] testere151(12) => /l bas gaza bebem
17:24:50 | [LOCAL]Sparta298(14): polisten kaçýcam polis bekliyom
17:24:50 | [CMD] Sparta298(14) => /l polisten kaçýcam polis bekliyom
17:24:52 | DeathStroke(16): beyler biri 2k atabilirmi
17:24:54 | [LOCAL]testere151(12): qWE:
17:24:54 | [CMD] testere151(12) => /l qWE:
17:24:56 | Sparta298(14): Olmaz
17:24:59 | Sparta298(14): Gelemem
17:25:2 | aliturkak(22) DeathStroke(16)'a 20000$ para gönderdi
17:25:2 | [CMD] aliturkak(22) => /paragonder 16 20000
17:25:2 | Konyali42(7):  /gobus yazarsin icine girip cekersin
17:25:3 | [LOCAL]testere151(12): yýldýzýný artýrayým istersen qWE:
17:25:3 | [CMD] testere151(12) => /l yýldýzýný artýrayým istersen qWE:
17:25:4 | Sparta298(14): Rescue çalýþmýyo :d
17:25:7 | DeathStroke(16): eyw
17:25:9 | [CMD] iYasinBey(19) => /asay Ýstek Þarký Olmadýðý Ýçin Rastgele Açýlmýþtýr... Ýyi Oyunlar... 
17:25:10 | aliturkak(22): tm þirketin oraya gel
17:25:10 | [CMD] DeathStroke(16) => /tamir
17:25:10 | [LOCAL]Sparta298(14): iyi olur valla :d
17:25:10 | [CMD] Sparta298(14) => /l iyi olur valla :d
17:25:10 | aliturkak(22): çd
17:25:11 | [CMD] xqHost(11) => /sac
17:25:11 | aliturkak(22): öd
17:25:14 | [LOCAL]testere151(12): kaç yapýyým
17:25:14 | [CMD] testere151(12) => /l kaç yapýyým
17:25:16 | [CMD] [pG]aLcAtRaZ(6) => /pm 13  e
17:25:17 | [LOCAL]Sparta298(14): 9
17:25:17 | [CMD] Sparta298(14) => /l 9
17:25:20 | [LOCAL]huseyin(13): ?
17:25:20 | [CMD] huseyin(13) => /l ?
17:25:21 | [CMD] [pG]aLcAtRaZ(6) => /pm 13  aha adminsin :D
17:25:22 | TIRCI(10): .
17:25:24 | [CMD] testere151(12) => /wanted 14 10
17:25:26 | [CMD] huseyin(13) => /pm 6 Evet.
17:25:30 | [LOCAL]testere151(12): 1 tanede benden QWE:
17:25:30 | [CMD] testere151(12) => /l 1 tanede benden QWE:
17:25:30 | [LOCAL]Sparta298(14): 9 dedim :d
17:25:30 | [CMD] Sparta298(14) => /l 9 dedim :d
17:25:33 | xqHost(11): hey mistýr polismýnn
17:25:33 | aliturkak(22): oo týrcý yine baþka meslekte
17:25:33 | [CMD] iYasinBey(19) => /meslek
17:25:34 | Ninja_Goulding(9): bu cok kolay :D
17:25:36 | [CMD] xqHost(11) => /work
17:25:37 | [CMD] Grejuva(17) => /modifiye
17:25:37 | [CMD] [SWAT]DeaD[POH](18) => /work
17:25:39 | Younapo.(21): grejuva ssin nerde knk
17:25:41 | {FFCC00}iYasinBey(19) {FFFFFF}Polis olarak spawn oldu.
17:25:45 | [CMD] testere151(12) => /asilah
17:25:50 | [CMD] DeathStroke(16) => /pm 10 knk bakarmýsýn
17:25:50 | TIRCI(10): ben hep kargoyum olum baska meslek sayýlmaz :D
17:25:51 | [CMD] xqHost(11) => /tamir
17:25:51 | [CMD] iYasinBey(19) => /meslek
17:25:53 | [CMD] huseyin(13) => /textkapat
17:25:53 | {FFCC00}iYasinBey(19) {FFFFFF}Kamyoncu olarak spawn oldu.
17:25:54 | [CMD] huseyin(13) => /textkapat
17:25:56 | [CMD] TIRCI(10) => /pm 16 efm 
17:25:57 | [LOCAL]Sparta298(14): kaza yaparsam
17:25:57 | [CMD] Sparta298(14) => /l kaza yaparsam
17:26:0 | [LOCAL]Sparta298(14): atamir çek
17:26:0 | [CMD] Sparta298(14) => /l atamir çek
17:26:4 | [CMD] nik0tin(8) => /ets spawn
17:26:7 | [CMD] sezzer(15) => /tamir
17:26:8 | [CMD] nik0tin(8) => /etk spawn
17:26:8 | {FFCC00}aliturkak(22) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
17:26:9 | [CMD] DeathStroke(16) => /pm 10 ya bana bi 4-5 m atarmýsýn allah için þirket geliþtircem
17:26:11 | [CMD] testere151(12) => /giveweapon 12 mini 100000
17:26:11 | [CMD] [pG]aLcAtRaZ(6) => /kemer
17:26:12 | aliturkak(22): :D
17:26:19 | iYasinBey(19): huseyinin nrg yi araklayak dedik
17:26:21 | [CMD] testere151(12) => /giveweapon 12 m4 100000
17:26:24 | Grejuva(17): soru cevap kýsmýnda
17:26:26 | [CMD] aliturkak(22) => /meslek
17:26:27 | [CMD] [pG]aLcAtRaZ(6) => /work
17:26:28 | Ninja_Goulding(9): sende in topla bence
17:26:30 | [CMD] Grejuva(17) => /rescue
17:26:32 | Ninja_Goulding(9): topla topla buraya gel
17:26:33 | 
17:26:34 | Ninja_Goulding(9): daha hýzlý olur
17:26:37 | aliturkak(22): kargocu olacak varmý
17:26:43 | [CMD] TIRCI(10) => /pm 16 bende yok ký aga olsa atrdým bende kumarhane gelesýtýrýdm 9.5m ye kalmadý 
17:26:47 | xqHost(11): gel babuþ
17:26:48 | [CMD] [SWAT]DeaD[POH](18) => /tamir
17:26:49 | [CMD] aliturkak(22) => /rescue
17:26:49 | [CMD] xqHost(11) => /meslek
17:26:50 | [CMD] huseyin(13) => /myskin 283 
17:26:52 | [KAMYONCU] ASLANBEY, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 281352$, 1 Skor ve 5 EXP Sure: 472 Saniye
17:26:59 | [LOCAL][SWAT]DeaD[POH](18): knk
17:26:59 | [CMD] [SWAT]DeaD[POH](18) => /l knk
17:26:59 | [CMD] huseyin(13) => /sigara1
17:27:0 | [CMD] huseyin(13) => /sigara1
17:27:0 | DeathStroke(16): 8,8k oldum alýrým bi h.o
17:27:1 | [CMD] huseyin(13) => /sigara2
17:27:1 | HYBRA(24) oyuna girdi [IP: 88.245.130.234]
17:27:2 | [CMD] huseyin(13) => /sigara2
17:27:3 | sezzer(15): hahahaha
17:27:4 | [CMD] testere151(12) => /a püð
17:27:5 | [CMD] huseyin(13) => /sigara1
17:27:5 | xqHost(11): ho
17:27:5 | TIRCI(10): ho
17:27:6 | Sparta298(14): Ya Allah
17:27:8 | DeathStroke(16): eyw
17:27:8 | [LOCAL][SWAT]DeaD[POH](18): saol be ya zahmetinicin
17:27:8 | [CMD] [SWAT]DeaD[POH](18) => /l saol be ya zahmetinicin
17:27:10 | [CMD] Sparta298(14) => /a dondu yaa
17:27:13 | [CMD] prokadir6181(23) => /tamir
17:27:14 | [CMD] testere151(12) => /a QW:E
17:27:15 | [LOCAL]xqHost(11): pc kapanabilir geri gelirim
17:27:15 | [CMD] xqHost(11) => /l pc kapanabilir geri gelirim
17:27:15 | [CMD] Sparta298(14) => /jail 14 1 Bug
17:27:17 | [CMD] aliturkak(22) => /work
17:27:18 | {FFCC00}Sparta298(14) {FFFFFF}Kamyoncu olarak spawn oldu.
17:27:18 | [CMD] Sparta298(14) => /a þþ :d
17:27:20 | [LOCAL][SWAT]DeaD[POH](18): ama aldim ben
17:27:20 | [CMD] [SWAT]DeaD[POH](18) => /l ama aldim ben
17:27:20 | sezzer(15): lan
17:27:21 | [LOCAL]aliturkak(22): tamam
17:27:21 | [CMD] aliturkak(22) => /l tamam
17:27:21 | iYasinBey(19): spartta
17:27:21 | [CMD] [pG]aLcAtRaZ(6) => /pm 18 wtf
17:27:21 | [CMD] DeathStroke(16) => /meslek
17:27:22 | sezzer(15): yalanýnýn
17:27:23 | Younapo.(21): nabýyon admin .?
17:27:24 | [LOCAL][SWAT]DeaD[POH](18): bin
17:27:24 | [CMD] [SWAT]DeaD[POH](18) => /l bin
17:27:25 | iYasinBey(19): haksýzlýk yapma
17:27:27 | HYBRA(24) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:27:28 | [CMD] ASLANBEY(20) => /sirket
17:27:28 | [CMD] testere151(12) => /a çýkarma kendini 
17:27:29 | Younapo.(21): öyle birþey yok
17:27:29 | [CMD] prokadir6181(23) => /goreviptal
17:27:33 | [CMD] [pG]aLcAtRaZ(6) => /sigara 1
17:27:36 | [CMD] Sparta298(14) => /jail 14 120
17:27:37 | sezzer(15): uyacýða bak
17:27:37 | iYasinBey(19): sparta
17:27:38 | [CMD] [pG]aLcAtRaZ(6) => /sigar2
17:27:38 | [CMD] TIRCI(10) => /kemer
17:27:38 | [CMD] aliturkak(22) => /sac
17:27:39 | [CMD] testere151(12) => /jail 14 120 kal orda
17:27:39 | [CMD] [pG]aLcAtRaZ(6) => /sigara2
17:27:40 | sezzer(15): uyanýk
17:27:42 | sezzer(15): :D
17:27:42 | Sparta298(14): Yaw
17:27:43 | iYasinBey(19): :D
17:27:44 | Sparta298(14): Komutu unutdum
17:27:44 | DeathStroke(16): sparta ss aldým
17:27:45 | Sparta298(14): Bian :d
17:27:46 | aliturkak(22): :D
17:27:50 | Sparta298(14): Atýcakdým
17:27:55 | [CMD] [pG]aLcAtRaZ(6) => /sigara1
17:28:2 | [CMD] [pG]aLcAtRaZ(6) => /animkapat
17:28:3 | [CMD] xqHost(11) => /c nereye la
17:28:5 | [pG]aLcAtRaZ(6): s
17:28:5 | DeathStroke(16): spartada tamadýr
17:28:7 | [LOCAL]xqHost(11): nereye la
17:28:7 | [CMD] xqHost(11) => /l nereye la
17:28:9 | [CMD] [pG]aLcAtRaZ(6) => /sigara1
17:28:12 | [CMD] [pG]aLcAtRaZ(6) => /sigara2
17:28:13 | [CMD] [pG]aLcAtRaZ(6) => /sigara2
17:28:14 | [LOCAL]aliturkak(22): yolu biliyom rahat ol
17:28:14 | [CMD] aliturkak(22) => /l yolu biliyom rahat ol
17:28:14 | [CMD] Younapo.(21) => /work
17:28:16 | [CMD] [pG]aLcAtRaZ(6) => /animkapat
17:28:16 | DeathStroke(16): þimdi ehliyet almaya gidelim
17:28:16 | Sparta298(14): @16?
17:28:17 | [CMD] aliturkak(22) => /kemer
17:28:17 | [CMD] [pG]aLcAtRaZ(6) => /sigara2
17:28:19 | [CMD] aliturkak(22) => /tamir
17:28:27 | [CMD] huseyin(13) => /car lspd 0 1 
17:28:29 | [LOCAL][SWAT]DeaD[POH](18): insallah bende sabaha 1000 olurum
17:28:29 | [CMD] [SWAT]DeaD[POH](18) => /l insallah bende sabaha 1000 olurum
17:28:29 | aliturkak(22): lan esc çalýþmýyo yine yanlýþ gttim bak
17:28:30 | [CMD] prokadir6181(23) => /tamir
17:28:32 | [CMD] Sparta298(14) => /dtemizle
17:28:40 | Konyali42(7): oha
17:28:40 | ehea(24) oyuna girdi [IP: 88.254.210.141]
17:28:41 | Konyali42(7): admin
17:28:42 | [CMD] [pG]aLcAtRaZ(6) => /pm 18 ensallah
17:28:44 | [CMD] Grejuva(17) => /modifiye
17:28:44 | testere151(12): noldu
17:28:45 | [CMD] iYasinBey(19) => /asay Ýstek Þarký Olmadýðý Ýçin Rastgele Açýlmýþtýr... Ýyi Oyunlar... 
17:28:47 | Konyali42(7): ls sf treni sf de
17:28:49 | Konyali42(7): goto ol
17:28:49 | [CMD] huseyin(13) => /cleanupcars
17:28:51 | [CMD] Sparta298(14) => /a id 24 kim?
17:28:56 | [CMD] huseyin(13) => /aka 24
17:28:57 | 
17:28:57 | [CMD] testere151(12) => /goto 7
17:28:58 | [CMD] huseyin(13) => /a user
17:28:58 | [CMD] iYasinBey(19) => /afk
17:29:2 | [CMD] Sparta298(14) => /a Biliyomda
17:29:2 | ehea(24) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:29:6 | Konyali42(7): normal mi bu
17:29:8 | [CMD] huseyin(13) => /a ee
17:29:9 | [CMD] Sparta298(14) => /a Ýçimde bi þüphe oluþtu
17:29:10 | aliturkak(22): ali in la :D
17:29:11 | [CMD] huseyin(13) => /vtamir
17:29:14 | [LOCAL]xqHost(11): sorry XD
17:29:14 | [CMD] xqHost(11) => /l sorry XD
17:29:15 | [CMD] sezzer(15) => /tamir
17:29:16 | [CMD] Sparta298(14) => /a çýktý
17:29:18 | [CMD] [pG]aLcAtRaZ(6) => /animkapat
17:29:21 | [LOCAL]DeathStroke(16): nabünüz bea
17:29:21 | [CMD] DeathStroke(16) => /l nabünüz bea
17:29:21 | [CMD] [pG]aLcAtRaZ(6) => /dans
17:29:22 | [CMD] huseyin(13) => /a istersen gbt sini sorgulayalým
17:29:22 | [CMD] sezzer(15) => /modifiye
17:29:23 | [CMD] [pG]aLcAtRaZ(6) => /dans 3
17:29:25 | Konyali42(7): normalmi degilmi testere
17:29:26 | Sparta298(14): Ah sezer vah sezer
17:29:29 | [CMD] [pG]aLcAtRaZ(6) => /animkapat
17:29:31 | [CMD] Sparta298(14) => /a Ya dþk geçme 
17:29:33 | sezzer(15): :D
17:29:34 | [LOCAL]DeathStroke(16): beyler biraz para atýn isyerini geliþtircem la
17:29:34 | [CMD] DeathStroke(16) => /l beyler biraz para atýn isyerini geliþtircem la
17:29:34 | [LOCAL][SWAT]DeaD[POH](18): la napiyon
17:29:34 | [CMD] [SWAT]DeaD[POH](18) => /l la napiyon
17:29:36 | [CMD] [pG]aLcAtRaZ(6) => /animlist
17:29:40 | sezzer(15): kanundan kaçamazsýn
17:29:42 | [CMD] [pG]aLcAtRaZ(6) => /31
17:29:42 | Ninja_Goulding(9): sa
17:29:44 | Ninja_Goulding(9): noluor la
17:29:45 | [CMD] TIRCI(10) => /as
17:29:46 | [CMD] [SWAT]DeaD[POH](18) => /work
17:29:47 | Sparta298(14): kanun bednen kaçarsa?
17:29:49 | [CMD] [pG]aLcAtRaZ(6) => /as
17:29:51 | Ninja_Goulding(9): testere
17:29:51 | Sparta298(14): Aleyküm Selam.
17:29:51 | DeathStroke(16): :D
17:29:51 | [CMD] huseyin(13) => /saat 9 
17:29:51 | [CMD] [pG]aLcAtRaZ(6) => /t XD
17:29:53 | [CMD] huseyin(13) => /saat 0 
17:29:54 | aliturkak(22): :D
17:29:55 | testere151(12): efm
17:29:56 | sezzer(15): o olabilir :D
17:29:57 | Ninja_Goulding(9): nabanla
17:29:58 | [CMD] huseyin(13) => /cantazele
17:29:59 | [CMD] huseyin(13) => /asay VIP-SIRKET-DONATOR-GISE-Vb.Ürünlerimizden Satýn Almak Ýsterseniz.Facebook: Truck Samp Sayfasýna Mesaj Atabilirsiniz. 
17:29:59 | Ninja_Goulding(9): orda
17:30:0 | [CMD] huseyin(13) => /asay Yeni Gelen Oyuncularýmýz /kurallar yazýp okuyup kabul ediniz 5 skor 30k para veriyor Ýyi Oyunlar.  
17:30:1 | testere151(12): hiç sen QWE:
17:30:1 | [CMD] [pG]aLcAtRaZ(6) => /31
17:30:2 | Younapo.(21): devlet sana gelir
17:30:5 | DeathStroke(16): bir yetkili bakabilirmi
17:30:6 | [CMD] prokadir6181(23) => /tamir
17:30:8 | Ninja_Goulding(9): millet hep manyak la
17:30:8 | {FFCC00}Sparta298(14) {FFFFFF}Kamyoncu olarak spawn oldu.
17:30:9 | testere151(12): sorun nedir
17:30:12 | [CMD] [pG]aLcAtRaZ(6) => /31
17:30:12 | Sparta298(14): @16 buyur?
17:30:15 | DeathStroke(16): ben ehliyet alcamda
17:30:15 | Younapo.(21): kanunlarý yaratn kiþi gelir :D
17:30:17 | [CMD] ASLANBEY(20) => /work
17:30:18 | DeathStroke(16): dolar gözükmüyor
17:30:26 | testere151(12): ne dolarý
17:30:30 | [CMD] testere151(12) => /a QW:E
17:30:33 | DeathStroke(16): iþareti
17:30:35 | [CMD] Sparta298(14) => /a kýrbaç dolar
17:30:36 | Ninja_Goulding(9): cýk gir
17:30:36 | [CMD] [pG]aLcAtRaZ(6) => /31
17:30:41 | [LOCAL]DeathStroke(16): naber abi
17:30:41 | [CMD] DeathStroke(16) => /l naber abi
17:30:42 | huseyin(13): burda iþaret
17:30:48 | [LOCAL]DeathStroke(16): bende gözükmüyo
17:30:48 | [CMD] DeathStroke(16) => /l bende gözükmüyo
17:30:49 | [LOCAL]huseyin(13): gel 
17:30:49 | [CMD] huseyin(13) => /l gel 
17:30:51 | prokadir6181(23) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:30:56 | Ninja_Goulding(9): koruma sekil onumden cekil :D
17:30:56 | Konyali42(7): adamlar kaputun önüne kartal, jaguar koyar bizde testere ;D
17:30:59 | [LOCAL]DeathStroke(16): heh tm geldi
17:30:59 | [CMD] DeathStroke(16) => /l heh tm geldi
17:31:1 | aliturkak(22): :D
17:31:2 | Ninja_Goulding(9): :D
17:31:2 | testere151(12): :D
17:31:6 | [CMD] huseyin(13) => /vtamir
17:31:15 | Ninja_Goulding(9): adam sapýk la
17:31:17 | [CMD] aliturkak(22) => /tamir
17:31:19 | aliturkak(22): relog ataym ben
17:31:20 | Ninja_Goulding(9): bizi testerelior
17:31:20 | Sparta298(14): Gelsene
17:31:21 | [CMD] huseyin(13) => /vtamir
17:31:22 | [CMD] huseyin(13) => /kemer
17:31:23 | Sparta298(14): polis
17:31:24 | aliturkak(22) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:31:25 | DeathStroke(16): beyler uçak ehliyetini alýnca ne geliyor
17:31:28 | [CMD] TIRCI(10) => /kemer
17:31:30 | Ninja_Goulding(9): yanlýk anladým
17:31:31 | [CMD] sezzer(15) => /tamir
