0:0:0 | Kraply(13): -_-
17:36:0 | [CMD] Hargosh(24) => /convoyat 23
17:36:1 | [ANTIHACK] Þüpheli HeRquL(16) => Airbreak-hack
17:36:1 | [CMD] huseyin(8) => /a paket bomba
17:36:2 | [SirketCHT] huseyin(8): ! Evet
17:36:2 | [CMD] iYasinBey(9) => /a bündüm
17:36:3 | [CMD] huseyin(8) => /fly
17:36:4 | [CMD] agareis150(21) => /sirket
17:36:5 | [CMD] Grejuva(14) => /icerigir
17:36:5 | [CMD] KaanPro02020(30) => /modifiye
17:36:5 | [CMD] Moskova_Kurdu(15) => /goto 8 
17:36:6 | [CMD] bilal7345(27) => /work
17:36:6 | [SirketCHT] Fublary3003(13): ! pm e gelirmisin ?
17:36:8 | Muya(26): uzun zaman oldu kafana shamal yemiyeli :D
17:36:9 | [CMD] Moskova_Kurdu(15) => /fly
17:36:10 | [CMD] HeRquL(16) => /a ama 15 dk olmasý zorunluðu deðil süre deðiþebilir
17:36:10 | [CMD] Grejuva(14) => /isyerimenu
17:36:11 | [CMD] iYasinBey(9) => /a yavaþ
17:36:12 | [SirketCHT] huseyin(8): ! pm atamazsýn bana
17:36:15 | [CMD] NeroBey(28) => /modifiye
17:36:16 | [SirketCHT] huseyin(8): ! /sorusor yap
17:36:18 | [SirketCHT] Moskova_Kurdu(15): ! Bana yolla 
17:36:19 | [CMD] iYasinBey(9) => /kemer
17:36:19 | [CMD] KaanPro02020(30) => /kemer
17:36:20 | [CMD] HeRquL(16) => /a anladýn mý
17:36:22 | [CMD] emre_cool(17) => /geldim
17:36:23 | [CMD] Hargosh(24) => /sirket
17:36:23 | [CMD] Grejuva(14) => /rescue
17:36:23 | Fublary3003(13):  ! tm
17:36:24 | [CMD] KaanPro02020(30) => /sac
17:36:25 | [CMD] HeRquL(16) => /a anladýnýz mý
17:36:25 | [CMD] iYasinBey(9) => /a 5 dk olsun
17:36:25 | [CMD] UgurBey(10) => /a hm
17:36:26 | {FFCC00}Muya(26) {FFFFFF}Pilot olarak spawn oldu.
17:36:26 | [SirketCHT] Fublary3003(13): ! tm
17:36:26 | berat7345(31): þarký varmýd
17:36:27 | Muya(26): afk glba :D
17:36:28 | [CMD] iYasinBey(9) => /a öne öyle
17:36:30 | [CMD] huseyin(8) => /a çoh karýþýk
17:36:30 | [CMD] UgurBey(10) => /a evet
17:36:31 | [CMD] UgurBey(10) => /a tm
17:36:33 | [CMD] HeRquL(16) => /a 5dk kýsa
17:36:35 | [CMD] UgurBey(10) => /aa hüseyin 
17:36:37 | [CMD] huseyin(8) => /aa he
17:36:37 | [CMD] Moskova_Kurdu(15) => /a eyw yasin :D 
17:36:38 | [CMD] berat7345(31) => /d istekler 
17:36:38 | [eN]Overlord(12): Pþt erkeq
17:36:40 | [CMD] UgurBey(10) => /aa þimdi bu gavatlar radara giricek
17:36:42 | [CMD] Fublary3003(13) => /pm 15 þahýsa küfür 3 tane foruma atýlýrsa ban sebebimi  ?
17:36:44 | [CMD] iYasinBey(9) => /a napcaz þimdi
17:36:44 | [CMD] HeRquL(16) => /a 15 dakka iyi 
17:36:45 | [CMD] huseyin(8) => /aa he
17:36:46 | [CMD] ubeydo(11) => /rescue
17:36:47 | [CMD] UgurBey(10) => /aa polis olan userler ceza kesicek
17:36:48 | [CMD] iYasinBey(9) => /a onu anlamadým
17:36:48 | ByUgur(29) oyuna girdi [IP: 78.172.187.143]
17:36:50 | [CMD] ubeydo(11) => /meslek
17:36:50 | [CMD] berat7345(31) => /djler
17:36:52 | {FFCC00}ubeydo(11) {FFFFFF}Pilot olarak spawn oldu.
17:36:53 | [eN]Overlord(12): momonti filtresiz
17:36:53 | [CMD] Konyali42(0) => /asay Istek Sarkiniz Çaliniyor. Iyi Oyunlar Dileriz...     
17:36:53 | [CMD] huseyin(8) => /aa gereksiz etk 
17:36:54 | [CMD] ubeydo(11) => /sac
17:36:54 | [CMD] HLorex(23) => /þirket
17:36:55 | [CMD] iYasinBey(9) => /a bari para verinde gitmesin
17:36:55 | [CMD] HeRquL(16) => /a þimdi yol dar 3 kiþi radar girsin
17:36:55 | [CMD] iYasinBey(9) => /a bari para verinde gitmesin
17:36:55 | Muya(26): berkay :D
17:36:57 | [CMD] HeRquL(16) => /a þimdi yol dar 3 kiþi radar girsin
17:36:57 | [CMD] bilal7345(27) => /sac
17:36:57 | Muya(26): gelimmi :D
17:36:57 | [CMD] Konyali42(0) => /d afk dim
17:36:57 | [CMD] iYasinBey(9) => /a para
17:36:59 | [CMD] UgurBey(10) => /aa 15 dkk da kaç kiþiye ceza kesilirse
17:36:59 | [CMD] Moskova_Kurdu(15) => /pm 13 Þahýsa küfür ban sebebi evet 
17:37:0 | [CMD] ubeydo(11) => /rescue
17:37:1 | [CMD] Konyali42(0) => /d 332 kaldi
17:37:2 | [CMD] berat7345(31) => /d np istekler neler
17:37:3 | Berkay08(22): gel
17:37:3 | [CMD] iYasinBey(9) => /a bari para verinde gitmesin gitmesibn kendi paramýz
17:37:3 | [CMD] huseyin(8) => /aa yuh
17:37:4 | [CMD] iYasinBey(9) => /a bari para verinde gitmesin gitmesibn kendi paramýz
17:37:5 | [CMD] berat7345(31) => /D ok bende
17:37:5 | [CMD] Konyali42(0) => /geldim
17:37:7 | [CMD] UgurBey(10) => /aa ona göre para skor alýcaklar
17:37:9 | [CMD] huseyin(8) => /aa dolu para dolu skor kasýlýr 
17:37:9 | [LOCAL]emre_cool(17): beklettiðim için özür dilerim
17:37:9 | [CMD] emre_cool(17) => /l beklettiðim için özür dilerim
17:37:9 | [CMD] UgurBey(10) => /aa ödül yok
17:37:12 | [CMD] DarkFlow(7) => /geldim
17:37:12 | [CMD] iYasinBey(9) => /a bari para verinde gitmesin gitmesin kendi paramýz
17:37:13 | [LOCAL][eN]Overlord(12): np 
17:37:13 | [CMD] [eN]Overlord(12) => /l np 
17:37:14 | Muya(26): ynýnda biri yok dimi la
17:37:14 | [CMD] bilal7345(27) => /tamir
17:37:14 | [ANTIHACK] Þüpheli HeRquL(16) => Airbreak-hack
17:37:16 | [CMD] xSamet(25) => /tamir
17:37:18 | 
17:37:18 | huseyin Moskova_Kurdu'i öldürdü. Oldurme Sekli: 51
17:37:18 | [CMD] NeroBey(28) => /sorusor tugay ogullarý inþattý bulamadým
17:37:18 | [CMD] Fublary3003(13) => /pm 15 çokmu olacak azmý 2 tane olsa ban atýlýrmý
17:37:19 | [CMD] ubeydo(11) => /kemer
17:37:19 | [CMD] HeRquL(16) => /veh
17:37:21 | Berkay08(22): yoh uçuyom
17:37:21 | [CMD] ubeydo(11) => /akilitle
17:37:22 | iYasinBey(9): :D
17:37:22 | {FFCC00}Moskova_Kurdu(15) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
17:37:22 | [CMD] huseyin(8) => /cantazele
17:37:24 | [CMD] bilal7345(27) => /isyerimenu
17:37:24 | [CMD] UgurBey(10) => /a bence etk gereksiz
17:37:24 | [CMD] NeroBey(28) => /soruiptal
17:37:26 | [LOCAL][eN]Overlord(12): bende biraz bekletiyim iki dakika küçük su dökiyim geliyoring
17:37:26 | [CMD] [eN]Overlord(12) => /l bende biraz bekletiyim iki dakika küçük su dökiyim geliyoring
17:37:26 | [CMD] NeroBey(28) => /sorusor tugay ogullarý inþattý bulamadým
17:37:26 | [CMD] Moskova_Kurdu(15) => /pm 13 Ney 
17:37:26 | 
17:37:27 | [CMD] ubeydo(11) => /work
17:37:27 | [CMD] HeRquL(16) => /atamir
17:37:29 | [CMD] HeRquL(16) => /kemer
17:37:30 | [CMD] huseyin(8) => /a +1
17:37:31 | [CMD] bilal7345(27) => /isyerimenu
17:37:31 | [CMD] ByUgur(29) => /rescue
17:37:31 | [CMD] huseyin(8) => /delcamera
17:37:32 | [CMD] huseyin(8) => /delcamera
17:37:33 | [CMD] huseyin(8) => /delcamera
17:37:34 | [CMD] HeRquL(16) => /a zevkine 
17:37:34 | [CMD] huseyin(8) => /delcamera
17:37:35 | [CMD] huseyin(8) => /cleanupcars
17:37:36 | [CMD] UgurBey(10) => /a onun yerine piramite çýkma vs yapsak mantýklý olur
17:37:37 | [CMD] Moskova_Kurdu(15) => /pm 13 1 tane küfür bile olsa ban sebebi 
17:37:37 | [LOCAL]emre_cool(17): tmm
17:37:37 | [CMD] emre_cool(17) => /l tmm
17:37:38 | [CMD] ByUgur(29) => /gobus
17:37:39 | [CMD] HeRquL(16) => /a zamanýnda umutlar yapýyodu
17:37:39 | [CMD] KaanPro02020(30) => /convoy
17:37:40 | [CMD] UgurBey(10) => /a ama sizden para gidecek
17:37:40 | [CMD] huseyin(8) => /a +1
17:37:41 | [CMD] KaanPro02020(30) => /convoy
17:37:41 | [CMD] bilal7345(27) => /buybus
17:37:42 | [CMD] NeroBey(28) => /sorusor tugayh ogullrý inþat nerde
17:37:42 | [CMD] huseyin(8) => /fly
17:37:43 | [CMD] berat7345(31) => /tiryazi CONVOY TIRIDIR 
17:37:43 | [LOCAL]emre_cool(17): ama araca bin çnce
17:37:43 | [CMD] emre_cool(17) => /l ama araca bin çnce
17:37:44 | [CMD] Fublary3003(13) => /pm 15 tm
17:37:45 | [CMD] Moskova_Kurdu(15) => /goto iYasinBey 
17:37:45 | [CMD] agareis150(21) => /tamir
17:37:47 | [CMD] Grejuva(14) => /galeri
17:37:47 | [CMD] huseyin(8) => /cleanupcars
17:37:49 | [CMD] UgurBey(10) => /a onlarda gereksiz skor kasacaklar
17:37:49 | [CMD] bilal7345(27) => /buybus
17:37:49 | [CMD] berat7345(31) => /asiriyuk
17:37:49 | [CMD] KaanPro02020(30) => /convoy
17:37:50 | [CMD] Berkay08(22) => /kemer
17:37:50 | [CMD] huseyin(8) => /delcamera
17:37:50 | [CMD] huseyin(8) => /delcamera
17:37:51 | [CMD] huseyin(8) => /delcamera
17:37:51 | [CMD] huseyin(8) => /delcamera
17:37:52 | [CMD] huseyin(8) => /delcamera
17:37:52 | [CMD] KaanPro02020(30) => /convoy
17:37:52 | [CMD] huseyin(8) => /delcamera
17:37:53 | [CMD] huseyin(8) => /delcamera
17:37:54 | [CMD] Hargosh(24) => /report 23 kaza yaptýrdý
17:37:56 | ByUgur(29): kargocu ortaðý aranýr
17:37:57 | [CMD] iYasinBey(9) => /a moskov benden iyi para kastýn mk
17:37:58 | [CMD] Moskova_Kurdu(15) => /spec 23 
17:38:1 | [CMD] huseyin(8) => /delcamera
17:38:1 | [CMD] huseyin(8) => /delcamera
17:38:2 | [CMD] KaanPro02020(30) => /convoy
17:38:2 | [CMD] huseyin(8) => /delcamera
17:38:2 | [CMD] UgurBey(10) => /a yani 1000 den fazla skoru olanlar fena kasýcak
17:38:3 | [CMD] huseyin(8) => /delcamera
17:38:3 | [CMD] Moskova_Kurdu(15) => /a Q:WEq 
17:38:3 | [CMD] huseyin(8) => /delcamera
17:38:3 | Muya(26): berkay
17:38:4 | [CMD] huseyin(8) => /delcamera
17:38:5 | HLorex(23) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:38:5 | {FFCC00}Moskova_Kurdu(15) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
17:38:5 | ubeydo(11): bekle
17:38:6 | [CMD] HeRquL(16) => /a tm a7 ver silem radar
17:38:8 | Berkay08(22): tm
17:38:8 | [CMD] KaanPro02020(30) => /sirket
17:38:8 | ubeydo(11): ugur bekle
17:38:9 | [CMD] Chilgin[byhack](18) => /spec 23
17:38:11 | [CMD] ubeydo(11) => /meslek
17:38:11 | [CMD] agareis150(21) => /bonus
17:38:13 | Muya(26): cevikden cýk en iyisi bunlar simdi görev engellemeden jail atar
17:38:13 | [CMD] huseyin(8) => /a ben silerim
17:38:14 | 
17:38:15 | [CMD] huseyin(8) => /delcamera
17:38:16 | [CMD] NeroBey(28) => /sorusor tugayh ogullrý inþat nerde
17:38:17 | 
17:38:18 | [CMD] ubeydo(11) => /rescue
17:38:18 | [CMD] huseyin(8) => /delcamera
17:38:18 | [CMD] UgurBey(10) => /delcamera
17:38:19 | [CMD] UgurBey(10) => /delcamera
17:38:19 | [CMD] berat7345(31) => /pm 27 /tiryazi CONVOY TIRIDIR 
17:38:20 | [CMD] KaanPro02020(30) => /works
17:38:21 | [CMD] UgurBey(10) => /delcamera
17:38:22 | [CMD] iYasinBey(9) => /atamir
17:38:22 | [CMD] KaanPro02020(30) => /works
17:38:23 | [CMD] KaanPro02020(30) => /work
17:38:23 | NeroBey(28): sorumu yanýtlýyabilirmisiniz
17:38:24 | [CMD] huseyin(8) => /delcamera
17:38:26 | Hargosh(24) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:38:26 | [ANTIHACK] Þüpheli HeRquL(16) => Airbreak-hack
17:38:26 | Muya(26): itfdaiye oluver :D
17:38:26 | [CMD] huseyin(8) => /delcamera
17:38:27 | [KAMYONCU] Fublary3003, LS Warehouse'den Ankara Warehouse'e Spor Aletleri tasidi. Kazanc: 37584$, 1 Skor ve 5 EXP Sure: 495 Saniye
17:38:28 | [CMD] UgurBey(10) => /delcamera
17:38:29 | [CMD] UgurBey(10) => /delcamera
17:38:30 | [CMD] huseyin(8) => /delcamera
17:38:31 | Muya(26): berko :D
17:38:31 | [CMD] huseyin(8) => /sorular
17:38:31 | [CMD] emre_cool(17) => /uyeal 28
17:38:32 | Berkay08(22): muya seni görünce helinin motor durdu:D
17:38:33 | berat7345(31): sorun neydi?
17:38:33 | [CMD] huseyin(8) => /delcamera
17:38:33 | [CMD] ubeydo(11) => /sac
17:38:33 | [CMD] iYasinBey(9) => /atamir
17:38:34 | [CMD] Fublary3003(13) => /meslek
17:38:35 | [CMD] bilal7345(27) => /tiryazi CONVOY TÝRÝDÝR
17:38:36 | [CMD] ByUgur(29) => /modifiye
17:38:36 | Muya(26): :D
17:38:37 | [CMD] emre_cool(17) => /sirket
17:38:38 | [CMD] huseyin(8) => /delcamera
17:38:38 | [CMD] Chilgin[byhack](18) => /fly
17:38:38 | [LOCAL]ubeydo(11): modifiye cekermisin
17:38:38 | [CMD] ubeydo(11) => /L modifiye cekermisin
17:38:41 | [LOCAL][eN]Overlord(12): geldim
17:38:41 | [CMD] [eN]Overlord(12) => /l geldim
17:38:41 | [CMD] UgurBey(10) => /delcamera
17:38:41 | [CMD] huseyin(8) => /delcamera
17:38:42 | [CMD] ubeydo(11) => /work
17:38:42 | Moskova_Kurdu iYasinBey'i öldürdü. Oldurme Sekli: 34
17:38:44 | [CMD] iYasinBey(9) => /a oh be
17:38:45 | [CMD] UgurBey(10) => /delcamera
17:38:45 | [CMD] iYasinBey(9) => /a la
17:38:46 | [CMD] UgurBey(10) => /delcamera
17:38:46 | [CMD] Fublary3003(13) => /rescue
17:38:47 | [CMD] huseyin(8) => /delcamera
17:38:48 | {FFCC00}iYasinBey(9) {FFFFFF}Kamyoncu olarak spawn oldu.
17:38:49 | [CMD] UgurBey(10) => /delcamera
17:38:49 | Muya(26): berkay itfaiye ol öle kafana düsim :D
17:38:50 | [CMD] KaanPro02020(30) => /goreviptal
17:38:50 | emre_cool(17): yasin
17:38:50 | [CMD] UgurBey(10) => /delcamera
17:38:54 | [CMD] huseyin(8) => /delcamera
17:38:54 | [CMD] ubeydo(11) => /Modifiye
17:38:55 | [CMD] Berkay08(22) => /meslek
17:38:56 | [CMD] UgurBey(10) => /delcamera
17:38:56 | [CMD] huseyin(8) => /delcamera
17:38:57 | [CMD] UgurBey(10) => /delcamera
17:38:57 | [CMD] huseyin(8) => /delcamera
17:38:57 | [CMD] UgurBey(10) => /delcamerat
17:38:57 | [CMD] huseyin(8) => /delcamera
17:38:57 | [CMD] UgurBey(10) => /delcamerat
17:38:57 | Fublary3003(13): kargoc ortak aranýr
17:38:58 | [CMD] UgurBey(10) => /delcamerat
17:38:58 | [CMD] [eN]Overlord(12) => /kemer
17:38:58 | [CMD] UgurBey(10) => /delcamerat
17:38:58 | [CMD] huseyin(8) => /delcamera
17:38:58 | [CMD] huseyin(8) => /delcamera
17:38:59 | [CMD] huseyin(8) => /delcamera
17:38:59 | [CMD] UgurBey(10) => /delcamerat
17:38:59 | Berkay08(22) Itfaiyeci olarak spawn oldu.
17:38:59 | [CMD] Grejuva(14) => /galeri
17:39:0 | [CMD] huseyin(8) => /delcamera
17:39:1 | sezzer(23) oyuna girdi [IP: 85.102.135.28]
17:39:1 | [CMD] ubeydo(11) => /kemer
17:39:3 | [CMD] UgurBey(10) => /delcamera
17:39:3 | [SirketCHT] emre_cool(17): ! yasin bey beni þy yaparmýsýn
17:39:3 | [CMD] huseyin(8) => /delcamera
17:39:3 | [CMD] UgurBey(10) => /delcamera
17:39:4 | [CMD] Berkay08(22) => /rescue
17:39:5 | [CMD] emre_cool(17) => /work
17:39:5 | [CMD] UgurBey(10) => /delcamera
17:39:6 | [CMD] huseyin(8) => /delcamera
17:39:7 | [CMD] UgurBey(10) => /delcamera
17:39:7 | NeroBey(28): rehber yokmu ?
17:39:7 | [CMD] [eN]Overlord(12) => /work
17:39:7 | [CMD] xSamet(25) => /tamir
17:39:8 | [CMD] huseyin(8) => /delcamera
17:39:9 | [SirketCHT] iYasinBey(9): ! hayýr
17:39:9 | [CMD] Berkay08(22) => /araba
17:39:10 | [CMD] Moskova_Kurdu(15) => /car Uranus 4 4
17:39:10 | [CMD] huseyin(8) => /delcamera
17:39:12 | xSamet(25): largocu olan
17:39:13 | [CMD] Konyali42(0) => /d 332 yide ben acayimmi
17:39:14 | [CMD] huseyin(8) => /delcamera
17:39:14 | [CMD] Moskova_Kurdu(15) => /modifiye
17:39:15 | [SirketCHT] emre_cool(17): ! neden
17:39:17 | 
17:39:17 | [CMD] HeRquL(16) => /atamir
17:39:18 | Mike_(24) oyuna girdi [IP: 176.43.152.45]
17:39:18 | [CMD] ubeydo(11) => /cevir
17:39:18 | [CMD] huseyin(8) => /delcamera
17:39:18 | Fublary3003(13): gel yasib
17:39:18 | [CMD] UgurBey(10) => /delcamera
17:39:18 | Berkay08(22):  /rehberler
17:39:23 | [CMD] NeroBey(28) => /rehberler
17:39:25 | [CMD] huseyin(8) => /aa kalmadý demi
17:39:26 | [CMD] berat7345(31) => /d istersen aç bende açarým istersen
17:39:26 | [CMD] Berkay08(22) => /rehberler
17:39:26 | [LOCAL]ubeydo(11): sorry laga g,rdm bi an
17:39:26 | [CMD] ubeydo(11) => /l sorry laga g,rdm bi an
17:39:27 | [CMD] xSamet(25) => /work
17:39:27 | 
17:39:28 | [CMD] KaanPro02020(30) => /rescue
17:39:28 | [CMD] Moskova_Kurdu(15) => /a :QWEQ 
17:39:29 | Fublary3003(13): samet iþte karýþtýdým
17:39:29 | sezzer(23) Itfaiyeci olarak spawn oldu.
17:39:30 | ByUgur(29): tamir
17:39:31 | {FFCC00}Mike_(24) {FFFFFF}Kamyoncu olarak spawn oldu.
17:39:33 | [CMD] bilal7345(27) => /tiryazi CONVOY TIRIDIR
17:39:33 | [CMD] UgurBey(10) => /aa son bi kez bakýyorum
17:39:33 | 
17:39:34 | [CMD] ByUgur(29) => /tamir
17:39:34 | [CMD] sezzer(23) => /sa
17:39:34 | [CMD] Konyali42(0) => /d sen nasil istersen :d
17:39:35 | [CMD] emre_cool(17) => /tamir
17:39:35 | [CMD] huseyin(8) => /giveweapon 8 minigun 5000 
17:39:36 | [CMD] Berkay08(22) => /kemer
17:39:36 | [CMD] Moskova_Kurdu(15) => /goto HeRquL
17:39:36 | [eN]Overlord(12): oha
17:39:36 | [CMD] iYasinBey(9) => /goto 15
17:39:36 | [CMD] huseyin(8) => /aa tm 
17:39:37 | [CMD] huseyin(8) => /fly
17:39:37 | [CMD] Berkay08(22) => /as
17:39:37 | [CMD] ubeydo(11) => /as
17:39:38 | [CMD] berat7345(31) => /d XD
17:39:39 | [CMD] Moskova_Kurdu(15) => /cleanupcars
17:39:39 | [CMD] agareis150(21) => /as
17:39:39 | Berkay08(22): hg
17:39:40 | BOZKURT545(32) oyuna girdi [IP: 88.230.183.61]
17:39:41 | iYasinBey(9): oha
17:39:42 | [CMD] huseyin(8) => /dtemizle 
17:39:42 | [CMD] huseyin(8) => /asay2 s  
17:39:42 | [CMD] ubeydo(11) => /tamir
17:39:45 | [CMD] Mike_(24) => /sa
17:39:47 | [CMD] Konyali42(0) => /d söyle ona göre
17:39:47 | [CMD] Berkay08(22) => /as
17:39:47 | [eN]Overlord(12): aracýn içinden geçiyorum lan oha
17:39:49 | [CMD] sezzer(23) => /as
17:39:50 | ubeydo(11): can res
17:39:50 | [CMD] KaanPro02020(30) => /kemer
17:39:50 | [CMD] iYasinBey(9) => /as
17:39:50 | [CMD] Konyali42(0) => /as
17:39:51 | [CMD] ByUgur(29) => /sac
17:39:51 | [CMD] UgurBey(10) => /a buralarda yok
17:39:53 | [CMD] iYasinBey(9) => /cantazele
17:39:53 | [CMD] DarkFlow(7) => /pmoff
17:39:54 | [CMD] bilal7345(27) => /tiryazi CONVOY TIRIDIR
17:39:54 | sezzer(23): over
17:39:56 | [CMD] ByUgur(29) => /kemer
17:39:56 | 
17:39:58 | [CMD] Fublary3003(13) => /pm 0 ugur
17:39:58 | [eN]Overlord(12): efendim
17:39:59 | sezzer(23): sen dj deðil miydin knk
17:40:1 | [CMD] UgurBey(10) => /aa amk yarým saattir bok yoluna uðraþtýk
17:40:2 | [CMD] huseyin(8) => /a tmm orada yok
17:40:3 | [CMD] iYasinBey(9) => /a etk yapak piramid et si
17:40:3 | {FFCC00}BOZKURT545(32) {FFFFFF}Kamyoncu olarak spawn oldu.
17:40:4 | [eN]Overlord(12): istifa ettim knk
17:40:6 | [CMD] Fublary3003(13) => /pm 0 yanlýs pm
17:40:6 | [CMD] huseyin(8) => /aa ayn
17:40:7 | [CMD] Konyali42(0) => /d aciyormusun
17:40:8 | [CMD] xSamet(25) => /pm 13 bana 1m alhýna borc vermsin
17:40:9 | sezzer(23): neden
17:40:11 | [CMD] BOZKURT545(32) => /sa
17:40:14 | [CMD] Berkay08(22) => /as
17:40:15 | [CMD] sezzer(23) => /as
17:40:15 | NeroBey(28) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:40:15 | [CMD] berat7345(31) => /d sen bi açsana ya telefon açýlmýyo
17:40:16 | huseyin UgurBey'i öldürdü. Oldurme Sekli: 38
17:40:17 | [CMD] bilal7345(27) => /AS
17:40:18 | [CMD] huseyin(8) => /a prdn
17:40:21 | [CMD] Mike_(24) => /as
17:40:21 | [CMD] Fublary3003(13) => /pm 25 Allahý karýþtýrma veremem
17:40:21 | Moskova_Kurdu iYasinBey'i öldürdü. Oldurme Sekli: 0
17:40:21 | [CMD] ahmet55(19) => /ise
17:40:22 | {FFCC00}UgurBey(10) {FFFFFF}Pilot olarak spawn oldu.
17:40:23 | [CMD] ubeydo(11) => /as
17:40:23 | [CMD] emre_cool(17) => /as
17:40:26 | {FFCC00}iYasinBey(9) {FFFFFF}Kamyoncu olarak spawn oldu.
17:40:30 | [CMD] Fublary3003(13) => /pm 10 ugur
17:40:30 | [CMD] Mike_(24) => /sirketdorse
17:40:30 | [CMD] Konyali42(0) => /asay Istek Sarkiniz Çaliniyor. Iyi Oyunlar Dileriz...     
17:40:32 | sezzer(23): neden lo over
17:40:33 | [CMD] huseyin(8) => /goto herqul 
17:40:34 | [CMD] Konyali42(0) => /d sikinti degil
17:40:35 | huseyin(8):  
17:40:35 | [CMD] [eN]Overlord(12) => /pm 23 lagdan dolayý görev yapamýyordum ve keybindim sürekli tuþ deðiþtiriyordu
17:40:35 | [CMD] xSamet(25) => /pm 13 100k ver
17:40:38 | huseyin Moskova_Kurdu'i öldürdü. Oldurme Sekli: 38
17:40:39 | [CMD] UgurBey(10) => /a quarry top a 
17:40:39 | Muya(26): altýmdaki kim
17:40:41 | [CMD] Moskova_Kurdu(15) => /a len 
17:40:42 | [CMD] iYasinBey(9) => /a etk yapak piramid et si
17:40:42 | [CMD] Mike_(24) => /sirketdorse
17:40:42 | [CMD] berat7345(31) => /D þimdi açtý :/ü
17:40:43 | {FFCC00}Moskova_Kurdu(15) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
17:40:43 | [CMD] ahmet55(19) => /araba
17:40:44 | [CMD] Moskova_Kurdu(15) => /god
17:40:44 | [CMD] sezzer(23) => /pm 12 haa anladým knk
17:40:45 | [CMD] Moskova_Kurdu(15) => /god
17:40:45 | [CMD] huseyin(8) => /cantazele
17:40:45 | [CMD] Chilgin[byhack](18) => /goto 9
17:40:46 | [eN]Overlord(12): sins
17:40:46 | [CMD] Mike_(24) => /sirketdorse
17:40:46 | [CMD] iYasinBey(9) => /goto 10
17:40:47 | [CMD] huseyin(8) => /dtemizle 
17:40:47 | [CMD] huseyin(8) => /asay2 s  
17:40:48 | [CMD] UgurBey(10) => /a bisiklet veya motor koysak
17:40:48 | [CMD] Fublary3003(13) => /pm 25 1 para veremem
17:40:48 | [CMD] Moskova_Kurdu(15) => /goto HeRquL
17:40:48 | [CMD] huseyin(8) => /admins
17:40:49 | [CMD] Konyali42(0) => /d sorun degil :d
17:40:49 | [CMD] sezzer(23) => /isteksarki 847
17:40:51 | [CMD] Konyali42(0) => /asay Istek Sarkiniz Siraya Alinmistir. Iyi Oyunlar Dileriz...    
17:40:52 | [KAMYONCU] agareis150, Longway Docks'den Verona Mall'e Elektronik Esyalar tasidi. Kazanc: 194685$, 1 Skor ve 5 EXP Sure: 423 Saniye
17:40:52 | [CMD] UgurBey(10) => /a üste ilk çýkan kazansa
17:40:52 | [CMD] huseyin(8) => /musait
17:40:52 | [CMD] berat7345(31) => /D X
17:40:55 | [CMD] UgurBey(10) => /a ?
17:40:56 | [CMD] iYasinBey(9) => /a ayn
17:40:57 | [CMD] UgurBey(10) => /fly
17:40:57 | [CMD] berat7345(31) => /d bende
17:40:58 | [CMD] Moskova_Kurdu(15) => /a ayn
17:40:59 | [CMD] iYasinBey(9) => /a düzgünce
17:40:59 | huseyin HeRquL'i öldürdü. Oldurme Sekli: 38
17:41:0 | BOZKURT545(32): nasýlsýnýz ey cemaati müslimin :D
17:41:1 | [CMD] iYasinBey(9) => /fly
17:41:3 | 
17:41:3 | [CMD] Konyali42(0) => /d tmm
17:41:5 | [CMD] BOZKURT545(32) => /convoy
17:41:6 | [CMD] iYasinBey(9) => /a hile yapan 250 saniye jail
17:41:7 | [CMD] iYasinBey(9) => /a hile yapan 250 saniye jail
17:41:8 | [eN]Overlord(12): Entep
17:41:8 | [CMD] Moskova_Kurdu(15) => /giveweapon 15 rocket 5555555555
17:41:9 | [CMD] agareis150(21) => /sirket
17:41:10 | [CMD] iYasinBey(9) => /a etk hile 
17:41:13 | [CMD] BOZKURT545(32) => /bonus
17:41:13 | [CMD] Chilgin[byhack](18) => /goto 9
17:41:14 | sezzer(23): konyali var mý konvoy knk caným çekti
17:41:15 | [CMD] UgurBey(10) => /a ne hilesi
17:41:17 | [CMD] agareis150(21) => /convoy
17:41:18 | Konyali42(0): docks gel
17:41:19 | [CMD] Mike_(24) => /modifiye
17:41:19 | [CMD] iYasinBey(9) => /a bilmem
17:41:21 | [SirketCHT] emre_cool(17): ! yasin bey beni þy yaparmýsýn
17:41:22 | sezzer(23): geliyom
17:41:25 | [CMD] sezzer(23) => /meslek
17:41:27 | [CMD] ByUgur(29) => /kemer
17:41:28 | {FFCC00}sezzer(23) {FFFFFF}Kamyoncu olarak spawn oldu.
17:41:30 | huseyin HeRquL'i öldürdü. Oldurme Sekli: 38
17:41:30 | [CMD] sezzer(23) => /rescue
17:41:34 | 
17:41:34 | [CMD] sezzer(23) => /convoy
17:41:35 | [SirketCHT] iYasinBey(9): ! hayýr
17:41:35 | [CMD] UgurBey(10) => /a hüseyin dað motorunun adý neydi
17:41:38 | [SirketCHT] emre_cool(17): ! neden
