0:0:2 | [CMD] huso608(12) => /admins
20:0:49 | [CMD] [eN]Overlord(19) => /pm 24 böyle birþey olacaðýný bilmediðimden dolayý ss almadým
20:0:50 | {FFCC00}.canskld.(28) {FFFFFF}Kamyoncu olarak spawn oldu.
20:0:50 | [CMD] Hic(20) => /convoy
20:0:53 | [CMD] agareis150(7) => /Araba
20:0:53 | .canskld.(28): a
20:0:53 | [CMD] [eN]Overlord(19) => /pm 24 ne yapabilirim
20:0:56 | [CMD] Hic(20) => /kemer
20:0:57 | [LOCAL]iYasinBey(14): sorularla ilgilen kýz silkenle gülüþme :d
20:0:57 | [CMD] iYasinBey(14) => /l sorularla ilgilen kýz silkenle gülüþme :d
20:0:58 | [CMD] .canskld.(28) => /convoy
20:0:59 | [CMD] agareis150(7) => /Araba
20:1:1 | [CMD] Strike(TR)(24) => /pm 19 A7 ile konus bu konu hakkýnda yardýmcý olurlar
20:1:4 | [CMD] .canskld.(28) => /c nerdesiniz
20:1:6 | [CMD] ArdaBey(10) => /c higway gel
20:1:7 | [CMD] agareis150(7) => /kemer
20:1:7 | iYasinBey(14): oha vip
20:1:9 | [CMD] BoykoXD(6) => /ypm Buyrun ?
20:1:9 | [CMD] Hic(20) => /c docks
20:1:11 | VIPTRUCKS(8): eqwqw
20:1:11 | Strike(TR)(24): .
20:1:13 | [LOCAL]TheS1LKENAdam(22): burayý ben alcam
20:1:13 | [CMD] TheS1LKENAdam(22) => /l burayý ben alcam
20:1:15 | pijus_pkl(26) oyuna girdi [IP: 88.118.213.154]
20:1:16 | iYasinBey(14): dedim o dorse düþmezse yuh
20:1:18 | VIPTRUCKS(8): ya :D
20:1:18 | [CMD] [eN]Overlord(19) => /Pm 24 A7 ne zaman aktif olur tahmin olarak sizce
20:1:19 | [CMD] .canskld.(28) => /c neresi higway mý dock mu ?
20:1:21 | [LOCAL][eN]Overlord(19): ne kadara
20:1:21 | [CMD] [eN]Overlord(19) => /L ne kadara
20:1:21 | [CMD] luplup67(23) => /ypm hallettim sorun yok 
20:1:21 | Adnan_Cappone(25) 60 saniye içinde giriþ yapmadýðý için tekmelendi
20:1:22 | Adnan_Cappone(25) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
20:1:24 | [CMD] ArdaBey(10) => /c /rescue higway
20:1:24 | Hic(20): vio görev bitsin bu konvoya gel
20:1:26 | [CMD] TheS1LKENAdam(22) => /a goto olun bu þirketi alcam
20:1:27 | Hic(20): vip*
20:1:27 | [CMD] .canskld.(28) => /rescue
20:1:28 | [CMD] Strike(TR)(24) => /pm 19 bilmiyorum her an gelebilirde 
20:1:28 | [CMD] BoykoXD(6) => /ypm tm iyi oyunlar
20:1:28 | pijus_pkl(26) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
20:1:28 | VIPTRUCKS(8): ok
20:1:31 | [CMD] BoykoXD(6) => /ybitir
20:1:34 | [CMD] BoykoXD(6) => /goto 22
20:1:34 | [CMD] Strike(TR)(24) => /rescue
20:1:36 | luplup67(23): agareis
20:1:37 | [LOCAL][eN]Overlord(19): alma burayý
20:1:37 | [CMD] [eN]Overlord(19) => /L alma burayý
20:1:39 | agareis150(7): efm
20:1:43 | luplup67(23): nerdesin ? 
20:1:45 | [CMD] iYasinBey(14) => /a tm
20:1:47 | [LOCAL][eN]Overlord(19): brda dildo satýyorlar baksana olum þuraya
20:1:47 | [CMD] [eN]Overlord(19) => /L brda dildo satýyorlar baksana olum þuraya
20:1:47 | [LOCAL]TheS1LKENAdam(22): Baþlangýcý yapcam büyütücem
20:1:47 | [CMD] TheS1LKENAdam(22) => /l Baþlangýcý yapcam büyütücem
20:1:47 | [CMD] BoykoXD(6) => /a sirketmi alýyon
20:1:48 | [CMD] iYasinBey(14) => /goto 22
20:1:51 | VIPTRUCKS(8): ya
20:1:51 | iYasinBey(14): pardon aga
20:1:53 | agareis150(7): bi d
20:1:53 | [SWAT]DeaD[POH](25) oyuna girdi [IP: 158.181.43.117]
20:1:53 | [CMD] Strike(TR)(24) => /convoy
20:1:54 | [CMD] .canskld.(28) => /rescue higway
20:1:54 | iYasinBey(14): :D
20:1:55 | [LOCAL]TheS1LKENAdam(22): oha amük :D
20:1:55 | [CMD] TheS1LKENAdam(22) => /l  oha amük :D
20:1:58 | VIPTRUCKS(8): görevdeydim niye çekiyonuz olm :D
20:1:59 | ArdaBey(10): strike
20:2:0 | ArdaBey(10): gel benimkine
20:2:1 | [CMD] .canskld.(28) => /c geldim yoksunuz
20:2:4 | [LOCAL]TheS1LKENAdam(22): alacam burayý :D
20:2:4 | [CMD] TheS1LKENAdam(22) => /l alacam burayý :D
20:2:4 | 
20:2:5 | iYasinBey(14): aracdan inmedi adam
20:2:5 | Strike(TR)(24): seninki nerde
20:2:6 | iYasinBey(14): pardon
20:2:7 | [CMD] Hic(20) => /c PÖH-JÖG :d
20:2:9 | [LOCAL][eN]Overlord(19): noluyo lan
20:2:9 | [CMD] [eN]Overlord(19) => /L noluyo lan
20:2:9 | [CMD] ArdaBey(10) => /c týr al kapalý dorse al dümdüz gel
20:2:11 | {FFCC00}[SWAT]DeaD[POH](25) {FFFFFF}Polis olarak spawn oldu.
20:2:13 | [CMD] Hic(20) => /c Jöh*
20:2:14 | [CMD] ArdaBey(10) => /c týr al kapalý dorse al dümdüz gel göbek olcak sola döncen
20:2:14 | [CMD] .canskld.(28) => /c ok
20:2:15 | [CMD] Strike(TR)(24) => /goto 10
20:2:15 | [CMD] [SWAT]DeaD[POH](25) => /sa
20:2:15 | [CMD] ArdaBey(10) => /c týr al kapalý dorse al dümdüz gel göbek olcak sola döncen
20:2:16 | [LOCAL][eN]Overlord(19): amdinden gaçýn
20:2:16 | [CMD] [eN]Overlord(19) => /L amdinden gaçýn
20:2:17 | [CMD] Hic(20) => /convoy
20:2:18 | [CMD] luplup67(23) => /araba
20:2:19 | [CMD] ArdaBey(10) => /c týr al kapalý dorse al dümdüz gel göbek olcak sola döncen giþeden geçcen amsa
20:2:19 | [LOCAL]TheS1LKENAdam(22): ben çaðýrdým
20:2:19 | [CMD] TheS1LKENAdam(22) => /l ben çaðýrdým
20:2:21 | [CMD] ArdaBey(10) => /c týr al kapalý dorse al dümdüz gel göbek olcak sola döncen giþeden geçcen ama
20:2:22 | Redfo[VAK](27): ðàñóêè åñòü?????
20:2:23 | [CMD] Strike(TR)(24) => /car roadtrain 0 0
20:2:23 | [CMD] ArdaBey(10) => /c giþeden geçcen
20:2:24 | iYasinBey(14): silken h.o
20:2:24 | [CMD] cucehamster11(18) => /work
20:2:25 | [CMD] ArdaBey(10) => /c ilk
20:2:26 | TheS1LKENAdam(22): Vath
20:2:27 | [CMD] Fublary3003(9) => /tamir
20:2:28 | [CMD] Strike(TR)(24) => /trailer
20:2:31 | TheS1LKENAdam(22): Nie
20:2:31 | [CMD] cucehamster11(18) => /l 
20:2:32 | [CMD] Hic(20) => /r Strike konvoy nerden nere ?
20:2:32 | iYasinBey(14): alcam dedin ya
20:2:34 | iYasinBey(14): burayý
20:2:37 | VIPTRUCKS(8): þirkette darbe var beyler
20:2:39 | [SWAT]DeaD[POH](25):  as yokmu
20:2:40 | Hic(20): Dayý türkçe konuþ
20:2:42 | [CMD] buyukustadbitti(11) => /tamir
20:2:42 | TheS1LKENAdam(22): Alcam inþallah
20:2:43 | [CMD] iYasinBey(14) => /kemer
20:2:45 | [CMD] Strike(TR)(24) => /admins
20:2:46 | TheS1LKENAdam(22): önümüzdeki hafta
20:2:47 | [CMD] TheS1LKENAdam(22) => /as
20:2:48 | [CMD] Strike(TR)(24) => /god
20:2:49 | iYasinBey(14): bama nrg
20:2:49 | [CMD] Hic(20) => /r Strike konvoy nerden nere ?
20:2:51 | [CMD] Strike(TR)(24) => /convoyiptal
20:2:52 | iYasinBey(14): lütfen
20:2:53 | [CMD] ArdaBey(10) => /convoy
20:2:55 | [SWAT]DeaD[POH](25): *gobus
20:2:56 | TheS1LKENAdam(22): alcam da
20:2:56 | [CMD] Strike(TR)(24) => /r ardabeyinkine katýl
20:2:57 | ArdaBey(10): stirke gel konvoya
20:2:57 | BoykoXD(6): Ne zman yunus alcan sirketi
20:2:58 | [CMD] Strike(TR)(24) => /convoy
20:2:58 | [CMD] VIPTRUCKS(8) => /araba
20:2:58 | [CMD] [SWAT]DeaD[POH](25) => /gobus
20:3:1 | [CMD] Hic(20) => /r ok
20:3:3 | TheS1LKENAdam(22): nasýl toparlýyýcam þirketi
20:3:3 | [CMD] BoykoXD(6) => /admin
20:3:4 | [CMD] buyukustadbitti(11) => /tamir
20:3:4 | [CMD] BoykoXD(6) => /admins
20:3:4 | [CMD] Hic(20) => /r ordaydým zaten
20:3:5 | iYasinBey(14): Arac Res Geliyor... Ýyi Oyunlar...
20:3:6 | [CMD] .canskld.(28) => /c yoksunuz len mapa girdim
20:3:7 | {FFCC00}ekmeksevenyiyen(21) Otobus Soforu olarak spawn oldu.
20:3:8 | TheS1LKENAdam(22): zor iþ
20:3:8 | iYasinBey(14): Arac Res Geliyor... Ýyi Oyunlar...
20:3:8 | [CMD] Hic(20) => /kemer
20:3:8 | [SWAT]DeaD[POH](25): kargocu ortak aranir
20:3:9 | [CMD] cucehamster11(18) => /hava 14
20:3:10 | [CMD] .canskld.(28) => /c yoksunuz len mapa girdim
20:3:11 | [CMD] ArdaBey(10) => /c kardþe
20:3:11 | [CMD] BoykoXD(6) => /a enes
20:3:11 | [CMD] iYasinBey(14) => /respawncars
20:3:12 | [CMD] cucehamster11(18) => /saat 0
20:3:13 | [CMD] ArdaBey(10) => /c dümdüz gel sen
20:3:13 | TheS1LKENAdam(22): almam belki
20:3:13 | [CMD] [SWAT]DeaD[POH](25) => /meslek
20:3:14 | VIPTRUCKS(8): yaw
20:3:14 | [CMD] Strike(TR)(24) => /c KONVOYA GELEMEYENLERÝ CEKERÝMM 
20:3:16 | VIPTRUCKS(8): :D
20:3:17 | 
20:3:18 | [CMD] buyukustadbitti(11) => /kemer
20:3:19 | [CMD] agareis150(7) => /ev
20:3:19 | [CMD] BoykoXD(6) => /a bi etk git yapsana knk
20:3:20 | [CMD] Strike(TR)(24) => /C CEKMEMÝ ÝSTEYEN?
20:3:21 | [CMD] cucehamster11(18) => /saat 24
20:3:22 | iYasinBey(14): küçük gibi aga
20:3:22 | [CMD] ArdaBey(10) => /c id 28 çek
20:3:23 | [CMD] .canskld.(28) => /c çek beni 
20:3:23 | [CMD] ubeydo(0) => /work
20:3:26 | [CMD] TheS1LKENAdam(22) => /a yapakmý enes
20:3:28 | [CMD] .canskld.(28) => /c çek beni 
20:3:29 | [CMD] Strike(TR)(24) => /c ok
20:3:30 | [CMD] [eN]Overlord(19) => /araba
20:3:30 | [CMD] agareis150(7) => /rescue
20:3:33 | [CMD] Strike(TR)(24) => /c aractan in 
20:3:33 | VIPTRUCKS(8): asdasdsa
20:3:35 | Redfo[VAK](27) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:3:35 | agareis150(7): luplup
20:3:36 | [CMD] [SWAT]DeaD[POH](25) => /pm 18 merhaba
20:3:38 | [eN]Overlord(19): bune lan pembe
20:3:38 | [CMD] iYasinBey(14) => /a yapýn ben kontrol edem
20:3:38 | [CMD] .canskld.(28) => /c konvoyda admin olmasý çok iyi D:
20:3:39 | luplup67(23): =
20:3:40 | [CMD] iYasinBey(14) => /a lütfen
20:3:41 | [CMD] ekmeksevenyiyen(21) => /meslek
20:3:41 | luplup67(23): ?
20:3:41 | [CMD] cucehamster11(18) => /pm 25 merhaba dostum
20:3:42 | [CMD] .canskld.(28) => /c indim çek
20:3:42 | [CMD] [eN]Overlord(19) => /modifiye
20:3:43 | [CMD] Strike(TR)(24) => /Get 28
20:3:43 | agareis150(7): ls gel
20:3:45 | TheS1LKENAdam(22): Rehber bey
20:3:46 | [CMD] agareis150(7) => /Araba
20:3:46 | luplup67(23): ok
20:3:47 | [CMD] iYasinBey(14) => /a hiç etk yapmadým beðn
20:3:47 | [CMD] [SWAT]DeaD[POH](25) => /pm 18 gel sf ye
20:3:48 | Hic(20): ?
20:3:48 | [CMD] luplup67(23) => /recue
20:3:48 | VIPTRUCKS(8): efm
20:3:50 | [CMD] Strike(TR)(24) => /Get 28
20:3:50 | [CMD] ekmeksevenyiyen(21) => /meslek
20:3:51 | TheS1LKENAdam(22): milletin araclarýný gaps etmeyin
20:3:51 | [CMD] .canskld.(28) => /c düþtüm
20:3:52 | [CMD] luplup67(23) => /rescue
20:3:53 | {FFCC00}ekmeksevenyiyen(21) {FFFFFF}Kamyoncu olarak spawn oldu.
20:3:54 | [CMD] [SWAT]DeaD[POH](25) => /pm 18 kargoculuk yapalim
20:3:56 | [LOCAL][eN]Overlord(19): bak þu an aldýn .d
20:3:56 | [CMD] [eN]Overlord(19) => /L bak þu an aldýn .d
20:3:56 | [LOCAL]TheS1LKENAdam(22): bas baws :D
20:3:56 | [CMD] TheS1LKENAdam(22) => /l bas baws :D
20:3:56 | Hic(20): Etmiyozki
20:3:57 | [CMD] cucehamster11(18) => /pm 25 bitireyim gelirim
20:3:57 | [CMD] [eN]Overlord(19) => /modifiye
20:3:58 | [CMD] VIPTRUCKS(8) => /modifiye
20:4:0 | dadasssbeyiii(26) oyuna girdi [IP: 88.238.92.78]
20:4:1 | Strike(TR)(24): sabit dur arac verþcen
20:4:1 | [CMD] ekmeksevenyiyen(21) => /rescue
20:4:2 | Redfo[VAK](27) oyuna girdi [IP: 178.120.72.99]
20:4:3 | [CMD] BoykoXD(6) => /kemer
20:4:3 | [CMD] [SWAT]DeaD[POH](25) => /pm 18 kac dakka
20:4:4 | [CMD] iYasinBey(14) => /a etk isterik vermeyeni sevmeyiz
20:4:6 | agareis150(7): bak þu araca bin bekle ben yanýma çekcem seni
20:4:6 | [CMD] VIPTRUCKS(8) => /araba
20:4:8 | [CMD] cucehamster11(18) => /pm 25 3
20:4:10 | [CMD] Strike(TR)(24) => /car roadtrain 0 0
20:4:10 | luplup67(23): ok 
20:4:12 | [CMD] agareis150(7) => /meslek
20:4:14 | [CMD] VIPTRUCKS(8) => /araba
20:4:15 | 
20:4:15 | [CMD] Strike(TR)(24) => /trailer
20:4:15 | {FFCC00}agareis150(7) {FFFFFF}Polis olarak spawn oldu.
20:4:17 | [CMD] .canskld.(28) => /c týr yok len
20:4:18 | 
20:4:19 | [CMD] agareis150(7) => /araba
20:4:20 | [CMD] iYasinBey(14) => /goto 22
20:4:21 | [CMD] [SWAT]DeaD[POH](25) => /pm 18 3 dakkaya bekliyom sf de
20:4:21 | [CMD] Strike(TR)(24) => /c verdim 
20:4:21 | [CMD] ArdaBey(10) => /c keþke her admin strike gibi olsa
20:4:23 | VIPTRUCKS(8): over
20:4:23 | Hic(20): @7 nasýl çekiyosun ?
20:4:24 | [CMD] cucehamster11(18) => /pm 25 tm
20:4:25 | [LOCAL]TheS1LKENAdam(22): illa ferrarimi indircem buraya :d
20:4:25 | [CMD] TheS1LKENAdam(22) => /l illa ferrarimi indircem buraya :d
20:4:25 | {FFCC00}Redfo[VAK](27) {FFFFFF}Kamyoncu olarak spawn oldu.
20:4:26 | VIPTRUCKS(8): dur araçlarý kapýþtýrak
20:4:29 | [CMD] Strike(TR)(24) => /c cann nerdesin la
20:4:29 | [LOCAL][eN]Overlord(19): efendim
20:4:29 | [CMD] [eN]Overlord(19) => /L efendim
20:4:30 | [CMD] agareis150(7) => /kemer
20:4:30 | [CMD] Strike(TR)(24) => /fly
20:4:32 | [CMD] VIPTRUCKS(8) => /araba
20:4:32 | {FFCC00}dadasssbeyiii(26) Otobus Soforu olarak spawn oldu.
20:4:32 | [CMD] iYasinBey(14) => /kemer
20:4:33 | [CMD] ArdaBey(10) => /c canskld beni takip etceksin tamam mý ?
20:4:34 | [CMD] Fublary3003(9) => /tamir
20:4:35 | [CMD] luplup67(23) => /kemer
20:4:36 | [CMD] ubeydo(0) => /work
20:4:36 | [CMD] .canskld.(28) => /c ne bilim mq çektiler beni
20:4:38 | [CMD] Strike(TR)(24) => /c la gelsene 
20:4:39 | VIPTRUCKS(8): aynýsý fortune
20:4:39 | iYasinBey(14): uçur bizi boyko
20:4:40 | [CMD] [eN]Overlord(19) => /Modifiye
20:4:41 | [CMD] VIPTRUCKS(8) => /modifiye
20:4:41 | [CMD] Hic(20) => /c Sövme !
20:4:43 | [CMD] TheS1LKENAdam(22) => /ARABA
20:4:49 | [CMD] ubeydo(0) => /goreviptal
20:4:49 | agareis150(7): b, dk bekler
20:4:49 | [CMD] ubeydo(0) => /work
20:4:51 | [CMD] .canskld.(28) => /c saol
20:4:52 | [CMD] [SWAT]DeaD[POH](25) => /pm 9 beni tanidinmi
20:4:52 | [CMD] agareis150(7) => /rescue
20:4:53 | [CMD] ArdaBey(10) => /c canskld beni takip etceksin tamam mý ?
20:4:53 | [CMD] Hic(20) => /asay Yardýma ihtiyacý olan,yolunu kaybeden varmý ? 
20:4:53 | [CMD] Hic(20) => /asay forum sayfamýz ----> www.trucksamp.com/forum 
20:4:54 | [CMD] ArdaBey(10) => /c canskld beni takip etceksin tamam mý ?
20:4:54 | [CMD] Hic(20) => /asay Sunucumuzu Favorilerinize Eklemeyi Unutmayýn... 
20:4:54 | [CMD] TheS1LKENAdam(22) => /modifiye
20:4:55 | [CMD] .canskld.(28) => /kemer
20:4:55 | [CMD] dadasssbeyiii(26) => /sa
20:4:55 | [CMD] ArdaBey(10) => /c canskld beni takip etceksin tamam mý ?
20:4:55 | emre_cool(29) oyuna girdi [IP: 91.93.48.171]
20:4:56 | agareis150(7): bin
20:4:56 | [CMD] ArdaBey(10) => /as
20:4:57 | [CMD] ekmeksevenyiyen(21) => /modifiye
20:4:58 | Hic(20): Aleyküm Selam Hoþgeldin.
20:4:58 | [CMD] ArdaBey(10) => /work
20:4:58 | [CMD] agareis150(7) => /rescue
20:4:59 | VIPTRUCKS(8): silken bekle
20:4:59 | [CMD] Fublary3003(9) => /pm 25 evt
20:5:0 | [CMD] ubeydo(0) => /as
20:5:0 | [CMD] VIPTRUCKS(8) => /rescue
20:5:1 | iYasinBey(14): valllaha uçtuk
20:5:3 | [CMD] TheS1LKENAdam(22) => /vipneon
20:5:7 | [CMD] TheS1LKENAdam(22) => /kemer
20:5:8 | VIPTRUCKS(8): silken nokta koysana
20:5:8 | [CMD] agareis150(7) => /rescue
20:5:10 | 
20:5:11 | [CMD] [SWAT]DeaD[POH](25) => /pm 9 Hedef Kirmizi Elma dan
20:5:11 | [CMD] thunder(13) => /asiriyuk
20:5:11 | [CMD] agareis150(7) => /araba
20:5:13 | [CMD] Hic(20) => /asay /rescue Komutu ile mesleðinin spawn noktalarýna ulaþabilirsin... 
20:5:14 | {FFCC00}emre_cool(29) {FFFFFF}Kamyoncu olarak spawn oldu.
20:5:14 | [CMD] Hic(20) => /asay Eðer bir oyuncudan þikayetçi iseniz /sikayet <id> <sebep> þeklinde gönderebilirsiniz... 
20:5:17 | [CMD] emre_cool(29) => /sa
20:5:18 | [CMD] Fublary3003(9) => /tamir
20:5:19 | [CMD] iYasinBey(14) => /a ters seritte yakalamayým yakarým
20:5:19 | [CMD] iYasinBey(14) => /as
20:5:20 | [CMD] ArdaBey(10) => /as
20:5:21 | [LOCAL]TheS1LKENAdam(22): dur
20:5:21 | [CMD] TheS1LKENAdam(22) => /l dur
20:5:22 | [CMD] Fublary3003(9) => /pm 25 ev
20:5:24 | [CMD] Hic(20) => /asiriyuk
20:5:25 | Hic(20): Aleyküm Selam Hoþgeldin.
20:5:26 | {FFCC00}ubeydo(0) {FFFFFF}Pilot olarak spawn oldu.
20:5:27 | [CMD] Fublary3003(9) => /pm 25 evt
20:5:28 | [LOCAL]TheS1LKENAdam(22): dur
20:5:28 | [CMD] TheS1LKENAdam(22) => /l dur
20:5:29 | [CMD] [SWAT]DeaD[POH](25) => /pm 9 nasilsin
20:5:29 | [LOCAL]TheS1LKENAdam(22): dur
20:5:29 | [CMD] TheS1LKENAdam(22) => /l dur
20:5:29 | [CMD] dadasssbeyiii(26) => /kemer
20:5:30 | [CMD] VIPTRUCKS(8) => /as,
20:5:31 | [CMD] Fublary3003(9) => /tamir
20:5:32 | [LOCAL]TheS1LKENAdam(22): dur
20:5:32 | [CMD] TheS1LKENAdam(22) => /l dur
20:5:35 | VIPTRUCKS(8): silken
20:5:35 | iYasinBey(14): hedef kýrmýz elma ne aga
20:5:35 | agareis150(7): admin
20:5:35 | [LOCAL]TheS1LKENAdam(22): gel
20:5:35 | [CMD] TheS1LKENAdam(22) => /l gel
20:5:36 | [CMD] [eN]Overlord(19) => /tamir
20:5:37 | [CMD] ubeydo(0) => /work
20:5:37 | [CMD] TheS1LKENAdam(22) => /vtamir
20:5:38 | TheS1LKENAdam(22): Evet
20:5:40 | [CMD] VIPTRUCKS(8) => /goto 22
20:5:41 | [ANTIHACK] Þüpheli VIPTRUCKS(8) => Airbreak-hack
20:5:41 | [SWAT]DeaD[POH](25): yasin
20:5:42 | [CMD] ubeydo(0) => /kemer
20:5:44 | [CMD] buyukustadbitti(11) => /tamir
20:5:44 | iYasinBey(14): efm
20:5:44 | [CMD] emre_cool(29) => /pm 24 strike bey 
20:5:44 | [CMD] dadasssbeyiii(26) => /work
20:5:44 | [SWAT]DeaD[POH](25): soyliyimmi
20:5:45 | [CMD] Strike(TR)(24) => /asiriyuk
20:5:45 | [CMD] ekmeksevenyiyen(21) => /cevir
20:5:47 | [CMD] emre_cool(29) => /rescue
20:5:47 | iYasinBey(14): söyle
20:5:47 | [CMD] Strike(TR)(24) => /asiriyuk
20:5:48 | [SWAT]DeaD[POH](25): ama ban yerim
20:5:48 | [CMD] buyukustadbitti(11) => /kemer
20:5:50 | iYasinBey(14): pm den
20:5:54 | [SWAT]DeaD[POH](25): lo baska sw den
20:5:55 | [CMD] TheS1LKENAdam(22) => /vtamir
20:5:56 | agareis150(7): polisde merkez hiz aþýrý yk aldý fln diyo çevikde böyle biþey varmý
20:5:57 | [SWAT]DeaD[POH](25): bir cete
20:5:58 | VIPTRUCKS(8): gel :D
20:5:58 | iYasinBey(14): he tm
20:6:2 | [CMD] emre_cool(29) => /pm 24 strike bey bakarmýsýnýz
20:6:10 | [CMD] Strike(TR)(24) => /pm 29 evet
20:6:11 | VIPTRUCKS(8): lag
20:6:13 | [KAMYONCU] DarkFlow, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 179939$, 1 Skor ve 5 EXP Sure: 505 Saniye
20:6:13 | [CMD] [SWAT]DeaD[POH](25) => /pm 8 qnq
20:6:16 | agareis150(7): polisde merkez hiz aþýrý yk aldý fln diyo çevikde böyle biþey varmý
20:6:16 | [CMD] ekmeksevenyiyen(21) => /cevir
20:6:17 | [CMD] VIPTRUCKS(8) => /pm 25 he
20:6:17 | TheS1LKENAdam(22) oyundan cIktI (Hata/Crash) (IP: 176.218.69.31)
20:6:20 | [CMD] iYasinBey(14) => /a mafya olsada trollesek
20:6:20 | ArdaBey(10): var
20:6:22 | [CMD] DarkFlow(12) => /rescue
20:6:24 | [CMD] VIPTRUCKS(8) => /asay VIP-Donator-Ýþyeri-Para-Giþe v.b ürünlerimizi satýn almak için www.trucksamp.com/forum 
20:6:25 | [CMD] [SWAT]DeaD[POH](25) => /pm 8 senden bir siy isticem
20:6:25 | [CMD] Strike(TR)(24) => /asay Vip-Donator-Sirket-Giþe Vb Ürünlerimizden Almak Ýsteyenler www.trucksamp.com Dan Alabilirler 
20:6:27 | [CMD] .canskld.(28) => /c beyler en arkada adamý bekleyek
20:6:28 | Hic(20): @7 var
20:6:29 | agareis150(7): admin
20:6:30 | [CMD] Hic(20) => /asay Animasyonlara bakmak için /animlist yazmanýz yeterlidir... 
20:6:30 | [CMD] DarkFlow(12) => /gobus
20:6:31 | [CMD] VIPTRUCKS(8) => /asay Yeni gelen oyuncularýmýz /kurallar kabul ederek 30.000$ ve 5 skor kazanabilirler. 
20:6:32 | agareis150(7): he tm
20:6:33 | [CMD] [SWAT]DeaD[POH](25) => /pm 8 uzulmessen tabi
20:6:33 | [CMD] ArdaBey(10) => /c yolu biliyor o
20:6:34 | luplup67(23): ? hadi aga
20:6:39 | [CMD] [SWAT]DeaD[POH](25) => /pm 8 bana para lazim
20:6:39 | [CMD] emre_cool(29) => /pm 24 forum oyunuc þikayet bölümünde yeni konu açtýmda ilgilenirmisiniz.
20:6:40 | [CMD] Strike(TR)(24) => /c +
20:6:40 | [CMD] DarkFlow(12) => /sirket
20:6:41 | [CMD] buyukustadbitti(11) => /rescue
20:6:41 | [CMD] ubeydo(0) => /work
20:6:43 | [CMD] VIPTRUCKS(8) => /pm 25 kaç para
20:6:48 | [CMD] .canskld.(28) => /c olsun beraber gidek
20:6:50 | DarkFlow(12) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:6:50 | [LOCAL]BoykoXD(6): izle bak 
20:6:50 | [CMD] BoykoXD(6) => /l izle bak 
20:6:50 | [CMD] ubeydo(0) => /ranklar
20:6:51 | [CMD] [SWAT]DeaD[POH](25) => /pm 8 ne kadar vere bilirsen
20:6:52 | [CMD] Strike(TR)(24) => /pm 29 bakýyým hemen
20:6:54 | [CMD] .canskld.(28) => /c ets 2 style
20:6:54 | [CMD] emre_cool(29) => /kemer
20:6:55 | [CMD] ekmeksevenyiyen(21) => /cevir
20:6:56 | [CMD] emre_cool(29) => /sac
20:6:56 | [LOCAL]iYasinBey(14): bekle 1 dk
20:6:56 | [CMD] iYasinBey(14) => /l bekle 1 dk
20:6:59 | [CMD] VIPTRUCKS(8) => /paragonder 770000
20:7:0 | [CMD] emre_cool(29) => /pm 24 tmm
20:7:5 | VIPTRUCKS(8) [SWAT]DeaD[POH](25)'a 770000$ para gönderdi
20:7:5 | [CMD] VIPTRUCKS(8) => /paragonder 25 770000
20:7:5 | [CMD] ekmeksevenyiyen(21) => /cevir
20:7:10 | VIPTRUCKS(8): son param
20:7:13 | emre_cool(29): mafya varmý oyunda
20:7:13 | [CMD] dadasssbeyiii(26) => /kurallar
20:7:13 | [CMD] [SWAT]DeaD[POH](25) => /pm 8 saol
20:7:14 | [CMD] ArdaBey(10) => /c ara sýra lag girer beraber girersek çiftleþme olur suya düþerik :d
20:7:18 | [CMD] Hic(20) => /asay Yeni gelen oyuncularýmýz /kurallar yazýp kabul ettikten sonra 30.000$ ve 5 skor kazanabilirler... 
20:7:19 | [CMD] .canskld.(28) => /c ok :D
20:7:20 | VIPTRUCKS(8): yok
20:7:24 | [CMD] emre_cool(29) => /work
20:7:25 | [CMD] Hic(20) => /asay /rescue Komutu ile mesleðinin spawn noktalarýna ulaþabilirsin... 
20:7:25 | [CMD] VIPTRUCKS(8) => /tamir
20:7:27 | [CMD] BoykoXD(6) => /goto 8
20:7:27 | buyukustadbitti(11): can res
20:7:29 | [LOCAL]iYasinBey(14): go
20:7:29 | [CMD] iYasinBey(14) => /l go
20:7:30 | [CMD] BoykoXD(6) => /cantazele
20:7:31 | [CMD] buyukustadbitti(11) => /kemer
20:7:31 | [CMD] [SWAT]DeaD[POH](25) => /work
20:7:34 | VIPTRUCKS(8): atlayýn uçalým bebekler
20:7:35 | [CMD] iYasinBey(14) => /kemer
20:7:36 | (BANKA) dadasssbeyiii(26) 2177 nolu banka hesabina 50000$ yatirdi.
20:7:37 | [CMD] ArdaBey(10) => /c o gün harbourda kaza oldu 5 dk bekledik öyle 
20:7:38 | [CMD] ubeydo(0) => /work
20:7:38 | [CMD] VIPTRUCKS(8) => /kemer
20:7:39 | iYasinBey(14): rockstar
20:7:40 | iYasinBey(14): :D
20:7:40 | VIPTRUCKS(8): atlayýn uçalým bebekler
20:7:41 | [LOCAL]BoykoXD(6): yarýs
20:7:41 | [CMD] BoykoXD(6) => /l yarýs
