0:0:4 | [CMD] GeneralRookie(8) => /work
18:53:23 | [CMD] DeathStroke(20) => /l la yok siktir et
18:53:25 | Furkangz(21): bu nasýl ruha
18:53:26 | [LOCAL][eN]Overlord(9): FCR900,Wayfarer olsun yeter
18:53:26 | [CMD] [eN]Overlord(9) => /l FCR900,Wayfarer olsun yeter
18:53:27 | KorkusuzKorkak(17): iptal ettim convoyu
18:53:27 | [LOCAL]BoykoXD(12): .d
18:53:27 | [CMD] BoykoXD(12) => /l .d
18:53:32 | [CMD] DarkFlow(24) => /m1
18:53:32 | [LOCAL]BoykoXD(12): sag
18:53:32 | [CMD] BoykoXD(12) => /l sag
18:53:36 | [KGT]Ruhatcan(11): giriþini düþünemiyorum :D
18:53:37 | [CMD] DarkFlow(24) => /m1
18:53:39 | [LOCAL]DeathStroke(20): buramý
18:53:39 | [CMD] DeathStroke(20) => /l buramý
18:53:40 | [CMD] DarkFlow(24) => /m2
18:53:40 | Furkangz(21): sjjs :d
18:53:41 | [CMD] oktayacar(0) => /convoy
18:53:43 | [CMD] DarkFlow(24) => /work
18:53:46 | [CMD] oktayacar(0) => /rescue
18:53:47 | [CMD] KorkusuzKorkak(17) => /meslek
18:53:47 | [LOCAL][eN]Overlord(9): Wayfareri satmak istemiyorum açýkçasý
18:53:47 | [CMD] [eN]Overlord(9) => /l Wayfareri satmak istemiyorum açýkçasý
18:53:48 | [LOCAL]BoykoXD(12): yk geri gel
18:53:48 | [CMD] BoykoXD(12) => /l yk geri gel
18:53:52 | [KGT]Ruhatcan(11): o olmaz iþte o acýtýr :D
18:54:1 | [CMD] KorkusuzKorkak(17) => /rescue
18:54:1 | [LOCAL]SpecialForces(14): istediðini sat
18:54:1 | [CMD] SpecialForces(14) => /l istediðini sat
18:54:6 | [LOCAL]BoykoXD(12): aynn
18:54:6 | [CMD] BoykoXD(12) => /l aynn
18:54:7 | [LOCAL]DeathStroke(20): buramý
18:54:7 | [CMD] DeathStroke(20) => /l buramý
18:54:8 | [LOCAL]BoykoXD(12): devam et
18:54:8 | [CMD] BoykoXD(12) => /l devam et
18:54:9 | [CMD] DarkFlow(24) => /work
18:54:10 | TheFlash02(25): aga ya 5.ayin 7 si 2017 de sw ye kaydolmusum skora bak :DDD
18:54:12 | [LOCAL][eN]Overlord(9): tamam o zaman Wayfarer hariç satýyým
18:54:12 | [CMD] [eN]Overlord(9) => /l tamam o zaman Wayfarer hariç satýyým
18:54:15 | [CMD] [eN]Overlord(9) => /araba
18:54:18 | oktayacar(0): arac res
18:54:19 | [LOCAL]DeathStroke(20): sen bana tam olarak nerde söyle
18:54:19 | [CMD] DeathStroke(20) => /l sen bana tam olarak nerde söyle
18:54:19 | oguzbey(6): convoy
18:54:23 | [ARAC] [eN]Overlord(9), 512 ID'li ZR-350 model araci 36000000$'a satin aldi.
18:54:23 | [CMD] oktayacar(0) => /sirketdrose
18:54:25 | [CMD] KorkusuzKorkak(17) => /kemer
18:54:26 | Furkangz(21): ARac Res geliyor
18:54:26 | [LOCAL]BoykoXD(12): temple
18:54:26 | [CMD] BoykoXD(12) => /l temple
18:54:27 | [ARAC] [eN]Overlord(9), 603 ID'li Sentinel model araci 14400000$'a satin aldi.
18:54:28 | Furkangz(21): ARac Res geliyor
18:54:28 | [CMD] oktayacar(0) => /sirketdorse
18:54:30 | [LOCAL][eN]Overlord(9): Sattým
18:54:30 | [CMD] [eN]Overlord(9) => /l Sattým
18:54:31 | [CMD] Furkangz(21) => /respawncars
18:54:31 | [CMD] Furkangz(21) => /cantazele
18:54:33 | [CMD] Furkangz(21) => /god
18:54:36 | [LOCAL]BoykoXD(12): dümdüz
18:54:36 | [CMD] BoykoXD(12) => /l dümdüz
18:54:37 | [CMD] BULDOZER(06)(15) => /vtamir
18:54:39 | ozantr12345(22): aga ya 3.ayýn 27si 2017de swye kaydolmuþum skora bað
18:54:40 | [CMD] BULDOZER(06)(15) => /vtamir
18:54:42 | [CMD] [KGT]Ruhatcan(11) => /araba
18:54:43 | [CMD] BULDOZER(06)(15) => /tamir
18:54:45 | TheFlash02(25): :D
18:54:48 | [CMD] BULDOZER(06)(15) => /kemer
18:54:48 | [LOCAL]BoykoXD(12): sende lag var
18:54:48 | [CMD] BoykoXD(12) => /l sende lag var
18:54:49 | [CMD] DarkFlow(24) => /work
18:54:51 | [CMD] [S]eas(7) => /stats
18:54:52 | [LOCAL]ozantr12345(22): ÇEVÝK KUVVET DUR!
18:54:52 | [CMD] ozantr12345(22) => /l ÇEVÝK KUVVET DUR!
18:54:53 | [CMD] BULDOZER(06)(15) => /akilitle
18:54:55 | [LOCAL]DeathStroke(20): ayn biraz var
18:54:55 | [CMD] DeathStroke(20) => /l ayn biraz var
18:54:56 | [CMD] KorkusuzKorkak(17) => /sirketdorse
18:55:0 | [LOCAL][eN]Overlord(9): Þimdi?
18:55:0 | [CMD] [eN]Overlord(9) => /L Þimdi?
18:55:0 | [LOCAL]ozantr12345(22): ÇEVÝK KUVVET DUR!
18:55:0 | [CMD] ozantr12345(22) => /l ÇEVÝK KUVVET DUR!
18:55:3 | [LOCAL]SpecialForces(14): kaç m var sende
18:55:3 | [CMD] SpecialForces(14) => /l kaç m var sende
18:55:3 | [CMD] oktayacar(0) => /dorsebirak
18:55:6 | [LOCAL]BoykoXD(12): dur
18:55:6 | [CMD] BoykoXD(12) => /l dur
18:55:7 | [CMD] Furkangz(21) => /rescue
18:55:8 | [CMD] oktayacar(0) => /dorsebirak
18:55:9 | [CMD] Furkangz(21) => /gohome
18:55:9 | [LOCAL]ozantr12345(22): görev nereye
18:55:9 | [CMD] ozantr12345(22) => /L görev nereye
18:55:11 | [LOCAL][eN]Overlord(9): 64 oldu da
18:55:11 | [CMD] [eN]Overlord(9) => /l 64 oldu da
18:55:11 | [CMD] oktayacar(0) => /dorse
18:55:13 | [LOCAL]SpecialForces(14): 64 m varmýþ
18:55:13 | [CMD] SpecialForces(14) => /l 64 m varmýþ
18:55:13 | [CMD] TheFlash02(25) => /recue
18:55:14 | [CMD] ahmut(27) => /pm 15 serveri açtým sen artýk avcunu yalarsýn :D 
18:55:16 | hk17hk(28) oyuna girdi [IP: 176.227.106.210]
18:55:16 | [CMD] DarkFlow(24) => /work
18:55:17 | [LOCAL]DeathStroke(20): gördük len
18:55:17 | [CMD] DeathStroke(20) => /l gördük len
18:55:17 | [CMD] ahmut(27) => /pmoff
18:55:17 | [CMD] TheFlash02(25) => /rescue
18:55:17 | [CMD] oktayacar(0) => /dorsebirak
18:55:19 | [CMD] DeathStroke(20) => /tamir
18:55:20 | EmirhanKuruHD(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
18:55:23 | [LOCAL][eN]Overlord(9): hep motor 
18:55:23 | [CMD] [eN]Overlord(9) => /l hep motor 
18:55:26 | [CMD] oktayacar(0) => /rescue
18:55:27 | [CMD] BoykoXD(12) => /gaelri
18:55:28 | [LOCAL][eN]Overlord(9): bi tane de araç alsam ucuzundan
18:55:28 | [CMD] [eN]Overlord(9) => /l bi tane de araç alsam ucuzundan
18:55:28 | [LOCAL]SpecialForces(14): o aracý alýcaksan gidip alalým
18:55:28 | [CMD] SpecialForces(14) => /l o aracý alýcaksan gidip alalým
18:55:28 | [LOCAL]DeathStroke(20): sa
18:55:28 | [CMD] DeathStroke(20) => /l sa
18:55:28 | [CMD] KorkusuzKorkak(17) => /rescue
18:55:29 | [CMD] BULDOZER(06)(15) => /pm 27 olm bak gel sen bi msn
18:55:31 | 
18:55:32 | [LOCAL]ozantr12345(22): deva et ve buralarda durma
18:55:32 | [CMD] ozantr12345(22) => /l deva et ve buralarda durma
18:55:32 | [CMD] BoykoXD(12) => /galeri
18:55:32 | BULDOZER(06)(15): ahmut
18:55:32 | [LOCAL][eN]Overlord(9): as
18:55:32 | [CMD] [eN]Overlord(9) => /l as
18:55:33 | [LOCAL]SpecialForces(14): as
18:55:33 | [CMD] SpecialForces(14) => /l as
18:55:35 | [CMD] TheFlash02(25) => /rescue
18:55:40 | [CMD] Gezegen(19) => /ev
18:55:40 | [LOCAL][eN]Overlord(9): ben 35 level kasýyým
18:55:40 | [CMD] [eN]Overlord(9) => /l ben 35 level kasýyým
18:55:40 | BULDOZER(06)(15): pm den artistlik yapma
18:55:42 | ahmut(27): :WQE
18:55:44 | ozantr12345(22): seas vururum la seni
18:55:44 | BULDOZER(06)(15): gel msn
18:55:44 | [KGT]Ruhatcan(11): abow
18:55:45 | [CMD] Furkangz(21) => /rescue
18:55:45 | [CMD] KorkusuzKorkak(17) => /rescue
18:55:46 | ozantr12345(22): gel buraya
18:55:47 | [CMD] [S]eas(7) => /tamir
18:55:48 | [CMD] ASLANBEY(10) => /sirket
18:55:49 | [ARAC] BoykoXD(12), 399 ID'li @Alpha model araci 29000000$'a satin aldi.
18:55:49 | [LOCAL][eN]Overlord(9): Level 34 (210/340)
18:55:49 | [CMD] [eN]Overlord(9) => /L Level 34 (210/340)
18:55:51 | [CMD] BoykoXD(12) => /cantazele
18:55:52 | BULDOZER(06)(15): lan it kasýnma
18:55:53 | [CMD] Furkangz(21) => /car Infernus 1 1
18:55:55 | [LOCAL][eN]Overlord(9): hallediyim alýrým sana geri döneyim
18:55:55 | [CMD] [eN]Overlord(9) => /l hallediyim alýrým sana geri döneyim
18:55:55 | hk17hk(28) oyundan cIktI (Hata/Crash) (IP: 176.227.106.210)
18:55:56 | [LOCAL]ozantr12345(22): GÝT BURDAN!
18:55:56 | [CMD] ozantr12345(22) => /l GÝT BURDAN!
18:55:56 | [KGT]Ruhatcan(11): ooo küfür
18:55:59 | [LOCAL]SpecialForces(14): pizzacý olup kas hemen
18:55:59 | [CMD] SpecialForces(14) => /l pizzacý olup kas hemen
18:55:59 | [CMD] Furkangz(21) => /uyar 15 Uslup .
18:56:0 | [KGT]Ruhatcan(11): þahýsa hemde
18:56:2 | ahmut(27): düzgün konuþ 
18:56:3 | [CMD] DarkFlow(24) => /work
18:56:4 | ozantr12345(22): seas gel la buraya
18:56:7 | BULDOZER(06)(15): kasýnýyo
18:56:10 | [CMD] [eN]Overlord(9) => /galeri
18:56:10 | [LOCAL]DeathStroke(20): ne aldýn
18:56:10 | [CMD] DeathStroke(20) => /l ne aldýn
18:56:12 | [CMD] BoykoXD(12) => /kemer
18:56:15 | [LOCAL]BoykoXD(12): kamyon
18:56:15 | [CMD] BoykoXD(12) => /l kamyon
18:56:17 | ahmut(27): senin dilini bilmiyorum havlama 
18:56:18 | [CMD] ozantr12345(22) => /araba
18:56:19 | [LOCAL]BoykoXD(12): görev yapmak için
18:56:19 | [CMD] BoykoXD(12) => /l görev yapmak için
18:56:21 | [CMD] [eN]Overlord(9) => /la ranmam
18:56:22 | Furkangz(21): BUldozer
18:56:22 | [LOCAL]SpecialForces(14): pizzacý olup kas hemen
18:56:22 | [CMD] SpecialForces(14) => /l pizzacý olup kas hemen
18:56:25 | [LOCAL][eN]Overlord(9): bi yemek iyiym aranmam falan da var
18:56:25 | [CMD] [eN]Overlord(9) => /l bi yemek iyiym aranmam falan da var
18:56:27 | [LOCAL]DeathStroke(20): dur bende alayým
18:56:27 | [CMD] DeathStroke(20) => /l dur bende alayým
18:56:28 | [KGT]Ruhatcan(11): meslektaþýna ceza kesiyor :D
18:56:29 | [LOCAL]BoykoXD(12): sonra satcam ztn
18:56:29 | [CMD] BoykoXD(12) => /l sonra satcam ztn
18:56:29 | [CMD] oktayacar(0) => /work
18:56:29 | [LOCAL]SpecialForces(14): tm
18:56:29 | [CMD] SpecialForces(14) => /l tm
18:56:30 | BULDOZER(06)(15): he
18:56:30 | [CMD] Furkangz(21) => /mute 15 500 Uslup!
18:56:34 | [CMD] DarkFlow(24) => /work
18:56:35 | [CMD] [S]eas(7) => /tamir
18:56:37 | Furkangz(21): Ahmut
18:56:40 | [LOCAL]DeathStroke(20): gel benle hangisi göster
18:56:40 | [CMD] DeathStroke(20) => /l gel benle hangisi göster
18:56:41 | Grejuva(16) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
18:56:41 | [ANTIHACK] Þüpheli [S]eas(7) => Can-Hilesi
18:56:42 | ahmut(27): efendim
18:56:44 | [CMD] TheFlash02(25) => /work
18:56:46 | {FFCC00}[S]eas(7) Otobus Soforu olarak spawn oldu.
18:56:46 | [CMD] KorkusuzKorkak(17) => /work
18:56:46 | [CMD] Furkangz(21) => /pm 27 500 Tartýsma yapma
18:56:49 | [CMD] BoykoXD(12) => /pm 20 moderm rest at knk
18:56:51 | Gezegen(19): Polis Yýldýzýmý Alýrmýsn LV Karakoldayým
18:56:51 | [CMD] Furkangz(21) => /mute 27 500 Tartýsma yapma
18:56:52 | [CMD] ozantr12345(22) => /stamir
18:56:52 | [CMD] oktayacar(0) => /convoy
18:56:53 | [CMD] KorkusuzKorkak(17) => /convoy
18:56:55 | [LOCAL]DeathStroke(20): gel göster banas
18:56:55 | [CMD] DeathStroke(20) => /l gel göster banas
18:56:56 | ozantr12345(22): seas
18:56:56 | [CMD] oktayacar(0) => /work
18:56:57 | [CMD] Furkangz(21) => /spec 7
18:56:58 | [CMD] KorkusuzKorkak(17) => /kemer
18:56:58 | DarkFlow(24): hel allahým :D
18:56:59 | ozantr12345(22): sana dur demiþtim
18:57:2 | [S]eas(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
18:57:2 | {FFCC00}Furkangz(21) {FFFFFF}Kamyoncu olarak spawn oldu.
18:57:8 | [CMD] DarkFlow(24) => /work
18:57:10 | Gezegen(19): Polis Yýldýzýmý Alýrmýsn LV Karakoldayým
18:57:10 | Furkangz(21): Sakin beyler
18:57:12 | Lolery71(23): buldozer
18:57:12 | Furkangz(21): Sakin beyler
18:57:17 | [CMD] DeathStroke(20) => /galeri
18:57:18 | Furkangz(21): Buldozer Ýle Ahmut
18:57:18 | Lolery71(23): buldozer
18:57:19 | [CMD] [KGT]Ruhatcan(11) => /rentcar
18:57:22 | Lolery71(23): annen yanýmda
18:57:22 | Furkangz(21): Buldozer Ýle Ahmut
18:57:22 | [CMD] BULDOZER(06)(15) => /akilitle
18:57:24 | [CMD] BoykoXD(12) => /pm 20 orda kmayon var bak o
18:57:24 | Lolery71(23): furkan
18:57:26 | Lolery71(23): adam 
18:57:28 | Furkangz(21): Probleminiz ney
18:57:30 | Lolery71(23): týrýmý aldý
18:57:31 | [LOCAL]ozantr12345(22): ters gitme
18:57:31 | [CMD] ozantr12345(22) => /l ters gitme
18:57:37 | Lolery71(23): banlarmýsýn ?
18:57:38 | [CMD] Furkangz(21) => /spec 23
18:57:41 | Lolery71(23): gel tp at
18:57:41 | [CMD] BoykoXD(12) => /dtemizle
18:57:44 | ASLANBEY(10): mafyaysa alýr
18:57:47 | Furkangz(21): ýd 23 
18:57:49 | [CMD] DarkFlow(24) => /work
18:57:50 | [CMD] BoykoXD(12) => /goto 23
18:57:50 | Furkangz(21):  Adamýn Gorevi o
18:57:50 | [CMD] oktayacar(0) => /kemer
18:57:53 | [KGT]Ruhatcan(11): swde mafyamý var :D
18:57:53 | [CMD] BoykoXD(12) => /goto 23
18:57:54 | Lolery71(23): ha tmm o zaman :D
18:57:55 | [CMD] Furkangz(21) => /specoff
18:57:55 | {FFCC00}Furkangz(21) {FFFFFF}Kamyoncu olarak spawn oldu.
18:57:58 | [CMD] BULDOZER(06)(15) => /akilitle
18:57:59 | [CMD] BoykoXD(12) => /goto 20
18:58:1 | [LOCAL]ozantr12345(22): atla darbe var
18:58:1 | [CMD] ozantr12345(22) => /l atla darbe var
18:58:3 | [CMD] TheFlash02(25) => /tamir
18:58:3 | DarkFlow(24): mafya affetmez
18:58:3 | [CMD] Gezegen(19) => /pm 21 yalýnz  annen yanýmda dedi gördünmü ?
18:58:6 | Furkangz(21): Lolery Sen kaptýrmayacan aracý
18:58:7 | [CMD] BoykoXD(12) => /pm 20 aldýnmý
18:58:8 | [CMD] oktayacar(0) => /tiryazi
18:58:9 | Lolery71(23): SAL BE BULDOZER
18:58:11 | [LOCAL]DeathStroke(20): bulamadým la
18:58:11 | [CMD] DeathStroke(20) => /l bulamadým la
18:58:11 | [CMD] BoykoXD(12) => /a bnde
18:58:12 | [KGT]Ruhatcan(11): c.o
18:58:13 | [CMD] oktayacar(0) => /tiryazi KAÐÝT
18:58:14 | [CMD] Furkangz(21) => /pm 19 bakýyorum
18:58:16 | [LOCAL]ozantr12345(22): UZAKLAÞ DÝYORUM DARBE VAR
18:58:16 | [CMD] ozantr12345(22) => /l UZAKLAÞ DÝYORUM DARBE VAR
18:58:16 | [CMD] DeathStroke(20) => /galeri
18:58:18 | [CMD] BoykoXD(12) => /uyar 23 Büyük harf
18:58:22 | ozantr12345(22): can res
18:58:24 | [CMD] BoykoXD(12) => /pm 20 bir dk
18:58:26 | [CMD] ozantr12345(22) => /asistan
18:58:27 | [CMD] BoykoXD(12) => /galeri
18:58:30 | [CMD] ahmut(27) => /gc
18:58:31 | ozantr12345(22): can ress
18:58:31 | [CMD] DarkFlow(24) => /work
18:58:34 | frenkyz[tr](7) oyuna girdi [IP: 88.231.31.31]
18:58:39 | Lolery71(23): furkan adam dorseye vurunca yapacak biþey kalmýyor
18:58:40 | ozantr12345(22): can ress amdin
18:58:40 | [CMD] Furkangz(21) => /pm 19 Ss aldýnýzmý
18:58:40 | [CMD] Furkangz(21) => /cantazele
18:58:42 | [CMD] ahmut(27) => /pm
18:58:44 | [CMD] Gezegen(19) => /pm 21 evet
18:58:46 | [CMD] DarkFlow(24) => /work
18:58:47 | [CMD] BoykoXD(12) => /pm 20  9 uncuda var
18:58:48 | [CMD] DarkFlow(24) => /work
18:58:49 | [CMD] Furkangz(21) => /pm 19 Aldýysanýz bi Atarmýsýnýz foruma konu
18:58:51 | [CMD] KorkusuzKorkak(17) => /tiryazi DÝKKAT KAÐIT YÜKLÜ ARAÇ
18:58:55 | [CMD] Gezegen(19) => /pm 21 18:56:58 
18:58:56 | [CMD] Hic(13) => /musait
18:58:58 | [CMD] Hic(13) => /geldim
18:59:0 | [CMD] Hic(13) => /sac
18:59:1 | [CMD] Gezegen(19) => /pm 21 yazýyor orda
18:59:1 | [CMD] Hic(13) => /sa
18:59:2 | [CMD] ahmut(27) => /bb
18:59:4 | [CMD] [KGT]Ruhatcan(11) => /as
18:59:4 | 
18:59:5 | [CMD] Gezegen(19) => /pm 21 lolery
18:59:5 | [CMD] [KGT]Ruhatcan(11) => /hg
18:59:5 | [CMD] KorkusuzKorkak(17) => /as
18:59:7 | [CMD] DarkFlow(24) => /as
18:59:7 | Lolery71(23): aracý  nasýl kitleyebiliyoruz
18:59:8 | [KGT]Ruhatcan(11): Aþkým :D
18:59:9 | [CMD] ozantr12345(22) => /akilitle
18:59:10 | Hic(13):  /akilitle
18:59:11 | DarkFlow(24):  /aikiltle
18:59:12 | [CMD] ozantr12345(22) => /sigara2
18:59:14 | [LOCAL]DeathStroke(20): flatbed ?
18:59:14 | [CMD] DeathStroke(20) => /l flatbed ?
18:59:15 | Aware61(8) oyuna girdi [IP: 78.183.114.49]
18:59:16 | [CMD] Furkangz(21) => /pm 19 bu saat gosterimini nasýl acýoz oyunda
18:59:17 | Hic(13): Aþkým devri bitti
18:59:17 | {FFCC00}frenkyz[tr](7) {FFFFFF}Kamyoncu olarak spawn oldu.
18:59:18 | [CMD] oktayacar(0) => /akilitle
18:59:19 | [KGT]Ruhatcan(11):  /akilitle
18:59:19 | [CMD] Furkangz(21) => /pm 19 kapalýda bende
18:59:22 | [CMD] KorkusuzKorkak(17) => /akilitle
18:59:23 | Lolery71(23): ewl
18:59:24 | 
18:59:25 | [CMD] BoykoXD(12) => /galeri
18:59:25 | [CMD] Gezegen(19) => /pm 21 hatýrlaýmyorum
18:59:32 | [CMD] oktayacar(0) => /modifiye
18:59:33 | [CMD] Gezegen(19) => /pm 21 uste çýk orda yazýyor lolery yazmýþ
18:59:34 | [CMD] DarkFlow(24) => /unlock
18:59:35 | [CMD] Lolery71(23) => /deagle
18:59:37 | [CMD] Furkangz(21) => /pm 19 Sen Sikayetini ac istersen
18:59:37 | [CMD] DeathStroke(20) => /pm 12 flatbed mi
18:59:38 | {FFCC00}Aware61(8) {FFFFFF}Kamyoncu olarak spawn oldu.
18:59:39 | [LOCAL]BoykoXD(12): aynn flatbed
18:59:39 | [CMD] BoykoXD(12) => /l aynn flatbed
18:59:39 | [CMD] DeathStroke(20) => /galeri
18:59:39 | [CMD] DarkFlow(24) => /lock
18:59:41 | [CMD] frenkyz[tr](7) => /convoy
18:59:43 | [CMD] DarkFlow(24) => /locked
18:59:45 | Aware61(8): sa
18:59:47 | [CMD] DarkFlow(24) => /work
18:59:47 | [CMD] Hic(13) => /as
18:59:47 | [CMD] BoykoXD(12) => /as
18:59:47 | [CMD] [KGT]Ruhatcan(11) => /as
18:59:48 | oguzbey(6): OZAN
18:59:48 | [CMD] KorkusuzKorkak(17) => /as
18:59:48 | [CMD] [KGT]Ruhatcan(11) => /hg
18:59:49 | [CMD] Hic(13) => /hg
18:59:51 | ozantr12345(22): he
18:59:51 | [CMD] DarkFlow(24) => /as
18:59:52 | KorkusuzKorkak(17): c.o
18:59:52 | Hic(13):  /sa /as /hg /hb /bb
18:59:52 | Lolery71(23): polis ceza kesermisin
18:59:53 | Aware61(8): eyw hoþ bulduk
18:59:53 | ozantr12345(22): c.o
18:59:54 | [CMD] BoykoXD(12) => /pm 20 bn bi su içem ya 
18:59:55 | ozantr12345(22): evet
18:59:57 | [CMD] Gezegen(19) => /pm 21 bana etmedi buldozere etti
18:59:57 | [CMD] BoykoXD(12) => /afk
18:59:58 | [CMD] ahmut(27) => /saat 19
18:59:59 | [KGT]Ruhatcan(11):  /sa /as /hg /hb /bb
19:0:1 | [CMD] ahmut(27) => /saat 20
19:0:1 | [CMD] Furkangz(21) => /pm 19 SS ALDIM
19:0:2 | [CMD] Gezegen(19) => /pm 21 en uste çýk orada
19:0:2 | [KGT]Ruhatcan(11):  /q
19:0:4 | ozantr12345(22): evet oðuz?
19:0:5 | [CMD] ahmut(27) => /saat 21
19:0:5 | [CMD] Furkangz(21) => /pm 19 gordum
19:0:7 | [CMD] Aware61(8) => /sirketdorse
19:0:9 | [CMD] TheFlash02(25) => /bb
19:0:10 | [CMD] BULDOZER(06)(15) => /taamir
19:0:10 | TheFlash02(25): :D
19:0:11 | Lolery71(23): polis ceza kesermisin
19:0:11 | Hic(13): Ruhat senden iyi rehber olur ha
19:0:12 | oguzbey(6): ARAC NASIL ALIYORUZ GARDAÞ
19:0:12 | [CMD] Aware61(8) => /kemer
19:0:12 | [CMD] Gezegen(19) => /pm 21 tmm 
19:0:14 | [CMD] Furkangz(21) => /a Cocuk adama annen yanýmda demiþ
19:0:14 | KorkusuzKorkak(17): c.o
19:0:16 | [CMD] DarkFlow(24) => /work
19:0:17 | [CMD] BULDOZER(06)(15) => /tamir
19:0:17 | ozantr12345(22): c.o
19:0:18 | [CMD] Furkangz(21) => /a ne yaocak
19:0:18 | [CMD] Lolery71(23) => /arav
19:0:19 | DeathStroke(20): beyler
19:0:20 | [CMD] Lolery71(23) => /arac
19:0:20 | ozantr12345(22): daps off lütfen
19:0:23 | [CMD] Lolery71(23) => /araç
19:0:24 | [CMD] Furkangz(21) => /uyar 6 Buyuk harf 
19:0:26 | Hic(13): Büyük Harf Kapat Oðuz
19:0:29 | ozantr12345(22): oðuz kendine mi satýn alacaksýn
19:0:30 | DeathStroke(20): 25m borç vericek varmý?
19:0:31 | Lolery71(23): aracýmý nasýl yanýma çekicem
19:0:32 | ozantr12345(22): oðuz kendine mi satýn alacaksýn
19:0:35 | [CMD] Lolery71(23) => /araba
19:0:35 | [CMD] SpecialForces(14) => /a kim demiþ ss varmý
19:0:39 | Hic(13): @6 Doðduðun yerde araçlar olur.
19:0:40 | [KGT]Ruhatcan ASLANBEY'i öldürdü. Oldurme Sekli: 50
19:0:40 | [CMD] Furkangz(21) => /pm 14 yukarý vbak
19:0:41 | Aware61(8): týrým renk deðiþtiriyo
19:0:41 | Hic(13): Ruhat senden iyi rehber olur ha
19:0:44 | ASLANBEY(10) Pizzaci olarak spawn oldu.
19:0:44 | [CMD] frenkyz[tr](7) => /rescue
19:0:46 | [KGT]Ruhatcan(11): :D
19:0:49 | ozantr12345(22): oðuz kendine mi satýn alacaksýn
19:0:50 | [CMD] DeathStroke(20) => /pm 12 25m borç versene la
19:0:50 | oguzbey(6): EVT
19:0:50 | [CMD] Furkangz(21) => /a yukarýya bak lorcery dio llery
19:0:54 | Hic(13): @8 O Bug oldu öyle kaldý yakýnda düzelir
19:0:55 | [CMD] Furkangz(21) => /a lolery mi ne yd io
19:0:55 | [CMD] DarkFlow(24) => /work
19:1:2 | [CMD] BoykoXD(12) => /pm 20 yok ki  knk
19:1:2 | ASLANBEY(10): kim öldürdü beni
19:1:3 | [CMD] Gezegen(19) => /sorusor Chat Zamaný Nasýl Açýlýyordu ?
19:1:3 | Aware61(8): tamam
19:1:5 | [CMD] Aware61(8) => /work
19:1:7 | ozantr12345(22): en ucuz ara. 10m dir para ile galeriden alabilirsin
19:1:7 | DeathStroke(20): 25m si olan?
19:1:8 | [CMD] BoykoXD(12) => /pm 20 son ðparamý buna verdim
19:1:8 | [KGT]Ruhatcan(11): admin
19:1:11 | Furkangz(21): Efendim
19:1:12 | Hic(13): Oguz galeriden kendine araç alabilirsin.
19:1:13 | [LOCAL]DeathStroke(20): testere
19:1:13 | [CMD] DeathStroke(20) => /l testere
19:1:14 | [CMD] Hic(13) => /sorular
19:1:18 | ozantr12345(22): fakat en ucuzu 10m
19:1:21 | [KGT]Ruhatcan(11): furki yanýna çek araç sýkýþtý
19:1:23 | [CMD] BoykoXD(12) => /dtemizle
19:1:24 | [CMD] KorkusuzKorkak(17) => /cevir
19:1:26 | [CMD] Furkangz(21) => /spec 11
19:1:29 | [CMD] Furkangz(21) => /specoff
19:1:29 | oguzbey(6): GÖREVLER NASIL YAPIYORUZ
19:1:29 | [CMD] Hic(13) => /sorukabul 19a
19:1:30 | [CMD] Lolery71(23) => /akilitler
19:1:31 | [CMD] DeathStroke(20) => /pm 21 borç verirmisin
19:1:31 | [CMD] Lolery71(23) => /akilitle
19:1:32 | KorkusuzKorkak(17): c.o
19:1:33 | [KGT]Ruhatcan(11):  /work
19:1:34 | [CMD] Hic(13) => /sorukabul 19
19:1:34 | [CMD] BoykoXD(12) => /pm 20 iyi bn görev yapam sana kg 
19:1:36 | [CMD] ASLANBEY(10) => /rescue
19:1:36 | {FFCC00}Furkangz(21) {FFFFFF}Kamyoncu olarak spawn oldu.
19:1:36 | [CMD] BoykoXD(12) => /a bnde
19:1:40 | [CMD] DarkFlow(24) => /work
19:1:40 | Hic(13):  /work komutu ile görev alabilirsiniz.
19:1:41 | [CMD] AsosyalAlbay(18) => /ADMÝNS
19:1:41 | [LOCAL]ozantr12345(22): iyi oyunlar takip etme pls edersen rol icabý tekerine sýkmak zorunda kalcam
19:1:41 | [CMD] ozantr12345(22) => /l iyi oyunlar takip etme pls edersen rol icabý tekerine sýkmak zorunda kalcam
19:1:42 | [KGT]Ruhatcan(11): furki yanýna çek araç sýkýþtý
19:1:43 | [CMD] AsosyalAlbay(18) => /admins
19:1:43 | [CMD] Hic(13) => /ypm Merhaba.
19:1:44 | Furkangz(21): Cekiom ruhi
19:1:44 | [CMD] Gezegen(19) => /ypm Merhaba
19:1:44 | [CMD] BULDOZER(06)(15) => /ogorev 25
19:1:46 | [CMD] Furkangz(21) => /get 11
19:1:47 | frenkyz[tr](7): benim araç niye renk deðiþtiriyor yaw
19:1:48 | [CMD] Lolery71(23) => /fps
19:1:49 | [KGT]Ruhatcan(11): eyw
19:1:49 | [CMD] DeathStroke(20) => /pm 12 nereye ya daha pikniðe gitcektik
