0:0:5 | [CMD] Freezer3543(6) => /tamir
20:32:6 | [CMD] HeRquL(14) => /muait
20:32:7 | [CMD] Muya(12) => /yerbul 15
20:32:8 | [SirketCHT] ASLANBEY(10): !efendm
20:32:8 | [CMD] TheS1LKENAdam(8) => /vtamir
20:32:9 | [CMD] HeRquL(14) => /musait
20:32:10 | [SirketCHT] DarkFlow(0): ! bullet almýsýn h.o
20:32:11 | Muya(12): testere
20:32:11 | [eN]Overlord(11): admin helop
20:32:13 | [eN]Overlord(11): týr gömüldü
20:32:16 | [ANTIHACK] Þüpheli HeRquL(14) => Airbreak-hack
20:32:16 | [SirketCHT] ASLANBEY(10): !he çok oldu
20:32:16 | [CMD] [eN]Overlord(11) => /cevir
20:32:17 | Muya(12): heliyle kac bari heykel gibi duruyon orda :D
20:32:18 | [CMD] TheS1LKENAdam(8) => /work
20:32:19 | [CMD] testere151(15) => /goto 11
20:32:20 | [SirketCHT] ASLANBEY(10): !saðol
20:32:24 | [SirketCHT] DarkFlow(0): ! yeni gördüm 
20:32:25 | [eN]Overlord(11): la kandil günü týr gömüldü
20:32:29 | [CMD] Berkay08(7) => /sirket
20:32:32 | [SirketCHT] ASLANBEY(10): !:d
20:32:35 | [SirketCHT] DarkFlow(0): ! :D
20:32:36 | [CMD] Gezegen(9) => /araba
20:32:36 | TheS1LKENAdam(8): Lagdandýr
20:32:38 | [eN]Overlord(11): çek admin
20:32:41 | [CMD] Gezegen(9) => /araba
20:32:44 | ByAdam(17): o týr cennete gýder 
20:32:46 | [CMD] testere151(15) => /fly
20:32:46 | [eN]Overlord(11): görev gidicek
20:32:49 | [CMD] Gezegen(9) => /tamir
20:32:49 | [eN]Overlord(11): 25 sn
20:32:50 | [CMD] ASLANBEY(10) => /vipler
20:32:53 | [CMD] testere151(15) => /dorseget 568
20:32:56 | [CMD] ScrappeR(6) => /pm 9 noldu :d
20:32:56 | ByDead78(18) oyuna girdi [IP: 85.98.194.135]
20:32:57 | TheS1LKENAdam(8): Çekmek yasak
20:32:58 | [eN]Overlord(11): maþallah
20:33:0 | Muya(12): darkflow
20:33:1 | [CMD] testere151(15) => /dorseget 568
20:33:3 | Muya(12): görevmi ypn hla :D
20:33:3 | TheS1LKENAdam(8): zaten yetkim yok 
20:33:4 | [eN]Overlord(11): kula
20:33:5 | [CMD] Berkay08(7) => /admins
20:33:7 | 
20:33:17 | [eN]Overlord(11): 1 sn
20:33:17 | [CMD] ByAdam(17) => /gobus
20:33:19 | DarkFlow(0): hayýr
20:33:19 | [CMD] Muya(12) => /tamir
20:33:19 | [eN]Overlord(11): gg
20:33:20 | [CMD] ByAdam(17) => /gobus
20:33:23 | testere151(15): týr ters dönmüþ yapacak biþe yok
20:33:25 | DarkFlow(0): :D
20:33:27 | Muya(12): overlord kafaya dikkat
20:33:28 | TheS1LKENAdam(8): aynen
20:33:29 | [eN]Overlord(11): týrý terkrar spawnlasana
20:33:30 | CcCAtakan1907(19) oyuna girdi [IP: 78.190.162.193]
20:33:34 | {FFCC00}ByDead78(18) {FFFFFF}Kamyoncu olarak spawn oldu.
20:33:34 | [CMD] Berkay08(7) => /meslek
20:33:36 | {FFCC00}Berkay08(7) {FFFFFF}Pilot olarak spawn oldu.
20:33:39 | [CMD] Berkay08(7) => /sac
20:33:41 | [CMD] ByAdam(17) => /gobus
20:33:43 | [CMD] Berkay08(7) => /rescue
20:33:45 | [CMD] ByAdam(17) => /rescue
20:33:50 | [CMD] Muya(12) => /tamir
20:33:54 | [CMD] Berkay08(7) => /kemer
20:33:56 | [CMD] Gezegen(9) => /tamir
20:33:58 | [KAMYONCU] ASLANBEY, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 179939$, 1 Skor ve 5 EXP Sure: 458 Saniye
20:33:59 | [CMD] ByDead78(18) => /gobus
20:34:6 | [CMD] Berkay08(7) => /work
20:34:10 | [CMD] HeRquL(14) => /sac
20:34:11 | Muya(12): :D
20:34:13 | [CMD] ByDead78(18) => /icerigir
20:34:16 | [CMD] HeRquL(14) => /a þarký bitince söylermisiniz
20:34:17 | [CMD] ByDead78(18) => /isyerimenu
20:34:20 | CcCAtakan1907(19) oyundan cIktI (Hata/Crash) (IP: 78.190.162.193)
20:34:20 | [CMD] HeRquL(14) => /musait
20:34:27 | CcCAtakan1907(19) oyuna girdi [IP: 78.190.162.193]
20:34:27 | [CMD] ByDead78(18) => /gobus
20:34:28 | [CMD] TheS1LKENAdam(8) => /a ben kendime göre dinliyom :D
20:34:36 | 
20:34:36 | [CMD] DarkFlow(0) => /kemer
20:34:38 | [CMD] ByDead78(18) => /icerigir
20:34:38 | {FFCC00}CcCAtakan1907(19) {FFFFFF}Kamyoncu olarak spawn oldu.
20:34:39 | [CMD] Lolery71(16) => /asiriyuk
20:34:40 | [CMD] Lolery71(16) => /asiriyuk
20:34:41 | [CMD] TheS1LKENAdam(8) => /work
20:34:44 | [CMD] CcCAtakan1907(19) => /R internet gg
20:34:44 | [CMD] ByDead78(18) => /isyerimenu
20:34:47 | ByAdam(17): býr adam varmýþ ölmüþ kötu esprý yaptým ahýr ýstýyom
20:34:49 | [CMD] CcCAtakan1907(19) => /sa
20:34:49 | [CMD] ByDead78(18) => /isyerimenu
20:34:51 | [CMD] TheS1LKENAdam(8) => /as
20:34:52 | [CMD] HeRquL(14) => /s
20:34:54 | [CMD] ScrappeR(6) => /as
20:34:55 | [CMD] HeRquL(14) => /as
20:34:57 | [CMD] Berkay08(7) => /as
20:34:57 | [CMD] ByAdam(17) => /meslek
20:34:59 | ByAdam(17) Mafya olarak spawn oldu.
20:35:1 | [CMD] DarkFlow(0) => /as
20:35:2 | [CMD] Berkay08(7) => /work
20:35:3 | [CMD] ByAdam(17) => /rescue
20:35:9 | Muya(12): ula göremiyomki seni
20:35:10 | [CMD] ByAdam(17) => /as
20:35:12 | [CMD] ByDead78(18) => /icerigir
20:35:12 | Muya(12): cok minnaksýn .D
20:35:12 | [CMD] HeRquL(14) => /asay Araç Respawn Geliyor !!
20:35:13 | [CMD] HeRquL(14) => /asay Araç Respawn Geliyor !! 
20:35:13 | [CMD] ByAdam(17) => /modifiye
20:35:15 | [CMD] ByDead78(18) => /isyerimenu
20:35:19 | [CMD] HeRquL(14) => /respawncars
20:35:20 | [CMD] CcCAtakan1907(19) => /gohome
20:35:21 | [CMD] ByDead78(18) => /isyerimenu
20:35:27 | [CMD] CcCAtakan1907(19) => /asay Yolunu Bulamayan, Yardýma Ýhtiyacý Olan ? 
20:35:27 | [CMD] CcCAtakan1907(19) => /asay Sorularýnýzý /sorusor Komutu Ýle Bizlere Sorabilirsiniz. 
20:35:29 | Muya(12): :D
20:35:30 | [CMD] ByDead78(18) => /isyerimenu
20:35:30 | [CMD] ByAdam(17) => /motor
20:35:32 | [CMD] HeRquL(14) => /r þarký bitt mi
20:35:37 | [CMD] ByDead78(18) => /isyerimenu
20:35:44 | [CMD] CcCAtakan1907(19) => /goto 15
20:35:48 | [CMD] ByDead78(18) => /icerigir
20:35:48 | [CMD] Muya(12) => /tamir
20:35:50 | [CMD] ByDead78(18) => /isyerimenu
20:35:55 | [LOCAL]CcCAtakan1907(19): cýlgýn nene
20:35:55 | [CMD] CcCAtakan1907(19) => /l cýlgýn nene
20:35:55 | [CMD] testere151(15) => /fly
20:36:6 | [CMD] ByDead78(18) => /isyerimenu
20:36:8 | [CMD] TheS1LKENAdam(8) => /rescue
20:36:11 | [CMD] testere151(15) => /fly
20:36:12 | [CMD] DarkFlow(0) => /tamir
20:36:14 | [eN]Overlord(11): la dorse de gitti
20:36:15 | [CMD] [eN]Overlord(11) => /araba
20:36:18 | [CMD] Muya(12) => /rescue
20:36:19 | [CMD] HeRquL(14) => /goto 11
20:36:19 | [eN]Overlord(11): ohoo 
20:36:19 | [CMD] CcCAtakan1907(19) => /myskin 170
20:36:21 | [CMD] Berkay08(7) => /work
20:36:21 | [CMD] [eN]Overlord(11) => /araba
20:36:22 | [CMD] CcCAtakan1907(19) => /myskin 175
20:36:22 | ScrappeR(6): dsadas
20:36:23 | [eN]Overlord(11): lan
20:36:24 | [CMD] CcCAtakan1907(19) => /myskin 173
20:36:25 | [CMD] CcCAtakan1907(19) => /myskin 174
20:36:26 | [eN]Overlord(11): motorumu çaðýrdým
20:36:28 | [eN]Overlord(11): slx geldi
20:36:30 | [CMD] CcCAtakan1907(19) => /myskin 172
20:36:31 | [CMD] CcCAtakan1907(19) => /myskin 171
20:36:33 | HeRquL(14): relog
20:36:35 | [CMD] ScrappeR(6) => /pm 9 hadi yakala 
20:36:36 | testere151(15): relog at
20:36:39 | [CMD] CcCAtakan1907(19) => /myskin 178
20:36:41 | [CMD] CcCAtakan1907(19) => /myskin 179
20:36:41 | [eN]Overlord(11): bineyim bari
20:36:42 | Muya(12): testere
20:36:44 | [CMD] CcCAtakan1907(19) => /myskin 180
20:36:47 | [CMD] CcCAtakan1907(19) => /myskin 181
20:36:47 | Muya(12): banshe ne zmn düzelcek bnim :d
20:36:47 | [eN]Overlord(11): Berksay
20:36:49 | testere151(15): efm
20:36:49 | [eN]Overlord(11): Berkay
20:36:49 | [CMD] ByAdam(17) => /sac
20:36:49 | [CMD] ByDead78(18) => /sac
20:36:53 | Berkay08(7): evet
20:36:54 | [CMD] ByDead78(18) => /skapay
20:36:55 | [eN]Overlord(11): senin araç geliyor bana
20:36:56 | [CMD] ByDead78(18) => /skapat
20:37:0 | HeRquL(14):  /sac çok iyi bir þarký
20:37:0 | [eN]Overlord(11): zrx
20:37:0 | Berkay08(7): hm
20:37:0 | [CMD] CcCAtakan1907(19) => /myskin 181
20:37:2 | [CMD] CcCAtakan1907(19) => /myskin 182
20:37:2 | [CMD] [eN]Overlord(11) => /araba
20:37:4 | [CMD] CcCAtakan1907(19) => /myskin 183
20:37:5 | [CMD] CcCAtakan1907(19) => /myskin 185
20:37:6 | [CMD] CcCAtakan1907(19) => /myskin 184
20:37:8 | [eN]Overlord(11): haydaa
20:37:8 | [CMD] CcCAtakan1907(19) => /myskin 186
20:37:10 | [CMD] CcCAtakan1907(19) => /myskin 187
20:37:11 | [LOCAL]HeRquL(14): relog at
20:37:11 | [CMD] HeRquL(14) => /l relog at
20:37:11 | [CMD] ASLANBEY(10) => /work
20:37:11 | [CMD] Muya(12) => /tamir
20:37:12 | [CMD] ByDead78(18) => /meslek
20:37:12 | [CMD] CcCAtakan1907(19) => /myskin 188
20:37:13 | [LOCAL][eN]Overlord(11): tm
20:37:13 | [CMD] [eN]Overlord(11) => /l tm
20:37:14 | [CMD] ByAdam(17) => /mkapat
20:37:14 | [eN]Overlord(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:37:14 | [CMD] CcCAtakan1907(19) => /myskin 189
20:37:15 | [CMD] TheS1LKENAdam(8) => /araba
20:37:16 | ByDead78(18) Mafya olarak spawn oldu.
20:37:16 | [CMD] ByAdam(17) => /skapat
20:37:18 | [CMD] CcCAtakan1907(19) => /myskin 190
20:37:18 | Berkay08(7): açýymmý kilidi
20:37:19 | [CMD] CcCAtakan1907(19) => /myskin 191
20:37:20 | [CMD] CcCAtakan1907(19) => /myskin 192
20:37:22 | [CMD] CcCAtakan1907(19) => /myskin 193
20:37:23 | [CMD] CcCAtakan1907(19) => /myskin 194
20:37:24 | [CMD] CcCAtakan1907(19) => /myskin 195
20:37:26 | [CMD] CcCAtakan1907(19) => /myskin 196
20:37:28 | [CMD] CcCAtakan1907(19) => /myskin 197
20:37:29 | [CMD] HeRquL(14) => /cleanupcars
20:37:29 | [CMD] Gezegen(9) => /tamir
20:37:30 | [CMD] ByDead78(18) => /modifiye
20:37:30 | {FFCC00}Muya(12) {FFFFFF}Pilot olarak spawn oldu.
20:37:31 | [CMD] ASLANBEY(10) => /asiriyuk
20:37:31 | [CMD] CcCAtakan1907(19) => /myskin 198
20:37:34 | Muya(12): la sirkettesin
20:37:34 | [CMD] CcCAtakan1907(19) => /myskin 199
20:37:34 | [CMD] Berkay08(7) => /work
20:37:35 | Muya(12): :D
20:37:37 | testere151(15): :D
20:37:39 | [CMD] CcCAtakan1907(19) => /myskin 200
20:37:42 | Muya(12): nasý vuram :D
20:37:44 | [CMD] CcCAtakan1907(19) => /myskin 294
20:37:44 | [CMD] Muya(12) => /rescue
20:37:49 | [CMD] HeRquL(14) => /car sfpd 1 0
20:37:55 | [CMD] Gezegen(9) => /tamir
20:37:55 | ScrappeR(6): adsadsaa
20:37:55 | [CMD] CcCAtakan1907(19) => /goto 16
20:37:55 | [eN]Overlord(11) oyuna girdi [IP: 178.245.47.147]
20:38:3 | ScrappeR(6): gezegen ah
20:38:3 | [CMD] ByDead78(18) => /kemer
20:38:4 | Gezegen(9): lagg
20:38:4 | Lolery71(16) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:38:7 | 
20:38:8 | [CMD] HeRquL(14) => /car sfpd 0 1
20:38:9 | [CMD] CcCAtakan1907(19) => /goto 14
20:38:10 | {FFCC00}[eN]Overlord(11) {FFFFFF}Kamyoncu olarak spawn oldu.
20:38:10 | [CMD] ByDead78(18) => /motor
20:38:12 | testere151(15): vücudumun yarýsý dýþarda vurursun qWE:
20:38:13 | [CMD] ByAdam(17) => /yenilikler
20:38:15 | [CMD] [eN]Overlord(11) => /gobus
20:38:18 | [CMD] [eN]Overlord(11) => /rescue
20:38:19 | [CMD] HeRquL(14) => /cleanupcars
20:38:22 | [CMD] [eN]Overlord(11) => /araba
20:38:23 | Muya(12): yerini tespit edemde bi
20:38:35 | [CMD] Gezegen(9) => /kemer
20:38:37 | {FFCC00}Muya(12) {FFFFFF}Pilot olarak spawn oldu.
20:38:37 | Gezegen(9): czn res
20:38:37 | [CMD] [eN]Overlord(11) => /araba
20:38:39 | [CMD] ByAdam(17) => /ranklar
20:38:41 | Muya(12): oneydi la :D
20:38:41 | CcCAtakan1907(19): muya ne uctun :D
20:38:42 | [CMD] Muya(12) => /rescue
20:38:42 | [CMD] TheS1LKENAdam(8) => /cantazele
20:38:45 | testere151(15): qwe
20:38:45 | [eN]Overlord(11): lan
20:38:45 | CcCAtakan1907(19): donerek
20:38:48 | [eN]Overlord(11): þimdide motorum gelmiyor
20:38:49 | Muya(12): neye carptým ben :D
20:38:51 | [CMD] [eN]Overlord(11) => /araba
20:38:56 | [CMD] Berkay08(7) => /kemer
20:38:58 | testere151(15): biþeye çarpmadýn 
20:39:1 | [CMD] Gezegen(9) => /tamir
20:39:2 | [CMD] Berkay08(7) => /akilitle
20:39:5 | [CMD] [eN]Overlord(11) => /araba
20:39:5 | Muya(12): nasýl patladým ozman :D
20:39:6 | [CMD] Berkay08(7) => /work
20:39:8 | [CMD] [eN]Overlord(11) => /araba
20:39:17 | [CMD] ByDead78(18) => /tamir
20:39:18 | [eN]Overlord(11): herqul
20:39:20 | [CMD] Gezegen(9) => /cevir
20:39:21 | [CMD] Muya(12) => /tamir
20:39:21 | [eN]Overlord(11): bu seferde motorum gelmiyor
20:39:28 | Muya(12): overlord
20:39:30 | Muya(12): format :D
20:39:31 | [CMD] HeRquL(14) => /atamir 
20:39:31 | Muya(12): relog
20:39:34 | [eN]Overlord(11): yok
20:39:38 | [eN]Overlord(11): zaten motorla iþim yok þimdilik
20:39:40 | HeRquL(14): 3-4 kere dene
20:39:45 | [CMD] [eN]Overlord(11) => /kemer
20:39:46 | [CMD] [eN]Overlord(11) => /modifiye
20:40:2 | [eN]Overlord(11): tarçýn ve arkadaþlarý ot çekip coþuyor
20:40:2 | [CMD] Berkay08(7) => /work
20:40:5 | Gezegen(9): :D
20:40:13 | Muya(12): göremiyomki seni testere :d
20:40:13 | [CMD] [eN]Overlord(11) => /work
20:40:14 | ScrappeR(6): :D kardeþim iþim var çýkmam lazým
20:40:17 | [CMD] testere151(15) => /car rhino . .
20:40:18 | testere151(15): qwe
20:40:19 | HeRquL(14): elmýr orda mý
20:40:19 | Gezegen(9): tmmdýr
20:40:21 | Gezegen(9): hadi bb
20:40:25 | [CMD] [eN]Overlord(11) => /modifiye
20:40:28 | [CMD] Muya(12) => /tamir
20:40:29 | [CMD] Gezegen(9) => /rescue
20:40:30 | CcCAtakan1907(19): bu kurtlar vadisi müziklerini keþke daha önceden tanýsaymýþým gaza getiriyo hepsi :D
20:40:30 | ScrappeR(6): bb
20:40:31 | {FFCC00}Berkay08(7) {FFFFFF}Pilot olarak spawn oldu.
20:40:31 | [CMD] DarkFlow(0) => /cevir
20:40:31 | Berkay08(7): lennn
20:40:31 | Muya(12): la :D
20:40:34 | Muya(12): kimdi o :D
20:40:35 | [CMD] Gezegen(9) => /araba
20:40:36 | [CMD] ScrappeR(6) => /afk
20:40:37 | Berkay08(7): ulen muya
20:40:38 | [CMD] HeRquL(14) => /a ekmek kafalý elmýr :d
20:40:41 | Muya(12): sen carptýn :D
20:40:51 | Berkay08(7): kalkarken üstüme geliyon
20:40:52 | [CMD] Gezegen(9) => /tamirsac
20:40:54 | [CMD] ByDead78(18) => /tamir
20:40:54 | [CMD] Gezegen(9) => /sac
20:40:57 | [CMD] Muya(12) => /tamir
20:41:3 | [CMD] CcCAtakan1907(19) => /isteksarki 816
20:41:3 | [CMD] ByDead78(18) => /motor
20:41:4 | Muya(12): arkadan vuran her zaman sucludur :D
20:41:12 | Berkay08(7): neyse ödeþiriz
20:41:18 | [ANTIHACK] Þüpheli Muya(12) => Can-Hilesi
20:41:18 | [CMD] Berkay08(7) => /rescue
20:41:21 | Muya(12): :D
20:41:21 | {FFCC00}Muya(12) {FFFFFF}Pilot olarak spawn oldu.
20:41:24 | testere151(15): öcünü aldým gg :QWE
20:41:25 | Muya(12): tam üstünde patladý ucak :D
20:41:27 | [CMD] Muya(12) => /rescue
20:41:33 | [eN]Overlord(11): öc alýcý xx
20:41:38 | [eN]Overlord(11): testerew
20:41:39 | Muya(12): testere amacxým ucagý sütnde patlatmak
20:41:45 | Muya(12): kemerle ölümsüzlügü kapat testere :D
20:41:47 | [CMD] Berkay08(7) => /kemer
20:41:48 | [eN]Overlord(11): ucaðý sütünde patlatçakmýþ
20:41:53 | [eN]Overlord(11): sütünü sakla
20:42:9 | testere151(15): ölümsüzlük iþe yaramýyo her türlü patladýðýmda ölüyom qWE:
20:42:16 | Muya(12): araban zarar görmo
20:42:23 | HeRquL(14): baguvix yaz testere
20:42:26 | [eN]Overlord(11): euheue
20:42:30 | [eN]Overlord(11): hesoyam yazýn
20:42:31 | ScrappeR(6) Mafya olarak spawn oldu.
20:42:31 | TheS1LKENAdam(8) oyundan cIktI (Hata/Crash) (IP: 46.2.9.126)
20:42:38 | [eN]Overlord(11): bi sn
20:42:39 | Muya(12): arkamdaki sahýs kim :D
20:42:42 | [eN]Overlord(11): aezakmý
20:42:43 | Berkay08(7): benn
20:42:46 | Berkay08(7): :D
20:42:49 | Gezegen(9): pardon kardeþ
20:42:51 | [CMD] ByAdam(17) => /gobus
20:42:52 | [eN]Overlord(11): kjkszp
20:42:52 | testere151(15): senidemi patlatam qW:E
20:42:54 | [eN]Overlord(11): pj
20:42:56 | [CMD] Gezegen(9) => /tamir
20:42:56 | Muya(12): :D
20:42:58 | [eN]Overlord(11): wanrltw
20:42:58 | {FFCC00}Muya(12) {FFFFFF}Pilot olarak spawn oldu.
20:43:0 | [CMD] Muya(12) => /rescue
20:43:4 | [eN]Overlord(11): baguvix
20:43:7 | Muya(12): arac res :D
20:43:9 | [eN]Overlord(11): oyuna hazýrým beyler
20:43:15 | Muya(12): shamal kalmadý :D
20:43:16 | ASLANBEY(10): admin
20:43:17 | Muya(12): arac res :D
20:43:21 | testere151(15): hala patlýyo uçak
20:43:23 | testere151(15): evet
20:43:26 | [CMD] HeRquL(14) => /atamir
20:43:27 | ASLANBEY(10): testere gel bi
20:43:28 | [CMD] ByAdam(17) => /rescue
20:43:29 | ASLANBEY(10): acil
20:43:32 | [CMD] CcCAtakan1907(19) => /R kadir
20:43:33 | [CMD] testere151(15) => /cleanupcars
20:43:33 | [eN]Overlord(11): pdnejohu unutuyodum
20:43:34 | [CMD] Muya(12) => /rescue
20:43:35 | ByAdam(17): aracr es
20:43:35 | [eN]Overlord(11): pdnejoh
20:43:36 | [CMD] Gezegen(9) => /tamir
20:43:36 | [CMD] testere151(15) => /goto 10
20:43:37 | CcCAtakan1907(19): .
20:43:37 | ByAdam(17): arac res*
20:43:39 | [CMD] [eN]Overlord(11) => /tamir
20:43:43 | [CMD] testere151(15) => /slap 15
20:43:44 | [CMD] Berkay08(7) => /TAMÝR
20:43:44 | CcCAtakan1907(19) oyundan cIktI (Hata/Crash) (IP: 78.190.162.193)
20:43:44 | ASLANBEY(10): sýkýþtým
20:43:47 | {FFCC00}Berkay08(7) {FFFFFF}Pilot olarak spawn oldu.
20:43:48 | Muya(12): biriniz su darkflow u durdursun :D
20:43:49 | [CMD] testere151(15) => /fly
20:43:50 | ByAdam(17): admýn arac ress
20:43:50 | [CMD] HeRquL(14) => /goto 10
20:43:52 | ASLANBEY(10): 20 saniye kaldý
20:43:53 | Berkay08(7): ne patladý be
20:43:53 | CcCAtakan1907(8) oyuna girdi [IP: 78.190.162.193]
20:43:55 | [CMD] testere151(15) => /get 10 
20:43:56 | [CMD] ASLANBEY(10) => /cevir
20:43:58 | [eN]Overlord(11): dark
20:43:59 | [eN]Overlord(11): dur 
20:44:0 | [CMD] HeRquL(14) => /goto 15
20:44:0 | [eN]Overlord(11): xd
20:44:1 | DarkFlow(0): evet
20:44:3 | ByAdam(17): la admýn
20:44:4 | [CMD] Berkay08(7) => /kemer
20:44:4 | CcCAtakan1907(8) oyundan cIktI (Hata/Crash) (IP: 78.190.162.193)
20:44:5 | ByAdam(17): hadý be
20:44:5 | [CMD] Gezegen(9) => /rescue
20:44:5 | Muya(12): berkay
20:44:8 | [CMD] ByAdam(17) => /adminler
20:44:9 | DarkFlow(0): þirketteyim
20:44:9 | [CMD] Gezegen(9) => /araba
20:44:9 | Berkay08(7): efm
20:44:10 | [CMD] ByAdam(17) => /admins
20:44:11 | ASLANBEY(10): eyvallah testere
20:44:11 | Muya(12): bni düsüremezsin bosa ugrasma :D
20:44:12 | [CMD] HeRquL(14) => /dorseget 711
20:44:12 | testere151(15): araç res geliyor!!
20:44:14 | ByAdam(17): herqul
20:44:14 | testere151(15): araç res geliyor!!
20:44:16 | [CMD] HeRquL(14) => /atamir
20:44:22 | [CMD] testere151(15) => /respawncars
20:44:23 | [eN]Overlord(11): gelmedi
20:44:23 | Berkay08(7): senle iþim yok
20:44:24 | [eN]Overlord(11): geldi la
20:44:27 | [CMD] [eN]Overlord(11) => /ares
20:44:28 | [CMD] ByAdam(17) => /modifiye
20:44:32 | [CMD] [eN]Overlord(11) => /aracrex
20:44:32 | Berkay08(7): iþim adminle
20:44:33 | [CMD] [eN]Overlord(11) => /aracres
20:44:34 | [CMD] ByDead78(18) => /isyeri
20:44:35 | [CMD] [eN]Overlord(11) => /aracresle
20:44:37 | [CMD] [eN]Overlord(11) => /aresle
20:44:40 | Muya(12): admini sadece bn vururum :d
20:44:42 | [CMD] [eN]Overlord(11) => /isetksarki 1618
20:44:43 | [CMD] [eN]Overlord(11) => /djler
20:44:45 | [eN]Overlord(11): dj lik bitmiþ
20:44:46 | Berkay08(7): tabi tabi
20:44:48 | [CMD] [eN]Overlord(11) => /isteksarki 1618
20:44:48 | [CMD] ByDead78(18) => /rescue
20:44:54 | [CMD] testere151(15) => /djler
20:44:57 | testere151(15): dj yok
20:45:0 | [CMD] ASLANBEY(10) => /tamir
20:45:0 | CcCAtakan1907(8) oyuna girdi [IP: 78.190.162.193]
20:45:5 | [eN]Overlord(11): pü
20:45:14 | [CMD] ASLANBEY(10) => /tamir
20:45:15 | Muya(12): testere
20:45:17 | 
20:45:18 | Muya(12): týra vururoyudm: d
20:45:18 | testere151(15): efm
20:45:19 | {FFCC00}CcCAtakan1907(8) {FFFFFF}Kamyoncu olarak spawn oldu.
20:45:21 | testere151(15): qwe
20:45:24 | Muya(12): ohja
20:45:25 | CcCAtakan1907(8): ben böle internetin
20:45:26 | {FFCC00}Muya(12) {FFFFFF}Pilot olarak spawn oldu.
20:45:27 | Muya(12): ucaga noldu la
20:45:30 | [CMD] Muya(12) => /rescue
20:45:31 | [CMD] CcCAtakan1907(8) => /goto 14
20:45:40 | [CMD] CcCAtakan1907(8) => /myskin 194
20:45:42 | [CMD] CcCAtakan1907(8) => /myskin 195
20:45:45 | [CMD] CcCAtakan1907(8) => /myskin 196
20:45:46 | [CMD] CcCAtakan1907(8) => /myskin 296
20:45:48 | {FFCC00}Berkay08(7) {FFFFFF}Pilot olarak spawn oldu.
20:45:49 | [CMD] CcCAtakan1907(8) => /myskin 294
20:45:49 | ByAdam(17): pýlot nabuyon
20:45:51 | [CMD] HeRquL(14) => /atamir
20:45:55 | Berkay08(7): düþtüm ya
20:45:57 | ByAdam(17): :D
20:45:59 | [CMD] testere151(15) => /giveweapon 15 m4 100000
20:46:0 | [eN]Overlord(11): hll
20:46:3 | [CMD] Berkay08(7) => /kemer
20:46:4 | [CMD] [eN]Overlord(11) => /tamir
20:46:7 | [CMD] CcCAtakan1907(8) => /pm 15 kadir
20:46:14 | [CMD] testere151(15) => /pm 8 efm
20:46:20 | [CMD] CcCAtakan1907(8) => /pm 15 hani beleþ arac yaratýyonuz ya a1de var mý o :d
20:46:26 | TheS1LKENAdam(16) oyuna girdi [IP: 46.2.9.126]
20:46:29 | [CMD] ByDead78(18) => /rescue
20:46:30 | [CMD] testere151(15) => /pm 8 3 te var 
20:46:36 | 
20:46:37 | [CMD] CcCAtakan1907(8) => /pm 15 tm
20:46:39 | [CMD] CcCAtakan1907(8) => /admins
20:46:39 | [CMD] Muya(12) => /tamir
20:46:40 | Muya(12): :D
20:46:41 | [CMD] ByDead78(18) => /rescue
20:46:44 | [CMD] testere151(15) => /slap 12
20:46:44 | Gezegen(9): muya nidion muya :D
20:46:44 | [CMD] ByDead78(18) => /rescue
20:46:45 | Muya(12): nen
20:46:48 | [CMD] ByDead78(18) => /rescue
20:46:49 | ByAdam(17): .
20:46:50 | {FFCC00}Muya(12) {FFFFFF}Pilot olarak spawn oldu.
20:46:50 | [CMD] Muya(12) => /rescue
20:46:58 | {FFCC00}TheS1LKENAdam(16) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
20:47:0 | Muya(12): slap atma abidin
20:47:2 | [CMD] TheS1LKENAdam(16) => /admgiris
20:47:5 | [CMD] TheS1LKENAdam(16) => /sa
20:47:7 | [CMD] [eN]Overlord(11) => /as
20:47:7 | [CMD] Berkay08(7) => /as
20:47:9 | ByAdam(17): gezegen nabuyon
20:47:9 | ScrappeR(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:47:11 | ByAdam(17): aranmam yok kardesým ya
20:47:11 | [CMD] HeRquL(14) => /atamir
20:47:14 | testere151(15): tokatlarým seni burdan qWe
20:47:14 | [CMD] TheS1LKENAdam(16) => /araba
20:47:16 | ByAdam(17): ne sýkýyon
20:47:16 | [CMD] CcCAtakan1907(8) => /as
20:47:19 | ByAdam(17): qwe :D
20:47:20 | [CMD] CcCAtakan1907(8) => /meslek
20:47:21 | Gezegen(9): sana sýkmýyom kardeþ
20:47:22 | [CMD] ByAdam(17) => /ise
20:47:24 | [CMD] CcCAtakan1907(8) => /meslek
20:47:25 | [CMD] TheS1LKENAdam(16) => /spec 9
20:47:25 | ByAdam(17): iserim aracýnýza
20:47:26 | [LOCAL]HeRquL(14): bþn arava
20:47:26 | [CMD] HeRquL(14) => /l bþn arava
20:47:26 | CcCAtakan1907(8): .
20:47:29 | [CMD] DarkFlow(0) => /sirket
20:47:29 | [LOCAL]HeRquL(14): bin araca
20:47:29 | [CMD] HeRquL(14) => /l bin araca
